artista,artista_link,bandeira
"Aeternum Dei","https://www.cifras.com.br/aeternum-dei","https://www.e-chords.com/t/f1.gif"
"Aeternum Paradisum","https://www.cifras.com.br/aeternum-paradisum","https://www.e-chords.com/t/f1.gif"
"Aetha Franlin","https://www.cifras.com.br/aetha-franlin","https://www.e-chords.com/t/f68.gif"
"Afala e Case","https://www.cifras.com.br/afala-e-case","https://www.e-chords.com/t/f1.gif"
"Afaz Natural","https://www.cifras.com.br/afaz-natural","https://www.e-chords.com/t/f68.gif"
"Affarra","https://www.cifras.com.br/affarra","https://www.e-chords.com/t/f1.gif"
"Affiance","https://www.cifras.com.br/affiance","https://www.e-chords.com/t/f25.gif"
"Affonsinho","https://www.cifras.com.br/affonsinho","https://www.e-chords.com/t/f1.gif"
"Affonso Talyuli","https://www.cifras.com.br/affonso-talyuli","https://www.e-chords.com/t/f1.gif"
"Afgan","https://www.cifras.com.br/afgan","https://www.e-chords.com/t/f25.gif"
"Afi","https://www.cifras.com.br/afi","https://www.e-chords.com/t/f10.gif"
"Afirmação","https://www.cifras.com.br/afirmacao","https://www.e-chords.com/t/f1.gif"
"Afonço Algusto","https://www.cifras.com.br/afonco-algusto","https://www.e-chords.com/t/f1.gif"
"Afonso Algusto","https://www.cifras.com.br/afonso-algusto","https://www.e-chords.com/t/f1.gif"
"Afonso Augusto","https://www.cifras.com.br/afonso-augusto","https://www.e-chords.com/t/f1.gif"
"Afonso e Gabriel","https://www.cifras.com.br/afonso-e-gabriel","https://www.e-chords.com/t/f1.gif"
"Afonso e Thiago","https://www.cifras.com.br/afonso-e-thiago","https://www.e-chords.com/t/f1.gif"
"Afonso Felipe Fernandes","https://www.cifras.com.br/afonso-felipe-fernandes","https://www.e-chords.com/t/f1.gif"
"Afonso Horácio Leite","https://www.cifras.com.br/afonso-horacio-leite","https://www.e-chords.com/t/f1.gif"
"Afonso Maia","https://www.cifras.com.br/afonso-maia","https://www.e-chords.com/t/f25.gif"
"Afonso Nigro","https://www.cifras.com.br/afonso-nigro","https://www.e-chords.com/t/f1.gif"
"Afra","https://www.cifras.com.br/afra","https://www.e-chords.com/t/f1.gif"
"Afra Nascimento","https://www.cifras.com.br/afra-nascimento","https://www.e-chords.com/t/f1.gif"
"Afranio","https://www.cifras.com.br/afranio","https://www.e-chords.com/t/f68.gif"
"Afric Simone","https://www.cifras.com.br/afric-simone","https://www.e-chords.com/t/f34.gif"
"African Boys","https://www.cifras.com.br/african-boys","https://www.e-chords.com/t/f1.gif"
"Afro Brothers","https://www.cifras.com.br/afro-brothers","https://www.e-chords.com/t/f68.gif"
"Afro-Cuban All Stars","https://www.cifras.com.br/afro-cuban-all-stars","https://www.e-chords.com/t/f16.gif"
"Afrodisíaco","https://www.cifras.com.br/afrodisiaco","https://www.e-chords.com/t/f1.gif"
"Afrodite","https://www.cifras.com.br/afrodite","https://www.e-chords.com/t/f1.gif"
"Afrodite Se Quiser","https://www.cifras.com.br/afrodite-se-quiser","https://www.e-chords.com/t/f1.gif"
"Afrodizia","https://www.cifras.com.br/afrodizia","https://www.e-chords.com/t/f1.gif"
"Afrojack","https://www.cifras.com.br/afrojack","https://www.e-chords.com/t/f53.gif"
"Afroman","https://www.cifras.com.br/afroman","https://www.e-chords.com/t/f10.gif"
"Afroreggae","https://www.cifras.com.br/afroreggae","https://www.e-chords.com/t/f1.gif"
"After Forever","https://www.cifras.com.br/after-forever","https://www.e-chords.com/t/f10.gif"
"After Image","https://www.cifras.com.br/after-image","https://www.e-chords.com/t/f10.gif"
"After Ivory","https://www.cifras.com.br/after-ivory","https://www.e-chords.com/t/f68.gif"
"After Rainbow","https://www.cifras.com.br/after-rainbow","https://www.e-chords.com/t/f68.gif"
"After Romeo","https://www.cifras.com.br/after-romeo","https://www.e-chords.com/t/f68.gif"
"After School","https://www.cifras.com.br/after-school","https://www.e-chords.com/t/f66.gif"
"After The Fall","https://www.cifras.com.br/after-the-fall","https://www.e-chords.com/t/f12.gif"
"Afterglow","https://www.cifras.com.br/afterglow","https://www.e-chords.com/t/f68.gif"
"Afterhours","https://www.cifras.com.br/afterhours","https://www.e-chords.com/t/f4.gif"
"Ag do Forró","https://www.cifras.com.br/ag-do-forro","https://www.e-chords.com/t/f1.gif"
"AG2","https://www.cifras.com.br/ag2","https://www.e-chords.com/t/f1.gif"
"Agabatuler Project","https://www.cifras.com.br/agabatuler-project","https://www.e-chords.com/t/f1.gif"
"Agadiers","https://www.cifras.com.br/agadiers","https://www.e-chords.com/t/f25.gif"
"agah","https://www.cifras.com.br/agah","https://www.e-chords.com/t/f1.gif"
"Agah Menon","https://www.cifras.com.br/agah-menon","https://www.e-chords.com/t/f1.gif"
"Against All Authority","https://www.cifras.com.br/against-all-authority","https://www.e-chords.com/t/f68.gif"
"Against me","https://www.cifras.com.br/against-me","https://www.e-chords.com/t/f10.gif"
"Against The Current","https://www.cifras.com.br/against-the-current","https://www.e-chords.com/t/f10.gif"
"Agalloch","https://www.cifras.com.br/agalloch","https://www.e-chords.com/t/f68.gif"
"Agape","https://www.cifras.com.br/agape","https://www.e-chords.com/t/f68.gif"
"Agapornis","https://www.cifras.com.br/agapornis","https://www.e-chords.com/t/f27.gif"
"Agar Agar","https://www.cifras.com.br/agar-agar","https://www.e-chords.com/t/f68.gif"
"Agarrate Catalina","https://www.cifras.com.br/agarrate-catalina","https://www.e-chords.com/t/f68.gif"
"Agassis","https://www.cifras.com.br/agassis","https://www.e-chords.com/t/f1.gif"
"Agatha Di Carlo","https://www.cifras.com.br/agatha-di-carlo","https://www.e-chords.com/t/f1.gif"
"Agatha Monteiro","https://www.cifras.com.br/agatha-monteiro","https://www.e-chords.com/t/f1.gif"
"Age Aleksandersen","https://www.cifras.com.br/age-aleksandersen","https://www.e-chords.com/t/f20.gif"
"Agê Ferreira","https://www.cifras.com.br/age-ferreira","https://www.e-chords.com/t/f1.gif"
"Agenor Neto","https://www.cifras.com.br/agenor-neto","https://www.e-chords.com/t/f1.gif"
"Agent Orange","https://www.cifras.com.br/agent-orange","https://www.e-chords.com/t/f10.gif"
"Agente 69","https://www.cifras.com.br/agente-69","https://www.e-chords.com/t/f1.gif"
"Agepê","https://www.cifras.com.br/agepe","https://www.e-chords.com/t/f1.gif"
"Ageu","https://www.cifras.com.br/ageu","https://www.e-chords.com/t/f1.gif"
"Ageu Costa","https://www.cifras.com.br/ageu-costa","https://www.e-chords.com/t/f1.gif"
"Ageu Pereira","https://www.cifras.com.br/ageu-pereira","https://www.e-chords.com/t/f1.gif"
"Ageu Soares","https://www.cifras.com.br/ageu-soares","https://www.e-chords.com/t/f1.gif"
"Aggeu Marques","https://www.cifras.com.br/aggeu-marques","https://www.e-chords.com/t/f1.gif"
"Aghatus","https://www.cifras.com.br/aghatus","https://www.e-chords.com/t/f10.gif"
"Agir","https://www.cifras.com.br/agir","https://www.e-chords.com/t/f11.gif"
"Agito Capilar","https://www.cifras.com.br/agito-capilar","https://www.e-chords.com/t/f1.gif"
"Agnaldo Cardoso","https://www.cifras.com.br/agnaldo-cardoso","https://www.e-chords.com/t/f1.gif"
"Agnaldo Cardoso Alves","https://www.cifras.com.br/agnaldo-cardoso-alves","https://www.e-chords.com/t/f1.gif"
"Agnaldo Mendes","https://www.cifras.com.br/agnaldo-mendes","https://www.e-chords.com/t/f1.gif"
"Agnaldo Oliveira","https://www.cifras.com.br/agnaldo-oliveira","https://www.e-chords.com/t/f1.gif"
"Agnaldo Rayol","https://www.cifras.com.br/agnaldo-rayol","https://www.e-chords.com/t/f1.gif"
"Agnaldo Sousa","https://www.cifras.com.br/agnaldo-sousa","https://www.e-chords.com/t/f1.gif"
"Agnaldo Sylva","https://www.cifras.com.br/agnaldo-sylva","https://www.e-chords.com/t/f1.gif"
"Agnaldo Timoteo","https://www.cifras.com.br/agnaldo-timoteo","https://www.e-chords.com/t/f1.gif"
"Agnee","https://www.cifras.com.br/agnee","https://www.e-chords.com/t/f68.gif"
"Agnela","https://www.cifras.com.br/agnela","https://www.e-chords.com/t/f1.gif"
"Agnes Carlsson","https://www.cifras.com.br/agnes-carlsson","https://www.e-chords.com/t/f15.gif"
"Agnes Gomes","https://www.cifras.com.br/agnes-gomes","https://www.e-chords.com/t/f1.gif"
"Agnes Monica","https://www.cifras.com.br/agnes-monica","https://www.e-chords.com/t/f48.gif"
"Agnes Nunes","https://www.cifras.com.br/agnes-nunes","https://www.e-chords.com/t/f1.gif"
"Agnes Obel","https://www.cifras.com.br/agnes-obel","https://www.e-chords.com/t/f30.gif"
"Agnetha Faltskog","https://www.cifras.com.br/agnetha-faltskog","https://www.e-chords.com/t/f15.gif"
"Agnetha Fältskog","https://www.cifras.com.br/agnetha-faltskog","https://www.e-chords.com/t/f68.gif"
"Agni Mogollón","https://www.cifras.com.br/agni-mogollon","https://www.e-chords.com/t/f1.gif"
"Agnostic Front","https://www.cifras.com.br/agnostic-front","https://www.e-chords.com/t/f68.gif"
"Agoney","https://www.cifras.com.br/agoney","https://www.e-chords.com/t/f68.gif"
"Agora","https://www.cifras.com.br/agora","https://www.e-chords.com/t/f68.gif"
"Agora É A Vera","https://www.cifras.com.br/agora-e-a-vera","https://www.e-chords.com/t/f1.gif"
"Agostinho Dos Santos","https://www.cifras.com.br/agostinho-dos-santos","https://www.e-chords.com/t/f1.gif"
"Agostinho dos Santos e Rosana Toledo","https://www.cifras.com.br/agostinho-dos-santos-e-rosana-toledo","https://www.e-chords.com/t/f1.gif"
"Agot Isidro","https://www.cifras.com.br/agot-isidro","https://www.e-chords.com/t/f68.gif"
"Agrameri","https://www.cifras.com.br/agrameri","https://www.e-chords.com/t/f68.gif"
"Agricio e Mateus","https://www.cifras.com.br/agricio-e-mateus","https://www.e-chords.com/t/f1.gif"
"Agridoce","https://www.cifras.com.br/agridoce","https://www.e-chords.com/t/f1.gif"
"Agrupación Lerida","https://www.cifras.com.br/agrupacion-lerida","https://www.e-chords.com/t/f68.gif"
"Agrupación Mamanis","https://www.cifras.com.br/agrupacion-mamanis","https://www.e-chords.com/t/f27.gif"
"Agrupación Marylin","https://www.cifras.com.br/agrupacion-marylin-","https://www.e-chords.com/t/f27.gif"
"Agrupaxion Skabeche","https://www.cifras.com.br/agrupaxion-skabeche-","https://www.e-chords.com/t/f27.gif"
"Agsunta","https://www.cifras.com.br/agsunta","https://www.e-chords.com/t/f68.gif"
"Agua Bendita","https://www.cifras.com.br/agua-bendita-","https://www.e-chords.com/t/f3.gif"
"Agua de Annique","https://www.cifras.com.br/agua-de-annique","https://www.e-chords.com/t/f25.gif"
"Agua Luna","https://www.cifras.com.br/agua-luna-","https://www.e-chords.com/t/f52.gif"
"Agua Marina","https://www.cifras.com.br/agua-marina","https://www.e-chords.com/t/f22.gif"
"Aguaceiro","https://www.cifras.com.br/aguaceiro","https://www.e-chords.com/t/f1.gif"
"Agualoca","https://www.cifras.com.br/agualoca","https://www.e-chords.com/t/f68.gif"
"Aguamala","https://www.cifras.com.br/aguamala","https://www.e-chords.com/t/f68.gif"
"Aguante Baretta","https://www.cifras.com.br/aguante-baretta","https://www.e-chords.com/t/f27.gif"
"Aguarráz","https://www.cifras.com.br/aguarraz","https://www.e-chords.com/t/f10.gif"
"Aguaviva","https://www.cifras.com.br/aguaviva","https://www.e-chords.com/t/f3.gif"
"Aguia de ouro","https://www.cifras.com.br/aguia-de-ouro","https://www.e-chords.com/t/f1.gif"
"Aguilas de América","https://www.cifras.com.br/aguilas-de-america","https://www.e-chords.com/t/f68.gif"
"Aguinaldo","https://www.cifras.com.br/aguinaldo","https://www.e-chords.com/t/f1.gif"
"Aguinaldo Menezes","https://www.cifras.com.br/aguinaldo-menezes","https://www.e-chords.com/t/f1.gif"
"Agulha de Safira","https://www.cifras.com.br/agulha-de-safira","https://www.e-chords.com/t/f10.gif"
"Agung Pradanta","https://www.cifras.com.br/agung-pradanta","https://www.e-chords.com/t/f68.gif"
"Agus Padilla","https://www.cifras.com.br/agus-padilla","https://www.e-chords.com/t/f68.gif"
"Agustin Almeyda","https://www.cifras.com.br/agustin-almeyda","https://www.e-chords.com/t/f27.gif"
"Agustin Barros","https://www.cifras.com.br/agustin-barros","https://www.e-chords.com/t/f6.gif"
"Agustín Lara","https://www.cifras.com.br/agustin-lara","https://www.e-chords.com/t/f6.gif"
"Agustín Magaldi","https://www.cifras.com.br/agustin-magaldi","https://www.e-chords.com/t/f68.gif"
"Agustin Pantoja","https://www.cifras.com.br/agustin-pantoja","https://www.e-chords.com/t/f27.gif"
"Agustina Budonnet","https://www.cifras.com.br/agustina-budonnet","https://www.e-chords.com/t/f68.gif"
"Ah Mr.Dan","https://www.cifras.com.br/ah-mrdan","https://www.e-chords.com/t/f1.gif"
"Ah Muleke","https://www.cifras.com.br/ah-muleke","https://www.e-chords.com/t/f1.gif"
"Ahab","https://www.cifras.com.br/ahab","https://www.e-chords.com/t/f7.gif"
"Ahmad Jais","https://www.cifras.com.br/ahmad-jais","https://www.e-chords.com/t/f68.gif"
"Ahmed Chawki","https://www.cifras.com.br/ahmed-chawki","https://www.e-chords.com/t/f68.gif"
"Ahmet Kanneci","https://www.cifras.com.br/ahmet-kanneci","https://www.e-chords.com/t/f68.gif"
"Ahofnin A Huna","https://www.cifras.com.br/ahofnin-a-huna","https://www.e-chords.com/t/f68.gif"
"Ahora","https://www.cifras.com.br/ahora","https://www.e-chords.com/t/f27.gif"
"Ahyre","https://www.cifras.com.br/ahyre","https://www.e-chords.com/t/f68.gif"
"Ai Otsuka","https://www.cifras.com.br/ai-otsuka","https://www.e-chords.com/t/f68.gif"
"Ai Takahashi","https://www.cifras.com.br/ai-takahashi","https://www.e-chords.com/t/f9.gif"
"Ai Takano","https://www.cifras.com.br/ai-takano","https://www.e-chords.com/t/f68.gif"
"Aiace","https://www.cifras.com.br/aiace","https://www.e-chords.com/t/f1.gif"
"Aianne Oliveira","https://www.cifras.com.br/aianne-oliveira","https://www.e-chords.com/t/f1.gif"
"Aida Cuevas","https://www.cifras.com.br/aida-cuevas-","https://www.e-chords.com/t/f6.gif"
"Aidan Gallagher","https://www.cifras.com.br/aidan-gallagher","https://www.e-chords.com/t/f10.gif"
"Aidan Hawken","https://www.cifras.com.br/aidan-hawken","https://www.e-chords.com/t/f68.gif"
"Aidan James","https://www.cifras.com.br/aidan-james","https://www.e-chords.com/t/f68.gif"
"Aidan Knight","https://www.cifras.com.br/aidan-knight","https://www.e-chords.com/t/f68.gif"
"Aidan Martin","https://www.cifras.com.br/aidan-martin","https://www.e-chords.com/t/f68.gif"
"Aidan Royce Walling","https://www.cifras.com.br/aidan-royce-walling","https://www.e-chords.com/t/f10.gif"
"Aiden","https://www.cifras.com.br/aiden","https://www.e-chords.com/t/f10.gif"
"Aiden & Seamus","https://www.cifras.com.br/aiden-seamus","https://www.e-chords.com/t/f68.gif"
"Aiden Grimshaw","https://www.cifras.com.br/aiden-grimshaw","https://www.e-chords.com/t/f2.gif"
"Aik-trubaduren","https://www.cifras.com.br/aik-trubaduren","https://www.e-chords.com/t/f68.gif"
"Aikakone","https://www.cifras.com.br/aikakone","https://www.e-chords.com/t/f68.gif"
"Aikamiehet","https://www.cifras.com.br/aikamiehet","https://www.e-chords.com/t/f68.gif"
"Aiko el Grupo","https://www.cifras.com.br/aiko-el-grupo","https://www.e-chords.com/t/f68.gif"
"Ail Symudiad","https://www.cifras.com.br/ail-symudiad","https://www.e-chords.com/t/f68.gif"
"Aíla","https://www.cifras.com.br/aila","https://www.e-chords.com/t/f1.gif"
"Ailee","https://www.cifras.com.br/ailee","https://www.e-chords.com/t/f25.gif"
"Ailton de Oliveira","https://www.cifras.com.br/ailton-de-oliveira","https://www.e-chords.com/t/f1.gif"
"Ailton Mapa","https://www.cifras.com.br/ailton-mapa","https://www.e-chords.com/t/f1.gif"
"Ailton Souza","https://www.cifras.com.br/ailton-souza","https://www.e-chords.com/t/f1.gif"
"Ailucrash","https://www.cifras.com.br/ailucrash","https://www.e-chords.com/t/f15.gif"
"Aiman Hakim Ridza","https://www.cifras.com.br/aiman-hakim-ridza","https://www.e-chords.com/t/f68.gif"
"Aimee Chaves Zwicker","https://www.cifras.com.br/aimee-chaves-zwicker","https://www.e-chords.com/t/f1.gif"
"Aimee Mann","https://www.cifras.com.br/aimee-mann","https://www.e-chords.com/t/f2.gif"
"Aimer","https://www.cifras.com.br/aimer","https://www.e-chords.com/t/f68.gif"
"Ain Karem","https://www.cifras.com.br/ain-karem","https://www.e-chords.com/t/f68.gif"
"Ainan Tasneem","https://www.cifras.com.br/ainan-tasneem","https://www.e-chords.com/t/f25.gif"
"Ainda","https://www.cifras.com.br/ainda","https://www.e-chords.com/t/f68.gif"
"Ainda Dúo","https://www.cifras.com.br/ainda-duo","https://www.e-chords.com/t/f68.gif"
"Aingrid Souza","https://www.cifras.com.br/aingrid-souza","https://www.e-chords.com/t/f1.gif"
"Ainhoa","https://www.cifras.com.br/ainhoa-","https://www.e-chords.com/t/f3.gif"
"Ainoa Buitrago","https://www.cifras.com.br/ainoa-buitrago","https://www.e-chords.com/t/f68.gif"
"Air","https://www.cifras.com.br/air","https://www.e-chords.com/t/f10.gif"
"Air Review","https://www.cifras.com.br/air-review","https://www.e-chords.com/t/f68.gif"
"Air Supply","https://www.cifras.com.br/air-supply","https://www.e-chords.com/t/f12.gif"
"Air Traffic","https://www.cifras.com.br/air-traffic","https://www.e-chords.com/t/f68.gif"
"Air Traffic Controller","https://www.cifras.com.br/air-traffic-controller","https://www.e-chords.com/t/f68.gif"
"Aira Yuuki","https://www.cifras.com.br/aira-yuuki","https://www.e-chords.com/t/f68.gif"
"Airbag","https://www.cifras.com.br/airbag","https://www.e-chords.com/t/f27.gif"
"Airbag (España)","https://www.cifras.com.br/airbag-(espana)-","https://www.e-chords.com/t/f3.gif"
"Airbourne","https://www.cifras.com.br/airbourne","https://www.e-chords.com/t/f10.gif"
"Aire Flamenco","https://www.cifras.com.br/aire-flamenco","https://www.e-chords.com/t/f68.gif"
"Aires de Levante","https://www.cifras.com.br/aires-de-levante-","https://www.e-chords.com/t/f3.gif"
"Airhead","https://www.cifras.com.br/airhead","https://www.e-chords.com/t/f68.gif"
"Airo e Ruan","https://www.cifras.com.br/airo-e-ruan","https://www.e-chords.com/t/f1.gif"
"Airplay","https://www.cifras.com.br/airplay","https://www.e-chords.com/t/f68.gif"
"Aïrto","https://www.cifras.com.br/airto","https://www.e-chords.com/t/f68.gif"
"Airton Freitas & Guiomar","https://www.cifras.com.br/airton-freitas-guiomar","https://www.e-chords.com/t/f1.gif"
"Aishite","https://www.cifras.com.br/aishite","https://www.e-chords.com/t/f1.gif"
"Aishwarya","https://www.cifras.com.br/aishwarya","https://www.e-chords.com/t/f68.gif"
"Aislan Rodrigues","https://www.cifras.com.br/aislan-rodrigues","https://www.e-chords.com/t/f1.gif"
"Aitana","https://www.cifras.com.br/aitana","https://www.e-chords.com/t/f68.gif"
"Aitana Ocaña","https://www.cifras.com.br/aitana-ocana","https://www.e-chords.com/t/f68.gif"
"Aiza Seguerra","https://www.cifras.com.br/aiza-seguerra","https://www.e-chords.com/t/f38.gif"
"Aizat Amdan","https://www.cifras.com.br/aizat-amdan","https://www.e-chords.com/t/f68.gif"
"Aj Abdullah","https://www.cifras.com.br/aj-abdullah","https://www.e-chords.com/t/f10.gif"
"Aj Michalka","https://www.cifras.com.br/aj-michalka","https://www.e-chords.com/t/f68.gif"
"AJ Mitchell","https://www.cifras.com.br/aj-mitchell","https://www.e-chords.com/t/f68.gif"
"Aj Rafael","https://www.cifras.com.br/aj-rafael","https://www.e-chords.com/t/f10.gif"
"Ajai","https://www.cifras.com.br/ajai","https://www.e-chords.com/t/f68.gif"
"Ajda Pekkan","https://www.cifras.com.br/ajda-pekkan","https://www.e-chords.com/t/f68.gif"
"Ajob","https://www.cifras.com.br/ajob","https://www.e-chords.com/t/f68.gif"
"Ajr","https://www.cifras.com.br/ajr","https://www.e-chords.com/t/f10.gif"
"Ajr Brothers","https://www.cifras.com.br/ajr-brothers","https://www.e-chords.com/t/f68.gif"
"AK-7","https://www.cifras.com.br/ak-7","https://www.e-chords.com/t/f6.gif"
"Aka Rasta","https://www.cifras.com.br/aka-rasta","https://www.e-chords.com/t/f1.gif"
"Akaiê Sramana","https://www.cifras.com.br/akaie-sramana","https://www.e-chords.com/t/f1.gif"
"Akaimanto","https://www.cifras.com.br/akaimanto","https://www.e-chords.com/t/f68.gif"
"Akash","https://www.cifras.com.br/akash","https://www.e-chords.com/t/f17.gif"
"Akasha","https://www.cifras.com.br/akasha","https://www.e-chords.com/t/f25.gif"
"Akashic","https://www.cifras.com.br/akashic","https://www.e-chords.com/t/f68.gif"
"Akássio Paulino","https://www.cifras.com.br/akassio-paulino","https://www.e-chords.com/t/f1.gif"
"Akb48","https://www.cifras.com.br/akb48","https://www.e-chords.com/t/f9.gif"
"Akcent","https://www.cifras.com.br/akcent","https://www.e-chords.com/t/f10.gif"
"Akdong Musician","https://www.cifras.com.br/akdong-musician","https://www.e-chords.com/t/f68.gif"
"Akeboshi","https://www.cifras.com.br/akeboshi","https://www.e-chords.com/t/f10.gif"
"Akercocke","https://www.cifras.com.br/akercocke","https://www.e-chords.com/t/f68.gif"
"Akhenaton Thor","https://www.cifras.com.br/akhenaton-thor","https://www.e-chords.com/t/f1.gif"
"Aki Maeda","https://www.cifras.com.br/aki-maeda","https://www.e-chords.com/t/f9.gif"
"Aki Sirkesalo","https://www.cifras.com.br/aki-sirkesalo","https://www.e-chords.com/t/f19.gif"
"Aki Toyosaki","https://www.cifras.com.br/aki-toyosaki","https://www.e-chords.com/t/f68.gif"
"Akihisa Kondo","https://www.cifras.com.br/akihisa-kondo","https://www.e-chords.com/t/f68.gif"
"Akim AF7","https://www.cifras.com.br/akim-af7","https://www.e-chords.com/t/f25.gif"
"Akinee","https://www.cifras.com.br/akinee","https://www.e-chords.com/t/f68.gif"
"Akira Kushida","https://www.cifras.com.br/akira-kushida","https://www.e-chords.com/t/f9.gif"
"Akira Yamaoka","https://www.cifras.com.br/akira-yamaoka","https://www.e-chords.com/t/f9.gif"
"Akohai","https://www.cifras.com.br/akohai","https://www.e-chords.com/t/f1.gif"
"Akon","https://www.cifras.com.br/akon","https://www.e-chords.com/t/f10.gif"
"Akrata","https://www.cifras.com.br/akrata","https://www.e-chords.com/t/f3.gif"
"Akron Family","https://www.cifras.com.br/akron-family","https://www.e-chords.com/t/f10.gif"
"Akropolis","https://www.cifras.com.br/akropolis","https://www.e-chords.com/t/f17.gif"
"Akto Vandaliko","https://www.cifras.com.br/akto-vandaliko","https://www.e-chords.com/t/f3.gif"
"Aku Ankkuli","https://www.cifras.com.br/aku-ankkuli","https://www.e-chords.com/t/f68.gif"
"Akundum","https://www.cifras.com.br/akundum","https://www.e-chords.com/t/f1.gif"
"Akvados","https://www.cifras.com.br/akvados","https://www.e-chords.com/t/f27.gif"
"Akwid","https://www.cifras.com.br/akwid","https://www.e-chords.com/t/f6.gif"
"Akydawana","https://www.cifras.com.br/akydawana","https://www.e-chords.com/t/f1.gif"
"Al Bowlly","https://www.cifras.com.br/al-bowlly","https://www.e-chords.com/t/f68.gif"
"AL 19","https://www.cifras.com.br/al-19","https://www.e-chords.com/t/f1.gif"
"Al bano y Romina Power","https://www.cifras.com.br/al-bano-y-romina-power-","https://www.e-chords.com/t/f4.gif"
"Al Bowlly","https://www.cifras.com.br/al-bowlly","https://www.e-chords.com/t/f10.gif"
"Al D-Tal","https://www.cifras.com.br/al-d-tal","https://www.e-chords.com/t/f17.gif"
"Al Dexter","https://www.cifras.com.br/al-dexter","https://www.e-chords.com/t/f10.gif"
"Al Di Meola","https://www.cifras.com.br/al-di-meola","https://www.e-chords.com/t/f10.gif"
"Al Diaz","https://www.cifras.com.br/al-diaz","https://www.e-chords.com/t/f1.gif"
"Al Doherty","https://www.cifras.com.br/al-doherty","https://www.e-chords.com/t/f10.gif"
"Al Downing","https://www.cifras.com.br/al-downing","https://www.e-chords.com/t/f10.gif"
"Al este del Edén","https://www.cifras.com.br/al-este-del-eden","https://www.e-chords.com/t/f6.gif"
"Al Fondo a la Derecha","https://www.cifras.com.br/al-fondo-a-la-derecha-","https://www.e-chords.com/t/f17.gif"
"Al Ghazali","https://www.cifras.com.br/al-ghazali","https://www.e-chords.com/t/f68.gif"
"Al Gordon","https://www.cifras.com.br/al-gordon","https://www.e-chords.com/t/f10.gif"
"Al Green","https://www.cifras.com.br/al-green","https://www.e-chords.com/t/f2.gif"
"Al James (Philippines)","https://www.cifras.com.br/al-james-philippines","https://www.e-chords.com/t/f68.gif"
"Al Jarreau","https://www.cifras.com.br/al-jarreau","https://www.e-chords.com/t/f10.gif"
"Al Jolson","https://www.cifras.com.br/al-jolson","https://www.e-chords.com/t/f10.gif"
"Al Kasha","https://www.cifras.com.br/al-kasha","https://www.e-chords.com/t/f68.gif"
"Al Marconi","https://www.cifras.com.br/al-marconi","https://www.e-chords.com/t/f68.gif"
"Al Martino","https://www.cifras.com.br/al-martino","https://www.e-chords.com/t/f68.gif"
"Al Menos se Intenta","https://www.cifras.com.br/al-menos-se-intenta","https://www.e-chords.com/t/f68.gif"
"Al Perry","https://www.cifras.com.br/al-perry","https://www.e-chords.com/t/f68.gif"
"Al Stewart","https://www.cifras.com.br/al-stewart","https://www.e-chords.com/t/f8.gif"
"Al Tall","https://www.cifras.com.br/al-tall","https://www.e-chords.com/t/f68.gif"
"Al-Jadaqui","https://www.cifras.com.br/al-jadaqui","https://www.e-chords.com/t/f49.gif"
"Ala dos Namorados","https://www.cifras.com.br/ala-dos-namorados","https://www.e-chords.com/t/f11.gif"
"Ala Norte","https://www.cifras.com.br/ala-norte","https://www.e-chords.com/t/f1.gif"
"Alaa Wardi","https://www.cifras.com.br/alaa-wardi","https://www.e-chords.com/t/f68.gif"
"Alabama","https://www.cifras.com.br/alabama","https://www.e-chords.com/t/f10.gif"
"Alabama 3","https://www.cifras.com.br/alabama-3","https://www.e-chords.com/t/f10.gif"
"Alabama Band","https://www.cifras.com.br/alabama-band","https://www.e-chords.com/t/f68.gif"
"Alabama Boys","https://www.cifras.com.br/alabama-boys","https://www.e-chords.com/t/f10.gif"
"Alabama Shakes","https://www.cifras.com.br/alabama-shakes","https://www.e-chords.com/t/f10.gif"
"Alabanza Vida Nueva","https://www.cifras.com.br/alabanza-vida-nueva","https://www.e-chords.com/t/f68.gif"
"Alabanzaré","https://www.cifras.com.br/alabanzare","https://www.e-chords.com/t/f68.gif"
"Alabanzas Llamada Final","https://www.cifras.com.br/alabanzas-llamada-final","https://www.e-chords.com/t/f18.gif"
"Alacazan e Companhia","https://www.cifras.com.br/alacazan-e-companhia","https://www.e-chords.com/t/f1.gif"
"Alacranes Musical","https://www.cifras.com.br/alacranes-musical","https://www.e-chords.com/t/f10.gif"
"Aladdin","https://www.cifras.com.br/aladdin","https://www.e-chords.com/t/f68.gif"
"Aladino","https://www.cifras.com.br/aladino","https://www.e-chords.com/t/f60.gif"
"Alaide Costa","https://www.cifras.com.br/alaide-costa","https://www.e-chords.com/t/f1.gif"
"Alaim de Jesus","https://www.cifras.com.br/alaim-de-jesus","https://www.e-chords.com/t/f1.gif"
"Alain Barriére","https://www.cifras.com.br/alain-barriere","https://www.e-chords.com/t/f5.gif"
"Alain Bashung","https://www.cifras.com.br/alain-bashung","https://www.e-chords.com/t/f5.gif"
"Alain Clark","https://www.cifras.com.br/alain-clark","https://www.e-chords.com/t/f10.gif"
"Alain Clarke","https://www.cifras.com.br/alain-clarke","https://www.e-chords.com/t/f2.gif"
"Alain Delorme","https://www.cifras.com.br/alain-delorme","https://www.e-chords.com/t/f68.gif"
"Alain Pérez","https://www.cifras.com.br/alain-perez","https://www.e-chords.com/t/f68.gif"
