estilo_link,nome,estilo_texto,qnt,Field4,Page_URL,Page_Title,Current_Time
Rock'n Roll,"Supla
			","
			Rock'n Roll 
			
			
				39 músicas
			
			","
				39 músicas
			","https://www.letras.com.br/arquivos/fotos/artistas/thumb1/165/16409,226262.jpg",https://www.cifras.com.br/supla,Supla - cifras e tablaturas | CIFRAS,2021-07-26 17:40:04.765
Não Informada,"Sonido Mazter
			","
			Não Informada 
			
			
				2 músicas
			
			","
				2 músicas
			",https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/sonido-mazter,Sonido Mazter - cifras e tablaturas | CIFRAS,2021-07-26 17:40:05.514
Não Informada,"Los Rojos
			","
			Não Informada 
			
			
				1 músicas
			
			","
				1 músicas
			",https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/los-rojos,Los Rojos - cifras e tablaturas | CIFRAS,2021-07-26 17:40:06.805
Não Informada,,,"
				1 músicas
			",https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/stefflon-don,Stefflon Don - cifras e tablaturas | CIFRAS,2021-07-26 17:40:07.792
Pop Music,"Rui Reininho
			","
			Pop Music 
			
			
				1 músicas
			
			","
				1 músicas
			",https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/rui-reininho,Rui Reininho - cifras e tablaturas | CIFRAS,2021-07-26 17:40:08.517
Não Informada,"Stella
			","
			Não Informada 
			
			
				1 músicas
			
			","
				1 músicas
			",https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/stella,Stella - cifras e tablaturas | CIFRAS,2021-07-26 17:40:10.638
Gospel,"Armando Filho
			","
			Gospel 
			
			
				39 músicas
			
			","
				39 músicas
			","https://www.letras.com.br/arquivos/fotos/artistas/thumb1/149/14808,34683.jpg",https://www.cifras.com.br/armando-filho,Armando Filho - cifras e tablaturas | CIFRAS,2021-07-26 17:40:11.322
,,,,,https://www.cifras.com.br/armando-subias,Armando Subias - cifras e tablaturas | CIFRAS,2021-07-26 17:40:11.782
Não Informada,"Stella
			","
			Não Informada 
			
			
				1 músicas
			
			",,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/steffany-queiroz,Stéffany Queiroz - cifras e tablaturas | CIFRAS,2021-07-26 17:40:12.271
Não Informada,"Los Rockbeats
			","
			Não Informada 
			
			
				1 músicas
			
			","
				1 músicas
			",https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/los-rockbeats,Los Rockbeats - cifras e tablaturas | CIFRAS,2021-07-26 17:40:14.629
Gospel,"Vitorino Silva
			","
			Gospel 
			
			
				4 músicas
			
			","
				4 músicas
			","https://www.letras.com.br/arquivos/fotos/artistas/thumb1/298/29724,195609.jpg",https://www.cifras.com.br/vitorino-silva,Vitorino Silva - cifras e tablaturas | CIFRAS,2021-07-26 17:40:15.002
Não Informada,"Soleá Morente
			","
			Não Informada 
			
			
				1 músicas
			
			","
				1 músicas
			",https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/solea-morente,Soleá Morente - cifras e tablaturas | CIFRAS,2021-07-26 17:40:17.009
Não Informada,"Planxty
			","
			Não Informada 
			
			
				2 músicas
			
			","
				2 músicas
			",https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/planxty,Planxty - cifras e tablaturas | CIFRAS,2021-07-26 17:40:19.660
Gospel,"Vitroles
			","
			Gospel 
			
			
				4 músicas
			
			","
				4 músicas
			",https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/vitroles,Vitroles - cifras e tablaturas | CIFRAS,2021-07-26 17:40:22.079
Gospel,"Solo Divino
			","
			Gospel 
			
			
				3 músicas
			
			","
				3 músicas
			","https://www.letras.com.br/arquivos/fotos/artistas/thumb1/946/94541,220780.jpg",https://www.cifras.com.br/solo-divino,Solo Divino - cifras e tablaturas | CIFRAS,2021-07-26 17:40:23.100
Gospel,"Solo Divino
			","
			Gospel 
			
			
				3 músicas
			
			","
				3 músicas
			",,https://www.cifras.com.br/som-da-rua,Som da Rua - cifras e tablaturas | CIFRAS,2021-07-26 17:40:24.632
Não Informada,"Plastik
			","
			Não Informada 
			
			
				1 músicas
			
			","
				1 músicas
			",https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/plastik,Plastik - cifras e tablaturas | CIFRAS,2021-07-26 17:40:25.598
,,,,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/player-one,Player One - cifras e tablaturas | CIFRAS,2021-07-26 17:40:26.551
Diversos,"Vixen
			","
			Diversos 
			
			
				4 músicas
			
			","
				4 músicas
			","https://www.letras.com.br/arquivos/fotos/artistas/thumb1/14/1357,63310.jpg",https://www.cifras.com.br/vixen,Vixen - cifras e tablaturas | CIFRAS,2021-07-26 17:40:28.163
Diversos,"Vixen
			","
			Diversos 
			
			
				4 músicas
			
			","
				4 músicas
			","https://www.letras.com.br/arquivos/fotos/artistas/thumb1/14/1357,63310.jpg",https://www.cifras.com.br/vixen,Vixen - cifras e tablaturas | CIFRAS,2021-07-26 17:40:27.878
,,,,,https://www.cifras.com.br/sonic-underground,Sonic Underground - cifras e tablaturas | CIFRAS,2021-07-26 17:40:28.452
Não Informada,"Ari Perciano
			","
			Não Informada 
			
			
				3 músicas
			
			","
				3 músicas
			",https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/ari-perciano,Ari Perciano - cifras e tablaturas | CIFRAS,2021-07-26 17:40:29.806
Oldies,"Armando Gama
			","
			Oldies 
			
			
				1 músicas
			
			","
				1 músicas
			",https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/armando-gama,Armando Gama - cifras e tablaturas | CIFRAS,2021-07-26 17:40:31.396
Oldies,"Armando Gama
			","
			Oldies 
			
			
				1 músicas
			
			","
				1 músicas
			",https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/armando-hormigo,Armando Hormigo - cifras e tablaturas | CIFRAS,2021-07-26 17:40:32.169
,,,,,https://www.cifras.com.br/armando-palomas,Armando Palomas - cifras e tablaturas | CIFRAS,2021-07-26 17:40:32.988
Diversos,"Armor For Sleep
			","
			Diversos 
			
			
				4 músicas
			
			","
				4 músicas
			","https://www.letras.com.br/arquivos/fotos/artistas/thumb1/90/8947,3048.jpg",https://www.cifras.com.br/armor-for-sleep,Armor For Sleep - cifras e tablaturas | CIFRAS,2021-07-26 17:40:36.173
Não Informada,"Ariane Amorim
			","
			Não Informada 
			
			
				1 músicas
			
			","
				1 músicas
			",https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/ariane-amorim,Ariane Amorim - cifras e tablaturas | CIFRAS,2021-07-26 17:40:36.239
Não Informada,"Vitra Music
			","
			Não Informada 
			
			
				14 músicas
			
			","
				14 músicas
			",https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/vitra-music,Vitra Music - cifras e tablaturas | CIFRAS,2021-07-26 17:40:38.615
Não Informada,"Ariel Minimal
			","
			Não Informada 
			
			
				1 músicas
			
			","
				1 músicas
			",https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/ariel-minimal,Ariel Minimal - cifras e tablaturas | CIFRAS,2021-07-26 17:40:41.425
Diversos,"Plastilina Mosh
			","
			Diversos 
			
			
				2 músicas
			
			","
				2 músicas
			","https://www.letras.com.br/arquivos/fotos/artistas/thumb1/114/11308,178604.jpg",https://www.cifras.com.br/plastilina-mosh,Plastilina Mosh - cifras e tablaturas | CIFRAS,2021-07-26 17:40:41.502
Não Informada,"Los Aguas Aguas
			","
			Não Informada 
			
			
				3 músicas
			
			","
				3 músicas
			",https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/los-aguas-aguas,Los Aguas Aguas - cifras e tablaturas | CIFRAS,2021-07-26 17:40:43.959
Não Informada,"Sonny Rollins
			","
			Não Informada 
			
			
				5 músicas
			
			","
				5 músicas
			",https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/sonny-rollins,Sonny Rollins - cifras e tablaturas | CIFRAS,2021-07-26 17:40:44.632
Não Informada,"Ronaldo Salles
			","
			Não Informada 
			
			
				5 músicas
			
			","
				5 músicas
			",https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/ronaldo-salles,Ronaldo Salles - cifras e tablaturas | CIFRAS,2021-07-26 17:40:44.532
Não Informada,"Sonny Rollins
			","
			Não Informada 
			
			
				5 músicas
			
			",,"https://www.letras.com.br/arquivos/fotos/artistas/thumb1/262/26164,117289.jpg",https://www.cifras.com.br/armando-manzanero,Armando Manzanero - cifras e tablaturas | CIFRAS,2021-07-26 17:40:46.117
Não Informada,"Pierre Van Dormael
			","
			Não Informada 
			
			
				3 músicas
			
			","
				3 músicas
			",https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/pierre-van-dormael,Pierre Van Dormael - cifras e tablaturas | CIFRAS,2021-07-26 17:40:46.515
Blues,"Roney Lemes
			","
			Blues 
			
			
				2 músicas
			
			","
				2 músicas
			",https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/roney-lemes,Roney Lemes - cifras e tablaturas | CIFRAS,2021-07-26 17:40:48.074
Blues,"Roney Lemes
			","
			Blues 
			
			
				2 músicas
			
			","
				2 músicas
			",https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/roney-lemes,Roney Lemes - cifras e tablaturas | CIFRAS,2021-07-26 17:40:48.291
Não Informada,"Vitor e Cadu
			","
			Não Informada 
			
			
				7 músicas
			
			","
				7 músicas
			",https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/vitor-e-cadu,Vitor e Cadu - cifras e tablaturas | CIFRAS,2021-07-26 17:40:48.373
,"Dylan Raymond
			","
			Não Informada 
			
			
				1 músicas
			
			","
				1 músicas
			",https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/dylan-raymond,Dylan Raymond - cifras e tablaturas | CIFRAS,2021-07-26 17:40:49.054
Rock'n Roll,"Viuda e hijas de Roque Enroll
			","
			Rock'n Roll 
			
			
				2 músicas
			
			","
				2 músicas
			",https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/viuda-e-hijas-de-roque-enroll,Viuda e hijas de Roque Enroll - cifras e tablaturas | CIFRAS,2021-07-26 17:40:49.481
Não Informada,"Vitor e Cadu
			","
			Não Informada 
			
			
				7 músicas
			
			","
				7 músicas
			",https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/vitor-e-cadu,Vitor e Cadu - cifras e tablaturas | CIFRAS,2021-07-26 17:40:49.121
,"Atrack
			","
			
			
				7 músicas
			
			","
				7 músicas
			","https://www.letras.com.br/arquivos/fotos/artistas/thumb1/149/14833,78178.jpg",https://www.cifras.com.br/atrack,Atrack - cifras e tablaturas | CIFRAS,2021-07-26 17:40:50.904
Não Informada,"Los Alegres de Teran
			","
			Não Informada 
			
			
				3 músicas
			
			","
				3 músicas
			",https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/los-alegres-de-teran,Los Alegres de Teran - cifras e tablaturas | CIFRAS,2021-07-26 17:40:50.914
,,,,,https://www.cifras.com.br/atmosphere,Atmosphere - cifras e tablaturas | CIFRAS,2021-07-26 17:40:51.650
Gospel,"Vivian Gidel
			","
			Gospel 
			
			
				5 músicas
			
			","
				5 músicas
			",https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/vivian-gidel,Vivian Gidel - cifras e tablaturas | CIFRAS,2021-07-26 17:40:51.923
Não Informada,"Los Alegres de Teran
			","
			Não Informada 
			
			
				3 músicas
			
			","
				3 músicas
			",https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/los-alegres-de-teran,Los Alegres de Teran - cifras e tablaturas | CIFRAS,2021-07-26 17:40:51.561
Gospel,"Dynamus
			","
			Gospel 
			
			
				2 músicas
			
			","
				2 músicas
			",https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/dynamus,Dynamus - cifras e tablaturas | CIFRAS,2021-07-26 17:40:51.425
,,,,,https://www.cifras.com.br/vixx,Vixx - cifras e tablaturas | CIFRAS,2021-07-26 17:40:52.392
Gospel,"Dz Deathrays
			","
			Thrash Metal 
			
			
				9 músicas
			
			","
				9 músicas
			",https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/dz-deathrays,Dz Deathrays - cifras e tablaturas | CIFRAS,2021-07-26 17:40:53.475
,"Sonic Youth
			","
			
			
				31 músicas
			
			","
				31 músicas
			","https://www.letras.com.br/arquivos/fotos/artistas/thumb1/45/4458,98208.jpg",https://www.cifras.com.br/sonic-youth,Sonic Youth - cifras e tablaturas | CIFRAS,2021-07-26 17:40:55.382
Gospel,"Ato Libertário
			","
			Gospel 
			
			
				5 músicas
			
			","
				5 músicas
			",https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/ato-libertario,Ato Libertário - cifras e tablaturas | CIFRAS,2021-07-26 17:40:55.141
Samba e Pagode,"Pixote
			","
			Samba e Pagode 
			
			
				76 músicas
			
			","
				76 músicas
			","https://www.letras.com.br/arquivos/fotos/artistas/thumb1/163/16295,11544.jpg",https://www.cifras.com.br/pixote,Pixote - cifras e tablaturas | CIFRAS,2021-07-26 17:40:54.463
Não Informada,"Dralms
			","
			Não Informada 
			
			
				1 músicas
			
			","
				1 músicas
			",https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/dralms,Dralms - cifras e tablaturas | CIFRAS,2021-07-26 17:40:55.255
Gospel,"Ato Libertário
			","
			Gospel 
			
			
				5 músicas
			
			","
				5 músicas
			",https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/ato-libertario,Ato Libertário - cifras e tablaturas | CIFRAS,2021-07-26 17:40:54.609
Pop Music,"Rubén Blades
			","
			Pop Music 
			
			
				9 músicas
			
			","
				9 músicas
			","https://www.letras.com.br/arquivos/fotos/artistas/thumb1/154/15368,134880.jpg",https://www.cifras.com.br/ruben-blades,Rubén Blades - cifras e tablaturas | CIFRAS,2021-07-26 17:40:56.804
Pop Music,"Rubén Blades
			","
			Pop Music 
			
			
				9 músicas
			
			","
				9 músicas
			","https://www.letras.com.br/arquivos/fotos/artistas/thumb1/154/15368,134880.jpg",https://www.cifras.com.br/ruben-blades,Rubén Blades - cifras e tablaturas | CIFRAS,2021-07-26 17:40:58.196
Não Informada,"Potret
			","
			Não Informada 
			
			
				1 músicas
			
			","
				1 músicas
			",https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/potret,Potret - cifras e tablaturas | CIFRAS,2021-07-26 17:40:57.597
Não Informada,"Arlo McKinley
			","
			Não Informada 
			
			
				2 músicas
			
			","
				2 músicas
			",https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/arlo-mckinley,Arlo McKinley - cifras e tablaturas | CIFRAS,2021-07-26 17:40:58.639
Não Informada,"Arlo McKinley
			",,,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/plastic-light-factory,Plastic Light Factory - cifras e tablaturas | CIFRAS,2021-07-26 17:41:00.027
Pop Music,"Psy
			","
			Pop Music 
			
			
				3 músicas
			
			","
				3 músicas
			",https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/publico,Público - cifras e tablaturas | CIFRAS,2021-07-26 17:41:00.469
Pop Music,"Psy
			","
			Pop Music 
			
			
				3 músicas
			
			","
				3 músicas
			","https://www.letras.com.br/arquivos/fotos/artistas/thumb1/924/92318,217056.jpg",https://www.cifras.com.br/psy,Psy - cifras e tablaturas | CIFRAS,2021-07-26 17:40:59.747
Regional,"Los Manseros Santiagueños
			","
			Regional 
			
			
				28 músicas
			
			","
				28 músicas
			",https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/los-manseros-santiaguenos,Los Manseros Santiagueños - cifras e tablaturas | CIFRAS,2021-07-26 17:41:00.370
Não Informada,"Viva Elástico
			","
			Não Informada 
			
			
				1 músicas
			
			","
				1 músicas
			",https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/viva-elastico,Viva Elástico - cifras e tablaturas | CIFRAS,2021-07-26 17:41:02.922
Rock Alternativo,"Playground Etiquette
			","
			Rock Alternativo 
			
			
				4 músicas
			
			","
				4 músicas
			",https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/playground-etiquette,Playground Etiquette - cifras e tablaturas | CIFRAS,2021-07-26 17:41:03.977
Diversos,"Ruben Nasville
			","
			Diversos 
			
			
				1 músicas
			
			","
				1 músicas
			",https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/ruben-nasville,Ruben Nasville - cifras e tablaturas | CIFRAS,2021-07-26 17:41:03.256
Rock Alternativo,"Playground Etiquette
			","
			Rock Alternativo 
			
			
				4 músicas
			
			","
				4 músicas
			",https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/playground-etiquette,Playground Etiquette - cifras e tablaturas | CIFRAS,2021-07-26 17:41:04.325
Não Informada,"Student Of The Year
			","
			Não Informada 
			
			
				1 músicas
			
			","
				1 músicas
			",https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/student-of-the-year,Student Of The Year - cifras e tablaturas | CIFRAS,2021-07-26 17:41:04.453
Não Informada,"Student Of The Year
			","
			Não Informada 
			
			
				1 músicas
			
			","
				1 músicas
			",https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/student-of-the-year,Student Of The Year - cifras e tablaturas | CIFRAS,2021-07-26 17:41:04.951
,,"
			Não Informada 
			
			
				1 músicas
			
			","
				1 músicas
			",https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/sonia-y-selena,Sonia Y Selena - cifras e tablaturas | CIFRAS,2021-07-26 17:41:05.163
Diversos,"LP
			","
			Diversos 
			
			
				34 músicas
			
			","
				34 músicas
			",https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/lp,LP - cifras e tablaturas | CIFRAS,2021-07-26 17:41:05.658
Diversos,"LP
			","
			Diversos 
			
			
				34 músicas
			
			","
				34 músicas
			",https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/lp,LP - cifras e tablaturas | CIFRAS,2021-07-26 17:41:05.947
,,,"
				2 músicas
			",https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/lu-isa,Lu Isa - cifras e tablaturas | CIFRAS,2021-07-26 17:41:06.363
,,,,,https://www.cifras.com.br/plastico-lunar,Plástico Lunar - cifras e tablaturas | CIFRAS,2021-07-26 17:41:07.204
Country,"Sonny Burgess
			","
			Country 
			
			
				5 músicas
			
			","
				5 músicas
			",https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/sonny-burgess,Sonny Burgess - cifras e tablaturas | CIFRAS,2021-07-26 17:41:06.616
Não Informada,"Ltda
			","
			Não Informada 
			
			
				0 músicas
			
			","
				0 músicas
			",https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/ltda,Ltda - cifras e tablaturas | CIFRAS,2021-07-26 17:41:09.094
Não Informada,"Ariana Ortas
			","
			Não Informada 
			
			
				1 músicas
			
			","
				1 músicas
			",https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/ariana-ortas,Ariana Ortas - cifras e tablaturas | CIFRAS,2021-07-26 17:41:08.516
Gospel,"Viver o Louvor
			","
			Gospel 
			
			
				1 músicas
			
			","
				1 músicas
			",https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/viver-o-louvor,Viver o Louvor - cifras e tablaturas | CIFRAS,2021-07-26 17:41:10.154
Não Informada,"Psychostick
			","
			Não Informada 
			
			
				1 músicas
			
			","
				1 músicas
			",https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/psychostick,Psychostick - cifras e tablaturas | CIFRAS,2021-07-26 17:41:11.826
Não Informada,"Viviane Saraiva
			","
			Não Informada 
			
			
				1 músicas
			
			","
				1 músicas
			",https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/viviane-saraiva,Viviane Saraiva - cifras e tablaturas | CIFRAS,2021-07-26 17:41:13.669
Não Informada,"Viviane Saraiva
			","
			Não Informada 
			
			
				1 músicas
			
			","
				1 músicas
			",https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/viviane-saraiva,Viviane Saraiva - cifras e tablaturas | CIFRAS,2021-07-26 17:41:14.447
Pop Music,"Sonja Aldén
			","
			Pop Music 
			
			
				2 músicas
			
			","
				2 músicas
			",https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/sonja-alden,Sonja Aldén - cifras e tablaturas | CIFRAS,2021-07-26 17:41:17.218
Country,"Public Domain
			","
			Country 
			
			
				21 músicas
			
			","
				21 músicas
			",https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/public-domain,Public Domain - cifras e tablaturas | CIFRAS,2021-07-26 17:41:17.628
Country,"Pública
			","
			Rock Alternativo 
			
			
				21 músicas
			
			","
				21 músicas
			","https://www.letras.com.br/arquivos/fotos/artistas/thumb1/394/39358,89651.jpg",https://www.cifras.com.br/publica,Pública - cifras e tablaturas | CIFRAS,2021-07-26 17:41:19.175
Forró,"Viva a Noite
			","
			Forró 
			
			
				2 músicas
			
			","
				2 músicas
			",https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/viva-a-noite,Viva a Noite - cifras e tablaturas | CIFRAS,2021-07-26 17:41:19.939
,,,,,https://www.cifras.com.br/loz-kuatros,https://www.cifras.com.br/loz-kuatros,2021-07-26 17:41:19.815
Não Informada,"Lu Moraes Xavier
			","
			Não Informada 
			
			
				1 músicas
			
			","
				1 músicas
			",https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/lu-moraes-xavier,Lu Moraes Xavier - cifras e tablaturas | CIFRAS,2021-07-26 17:41:22.677
Não Informada,"Lu Moraes Xavier
			","
			Não Informada 
			
			
				1 músicas
			
			","
				1 músicas
			",https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/lu-moraes-xavier,Lu Moraes Xavier - cifras e tablaturas | CIFRAS,2021-07-26 17:41:23.059
Música Clássica,"Vivaldi
			","
			Música Clássica 
			
			
				8 músicas
			
			","
				8 músicas
			","https://www.letras.com.br/arquivos/fotos/artistas/thumb1/406/40519,72524.jpg",https://www.cifras.com.br/vivaldi,Vivaldi - cifras e tablaturas | CIFRAS,2021-07-26 17:41:23.457
Brasil,"Luã
			","
			Brasil 
			
			
				10 músicas
			
			","
				10 músicas
			",https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/lua,Luã - cifras e tablaturas | CIFRAS,2021-07-26 17:41:26.050
Não Informada,"Play
			","
			Não Informada 
			
			
				1 músicas
			
			","
				1 músicas
			",,https://www.cifras.com.br/viviani-oliverr,Viviani Oliverr - cifras e tablaturas | CIFRAS,2021-07-26 17:41:27.256
Não Informada,"Play
			","
			Não Informada 
			
			
				1 músicas
			
			","
				1 músicas
			","https://www.letras.com.br/arquivos/fotos/artistas/thumb1/51/5066,128315.jpg",https://www.cifras.com.br/play,Play - cifras e tablaturas | CIFRAS,2021-07-26 17:41:26.653
Não Informada,"Vivir Quintana
			","
			Não Informada 
			
			
				1 músicas
			
			","
				1 músicas
			",https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/vivir-quintana,Vivir Quintana - cifras e tablaturas | CIFRAS,2021-07-26 17:41:30.414
Pop Music,"Studio Denver
			","
			Pop Music 
			
			
				2 músicas
			
			","
				2 músicas
			",https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/studio-denver,Studio Denver - cifras e tablaturas | CIFRAS,2021-07-26 17:41:31.519
Pop Music,,,,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/lp-os-compactos,LP & Os Compactos - cifras e tablaturas | CIFRAS,2021-07-26 17:41:32.279
Não Informada,"Sonic Dash
			","
			Não Informada 
			
			
				1 músicas
			
			","
				1 músicas
			",https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/sonic-dash,Sonic Dash - cifras e tablaturas | CIFRAS,2021-07-26 17:41:33.381
Não Informada,"Sonnus
			","
			Não Informada 
			
			
				1 músicas
			
			","
				1 músicas
			",https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/sonnus,Sonnus - cifras e tablaturas | CIFRAS,2021-07-26 17:41:35.532
Rock Alternativo,"Psihomodo Pop
			","
			Rock Alternativo 
			
			
				2 músicas
			
			","
				2 músicas
			",https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/psihomodo-pop,Psihomodo Pop - cifras e tablaturas | CIFRAS,2021-07-26 17:41:36.088
Rock Alternativo,,,"
				3 músicas
			",https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/stuart-hamm,Stuart Hamm - cifras e tablaturas | CIFRAS,2021-07-26 17:41:36.841
,,,,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/lu-andrade,Lu Andrade - cifras e tablaturas | CIFRAS,2021-07-26 17:41:38.502
Não Informada,"Stuck In Your Radio
			","
			Não Informada 
			
			
				3 músicas
			
			","
				3 músicas
			",https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/stuck-in-your-radio,Stuck In Your Radio - cifras e tablaturas | CIFRAS,2021-07-26 17:41:38.258
Não Informada,"Arlo Parks
			","
			Não Informada 
			
			
				1 músicas
			
			","
				1 músicas
			",https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/arlo-parks,Arlo Parks - cifras e tablaturas | CIFRAS,2021-07-26 17:41:38.219
Não Informada,"Stuck In Your Radio
			","
			Não Informada 
			
			
				3 músicas
			
			","
				3 músicas
			",https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/stuck-in-your-radio,Stuck In Your Radio - cifras e tablaturas | CIFRAS,2021-07-26 17:41:37.916
Não Informada,"Lucas Meira
			","
			Não Informada 
			
			
				1 músicas
			
			","
				1 músicas
			",https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/lucas-meira,Lucas Meira - cifras e tablaturas | CIFRAS,2021-07-26 17:41:38.223
Não Informada,,,"
				1 músicas
			",https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/lucas-menezes,Lucas Menezes - cifras e tablaturas | CIFRAS,2021-07-26 17:41:39.631
Não Informada,"Armando e Aquiles
			","
			Não Informada 
			
			
				1 músicas
			
			","
				1 músicas
			",https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/armando-e-aquiles,Armando e Aquiles - cifras e tablaturas | CIFRAS,2021-07-26 17:41:40.842
Não Informada,"Armando e Aquiles
			","
			Não Informada 
			
			
				1 músicas
			
			","
				1 músicas
			",,https://www.cifras.com.br/armando-espinza,Armando Espinza - cifras e tablaturas | CIFRAS,2021-07-26 17:41:41.278
Não Informada,"Stuart A Staples
			","
			Não Informada 
			
			
				0 músicas
			
			","
				0 músicas
			",,https://www.cifras.com.br/stuart-townend,Stuart Townend - cifras e tablaturas | CIFRAS,2021-07-26 17:41:42.603
,,,"
				1 músicas
			",https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/viva,Viva - cifras e tablaturas | CIFRAS,2021-07-26 17:41:42.408
Não Informada,"Stuart A Staples
			","
			Não Informada 
			
			
				0 músicas
			
			","
				0 músicas
			",https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/stuart-a-staples,Stuart A Staples - cifras e tablaturas | CIFRAS,2021-07-26 17:41:42.103
