estilo_link,nome,estilo_texto,qnt,Field4,Page_URL,Page_Title,Current_Time
Não Informada,"Anne Sylvestre
			","
			Não Informada 
			
			
				3 músicas
			
			","
				3 músicas
			",https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/anne-sylvestre,Anne Sylvestre - cifras e tablaturas | CIFRAS,2021-07-26 16:23:16.287
Não Informada,,"
			Não Informada 
			
			
				2 músicas
			
			","
				2 músicas
			",https://www.cifras.com.br/arquivos/artistas/villa-a3.jpg,https://www.cifras.com.br/villa-a3,Villa A3 - cifras e tablaturas | CIFRAS,2021-07-26 16:23:16.811
,,"
			Punk Rock 
			
			
				9 músicas
			
			","
				9 músicas
			",https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/division-minuscula,Division Minuscula - cifras e tablaturas | CIFRAS,2021-07-26 16:23:16.712
Não Informada,"Ross Lynch & Olivia Holt
			","
			Não Informada 
			
			
				1 músicas
			
			","
				1 músicas
			",https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/ross-lynch-olivia-holt,Ross Lynch & Olivia Holt - cifras e tablaturas | CIFRAS,2021-07-26 16:23:16.290
Não Informada,"Doistoque
			","
			Não Informada 
			
			
				2 músicas
			
			","
				2 músicas
			",https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/doistoque,Doistoque - cifras e tablaturas | CIFRAS,2021-07-26 16:23:17.368
Não Informada,"Doistoque
			","
			Não Informada 
			
			
				2 músicas
			
			","
				2 músicas
			",,https://www.cifras.com.br/dom-dalthon,Dom Dalthon - cifras e tablaturas | CIFRAS,2021-07-26 16:23:17.926
,"Anísio Silva
			","
			Romântica 
			
			
				18 músicas
			
			","
				18 músicas
			","https://www.letras.com.br/arquivos/fotos/artistas/thumb1/148/14783,25563.jpg",https://www.cifras.com.br/anisio-silva,Anísio Silva - cifras e tablaturas | CIFRAS,2021-07-26 16:23:18.713
Não Informada,"Archer Prewitt
			","
			Não Informada 
			
			
				1 músicas
			
			","
				1 músicas
			",https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/archer-prewitt,Archer Prewitt - cifras e tablaturas | CIFRAS,2021-07-26 16:23:18.111
Não Informada,"Roi Méndez
			","
			Não Informada 
			
			
				1 músicas
			
			","
				1 músicas
			",https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/roi-mendez,Roi Méndez - cifras e tablaturas | CIFRAS,2021-07-26 16:23:19.278
Não Informada,"Roi Méndez
			","
			Não Informada 
			
			
				1 músicas
			
			","
				1 músicas
			",https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/anuel-aa,Anuel AA - cifras e tablaturas | CIFRAS,2021-07-26 16:23:20.459
,,,,,https://www.cifras.com.br/violao-cifra-ccb,404 - Página Não Encontrada,2021-07-26 16:23:20.294
Jazz,"Winger
			","
			Jazz 
			
			
				7 músicas
			
			","
				7 músicas
			","https://www.letras.com.br/arquivos/fotos/artistas/thumb1/14/1373,111231.jpg",https://www.cifras.com.br/winger,Winger - cifras e tablaturas | CIFRAS,2021-07-26 16:23:19.610
Samba e Pagode,"Dom de viver
			","
			Samba e Pagode 
			
			
				1 músicas
			
			","
				1 músicas
			",https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/kurt-south,Kurt South - cifras e tablaturas | CIFRAS,2021-07-26 16:23:21.018
,,,,,https://www.cifras.com.br/violao-cifra-ccb,404 - Página Não Encontrada,2021-07-26 16:23:20.996
Samba e Pagode,"Dom de viver
			","
			Samba e Pagode 
			
			
				1 músicas
			
			","
				1 músicas
			",https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/dom-de-viver,Dom de viver - cifras e tablaturas | CIFRAS,2021-07-26 16:23:20.682
Não Informada,"Anita Ellis
			","
			Não Informada 
			
			
				18 músicas
			
			","
				18 músicas
			",https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/anita-ellis,Anita Ellis - cifras e tablaturas | CIFRAS,2021-07-26 16:23:21.524
Pop Music,"Loona
			","
			Pop Music 
			
			
				9 músicas
			
			","
				9 músicas
			","https://www.letras.com.br/arquivos/fotos/artistas/thumb1/99/9843,131361.jpg",https://www.cifras.com.br/loona,Loona - cifras e tablaturas | CIFRAS,2021-07-26 16:23:22.006
Country,,,,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/kurto,Kurto - cifras e tablaturas | CIFRAS,2021-07-26 16:23:21.779
Não Informada,"Anita Ellis
			","
			Não Informada 
			
			
				18 músicas
			
			","
				18 músicas
			",https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/anita-ellis,Anita Ellis - cifras e tablaturas | CIFRAS,2021-07-26 16:23:22.458
Não Informada,"Kvrass
			","
			Não Informada 
			
			
				1 músicas
			
			","
				1 músicas
			",https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/kvrass,Kvrass - cifras e tablaturas | CIFRAS,2021-07-26 16:23:22.886
Não Informada,"Violet Evergarden
			","
			Não Informada 
			
			
				2 músicas
			
			","
				2 músicas
			",https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/violet-evergarden,Violet Evergarden - cifras e tablaturas | CIFRAS,2021-07-26 16:23:23.750
Não Informada,"Violet Evergarden
			","
			Não Informada 
			
			
				2 músicas
			
			","
				2 músicas
			",https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/violet-evergarden,Violet Evergarden - cifras e tablaturas | CIFRAS,2021-07-26 16:23:24.404
MPB,"Dueto Urbano
			","
			MPB 
			
			
				1 músicas
			
			","
				1 músicas
			","https://www.letras.com.br/arquivos/fotos/artistas/thumb1/626/62581,74408.jpg",https://www.cifras.com.br/dueto-urbano,Dueto Urbano - cifras e tablaturas | CIFRAS,2021-07-26 16:23:24.830
,,"
			Não Informada 
			
			
				9 músicas
			
			","
				9 músicas
			",https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/riley-green,Riley Green - cifras e tablaturas | CIFRAS,2021-07-26 16:23:24.300
,,,"
				3 músicas
			",https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/dominic-fike,Dominic Fike - cifras e tablaturas | CIFRAS,2021-07-26 16:23:23.709
Não Informada,"Fureys
			","
			Não Informada 
			
			
				1 músicas
			
			","
				1 músicas
			",https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/fureys,Fureys - cifras e tablaturas | CIFRAS,2021-07-26 16:23:25.188
Latinas,"Yuridia
			","
			Latinas 
			
			
				11 músicas
			
			","
				11 músicas
			","https://www.letras.com.br/arquivos/fotos/artistas/thumb1/320/31963,136551.jpg",https://www.cifras.com.br/yuridia,Yuridia - cifras e tablaturas | CIFRAS,2021-07-26 16:23:25.878
Latinas,"Yuridia
			","
			Latinas 
			
			
				11 músicas
			
			",,,https://www.cifras.com.br/yuzu,Yuzu - cifras e tablaturas | CIFRAS,2021-07-26 16:23:26.460
Gospel,"Ronan Sabadini
			","
			Gospel 
			
			
				2 músicas
			
			","
				2 músicas
			",https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/ronan-sabadini,Ronan Sabadini - cifras e tablaturas | CIFRAS,2021-07-26 16:23:26.882
Não Informada,"Violudico
			","
			Não Informada 
			
			
				2 músicas
			
			","
				2 músicas
			",https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/violudico,Violudico - cifras e tablaturas | CIFRAS,2021-07-26 16:23:27.112
Gospel,"Ronan Sabadini
			","
			Gospel 
			
			
				2 músicas
			
			","
				2 músicas
			",,https://www.cifras.com.br/apocalipse,Apocalipse - cifras e tablaturas | CIFRAS,2021-07-26 16:23:28.046
Não Informada,"Rindson Ramires
			","
			Não Informada 
			
			
				1 músicas
			
			","
				1 músicas
			",https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/rindson-ramires,Rindson Ramires - cifras e tablaturas | CIFRAS,2021-07-26 16:23:29.159
Não Informada,"Annihilator
			","
			Não Informada 
			
			
				1 músicas
			
			","
				1 músicas
			","https://www.letras.com.br/arquivos/fotos/artistas/thumb1/56/5500,139486.jpg",https://www.cifras.com.br/annihilator,Annihilator - cifras e tablaturas | CIFRAS,2021-07-26 16:23:29.326
Não Informada,"Rindson Ramires
			","
			Não Informada 
			
			
				1 músicas
			
			",,,https://www.cifras.com.br/critters,Critters - cifras e tablaturas | CIFRAS,2021-07-26 16:23:30.435
Não Informada,"Snorkel
			","
			Não Informada 
			
			
				1 músicas
			
			","
				1 músicas
			",https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/snorkel,Snorkel - cifras e tablaturas | CIFRAS,2021-07-26 16:23:30.516
Não Informada,"Snorkel
			","
			Não Informada 
			
			
				1 músicas
			
			","
				1 músicas
			",https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/snorkel,Snorkel - cifras e tablaturas | CIFRAS,2021-07-26 16:23:31.515
Não Informada,"Fux
			","
			Não Informada 
			
			
				1 músicas
			
			","
				1 músicas
			",https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/fux,Fux - cifras e tablaturas | CIFRAS,2021-07-26 16:23:31.799
Country,"Dwight Yoakam
			","
			Country 
			
			
				61 músicas
			
			","
				61 músicas
			","https://www.letras.com.br/arquivos/fotos/artistas/thumb1/26/2567,219308.jpg",https://www.cifras.com.br/dwight-yoakam,Dwight Yoakam - cifras e tablaturas | CIFRAS,2021-07-26 16:23:31.991
Não Informada,,,,,https://www.cifras.com.br/robert-plant-and-alison-krauss,Robert Plant And Alison Krauss - cifras e tablaturas | CIFRAS,2021-07-26 16:23:32.452
Rock Alternativo,"Rosenstolz
			","
			Rock Alternativo 
			
			
				11 músicas
			
			","
				11 músicas
			","https://www.letras.com.br/arquivos/fotos/artistas/thumb1/89/8864,133260.jpg",https://www.cifras.com.br/rosenstolz,Rosenstolz - cifras e tablaturas | CIFRAS,2021-07-26 16:23:34.171
Forró,"Robério e seus Teclados
			","
			Forró 
			
			
				12 músicas
			
			","
				12 músicas
			","https://www.letras.com.br/arquivos/fotos/artistas/thumb1/437/43633,132686.jpg",https://www.cifras.com.br/roberio-e-seus-teclados,Robério e seus Teclados - cifras e tablaturas | CIFRAS,2021-07-26 16:23:33.790
Rock Alternativo,"Aranda
			","
			Rock Alternativo 
			
			
				7 músicas
			
			","
				7 músicas
			","https://www.letras.com.br/arquivos/fotos/artistas/thumb1/919/91827,214758.jpg",https://www.cifras.com.br/aranda,Aranda - cifras e tablaturas | CIFRAS,2021-07-26 16:23:34.369
Rock Alternativo,"Rosenstolz
			","
			Rock Alternativo 
			
			
				11 músicas
			
			","
				11 músicas
			","https://www.letras.com.br/arquivos/fotos/artistas/thumb1/89/8864,133260.jpg",https://www.cifras.com.br/rosenstolz,Rosenstolz - cifras e tablaturas | CIFRAS,2021-07-26 16:23:34.884
Gospel,"Curt Coffield
			","
			Gospel 
			
			
				1 músicas
			
			","
				1 músicas
			","https://www.letras.com.br/arquivos/fotos/artistas/thumb1/620/61901,36262.jpg",https://www.cifras.com.br/curt-coffield,Curt Coffield - cifras e tablaturas | CIFRAS,2021-07-26 16:23:34.916
Gospel,"Curt Coffield
			","
			Gospel 
			
			
				1 músicas
			
			","
				1 músicas
			","https://www.letras.com.br/arquivos/fotos/artistas/thumb1/620/61901,36262.jpg",https://www.cifras.com.br/curt-coffield,Curt Coffield - cifras e tablaturas | CIFRAS,2021-07-26 16:23:35.225
Country,"Willie Lamothe
			","
			Country 
			
			
				2 músicas
			
			","
				2 músicas
			",https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/willie-lamothe,Willie Lamothe - cifras e tablaturas | CIFRAS,2021-07-26 16:23:35.093
,,"
			Não Informada 
			
			
				2 músicas
			
			","
				2 músicas
			","https://www.letras.com.br/arquivos/fotos/artistas/thumb1/383/38211,99638.jpg",https://www.cifras.com.br/wolfstone,Wolfstone - cifras e tablaturas | CIFRAS,2021-07-26 16:23:35.735
Heavy Metal,"Arch Enemy
			","
			Heavy Metal 
			
			
				27 músicas
			
			","
				27 músicas
			","https://www.letras.com.br/arquivos/fotos/artistas/thumb1/55/5454,130051.jpg",https://www.cifras.com.br/arch-enemy,Arch Enemy - cifras e tablaturas | CIFRAS,2021-07-26 16:23:37.185
Axé Music,"Vinny Barbosa
			","
			Axé Music 
			
			
				1 músicas
			
			","
				1 músicas
			",https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/vinny-barbosa,Vinny Barbosa - cifras e tablaturas | CIFRAS,2021-07-26 16:23:37.221
Não Informada,"Woodpigeon
			","
			Não Informada 
			
			
				3 músicas
			
			","
				3 músicas
			",https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/woodpigeon,Woodpigeon - cifras e tablaturas | CIFRAS,2021-07-26 16:23:37.633
Não Informada,"Woodpigeon
			","
			Não Informada 
			
			
				3 músicas
			
			","
				3 músicas
			",https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/woodpigeon,Woodpigeon - cifras e tablaturas | CIFRAS,2021-07-26 16:23:38.011
Heavy Metal,"Arch Enemy
			","
			Heavy Metal 
			
			
				27 músicas
			
			","
				27 músicas
			","https://www.letras.com.br/arquivos/fotos/artistas/thumb1/55/5454,130051.jpg",https://www.cifras.com.br/arch-enemy,Arch Enemy - cifras e tablaturas | CIFRAS,2021-07-26 16:23:38.102
Forró,"Robério e seus Teclados
			","
			Forró 
			
			
				12 músicas
			
			","
				12 músicas
			","https://www.letras.com.br/arquivos/fotos/artistas/thumb1/437/43633,132686.jpg",https://www.cifras.com.br/roberio-e-seus-teclados,Robério e seus Teclados - cifras e tablaturas | CIFRAS,2021-07-26 16:23:39.020
Axé Music,,"
			Não Informada 
			
			
				5 músicas
			
			","
				5 músicas
			",https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/slow-hollows,Slow Hollows - cifras e tablaturas | CIFRAS,2021-07-26 16:23:39.317
Rock Alternativo,"Peter Murphy
			","
			Rock Alternativo 
			
			
				6 músicas
			
			","
				6 músicas
			","https://www.letras.com.br/arquivos/fotos/artistas/thumb1/66/6524,142284.jpg",https://www.cifras.com.br/peter-murphy,Peter Murphy - cifras e tablaturas | CIFRAS,2021-07-26 16:23:40.299
Não Informada,"Piñón Fijo
			","
			Não Informada 
			
			
				1 músicas
			
			","
				1 músicas
			",https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/pinon-fijo,Piñón Fijo - cifras e tablaturas | CIFRAS,2021-07-26 16:23:41.184
Não Informada,"Los Cracks del Puerto
			","
			Não Informada 
			
			
				1 músicas
			
			","
				1 músicas
			",https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/los-cracks-del-puerto,Los Cracks del Puerto - cifras e tablaturas | CIFRAS,2021-07-26 16:23:42.266
Não Informada,"Cumbia Juan
			","
			Não Informada 
			
			
				1 músicas
			
			","
				1 músicas
			",https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/cumbia-juan,Cumbia Juan - cifras e tablaturas | CIFRAS,2021-07-26 16:23:42.509
Não Informada,"Los Cracks del Puerto
			","
			Não Informada 
			
			
				1 músicas
			
			",,,https://www.cifras.com.br/vira-talisa,Vira Talisa - cifras e tablaturas | CIFRAS,2021-07-26 16:23:42.872
,"Roque Valero
			","
			Pop Music 
			
			
				2 músicas
			
			","
				2 músicas
			",https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/roque-valero,Roque Valero - cifras e tablaturas | CIFRAS,2021-07-26 16:23:42.812
,"Roquecolla
			","
			Não Informada 
			
			
				1 músicas
			
			","
				1 músicas
			",https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/roquecolla,Roquecolla - cifras e tablaturas | CIFRAS,2021-07-26 16:23:45.359
Não Informada,"Virginia López
			","
			Não Informada 
			
			
				1 músicas
			
			","
				1 músicas
			",https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/virginia-lopez,Virginia López - cifras e tablaturas | CIFRAS,2021-07-26 16:23:45.749
,,,,,https://www.cifras.com.br/rosa-morena-e-platino,https://www.cifras.com.br/rosa-morena-e-platino,2021-07-26 16:23:46.454
Não Informada,"Só Desejo
			","
			Não Informada 
			
			
				1 músicas
			
			","
				1 músicas
			",https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/so-desejo,Só Desejo - cifras e tablaturas | CIFRAS,2021-07-26 16:23:46.953
Não Informada,"Dom do Céu
			","
			Não Informada 
			
			
				1 músicas
			
			","
				1 músicas
			",https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/dom-do-ceu,Dom do Céu - cifras e tablaturas | CIFRAS,2021-07-26 16:23:47.772
Rap/Hip Hop,"Doctors Mc's
			","
			Rap/Hip Hop 
			
			
				2 músicas
			
			","
				2 músicas
			",https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/doctors-mcs,Doctors Mc's - cifras e tablaturas | CIFRAS,2021-07-26 16:23:49.138
Não Informada,"Kurt Darren
			","
			Não Informada 
			
			
				1 músicas
			
			","
				1 músicas
			",https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/kurt-darren,Kurt Darren - cifras e tablaturas | CIFRAS,2021-07-26 16:23:50.201
Não Informada,"Vinni Duarte
			","
			Não Informada 
			
			
				1 músicas
			
			","
				1 músicas
			",https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/vinni-duarte,Vinni Duarte - cifras e tablaturas | CIFRAS,2021-07-26 16:23:50.238
,,,,,https://www.cifras.com.br/kurt-elling,Kurt Elling - cifras e tablaturas | CIFRAS,2021-07-26 16:23:50.934
Não Informada,"Vinni Duarte
			","
			Não Informada 
			
			
				1 músicas
			
			","
				1 músicas
			",https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/vinni-duarte,Vinni Duarte - cifras e tablaturas | CIFRAS,2021-07-26 16:23:50.751
,,,,,https://www.cifras.com.br/slow-magic,Slow Magic - cifras e tablaturas | CIFRAS,2021-07-26 16:23:51.456
Não Informada,"So Many Wizards
			","
			Não Informada 
			
			
				1 músicas
			
			","
				1 músicas
			",https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/so-many-wizards,So Many Wizards - cifras e tablaturas | CIFRAS,2021-07-26 16:23:50.947
,"Domingos Martins
			","
			Não Informada 
			
			
				0 músicas
			
			","
				0 músicas
			",https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/domingos-martins,Domingos Martins - cifras e tablaturas | CIFRAS,2021-07-26 16:23:52.440
Não Informada,"So Many Wizards
			","
			Não Informada 
			
			
				1 músicas
			
			","
				1 músicas
			",https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/so-many-wizards,So Many Wizards - cifras e tablaturas | CIFRAS,2021-07-26 16:23:51.984
,"Kristin Nankervis
			","
			Rock'n Roll 
			
			
				1 músicas
			
			","
				1 músicas
			",https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/kristin-nankervis,Kristin Nankervis - cifras e tablaturas | CIFRAS,2021-07-26 16:23:52.833
,,"
			Pop Music 
			
			
				3 músicas
			
			","
				3 músicas
			","https://www.letras.com.br/arquivos/fotos/artistas/thumb1/901/90063,206196.jpg",https://www.cifras.com.br/kyary-pamyu-pamyu,Kyary Pamyu Pamyu - cifras e tablaturas | CIFRAS,2021-07-26 16:23:53.816
Não Informada,"Sobrecéus
			","
			Não Informada 
			
			
				1 músicas
			
			","
				1 músicas
			",https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/sobreceus,Sobrecéus - cifras e tablaturas | CIFRAS,2021-07-26 16:23:54.849
Não Informada,"Nick Cave & The Bad Seeds
			","
			Não Informada 
			
			
				11 músicas
			
			","
				11 músicas
			",https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/nick-cave-the-bad-seeds,Nick Cave & The Bad Seeds - cifras e tablaturas | CIFRAS,2021-07-26 16:23:54.613
,,,"
				6 músicas
			",https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/kyla-la-grange,Kyla La Grange - cifras e tablaturas | CIFRAS,2021-07-26 16:23:55.001
,,,,,https://www.cifras.com.br/dogao,Dogão - cifras e tablaturas | CIFRAS,2021-07-26 16:23:54.244
Não Informada,"Sobrecéus
			","
			Não Informada 
			
			
				1 músicas
			
			",,,https://www.cifras.com.br/soam,SOAM - cifras e tablaturas | CIFRAS,2021-07-26 16:23:55.550
Não Informada,"Nick Cave & The Bad Seeds
			","
			Não Informada 
			
			
				11 músicas
			
			","
				11 músicas
			",https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/nick-cave-the-bad-seeds,Nick Cave & The Bad Seeds - cifras e tablaturas | CIFRAS,2021-07-26 16:23:54.229
,"Yuri Matheus
			","
			Gospel 
			
			
				1 músicas
			
			","
				1 músicas
			",https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/yuri-matheus,Yuri Matheus - cifras e tablaturas | CIFRAS,2021-07-26 16:23:56.420
Não Informada,"Slow Runner
			","
			Não Informada 
			
			
				1 músicas
			
			","
				1 músicas
			",https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/slow-runner,Slow Runner - cifras e tablaturas | CIFRAS,2021-07-26 16:23:56.211
,"Anni B. Sweet
			","
			Pop Music 
			
			
				5 músicas
			
			","
				5 músicas
			",https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/anni-b-sweet,Anni B. Sweet - cifras e tablaturas | CIFRAS,2021-07-26 16:23:57.346
Não Informada,"Slow Runner
			","
			Não Informada 
			
			
				1 músicas
			
			","
				1 músicas
			",https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/slow-runner,Slow Runner - cifras e tablaturas | CIFRAS,2021-07-26 16:23:57.283
Não Informada,"Hora de Aventura
			","
			Não Informada 
			
			
				20 músicas
			
			","
				20 músicas
			",https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/hora-de-aventura,Hora de Aventura - cifras e tablaturas | CIFRAS,2021-07-26 16:23:56.685
,"Pirates Of The Mississippi
			","
			
			
				8 músicas
			
			","
				8 músicas
			",https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/pirates-of-the-mississippi,Pirates Of The Mississippi - cifras e tablaturas | CIFRAS,2021-07-26 16:23:57.473
Country,"Yvon Colette
			","
			Country 
			
			
				1 músicas
			
			","
				1 músicas
			",https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/yvon-colette,Yvon Colette - cifras e tablaturas | CIFRAS,2021-07-26 16:23:58.165
Não Informada,"Hora de Aventura
			","
			Não Informada 
			
			
				20 músicas
			
			",,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/color-me-badd,Color Me Badd - cifras e tablaturas | CIFRAS,2021-07-26 16:23:57.858
Soul,"Kt Tunstall
			","
			Soul 
			
			
				48 músicas
			
			","
				48 músicas
			","https://www.letras.com.br/arquivos/fotos/artistas/thumb1/201/20071,102927.jpg",https://www.cifras.com.br/kt-tunstall,Kt Tunstall - cifras e tablaturas | CIFRAS,2021-07-26 16:23:59.414
Não Informada,"Yvonne Catterfeld
			","
			Não Informada 
			
			
				7 músicas
			
			","
				7 músicas
			","https://www.letras.com.br/arquivos/fotos/artistas/thumb1/192/19159,131621.jpg",https://www.cifras.com.br/yvonne-catterfeld,Yvonne Catterfeld - cifras e tablaturas | CIFRAS,2021-07-26 16:24:00.676
Não Informada,"Aranmaybe
			","
			Não Informada 
			
			
				6 músicas
			
			","
				6 músicas
			",https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/aranmaybe,Aranmaybe - cifras e tablaturas | CIFRAS,2021-07-26 16:24:01.534
,,,,,https://www.cifras.com.br/future-islands,https://www.cifras.com.br/future-islands,2021-07-26 16:24:01.025
Não Informada,"Aranmaybe
			","
			Não Informada 
			
			
				6 músicas
			
			","
				6 músicas
			",https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/aranmaybe,Aranmaybe - cifras e tablaturas | CIFRAS,2021-07-26 16:24:02.061
Rock Alternativo,"Colour Haze
			","
			Rock Alternativo 
			
			
				7 músicas
			
			","
				7 músicas
			",https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/colour-haze,Colour Haze - cifras e tablaturas | CIFRAS,2021-07-26 16:24:02.625
Não Informada,"Fylipe Fontes
			","
			Não Informada 
			
			
				0 músicas
			
			","
				0 músicas
			",https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/fylipe-fontes,Fylipe Fontes - cifras e tablaturas | CIFRAS,2021-07-26 16:24:03.725
Gospel,"Vinícius Santos Cardoso
			","
			Gospel 
			
			
				21 músicas
			
			","
				21 músicas
			",https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/vinicius-santos-cardoso,Vinícius Santos Cardoso - cifras e tablaturas | CIFRAS,2021-07-26 16:24:05.085
Pop Music,"Kuba Nycz
			","
			Pop Music 
			
			
				1 músicas
			
			","
				1 músicas
			",https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/kuba-nycz,Kuba Nycz - cifras e tablaturas | CIFRAS,2021-07-26 16:24:05.864
Não Informada,"Wolter Kroes
			","
			Não Informada 
			
			
				2 músicas
			
			","
				2 músicas
			","https://www.letras.com.br/arquivos/fotos/artistas/thumb1/383/38210,99621.jpg",https://www.cifras.com.br/wolter-kroes,Wolter Kroes - cifras e tablaturas | CIFRAS,2021-07-26 16:24:06.854
Pop Music,"Kuba Nycz
			","
			Pop Music 
			
			
				1 músicas
			
			","
				1 músicas
			",https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/kuba-nycz,Kuba Nycz - cifras e tablaturas | CIFRAS,2021-07-26 16:24:06.661
Rock Alternativo,"Colton Dixon
			","
			Rock Alternativo 
			
			
				18 músicas
			
			","
				18 músicas
			",https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/colton-dixon,Colton Dixon - cifras e tablaturas | CIFRAS,2021-07-26 16:24:07.183
Não Informada,"Pink Roof
			","
			Não Informada 
			
			
				1 músicas
			
			","
				1 músicas
			",https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/pink-roof,Pink Roof - cifras e tablaturas | CIFRAS,2021-07-26 16:24:07.808
Não Informada,"Robin N Looza
			","
			Não Informada 
			
			
				1 músicas
			
			","
				1 músicas
			",https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/robin-n-looza,Robin N Looza - cifras e tablaturas | CIFRAS,2021-07-26 16:24:08.291
Não Informada,"Robin N Looza
			","
			Não Informada 
			
			
				1 músicas
			
			","
				1 músicas
			",https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/robin-n-looza,Robin N Looza - cifras e tablaturas | CIFRAS,2021-07-26 16:24:08.802
,,"
			Não Informada 
			
			
				2 músicas
			
			","
				2 músicas
			",https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/pink-sweat$,Pink Sweat$ - cifras e tablaturas | CIFRAS,2021-07-26 16:24:09.011
Não Informada,"Simón Aguirre
			","
			Não Informada 
			
			
				3 músicas
			
			","
				3 músicas
			",https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/simon-aguirre,Simón Aguirre - cifras e tablaturas | CIFRAS,2021-07-26 16:24:10.222
