artista,estilo_musical,qnt_musicas,thumbnail,link_cifras,pais
Jil Is Lucky,Diversos,1,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/jil-is-lucky,USA
,,,,https://www.cifras.com.br/jill-andrews,desconhecido
Christian Cintra,Não Informada,4,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/christian-cintra,desconhecido
Ivan Alves,,1,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/ivan-alves,Brasil
Dennis Cleveland,Gospel,1,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/dennis-cleveland,USA
Captain and Tennille,Oldies,,,https://www.cifras.com.br/captain-beefheart-and-his-magic-band,desconhecido
Ivan Aurélio,,2,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/ivan-aurelio,Brasil
Captain and Tennille,Oldies,5,"https://www.letras.com.br/arquivos/fotos/artistas/thumb1/259/25873,114461.gif",https://www.cifras.com.br/captain-and-tennille,USA
Christian Souza,Não Informada,1,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/christian-souza,Brasil
Irmãs Carmelitas Mensageiras do Espirito Santo,Católicas,7,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/irmas-carmelitas-mensageiras-do-espirito-santo,Brasil
American Authors,Rock Alternativo,27,"https://www.letras.com.br/arquivos/fotos/artistas/thumb1/952/95106,222924.jpg",https://www.cifras.com.br/american-authors,USA
Rankin Family,Country,4,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/rankin-family,USA
Detrito Federal,Punk Rock,3,"https://www.letras.com.br/arquivos/fotos/artistas/thumb1/179/17824,103653.jpg",https://www.cifras.com.br/detrito-federal,Brasil
An Escape Plan,Rock Alternativo,1,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/an-escape-plan,desconhecido
Detrito Federal,Punk Rock,3,"https://www.letras.com.br/arquivos/fotos/artistas/thumb1/179/17824,103653.jpg",https://www.cifras.com.br/detrito-federal,Brasil
American Authors,Rock Alternativo,10,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/americania,desconhecido
Detrito Federal,Punk Rock,3,"https://www.letras.com.br/arquivos/fotos/artistas/thumb1/179/17824,103653.jpg",https://www.cifras.com.br/detrito-federal,Brasil
Filhos da Verdade,Não Informada,3,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/filhos-da-verdade,desconhecido
Raoní Telles,Não Informada,1,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/raoni-telles,Brasil
American Standards,Não Informada,2,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/american-standards,desconhecido
Alessandra Samadello,Gospel,43,"https://www.letras.com.br/arquivos/fotos/artistas/thumb1/148/14737,110089.jpg",https://www.cifras.com.br/alessandra-samadello,Brasil
Filhos do Homem,Gospel,134,"https://www.letras.com.br/arquivos/fotos/artistas/thumb1/198/19737,6054.jpg",https://www.cifras.com.br/filhos-do-homem,Brasil
American Standards,Não Informada,2,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/american-standards,desconhecido
Irving Alves,Não Informada,4,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/irving-alves,Brasil
Deus de Aliança,Gospel,1,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/deus-de-alianca,Brasil
Lia Marie Johnson,Não Informada,3,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/lia-marie-johnson,desconhecido
Deus de Aliança,Gospel,1,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/deus-de-alianca,Brasil
Filipe e Thiago,Não Informada,5,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/filipe-e-thiago,Brasil
Ció Balbino,Não Informada,4,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/cio-balbino,Brasil
Christian Chavez,Diversos,5,"https://www.letras.com.br/arquivos/fotos/artistas/thumb1/613/61247,96338.jpg",https://www.cifras.com.br/christian-chavez,México
Liah,Pop Music,22,"https://www.letras.com.br/arquivos/fotos/artistas/thumb1/184/18338,213148.jpg",https://www.cifras.com.br/liah,Brasil
Hinário Cristão,Gospel,1,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/hinario-cristao,Brasil
Irmão Lek,,2,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/irmao-lek,Brasil
Victor Couto,Não Informada,2,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/victor-couto,Brasil
Christine Anu,Rock'n Roll,3,"https://www.letras.com.br/arquivos/fotos/artistas/thumb1/613/61258,209933.jpg",https://www.cifras.com.br/christine-anu,Islândia
Wayne Watson,Gospel,6,"https://www.letras.com.br/arquivos/fotos/artistas/thumb1/90/8987,62384.jpg",https://www.cifras.com.br/wayne-watson,USA
Wayne Watson,Gospel,6,"https://www.letras.com.br/arquivos/fotos/artistas/thumb1/90/8987,62384.jpg",https://www.cifras.com.br/wayne-watson,USA
Waikiki,Australiano,3,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/waikiki,Austrália
Elias Marcos Lima,Não Informada,6,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/elias-marcos-lima,desconhecido
Waikiki,Australiano,3,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/wakey-wakey,desconhecido
Victor Couto,Não Informada,1,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/victor-crispim,Brasil
Christoph & Lollo,Não Informada,4,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/christoph-lollo,desconhecido
Jenn Bostic,Country,1,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/jenn-bostic,USA
Irmão Victor,Não Informada,2,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/irmao-victor,Brasil
Hinos de Futebol,Não Informada,13,"https://www.letras.com.br/arquivos/fotos/artistas/thumb1/761/76072,198869.jpg",https://www.cifras.com.br/hinos-de-futebol,Brasil
We All Together,Rock'n Roll,1,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/we-all-together,Peru
Elias Nascimento,Não Informada,6,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/elias-nascimento,Brasil
Alejandro Jaén,Latinas,5,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/alejandro-jaen,Espanha
We All Together,Rock'n Roll,1,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/we-all-together,Peru
,,,,https://www.cifras.com.br/jhonatan-da-silva-reis,Brasil
We All Together,Rock'n Roll,1,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/we-all-together,Peru
For Our Last Hopes,Não Informada,2,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/for-our-last-hopes,desconhecido
Amigos de Jesus,Gospel,5,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/amigos-de-jesus,Brasil
Belinda,Latinas,30,"https://www.letras.com.br/arquivos/fotos/artistas/thumb1/105/10465,147417.jpg",https://www.cifras.com.br/belinda,Espanha
Amy Cook Featuring Robert Plant,Não Informada,1,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/amy-cook-featuring-robert-plant,desconhecido
We All Together,Rock'n Roll,1,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/we-all-together,Peru
Belinda,Latinas,,,https://www.cifras.com.br/rafael-bittencourt,Brasil
Jennette McCurdy,Country,8,"https://www.letras.com.br/arquivos/fotos/artistas/thumb1/742/74100,187734.jpg",https://www.cifras.com.br/jennette-mccurdy,USA
For Our Last Hopes,Não Informada,2,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/for-our-last-hopes,desconhecido
Alejandro Montaner,Latinas,8,"https://www.letras.com.br/arquivos/fotos/artistas/thumb1/187/18664,189672.jpg",https://www.cifras.com.br/alejandro-montaner,Colombia
Christmas Songs,Não Informada,10,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/christmas-songs,desconhecido
Amy Grant,Gospel,59,"https://www.letras.com.br/arquivos/fotos/artistas/thumb1/21/2037,6650.jpg",https://www.cifras.com.br/amy-grant,Alemanha
Jennette McCurdy,Country,,,https://www.cifras.com.br/al-bowlly,USA
Linda Scott,Oldies,2,"https://www.letras.com.br/arquivos/fotos/artistas/thumb1/4/364,87116.png",https://www.cifras.com.br/linda-scott,USA
Laura Shay,Não Informada,1,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/laura-shay,desconhecido
,,,,https://www.cifras.com.br/sam-parry,USA
Linda Scott,Oldies,2,"https://www.letras.com.br/arquivos/fotos/artistas/thumb1/4/364,87116.png",https://www.cifras.com.br/linda-scott,USA
Laura Souguellis,Gospel,27,https://www.cifras.com.br/arquivos/artistas/laura-souguellis.jpg,https://www.cifras.com.br/laura-souguellis,Brasil
For The Foxes,Pop Music,6,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/for-the-foxes,desconhecido
Tate McRae,Pop Music,23,https://www.cifras.com.br/arquivos/artistas/tate-mcrae.png,https://www.cifras.com.br/tate-mcrae,Canadá
Jhonathan Henrique,Gospel,1,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/jhonathan-henrique,Brasil
Jhonathan Henrique,Gospel,1,,https://www.cifras.com.br/jhonny-iskandar,desconhecido
Lindi Ortega,Rock Alternativo,14,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/lindi-ortega,Canadá
For The Foxes,Pop Music,6,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/for-the-foxes,desconhecido
Tate McRae,Pop Music,,,https://www.cifras.com.br/tatishe,desconhecido
Filipe Karlsson,Não Informada,1,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/filipe-karlsson,Brasil
The Babe Rainbow,Não Informada,1,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/the-babe-rainbow,desconhecido
Filipe Labre,Não Informada,10,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/filipe-labre,Brasil
Sam the Kid,Rap/Hip Hop,2,"https://www.letras.com.br/arquivos/fotos/artistas/thumb1/164/16391,48243.jpg",https://www.cifras.com.br/sam-the-kid,Portugal
Sam the Kid,Rap/Hip Hop,2,"https://www.letras.com.br/arquivos/fotos/artistas/thumb1/164/16391,48243.jpg",https://www.cifras.com.br/sam-the-kid,Portugal
The Badloves,Rock'n Roll,7,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/the-badloves,Austrália
Pedro Nathan & Gustavo,Sertanejo,1,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/pedro-nathan-gustavo,Brasil
Laura Viana,Não Informada,1,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/laura-viana,Brasil
Pedro Neves,Não Informada,3,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/pedro-neves,desconhecido
Forças do Gueto,Reggae,1,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/forcas-do-gueto,Brasil
Forças do Gueto,Reggae,,,https://www.cifras.com.br/andre-araujo,Brasil
Pedro Pondé,Não Informada,1,"https://www.letras.com.br/arquivos/fotos/artistas/thumb1/818/81753,206021.jpg",https://www.cifras.com.br/pedro-ponde,Brasil
Ivo de Sá,Não Informada,12,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/ivo-de-sa,Brasil
Pedro Suim,Não Informada,1,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/pedro-suim,Brasil
Pedro Tata Barahona,Não Informada,19,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/pedro-tata-barahona,desconhecido
André Bolela,Católicas,9,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/andre-bolela,Brasil
André Bolela,Católicas,,,https://www.cifras.com.br/ivan-taborda,Brasil
Forasteiro Só,Não Informada,2,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/forasteiro-so,Brasil
Força e Vitória,Não Informada,3,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/forca-e-vitoria,Brasil
Força e Vitória,Não Informada,3,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/forca-e-vitoria,Brasil
History Of Painters,Não Informada,1,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/history-of-painters,desconhecido
Keuryn Oliveira,Não Informada,1,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/keuryn-oliveira,Brasil
Keuryn Oliveira,Não Informada,1,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/keuryn-oliveira,Brasil
Keuryn Oliveira,Não Informada,1,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/keuryn-oliveira,Brasil
André Buzetti,Não Informada,1,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/andre-buzetti,Brasil
,Não Informada,,"https://www.letras.com.br/arquivos/fotos/artistas/thumb1/12/1104,112887.jpg",https://www.cifras.com.br/cliff-edwards,USA
Zé do Rancho e Zé do Pinho,Sertanejo,3,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/ze-do-rancho-e-ze-do-pinho,Brasil
Zé do Rancho e Zé do Pinho,Sertanejo,,,https://www.cifras.com.br/zarastruta,Brasil
Força Jovem Universal,Gospel,16,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/forca-jovem-universal,Brasil
Keith Anderson,Country,9,"https://www.letras.com.br/arquivos/fotos/artistas/thumb1/670/66936,156704.png",https://www.cifras.com.br/keith-anderson,USA
Keith Anderson,Country,9,,https://www.cifras.com.br/keith-withley,USA
Kelis,Não Informada,2,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/kelis,desconhecido
,,,"https://www.letras.com.br/arquivos/fotos/artistas/thumb1/54/5368,226419.jpg",https://www.cifras.com.br/kelly-clarkson,USA
Kelly Sweet,Não Informada,1,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/kelly-sweet,desconhecido
Kelly Sweet,Não Informada,1,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/leonardo-telles,desconhecido
"Ir. Maria do Rosario A. Siqueira, OSU",Gospel,1,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/ir-maria-do-rosario-a-siqueira-osu,Brasil
Terminaator,Rock'n Roll,2,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/terminaator,Estonia
Iram R Silva,Não Informada,14,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/iram-r-silva,Brasil
Leonardo Telles,Não Informada,1,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/leonardos-bride,Austrália
Irisvaldo Silva,Não Informada,4,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/irisvaldo-silva,Brasil
Cânticos Vocal,Gospel,15,"https://www.letras.com.br/arquivos/fotos/artistas/thumb1/299/29810,31532.jpg",https://www.cifras.com.br/canticos-vocal,Brasil
Henry Gross,Pop Music,1,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/henry-gross,USA
Henry Gross,Pop Music,1,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/henry-gross,USA
Amores de Barra,Pop Music,1,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/amores-de-barra,Argentina
Rambones,Pop Music,3,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/rambones,Brasil
Anabantha,Latinas,32,"https://www.letras.com.br/arquivos/fotos/artistas/thumb1/301/30022,93051.jpg",https://www.cifras.com.br/anabantha,México
Canto & Paz,,2,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/canto-paz-,Brasil
,Pop Music,,,https://www.cifras.com.br/jessica-lynn,desconhecido
Rainier de Carvalho,Não Informada,1,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/rainier-de-carvalho,Brasil
Henryck Alves,Não Informada,1,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/henryck-alves,Brasil
Amparanoia,Latinas,7,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/amparanoia,Espanha
,,,,https://www.cifras.com.br/raissa-castro,Brasil
Anadel,Não Informada,1,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/anadel,desconhecido
Anadel,Não Informada,1,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/anadel,desconhecido
Samuel Rocha,Não Informada,1,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/samuel-rocha,Brasil
Cinderella,Rock'n Roll,30,"https://www.letras.com.br/arquivos/fotos/artistas/thumb1/15/1441,10521.jpg",https://www.cifras.com.br/cinderella,USA
Cinderella,Rock'n Roll,,,https://www.cifras.com.br/cine,Brasil
Leo Middea,Não Informada,7,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/leo-middea,Brasil
,Não Informada,2,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/leo-moreira,Brasil
Ira!,Rock'n Roll,128,"https://www.letras.com.br/arquivos/fotos/artistas/thumb1/83/8239,73514.jpg",https://www.cifras.com.br/ira,desconhecido
Israel & New Breed,Gospel,10,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/israel-new-breed,USA
Raiz Coral e Sergio Saas,Gospel,3,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/raiz-coral-e-sergio-saas,Brasil
Jennifer Warnes,Não Informada,1,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/jennifer-warnes,desconhecido
Irie Love,Reggae,1,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/irie-love,desconhecido
Denyse Bittencourt,Gospel,6,"https://www.letras.com.br/arquivos/fotos/artistas/thumb1/827/82692,133065.jpg",https://www.cifras.com.br/denyse-bittencourt,Brasil
Fleurie,Não Informada,3,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/fleurie,desconhecido
Raiz Coral e Sergio Saas,Gospel,,,https://www.cifras.com.br/alberto-indio,Brasil
Cídia Luíze e Dan Torres,Romântica,16,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/cidia-luize-e-dan-torres,Brasil
Alabama,Country,127,"https://www.letras.com.br/arquivos/fotos/artistas/thumb1/1/41,212248.jpg",https://www.cifras.com.br/alabama,USA
,Romântica,62,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/cielo-razzo,Argentina
Derik Keeslar,Não Informada,1,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/derik-keeslar,desconhecido
,Não Informada,,,https://www.cifras.com.br/heroes-for-hire,desconhecido
Alberto Magno,Não Informada,1,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/alberto-magno,Brasil
Jenny And Tyler,Não Informada,4,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/jenny-and-tyler,desconhecido
Citra Scholastika,Não Informada,7,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/citra-scholastika,desconhecido
Cinders,Não Informada,14,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/cinders,desconhecido
Citra Scholastika,Não Informada,7,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/citra-scholastika,desconhecido
Cinders,Não Informada,14,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/cinders,desconhecido
Alabanzas Llamada Final,Gospel,15,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/alabanzas-llamada-final,Chile
Alberto Plaza,Romântica,92,"https://www.letras.com.br/arquivos/fotos/artistas/thumb1/117/11661,38580.jpg",https://www.cifras.com.br/alberto-plaza,Chile
Flaviano Silva,Gospel,1,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/flaviano-silva,Brasil
Heroic Legend Of Arslan,Pop Music,1,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/heroic-legend-of-arslan,Japão
Heroic Legend Of Arslan,Pop Music,1,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/ana-tereza-cunha,Brasil
Cinema Bizarre,Eletrônica,1,"https://www.letras.com.br/arquivos/fotos/artistas/thumb1/408/40790,216929.jpg",https://www.cifras.com.br/cinema-bizarre,Alemanha
,,14,"https://www.letras.com.br/arquivos/fotos/artistas/thumb1/851/85061,198595.jpg",https://www.cifras.com.br/alborosie,Italia
Iris Mantovani,Gospel,1,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/iris-mantovani,Brasil
Anacrônica,Não Informada,1,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/anacronica,Brasil
Iris Mendes,Gospel,3,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/iris-mendes,Brasil
Anchor And Braille,Não Informada,2,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/anchor-and-braille,desconhecido
Zé Barbosa,Não Informada,3,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/ze-barbosa,Brasil
Irish Rovers,Rock Clássico,9,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/irish-rovers,USA
,,1,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/zaqueu-linhares,Brasil
Italo Luis CCB,Não Informada,1,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/italo-luis-ccb,Brasil
Kehlani,,22,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/kehlani,USA
Amor Graça e Cruz,Gospel,,,https://www.cifras.com.br/amor-sem-fim,Brasil
Italo Poeta,Não Informada,3,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/italo-poeta,Brasil
Amor Graça e Cruz,Gospel,19,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/amor-graca-e-cruz,Brasil
,,46,"https://www.letras.com.br/arquivos/fotos/artistas/thumb1/944/94372,224007.jpg",https://www.cifras.com.br/cimorelli,USA
Kel Monalisa e Fábio Zani,Não Informada,1,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/kel-monalisa-e-fabio-zani,Brasil
Itchyworms,Rock Alternativo,5,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/itchyworms,USA
Denisse de Kalafe,Não Informada,2,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/denisse-de-kalafe,Brasil
Denisse de Kalafe,Não Informada,2,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/denisse-de-kalafe,Brasil
,,13,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/kellie-pickler-,USA
Claudemir Laureano,Gospel,1,,https://www.cifras.com.br/claudia-patricia-cs,Brasil
Claudemir Laureano,Gospel,1,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/claudemir-laureano,Brasil
Denker,Não Informada,2,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/denker,Brasil
Claudio Almeida,Gospel,1,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/claudio-almeida,Brasil
Kelly & Annie Mcrae,Não Informada,1,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/kelly-annie-mcrae,desconhecido
Irenegarry,Não Informada,1,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/irenegarry,desconhecido
,Gospel,1,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/high-speed-scene,desconhecido
,,,,https://www.cifras.com.br/irie,Brasil
Kent Henry,Gospel,7,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/kent-henry,USA
Kent Henry,Gospel,7,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/kent-henry,USA
,Pop Music,,,https://www.cifras.com.br/iris-brito,Brasil
IRIS,Pop Music,9,"https://www.letras.com.br/arquivos/fotos/artistas/thumb1/184/18335,195501.jpg",https://www.cifras.com.br/iris,Brasil
Amparo Ochoa,Latinas,6,"https://www.letras.com.br/arquivos/fotos/artistas/thumb1/368/36788,121714.gif",https://www.cifras.com.br/amparo-ochoa,México
Amparo Ochoa,Latinas,6,"https://www.letras.com.br/arquivos/fotos/artistas/thumb1/368/36788,121714.gif",https://www.cifras.com.br/iota,Austrália
Irmã Ana Paula,Gospel,1,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/irma-ana-paula,Brasil
Irmã Glenda,Católicas,4,"https://www.letras.com.br/arquivos/fotos/artistas/thumb1/382/38113,48468.jpg",https://www.cifras.com.br/irma-glenda,Brasil
,,,,https://www.cifras.com.br/cimiterio-municipal,Brasil
Irmã Glenda,Católicas,4,"https://www.letras.com.br/arquivos/fotos/artistas/thumb1/382/38113,48468.jpg",https://www.cifras.com.br/irma-glenda,Brasil
Sandy,Pop Music,32,"https://www.letras.com.br/arquivos/fotos/artistas/thumb1/176/17526,52961.jpg",https://www.cifras.com.br/sandy,Brasil
Camila e Haniel,Sertanejo,2,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/camila-e-haniel,Brasil
Vickeblanka,Não Informada,2,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/vickeblanka,desconhecido
Denisse Malebrán,Não Informada,1,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/denisse-malebran,desconhecido
Denisse Malebrán,Não Informada,1,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/denisse-malebran,desconhecido
,Não Informada,1,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/ageu-pereira,Brasil
Sandy,Pop Music,,,https://www.cifras.com.br/the-beautified-project,desconhecido
Ir. Acácia do Preciosíssimo Coração,Católicas,1,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/ir-acacia-do-preciosissimo-coracao,Brasil
Ir. Acácia do Preciosíssimo Coração,Católicas,1,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/ir-acacia-do-preciosissimo-coracao,Brasil
The Bellamy Brothers,Country,29,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/the-bellamy-brothers,USA
Irerê do Brasil,Sertanejo,1,"https://www.letras.com.br/arquivos/fotos/artistas/thumb1/666/66515,118466.jpg",https://www.cifras.com.br/irere-do-brasil,Brasil
Victor Assis Brasil,,2,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/victor-assis-brasil,Brasil
,,,,https://www.cifras.com.br/javlaranamma,desconhecido
Victor Assis Brasil,,2,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/victor-assis-brasil,Brasil
Victor Assis Brasil,,2,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/victor-assis-brasil,Brasil
The Bells,Rock Clássico,2,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/the-bells,USA
Elizabete Lacerda,Não Informada,29,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/elizabete-lacerda,Brasil
