artista,estilo_musical,qnt_musicas,thumbnail,link_cifras,pais
Dead Ghosts,,2,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/dead-ghosts,desconhecido
Califrê,Não Informada,1,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/havenna-ruas,Brasil
Dead Ghosts,Não Informada,2,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/dead-ghosts,desconhecido
,,,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/caio-fernando-alves-macedo,Brasil
Hay Kay,MPB,1,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/hay-kay,Brasil
,,12,"https://www.letras.com.br/arquivos/fotos/artistas/thumb1/49/4890,49628.jpg",https://www.cifras.com.br/demis-roussos,Iraque
Hayehudim,Rock'n Roll,3,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/hayehudim,Arábia Saudíta
Jai Paul,Não Informada,1,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/jai-paul,desconhecido
Jai Paul,Não Informada,1,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/jai-paul,desconhecido
Den Svenska Bjornstammen,Não Informada,11,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/den-svenska-bjornstammen,desconhecido
Den Svenska Bjornstammen,Não Informada,11,,https://www.cifras.com.br/denai-moore,desconhecido
Adictos a Jesús,Latinas,1,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/adictos-a-jesus,Colombia
Adictos a Jesús,Latinas,1,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/adictos-a-jesus,Colombia
Denian & Dianini,Gospel,2,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/denian-dianini,Brasil
Adictos a Jesús,Latinas,1,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/adictos-a-jesus,Colombia
,,4,"https://www.letras.com.br/arquivos/fotos/artistas/thumb1/762/76152,190424.jpg",https://www.cifras.com.br/kana-nishino,Japão
Bandits,Pop Music,2,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/bandits,USA
,,7,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/jamie-woon,Inglaterra
Bandoleiro Renegado,Não Informada,3,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/bandoleiro-renegado,Brasil
Gideon dos Lakotas,Hinos,6,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/gideon-dos-lakotas,Brasil
Caio Corrêa,Não Informada,1,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/caio-correa,Brasil
Electra,Não Informada,1,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/electra,desconhecido
,Não Informada,,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/dead-cat-bounce,Koryakia
,,1,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/larry-boone,USA
Adorelle,Gospel,4,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/adorelle,Brasil
Larry Finnegan,Oldies,2,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/larry-finnegan,USA
Larry Pink Human,,1,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/larry-pink-human,desconhecido
Adorelle,Gospel,,,https://www.cifras.com.br/adrian-chaparro,desconhecido
Eder Palmieri,,29,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/eder-palmieri,Brasil
Larry Pink Human,Não Informada,1,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/larry-stewart,USA
Eder Palmieri,,,,https://www.cifras.com.br/ederaldo-gentil,Brasil
Natalina Pineiro,Gospel,1,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/natalina-pineiro,Brasil
Debout Sur Le Zinc,Não Informada,1,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/debout-sur-le-zinc,desconhecido
,,,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/decio-goncalves,Portugal
Natalina Pineiro,Gospel,1,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/natalina-pineiro,Brasil
Natalina Pineiro,Gospel,1,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/natalina-pineiro,Brasil
Larry Williams,Rock'n Roll,1,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/larry-williams,USA
Fangoria,Não Informada,2,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/fangoria,Brasil
Fero,Não Informada,1,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/fero,desconhecido
Kakinho Big Dog,Pop Music,9,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/kakinho-big-dog,Brasil
,Pop Music,3,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/jake-bellows,desconhecido
Quarteto maio,Não Informada,1,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/quarteto-maio,Brasil
Valgur,Não Informada,2,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/valgur,desconhecido
Quarteto maio,Não Informada,1,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/quarteto-maio,Brasil
Quarteto maio,Não Informada,1,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/quarteto-maio,Brasil
Kal da Silva,Não Informada,3,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/kal-da-silva,Brasil
Farid Mammadov,Pop Music,1,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/farid-mammadov,desconhecido
Quarteto maio,Não Informada,1,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/quarteto-maio,Brasil
Validuaté,Rock Alternativo,15,"https://www.letras.com.br/arquivos/fotos/artistas/thumb1/336/33537,100754.jpg",https://www.cifras.com.br/validuate,Brasil
,Rock Alternativo,,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/valley-maker,desconhecido
,Pop Music,,,https://www.cifras.com.br/banda-hans,desconhecido
Kalamarka,Não Informada,1,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/kalamarka,desconhecido
,Não Informada,,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/van-zant,USA
Oliver Mandic,Não Informada,2,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/oliver-mandic,desconhecido
Hanoi Rock,Rock Clássico,1,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/hanoi-rock,USA
Banda Hebron,Gospel,4,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/banda-hebron,Brasil
Hanoi Rock,Rock Clássico,1,,https://www.cifras.com.br/hanoy-hanoy,Brasil
Van' Oiz,Gospel,5,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/van-oiz,Brasil
Danny Rivera,Não Informada,3,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/danny-rivera,desconhecido
DC3 (Cory in the House),Pop Music,1,"https://www.letras.com.br/arquivos/fotos/artistas/thumb1/743/74210,81539.jpg",https://www.cifras.com.br/dc3-(cory-in-the-house),USA
DC3 (Cory in the House),Pop Music,1,"https://www.letras.com.br/arquivos/fotos/artistas/thumb1/743/74210,81539.jpg",https://www.cifras.com.br/dc3-(cory-in-the-house),USA
Danny Rivera,Não Informada,1,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/gabriela-costa,Brasil
,,3,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/fantasmas-de-marte,Brasil
De Strangers,Não Informada,2,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/de-strangers,desconhecido
Fantomaticos,Rock Alternativo,6,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/fantomaticos,Brasil
,,,,https://www.cifras.com.br/banda-hava,Brasil
Banda HD3,Gospel,1,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/banda-hd3,Brasil
Banda ID2,Não Informada,3,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/banda-id2,Brasil
Banda Ignis,Brasil,5,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/banda-ignis,Brasil
Danny Elfman,Diversos,9,"https://www.letras.com.br/arquivos/fotos/artistas/thumb1/235/23480,17262.jpg",https://www.cifras.com.br/danny-elfman,USA
Danny Jones,Não Informada,1,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/danny-jones,desconhecido
Danny Saucedo,Pop Music,8,"https://www.letras.com.br/arquivos/fotos/artistas/thumb1/308/30711,33432.jpg",https://www.cifras.com.br/danny-saucedo,Suécia
Dante Pereyra,Pop Music,1,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/dante-pereyra,Argentina
J. Mascis,Rock Alternativo,10,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/j-mascis,USA
Gabriela Fontoura Cantuário,Não Informada,1,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/gabriela-fontoura-cantuario,Brasil
Quarteto Spiritual,Gospel,1,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/quarteto-spiritual,Brasil
Quarteto Spiritual,Gospel,1,,https://www.cifras.com.br/quatro-por-um,Brasil
Patricio Cáceres,Não Informada,2,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/patricio-caceres,desconhecido
Patrick e Fernando,,2,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/patrick-e-fernando,desconhecido
J. Michael Harter,Country,1,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/j-michael-harter,USA
Banda Teen,Gospel,2,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/banda-teen,Brasil
Nelson Quezada,Gospel,1,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/nelson-quezada,Brasil
,,,,https://www.cifras.com.br/passion-worship-band,USA
Banda Tempo de Deus,Gospel,1,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/banda-tempo-de-deus,Brasil
T-bone Burnett,Não Informada,4,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/t-bone-burnett,desconhecido
Banda Tiu Batista,Não Informada,9,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/banda-tiu-batista,Brasil
Neemias Guimarães,Gospel,9,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/neemias-guimaraes,Brasil
Banda Tiu Batista,Não Informada,9,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/banda-tiu-batista,Brasil
Jamelão,Velha Guarda,13,"https://www.letras.com.br/arquivos/fotos/artistas/thumb1/199/19828,99895.jpg",https://www.cifras.com.br/jamelao,Brasil
Jamelão,Velha Guarda,13,"https://www.letras.com.br/arquivos/fotos/artistas/thumb1/199/19828,99895.jpg",https://www.cifras.com.br/jamelao,Brasil
Pastor Lucas e Banda Universos,Gospel,1,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/pastor-lucas-e-banda-universos,Brasil
Pastor Lucas e Banda Universos,Gospel,1,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/pastor-lucas-e-banda-universos,Brasil
Adrian Ribeiro,Brasil,18,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/adrian-ribeiro,Brasil
Adrian Ribeiro,Brasil,18,,https://www.cifras.com.br/adriana-aguiar,Brasil
Pastor Roberto Brito,Gospel,2,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/pastor-roberto-brito,Brasil
Caio e Renan,Diversos,2,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/caio-e-renan,Brasil
Caio e Renan,Diversos,2,,https://www.cifras.com.br/caio-felipe-da-silva-santos,Brasil
Pastor Roberto Brito,Gospel,2,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/pastor-roberto-brito,Brasil
Adriana Carvalho,Não Informada,2,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/adriana-carvalho,Brasil
Adriana Carvalho,Não Informada,2,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/adriana-carvalho,Brasil
Valdilene dos Santos de Oliveira,Gospel,1,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/valdilene-dos-santos-de-oliveira,Brasil
Negative,Rock'n Roll,5,"https://www.letras.com.br/arquivos/fotos/artistas/thumb1/185/18485,55726.jpg",https://www.cifras.com.br/negative,Finlândia
Negative,Rock'n Roll,5,"https://www.letras.com.br/arquivos/fotos/artistas/thumb1/185/18485,55726.jpg",https://www.cifras.com.br/negative,Finlândia
Valdilene dos Santos de Oliveira,Gospel,1,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/valdilene-dos-santos-de-oliveira,Brasil
Negative,Rock'n Roll,5,"https://www.letras.com.br/arquivos/fotos/artistas/thumb1/185/18485,55726.jpg",https://www.cifras.com.br/negative,Finlândia
K-lendarios,Não Informada,1,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/k-lendarios,Brasil
Neguinho da Beija-Flor,Samba e Pagode,28,"https://www.letras.com.br/arquivos/fotos/artistas/thumb1/372/37104,57061.jpg",https://www.cifras.com.br/neguinho-da-beija-flor,Brasil
,Não Informada,10,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/ka-entre-nos,Brasil
Patience & Prudence,Rock'n Roll,1,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/patience-prudence,USA
Patience & Prudence,Rock'n Roll,1,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/patience-prudence,USA
Neguinho da Beija-Flor,Samba e Pagode,28,"https://www.letras.com.br/arquivos/fotos/artistas/thumb1/372/37104,57061.jpg",https://www.cifras.com.br/neguinho-da-beija-flor,Brasil
Neguinho da Beija-Flor,Samba e Pagode,28,"https://www.letras.com.br/arquivos/fotos/artistas/thumb1/372/37104,57061.jpg",https://www.cifras.com.br/neguinho-da-beija-flor,Brasil
Patience & Prudence,Rock'n Roll,1,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/nell-bryden,desconhecido
Kaay,Não Informada,1,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/kaay,desconhecido
,,39,"https://www.letras.com.br/arquivos/fotos/artistas/thumb1/27/2629,82200.jpg",https://www.cifras.com.br/nelly,USA
Kaay,Não Informada,1,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/kaay,desconhecido
,,22,"https://www.letras.com.br/arquivos/fotos/artistas/thumb1/203/20227,60138.jpg",https://www.cifras.com.br/nelsinho-correa,Brasil
Barns Courtney,Não Informada,11,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/barns-courtney,desconhecido
,Não Informada,210,"https://www.letras.com.br/arquivos/fotos/artistas/thumb1/9/806,204154.jpg",https://www.cifras.com.br/george-jones,USA
,Gospel,35,"https://www.letras.com.br/arquivos/fotos/artistas/thumb1/707/70626,204025.jpg",https://www.cifras.com.br/nelsinho-correia,Brasil
Barns Courtney,Não Informada,11,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/barns-courtney,desconhecido
James Brown,Funk,34,"https://www.letras.com.br/arquivos/fotos/artistas/thumb1/19/1824,77809.jpg",https://www.cifras.com.br/james-brown,USA
George Michael,Rock'n Roll,34,"https://www.letras.com.br/arquivos/fotos/artistas/thumb1/22/2154,36133.jpg",https://www.cifras.com.br/george-michael,Inglaterra
Patrick Dimon,Romântica,3,"https://www.letras.com.br/arquivos/fotos/artistas/thumb1/267/26675,110273.jpg",https://www.cifras.com.br/patrick-dimon,Italia
Uemura Kana,Não Informada,1,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/uemura-kana,desconhecido
James Fortune,,1,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/james-fortune,desconhecido
,,,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/jacob-melo,Brasil
Uerlis Leal,,1,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/uerlis-leal,Brasil
James Smith,Não Informada,1,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/james-smith,desconhecido
,,9,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/uhul,Brasil
El Plan,,1,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/el-plan,desconhecido
Ulises Quintero,,1,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/ulises-quintero,desconhecido
,,1,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/el-maki,desconhecido
Padre Aderbal Galvão,Gospel,1,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/padre-aderbal-galvao,Brasil
Padre Aderbal Galvão,Gospel,1,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/padre-aderbal-galvao,Brasil
El Toco,Não Informada,1,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/el-toco,Brasil
El niño de la hipoteca,Não Informada,10,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/el-nino-de-la-hipoteca,desconhecido
El niño de la hipoteca,Não Informada,,,https://www.cifras.com.br/el-otro-yo,Argentina
Jacuzzi Boys,Não Informada,5,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/jacuzzi-boys,desconhecido
Jacuzzi Boys,Não Informada,5,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/jacuzzi-boys,desconhecido
Lamont Hiebert,Espíritas,3,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/lamont-hiebert,USA
Lamont Hiebert,Espíritas,3,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/lamont-hiebert,USA
La Rue Morgue,Não Informada,1,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/la-rue-morgue,Brasil
Get Well Soon,Rock Alternativo,5,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/get-well-soon,Alemanha
Get Well Soon,Rock Alternativo,5,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/get-well-soon,Alemanha
Get Well Soon,Rock Alternativo,5,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/get-well-soon,Alemanha
Og Familiah,Não Informada,1,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/og-familiah,desconhecido
Og Familiah,Não Informada,,,https://www.cifras.com.br/neemias-simao,Brasil
Neemias Simao,,1,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/neemias-simao,Brasil
,,1,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/nef,Brasil
Faudel,Pop Music,3,"https://www.letras.com.br/arquivos/fotos/artistas/thumb1/173/17254,179022.jpg",https://www.cifras.com.br/faudel,França
Neffa,Não Informada,5,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/neffa,desconhecido
,,,,https://www.cifras.com.br/pastor-vinicius-de-moraes,Brasil
Faudel,Pop Music,3,"https://www.letras.com.br/arquivos/fotos/artistas/thumb1/173/17254,179022.jpg",https://www.cifras.com.br/faudel,França
Pat Byrne,Não Informada,1,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/pat-byrne,desconhecido
Pat Byrne,Não Informada,1,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/pat-byrne,desconhecido
Banda Makmaru,Pop Music,2,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/banda-makmaru,Brasil
,,,,https://www.cifras.com.br/barlowgirl,USA
Banda Makmaru,Pop Music,2,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/banda-makmaru,Brasil
T.Rex,Não Informada,1,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/trex,desconhecido
T.Rex,Não Informada,1,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/trex,desconhecido
Delroy Wilson,Não Informada,1,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/delroy-wilson,desconhecido
Darren Coggan,Não Informada,1,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/darren-coggan,desconhecido
Delroy Wilson,Não Informada,1,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/james-last,desconhecido
Darren Coggan,Não Informada,1,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/darren-coggan,desconhecido
Darren Coggan,Não Informada,1,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/darren-coggan,desconhecido
Hard Skin,Não Informada,5,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/hard-skin,desconhecido
Edinaldo do Rio,Gospel,2,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/edinaldo-do-rio,Brasil
Edinaldo do Rio,Gospel,2,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/edinaldo-do-rio,Brasil
Kaé,Gospel,14,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/kae,Brasil
Falconhead,Rock'n Roll,7,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/falconhead,USA
Falconhead,Rock'n Roll,7,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/falconhead,USA
Edisley,Gospel,4,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/edisley,Brasil
James McCoy Taylor,Não Informada,1,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/james-mccoy-taylor,desconhecido
Banda Estação 4,Gospel,4,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/banda-estacao-4,Brasil
Fausto Leali,Não Informada,2,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/fausto-leali,desconhecido
Banda Estado Novo,Não Informada,1,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/banda-estado-novo,Brasil
Fausto Leali,Não Informada,,,https://www.cifras.com.br/banda-marca-da-promessa,Brasil
James McCoy Taylor,Não Informada,1,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/james-mccoy-taylor,desconhecido
Darrel Evans,Não Informada,1,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/darrel-evans,desconhecido
Kangkeng,Não Informada,1,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/kangkeng,desconhecido
Fabiano Motta,Gospel,6,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/fabiano-motta,Brasil
Darrel Evans,Não Informada,,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/darryl-braithwaite,Austrália
James McCoy Taylor,Não Informada,1,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/james-mccoy-taylor,desconhecido
Fabiano Motta,Gospel,6,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/fabiano-motta,Brasil
James Sayer,Pop Music,1,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/james-sayer,USA
Lamb Of God,Heavy Metal,16,"https://www.letras.com.br/arquivos/fotos/artistas/thumb1/88/8703,194142.jpg",https://www.cifras.com.br/lamb-of-god,USA
Cailee Rae,Não Informada,2,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/cailee-rae,desconhecido
Banda Divina Misericórdia,Não Informada,2,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/banda-divina-misericordia,Brasil
Jan Böhmermann,Não Informada,2,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/jan-bohmermann,desconhecido
,Não Informada,,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/hannah-kerr,desconhecido
Banda Divina Misericórdia,Não Informada,2,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/banda-divina-misericordia,Brasil
Gaither Phill Mchugh,Não Informada,1,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/gaither-phill-mchugh,desconhecido
James Sayer,Pop Music,1,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/james-sayer,USA
,,2,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/jan-lecuyer,USA
Banda Aliança de CristO,Gospel,4,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/banda-alianca-de-cristo,Brasil
,,,,https://www.cifras.com.br/banda-aquarios,Brasil
Ultrora,Não Informada,1,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/ultrora,Brasil
Jana Bianchi,Não Informada,1,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/jana-bianchi,Brasil
Daniel Schwinn,Não Informada,3,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/daniel-schwinn,desconhecido
James Blake,Eletrônica,14,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/james-blake,Inglaterra
Gaki,,2,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/gaki,Brasil
,,9,"https://www.letras.com.br/arquivos/fotos/artistas/thumb1/44/4307,15456.jpg",https://www.cifras.com.br/gigi-dagostino,desconhecido
James Blake,Eletrônica,14,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/james-blake,Inglaterra
Gala,Dance Music,10,"https://www.letras.com.br/arquivos/fotos/artistas/thumb1/37/3695,46254.jpg",https://www.cifras.com.br/gala,USA
Getúlio Abelha,Não Informada,4,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/getulio-abelha,Brasil
Ulf Lundell,Rock Alternativo,13,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/ulf-lundell,Suécia
Jander e Jandel,Gospel,1,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/jander-e-jandel,Brasil
Geisha,Pop Music,27,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/geisha,Austrália
Ulf Lundell,Rock Alternativo,13,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/ulf-lundell,Suécia
Land of Color,Não Informada,1,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/land-of-color,desconhecido
Geisha,Pop Music,27,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/la-de-roberto,desconhecido
Edinho Garcia,,12,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/edinho-garcia,Brasil
Gerson Isidoro,Gospel,1,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/gerson-isidoro,Brasil
Banda Ardus,Rock Alternativo,1,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/banda-ardus,Brasil
Gil Semedo,Não Informada,1,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/gil-semedo,desconhecido
