artista,estilo_musical,qnt_musicas,thumbnail,link_cifras,pais
Hilana Makiyama,Não Informada,2.0,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/hilana-makiyama,Brasil
Levi Marques,Country,152.0,,https://www.cifras.com.br/levi-marques,Brasil
Cibele Mdaui,Não Informada,1.0,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/cibele-mdaui,Brasil
Gleisson Santos,Não Informada,2.0,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/gleisson-santos,Brasil
Warley Kaizer,Brasil,2.0,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/warley-kaizer,Brasil
Cidade Verde Sounds System,Reggae,8.0,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/cidade-verde-sounds-system,Brasil
Claudio Bertinelli,Pop Music,4.0,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/claudio-bertinelli,Brasil
Claudio Bertinelli,Pop Music,4.0,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/claudio-bertinelli,Brasil
Claudio Jardim,Não Informada,1.0,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/claudio-jardim,Brasil
Denise Alavarse,Gospel,7.0,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/denise-alavarse,Brasil
Claudio Jardim,Não Informada,1.0,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/claudio-jardim,Brasil
Rafael Vinicius,Gospel,2.0,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/rafael-vinicius,Brasil
Denise Reis,MPB,1.0,"https://www.letras.com.br/arquivos/fotos/artistas/thumb1/273/27210,75846.jpg",https://www.cifras.com.br/denise-reis,Brasil
Rashid,Gospel,8.0,"https://www.letras.com.br/arquivos/fotos/artistas/thumb1/860/85920,187158.jpg",https://www.cifras.com.br/rashid,Brasil
Alessandro,Gospel,1.0,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/alessandro,Brasil
Alessandro Marques,Gospel,1.0,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/alessandro-marques,Brasil
Instrumento De Paz,Católicas,1.0,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/instrumento-de-paz,Brasil
Intimidade e Adoração,Gospel,1.0,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/intimidade-e-adoracao,Brasil
Claudia Nascimento,Gospel,6.0,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/claudia-nascimento,Brasil
Claudio Faissal,Gospel,6.0,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/claudio-faissal,Brasil
Henrique de Falla,MPB,9.0,"https://www.letras.com.br/arquivos/fotos/artistas/thumb1/345/34437,78900.jpg",https://www.cifras.com.br/henrique-de-falla,Brasil
Lenine Junior,MPB,1.0,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/lenine-junior,Brasil
Claudio Henrique,MPB,20.0,"https://www.letras.com.br/arquivos/fotos/artistas/thumb1/537/53669,75424.jpg",https://www.cifras.com.br/claudio-henrique,Brasil
Lily Laurens,Não Informada,1.0,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/lily-laurens,Brasil
Alceu Valença,Forró,149.0,"https://www.letras.com.br/arquivos/fotos/artistas/thumb1/148/14730,49921.jpg",https://www.cifras.com.br/alceu-valenca,Brasil
Desiderare,Não Informada,1.0,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/desiderare,Brasil
Thalles Roberto,Gospel,140.0,"https://www.letras.com.br/arquivos/fotos/artistas/thumb1/877/87693,205812.jpg",https://www.cifras.com.br/thalles-roberto,Brasil
Anderson e Fernando,Não Informada,3.0,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/anderson-e-fernando,Brasil
Thalles Roberto,Gospel,140.0,"https://www.letras.com.br/arquivos/fotos/artistas/thumb1/877/87693,205812.jpg",https://www.cifras.com.br/thalles-roberto,Brasil
Fixar,Gospel,10.0,"https://www.letras.com.br/arquivos/fotos/artistas/thumb1/841/84090,167005.jpg",https://www.cifras.com.br/fixar,Brasil
Kelvin do Acordeom,Forró,32.0,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/kelvin-do-acordeom,Brasil
Carlinhos Rocha,Sertanejo,1.0,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/carlinhos-rocha,Brasil
Despertar da Adoração,Não Informada,1.0,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/despertar-da-adoracao,Brasil
Ito Dal Molin,Gospel,2.0,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/ito-dal-molin,Brasil
InVento,Não Informada,2.0,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/invento,Brasil
Ito Dal Molin,Gospel,2.0,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/ito-dal-molin,Brasil
Higor Fernandes,Não Informada,4.0,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/higor-fernandes,Brasil
https://www.cifras.com.br/higor-lins,Não Informada,4.0,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/higor-lins,Brasil
Anderson Alves Oliveira,Não Informada,1.0,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/anderson-alves-oliveira,Brasil
Denise Lopes,Gospel,1.0,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/denise-lopes,Brasil
Instituto Hesed,Católicas,2.0,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/instituto-hesed,Brasil
Itallo Oliveira,Gospel,1.0,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/itallo-oliveira,Brasil
Instituto Natural,Católicas,1.0,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/instituto-natural,Brasil
Itallo Oliveira,Gospel,1.0,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/itallo-oliveira,Brasil
Italo Rodrigues,Não Informada,2.0,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/italo-rodrigues,Brasil
Amizael Castro,Não Informada,25.0,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/amizael-castro,Brasil
Samuel Galdino,Gospel,1.0,"https://www.letras.com.br/arquivos/fotos/artistas/thumb1/856/85580,181915.jpg",https://www.cifras.com.br/samuel-galdino,Brasil
Claudinho & Buchecha,Funk,17.0,https://www.cifras.com.br/arquivos/artistas/claudinho-buchecha.jpg,https://www.cifras.com.br/claudinho-buchecha,Brasil
Samuel Galdino,Gospel,1.0,"https://www.letras.com.br/arquivos/fotos/artistas/thumb1/856/85580,181915.jpg",https://www.cifras.com.br/samuel-galdino,Brasil
Anderson Alves Nunes,Não Informada,1.0,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/anderson-alves-nunes,Brasil
Anderson Alves Nunes,Não Informada,1.0,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/anderson-alves-nunes,Brasil
Higor Faustino,Não Informada,1.0,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/higor-faustino,Brasil
Higor Taylor,Não Informada,1.0,,https://www.cifras.com.br/higor-taylor,Brasil
Cia do Rodeio,Não Informada,2.0,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/cia-do-rodeio,Brasil
Anderson e Vei da Pisadinha,Sertanejo,1.0,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/anderson-e-vei-da-pisadinha,Brasil
Italo Andrey Rodrigues,Gospel,1.0,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/italo-andrey-rodrigues,Brasil
Paulo Vanzolini,Velha Guarda,22.0,"https://www.letras.com.br/arquivos/fotos/artistas/thumb1/163/16262,182801.jpg",https://www.cifras.com.br/paulo-vanzolini,Brasil
italo luis,Gospel,2.0,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/italo-luis,Brasil
Ander Bodon,Não Informada,2.0,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/ander-bodon,Brasil
Ander Bodon,Não Informada,2.0,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/ander-bodon,Brasil
Claudinei e Quésia,Não Informada,1.0,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/claudinei-e-quesia,Brasil
Claudemir Nunes,Não Informada,1.0,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/claudemir-nunes,Brasil
Anderson Barony,Gospel,14.0,"https://www.letras.com.br/arquivos/fotos/artistas/thumb1/392/39180,23515.jpg",https://www.cifras.com.br/anderson-barony,Brasil
Cicera e Gedalva,Gospel,1.0,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/cicera-e-gedalva,Brasil
Albra,Gospel,2.0,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/albra,Brasil
Albra,Gospel,2.0,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/albra,Brasil
Cláudio Barris,Gospel,1.0,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/claudio-barris,Brasil
Flor Serena,Forró,1.0,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/flor-serena,Brasil
Hilton Vargas,Brega,8.0,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/hilton-vargas,Brasil
Hinário,Não Informada,1.0,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/hinario,Brasil
Samuel Mariano,Gospel,63.0,"https://www.letras.com.br/arquivos/fotos/artistas/thumb1/911/91059,222824.jpg",https://www.cifras.com.br/samuel-mariano,Brasil
Higor Brito,Não Informada,11.0,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/higor-brito,Brasil
Cidadãos do ceus,Rock Alternativo,1.0,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/cidadaos-do-ceus,Brasil
Zé Gomes e Zabumbada da Bahia,Não Informada,1.0,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/ze-gomes-e-zabumbada-da-bahia,Brasil
Andar 31,Gospel,1.0,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/andar-31,Brasil
Higor Rocha,Não Informada,8.0,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/higor-rocha,Brasil
Higor Rocha,Não Informada,8.0,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/higor-rocha,Brasil
Ir Cezinha de Cuiabá,Gospel,1.0,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/ir-cezinha-de-cuiaba,Brasil
Kelvyn Luccena,Gospel,8.0,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/kelvyn-luccena,Brasil
Iris Zambelli,Não Informada,1.0,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/iris-zambelli,Brasil
Amor Feroz,Não Informada,1.0,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/amor-feroz,Brasil
Amores,Não Informada,1.0,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/amores,Brasil
Jean Sinatra,Não Informada,1.0,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/jean-sinatra,Brasil
Jean Sinatra,Não Informada,1.0,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/jean-sinatra,Brasil
Higor e André Vaz,Sertanejo,1.0,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/higor-e-andre-vaz,Brasil
Rajja & Cabong,Pop Music,1.0,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/rajja-cabong,Brasil
Cinema à Dois,Não Informada,1.0,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/cinema-a-dois,Brasil
Carlos & Jader,Não Informada,2.0,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/carlos-jader,Brasil
Alan & Aladin,Romântica,25.0,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/alan-aladin,Brasil
Ipalpha,Não Informada,5.0,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/ipalpha,Brasil
Rafael RVP,Não Informada,1.0,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/rafael-rvp,Brasil
Irah Caldeira,Não Informada,5.0,"https://www.letras.com.br/arquivos/fotos/artistas/thumb1/478/47772,44065.jpg",https://www.cifras.com.br/irah-caldeira,Brasil
Henrrique e Diego,Não Informada,1.0,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/henrrique-e-diego,Brasil
Irah Caldeira,Não Informada,5.0,"https://www.letras.com.br/arquivos/fotos/artistas/thumb1/478/47772,44065.jpg",https://www.cifras.com.br/irah-caldeira,Brasil
Irala,Não Informada,2.0,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/irala,Brasil
Irala,Não Informada,2.0,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/irala,Brasil
Ira! e Israel Junio,Rock Clássico,1.0,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/ira-e-israel-junio,Brasil
Irakitan,Não Informada,1.0,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/irakitan,Brasil
Alex Benitez Ale,Não Informada,1.0,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/alex-benitez-ale,Brasil
Ivanilson,MPB,3.0,"https://www.letras.com.br/arquivos/fotos/artistas/thumb1/667/66625,152462.jpg",https://www.cifras.com.br/ivanilson,Brasil
Cleiton e Huggo,Sertanejo,2.0,"https://www.letras.com.br/arquivos/fotos/artistas/thumb1/418/41765,155228.jpg",https://www.cifras.com.br/cleiton-e-huggo,Brasil
Ana Helena,Gospel,1.0,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/ana-helena,Brasil
Ana Helena,Gospel,1.0,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/ana-helena,Brasil
Cleyton e Cristiane,Sertanejo,3.0,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/cleyton-e-cristiane,Brasil
Caracol a Contramano,Não Informada,14.0,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/caracol-a-contramano,Brasil
Isaque Folha,Gospel,4.0,"https://www.letras.com.br/arquivos/fotos/artistas/thumb1/810/80972,130151.jpg",https://www.cifras.com.br/isaque-folha,Brasil
Raposa Dourada,Gospel,1.0,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/raposa-dourada,Brasil
Raquel Mamedes,Gospel,1.0,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/raquel-mamedes,Brasil
Fonte de Sedução,Samba e Pagode,1.0,"https://www.letras.com.br/arquivos/fotos/artistas/thumb1/292/29149,198559.jpg",https://www.cifras.com.br/fonte-de-seducao,Brasil
Fonte de Sedução,Samba e Pagode,1.0,"https://www.letras.com.br/arquivos/fotos/artistas/thumb1/292/29149,198559.jpg",https://www.cifras.com.br/fonte-de-seducao,Brasil
Irmãos Castilhos,Gospel,3.0,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/irmaos-castilhos,Brasil
The Abenders,Brasil,1.0,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/the-abenders,Brasil
Leandro Farias,Não Informada,1.0,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/leandro-farias,Brasil
André Bertoldi,Não Informada,1.0,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/andre-bertoldi,Brasil
André Bertoldi,Não Informada,1.0,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/andre-bertoldi,Brasil
Irmãs Agostinianas Servas de Jesus e Maria,Católicas,4.0,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/irmas-agostinianas-servas-de-jesus-e-maria,Brasil
Leandro Henrique,Gospel,1.0,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/leandro-henrique,Brasil
Irmãs Camilo,Gospel,3.0,"https://www.letras.com.br/arquivos/fotos/artistas/thumb1/666/66531,213011.jpg",https://www.cifras.com.br/irmas-camilo,Brasil
The Anonymous Music,Não Informada,4.0,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/the-anonymous-music,Brasil
Jean Carlos de Paulínia,Gospel,1.0,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/jean-carlos-de-paulinia,Brasil
Flaira Ferro,Não Informada,3.0,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/flaira-ferro,Brasil
Agnaldo Timoteo,Velha Guarda,109.0,https://www.cifras.com.br/arquivos/artistas/agnaldo-timoteo.png,https://www.cifras.com.br/agnaldo-timoteo,Brasil
Cley Lunna,Não Informada,4.0,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/cley-lunna,Brasil
Cley Lunna,Não Informada,4.0,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/cley-lunna,Brasil
Jhon Endres,Não Informada,1.0,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/jhon-endres,Brasil
Irmãs Galvão,MPB,3.0,"https://www.letras.com.br/arquivos/fotos/artistas/thumb1/280/27914,14871.jpg",https://www.cifras.com.br/irmas-galvao,Brasil
Level 11 Oficial,Não Informada,14.0,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/level-11-oficial,Brasil
Irmãs Galvão,MPB,3.0,"https://www.letras.com.br/arquivos/fotos/artistas/thumb1/280/27914,14871.jpg",https://www.cifras.com.br/irmas-galvao,Brasil
Levita Mateus,Não Informada,4.0,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/levita-mateus,Brasil
Cinzentos,Pop Music,3.0,"https://www.letras.com.br/arquivos/fotos/artistas/thumb1/255/25492,16524.jpg",https://www.cifras.com.br/cinzentos,Brasil
Cinzentos,Pop Music,3.0,"https://www.letras.com.br/arquivos/fotos/artistas/thumb1/255/25492,16524.jpg",https://www.cifras.com.br/cinzentos,Brasil
Forastteiro,Não Informada,6.0,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/forastteiro,Brasil
Alessandra Vieira,Não Informada,14.0,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/alessandra-vieira,Brasil
Flames,Gospel,1.0,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/flames,Brasil
Alef Wilker,Não Informada,1.0,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/alef-wilker,Brasil
André Brighenti,Não Informada,1.0,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/andre-brighenti,Brasil
Cleverson Luiz,Sertanejo,1.0,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/cleverson-luiz,Brasil
Cleverson Salisi,Não Informada,1.0,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/cleverson-salisi,Brasil
Levi Alencar,Diversos,1.0,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/levi-alencar,Brasil
Levi Alencar,Diversos,1.0,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/levi-alencar,Brasil
Cleverson Salisi,Não Informada,1.0,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/cleverson-salisi,Brasil
Denis Jesus,Não Informada,1.0,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/denis-jesus,Brasil
Amelina Chaves,MPB,1.0,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/amelina-chaves,Brasil
Amelina Chaves,MPB,1.0,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/amelina-chaves,Brasil
Keetlen Mendes,Sertanejo,1.0,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/keetlen-mendes,Brasil
Paulo Rogerio,Gospel,9.0,"https://www.letras.com.br/arquivos/fotos/artistas/thumb1/208/20773,136941.jpg",https://www.cifras.com.br/paulo-rogerio,Brasil
Sandrera,Gospel,1.0,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/sandrera,Brasil
Paulo Vicente,Não Informada,1.0,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/paulo-vicente,Brasil
Anderson Dias,Não Informada,1.0,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/anderson-dias,Brasil
Himäwari,Não Informada,3.0,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/himawari,Brasil
Paulo Vítor e Guilherme,Não Informada,1.0,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/paulo-vitor-e-guilherme,Brasil
Andelia Silva,Não Informada,1.0,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/andelia-silva,Brasil
Wagnner Castro e Renatto Limma,Não Informada,1.0,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/wagnner-castro-e-renatto-limma,Brasil
Amauri Junior,Não Informada,1.0,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/amauri-junior,Brasil
Andelia Silva,Não Informada,1.0,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/andelia-silva,Brasil
Anderson Ariel,Não Informada,1.0,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/anderson-ariel,Brasil
Libertus,Reggae,1.0,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/libertus,Brasil
Ittalo Fernandes,Não Informada,5.0,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/ittalo-fernandes,Brasil
Italo Azevedo,Não Informada,3.0,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/italo-azevedo,Brasil
Cláudio Nucci,MPB,11.0,"https://www.letras.com.br/arquivos/fotos/artistas/thumb1/162/16151,75063.jpg",https://www.cifras.com.br/claudio-nucci,Brasil
Pc Silva,Não Informada,4.0,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/pc-silva,Brasil
Akhenaton Thor,Não Informada,7.0,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/akhenaton-thor,Brasil
Deslucro,Gospel,4.0,"https://www.letras.com.br/arquivos/fotos/artistas/thumb1/766/76535,213190.jpg",https://www.cifras.com.br/deslucro,Brasil
Akhenaton Thor,Não Informada,7.0,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/akhenaton-thor,Brasil
Giovana Ghellere,Não Informada,1.0,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/giovana-ghellere,Brasil
Florais da Terra Quente,Não Informada,4.0,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/florais-da-terra-quente,Brasil
Sandrinho,Samba e Pagode,6.0,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/sandrinho,Brasil
Kephas,Gospel,4.0,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/kephas,Brasil
Jéssica Costa,Gospel,1.0,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/jessica-costa,Brasil
Ambiorix Padilla,Não Informada,1.0,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/ambiorix-padilla,Brasil
Linda Duvall,Gospel,1.0,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/linda-duvall,Brasil
Andersinho Dos Teclados,Não Informada,1.0,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/andersinho-dos-teclados,Brasil
Benvivo,Não Informada,1.0,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/benvivo,Brasil
Jéssica Lima,Sertanejo,2.0,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/jessica-lima,Brasil
Anderson Chokolate,Não Informada,3.0,"https://www.letras.com.br/arquivos/fotos/artistas/thumb1/324/32316,106071.jpg",https://www.cifras.com.br/anderson-chokolate,Brasil
Floricienta,Pop Music,12.0,"https://www.letras.com.br/arquivos/fotos/artistas/thumb1/202/20124,32231.jpg",https://www.cifras.com.br/floricienta,Brasil
Amboe,Não Informada,2.0,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/amboe,Brasil
Benvivo,Não Informada,1.0,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/benvivo,Brasil
Lindomar Chaves,Não Informada,1.0,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/lindomar-chaves,Brasil
Anderson e Adriano,Não Informada,1.0,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/anderson-e-adriano,Brasil
Wagner Bertolino,Gospel,1.0,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/wagner-bertolino,Brasil
Higor Netto,Não Informada,1.0,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/higor-netto,Brasil
Higor Netto,Não Informada,1.0,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/higor-netto,Brasil
Samuel Miranda,Gospel,1.0,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/samuel-miranda,Brasil
Andersinho,Não Informada,2.0,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/andersinho,Brasil
Anarquia Rock Clube,Não Informada,1.0,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/anarquia-rock-clube,Brasil
Anderson Correia,Não Informada,5.0,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/anderson-correia,Brasil
Anarquia Rock Clube,Não Informada,1.0,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/anarquia-rock-clube,Brasil
Samuel Rosa,Rock Clássico,2.0,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/samuel-rosa,Brasil
Claudia Canção,Gospel,12.0,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/claudia-cancao,Brasil
Anderson Dantas (Velinha),Brasil,7.0,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/anderson-dantas-(velinha),Brasil
Claudinho Maciel,Gospel,12.0,,https://www.cifras.com.br/claudinho-maciel,Brasil
Thaisa Chicouski,Não Informada,1.0,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/thaisa-chicouski,Brasil
Claudio Cartier,Bossa Nova,3.0,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/claudio-cartier,Brasil
Léo Miranda,Não Informada,1.0,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/leo-miranda,Brasil
Higor e Henrique,Não Informada,1.0,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/higor-e-henrique,Brasil
Amaury Moreira,Não Informada,1.0,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/amaury-moreira,Brasil
Italo Mandú,Não Informada,1.0,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/italo-mandu,Brasil
