Position,"Track Name",Artist,URL
1,"death bed (coffee for your head)",Powfu,https://open.spotify.com/track/7eJMfftS33KTjuF7lTsMCx
2,"Vai Menó Dorime (Brega Funk)","DJ Nelsinho",https://open.spotify.com/track/74AsgGLBcBljRilSuD06hc
3,"Tudo no Sigilo (Vytinho NG e Bianca)","Vytinho NG",https://open.spotify.com/track/60wF0XnX7A0jVpDNA5v8vi
4,"O dia em que a terra parou","Raul Seixas",https://open.spotify.com/track/5kNCog1amNsI8z2iD5634p
5,"Bate Com Vontade","Hugo Mesquita",https://open.spotify.com/track/2tq0N3S4u5lUyahpaSMOve
6,"Roses - Imanbek Remix","SAINt JHN",https://open.spotify.com/track/24Yi9hE78yPEbZ4kxyoXAI
7,Supalonely,BENEE,https://open.spotify.com/track/4nK5YrxbMGZstTLbvj6Gxw
8,"Moral of the Story",Ashe,https://open.spotify.com/track/2nC3QhMI9reBIOWutbU3Tj
9,"Rainha dos Faixa Preta","Mc Moana",https://open.spotify.com/track/16tCKQ2JIxFFRSNa7CTNgM
10,"ily (i love you baby) (feat. Emilee)","Surf Mesa",https://open.spotify.com/track/62aP9fBQKYKxi7PDXwcUAS
11,Virgem,"MC Lya",https://open.spotify.com/track/0DwzQguiWvB8jJonQ5ewJu
12,Forever,CHVRCHES,https://open.spotify.com/track/1QHzf28GKB4xblsVPS6LPs
13,"Manda Áudio","Di Propósito",https://open.spotify.com/track/4nsXVD1xw3BRMFUWx5gQRe
14,"Blinding Lights","The Weeknd",https://open.spotify.com/track/0VjIjW4GlUZAMYd2vXMi3b
15,"Sunday Best",Surfaces,https://open.spotify.com/track/1Cv1YLb4q0RzL6pybtaMLo
16,"Firme e Forte","Mc Capelinha",https://open.spotify.com/track/5JGM7K7wgP8Qc7Hov4hGH9
17,"After Hours","The Weeknd",https://open.spotify.com/track/2p8IUWQDrpjuFltbdgLOag
18,Bambolê,"Camila Loures",https://open.spotify.com/track/1mXgYpwge3J5qFkRAHQFZ9
19,"BALANÇA (feat. Pedro Sampaio)","WC no Beat",https://open.spotify.com/track/4p8pEdPYOQLzJUKYrLOacy
20,"My Heart Went Oops",Tiagz,https://open.spotify.com/track/3Nhfs2Cx7z2JWHetYkzSfO
21,"Neném - Ao Vivo","Gabi Martins",https://open.spotify.com/track/2Yz14TQlxNXHmnkml4TyDL
22,Girassol,"Priscilla Alcantara",https://open.spotify.com/track/22rcaYTa2UgcLCbeO0NoNj
23,"Postura de Bandido Mau","Mc Anjim",https://open.spotify.com/track/3SaBoJ7DpqaZ0W5dU7998H
24,"Litrão - Ao Vivo","Matheus & Kauan",https://open.spotify.com/track/5W1kqz2l1lDX77DXBMeXZg
25,"Rave de Favela (feat. BEAM)","Major Lazer",https://open.spotify.com/track/1K7WzjKDcDdVbKNGrB0gej
26,"Anjo Sem Asa - Ao Vivo","Thiago Martins",https://open.spotify.com/track/0wTJVlgw914Jr8W0wImLUw
27,"The Box","Roddy Ricch",https://open.spotify.com/track/0nbXyq5TXYPCO7pr3N8S4I
28,"Breaking Me",Topic,https://open.spotify.com/track/3H7ihDc1dqLriiWXwsc2po
29,"Say So","Doja Cat",https://open.spotify.com/track/3Dv1eDb0MEgF93GpLXlucZ
30,"Medley: 4 da Manhã / Sou Favela / Preservê - Ao Vivo","Grupo Presença",https://open.spotify.com/track/53XNoZ0QInLnjo4PIWSc2e
