Position,"Track Name",Artist,URL
1,"Chamo Teu Vulgo Malvadão","mc jhenny",https://open.spotify.com/track/4mdlehe2znCTAzlFhrOa09
2,Beggin',Måneskin,https://open.spotify.com/track/3Wrjm47oTz2sjIgck11l5e
3,"Meu Pedaço de Pecado","João Gomes",https://open.spotify.com/track/2kJRlOyrxsy7Ot3c5TZ8Q6
4,"MT - AI CALICA QUER DA PROS AMIGO DA BOCA","Dj JT Da Serra",https://open.spotify.com/track/52uOXTDAR0o5M22QCxsNYP
5,Internacional,"Cachorrão do Brega",https://open.spotify.com/track/4Bzc3HJXrIotwTGPaxkv7y
6,"Eu Rebolo Sim","Mc Branquinha",https://open.spotify.com/track/1uP6LzGFVwX2h2D39mOglz
7,"Bom Dia / A Tropa do Serrão te Chamou pra Piscina","Dj Scar",https://open.spotify.com/track/0WuiPOSkktKmSdtwElLjTm
8,"Não, Não Vou","Mari Fernandez",https://open.spotify.com/track/0xBQvhJAm6f7J142ympKOn
9,"Aquelas Coisas","João Gomes",https://open.spotify.com/track/0FqVtQxRD3HsPltldG5v5M
10,"I WANNA BE YOUR SLAVE",Måneskin,https://open.spotify.com/track/4pt5fDVTg5GhEvEtlz9dKk
11,"Volta Rapariga","Vitinho Imperador",https://open.spotify.com/track/5LlTh3GtUiao5aurwVIg5R
12,Alívio,"Jessé Aguiar",https://open.spotify.com/track/40KZgKCIvRVIoZqv9lNBoP
13,"Toma de Cima da Laje 2","MC Ruanzin",https://open.spotify.com/track/31EMZYiFomBb6nTm86Vltr
14,"As the World Caves In","Sarah Cothran",https://open.spotify.com/track/7LAmsNJpBaNvNg7VZPXxSv
15,"Menina Se Prepara","Mc Pepeu",https://open.spotify.com/track/2aqqXrjrPdRHU9uSeRmL3C
16,"Not Around",Nova,https://open.spotify.com/track/1Adhz5VVDZxhojOLfQQUxa
17,"Se For Amor","João Gomes",https://open.spotify.com/track/5F2xRvRFkxDvqdFtUNAEyw
18,"Eu Tenho a Senha","João Gomes",https://open.spotify.com/track/2YBKO08Wkc3eP5JdUSwng8
19,"Baby 95",Liniker,https://open.spotify.com/track/6Qf9UJy2DJEKnLE5DAySiN
20,"ZITTI E BUONI",Måneskin,https://open.spotify.com/track/776AftMmFFAWUIEAb3lHhw
21,"Serenata Existencialista","O Grilo",https://open.spotify.com/track/2DllnWTQNjh5NDN1A2ZtnH
22,"Just The Two of Us",Kauai45,https://open.spotify.com/track/5cwCW4r6ybpSiHWMpMKHoJ
23,Calma,"Marisa Monte",https://open.spotify.com/track/2dZcl19HjnC70108irOJMH
24,"Black Lança","Dj C4",https://open.spotify.com/track/55MzHjHYq3N6V1T97TuKdA
25,"Bom Dia","Nêgo Jhá",https://open.spotify.com/track/4A0vKKkbHRVJc7vIVnEoop
26,"t r a n s p a r e n t s o u l feat. Travis Barker",WILLOW,https://open.spotify.com/track/1QL7nSDZCwZMnbisV4KOXt
27,"Paty Trem Barbie","MC Magrella",https://open.spotify.com/track/4NwhdedbIDKaP0Yf0zYlOw
28,CORALINE,Måneskin,https://open.spotify.com/track/7HMz8o0m7ASQ3ImFPfhWTY
29,Dinero,"Trinidad Cardona",https://open.spotify.com/track/3ggtU1ZOKO8ZNiqPNyXGcm
30,"Mete Um Block Nele","João Gomes",https://open.spotify.com/track/1QiZYlh3oZg3zgn8eS99aB
31,"Catucada Profunda","MC Igão",https://open.spotify.com/track/4chepxSHy5zbkLSpTVOJ1o
32,"Baile do Cinga do 12","MC Gontijo",https://open.spotify.com/track/2uLt06E9xCZVPFXg9v794o
33,"Beggin (original version)",Madcon,https://open.spotify.com/track/1XyL3J7eTTKnxRZAM3LqIT
34,Anti-Romantic,"TOMORROW X TOGETHER",https://open.spotify.com/track/44tTqUi3xi7E28QLzHVdUA
35,"everything sucks",vaultboy,https://open.spotify.com/track/3z06k8YF9CqX0CGFrlekOK
36,"Te Deixo Crazy","Thiago Pantaleão",https://open.spotify.com/track/7xyvvzTC0cG4wqJNIDuiNb
37,"Black Out Days - Future Islands Remix",Phantogram,https://open.spotify.com/track/3kxkjirben9RVm9NqYa6rm
38,"Sessão de Kama Sutra (feat. MC GW)","Branquinho Kebradeira",https://open.spotify.com/track/79gdG5vKRGRUCEPkrJO4lm
39,"Ficha Limpa","Gusttavo Lima",https://open.spotify.com/track/5SwyN9hzmWjBsINlif8li8
40,"Ai Calica","Mc Cyclope",https://open.spotify.com/track/1kvw3guxXIcglPulkTPi3z
41,"Torna a casa",Måneskin,https://open.spotify.com/track/3590AAEoqH50z4UmhMIY85
42,FEVER,ENHYPEN,https://open.spotify.com/track/0UzymivvUH5s8z4PeWZJaK
43,"Apê 1001",BIN,https://open.spotify.com/track/3q6ZCGgFDIVCJQ5XG4JTL2
44,"Mon soleil",Dadju,https://open.spotify.com/track/2Dv1CPIgX29t816ZLscdB2
45,traitor,"Olivia Rodrigo",https://open.spotify.com/track/5CZ40GBx1sQ9agT82CLQCT
46,"Hoje Tem","Saymon Marques",https://open.spotify.com/track/31X3RdpkROGUWdc9HlHdlu
47,Freaks,"Surf Curse",https://open.spotify.com/track/7EkWXAI1wn8Ii883ecd9xr
48,12,DEGE,https://open.spotify.com/track/0o0wW2KjzK3Cg3RM29lCbI
49,"A Cara do Crime (Nós Incomoda)","Mc Poze do Rodo",https://open.spotify.com/track/0wRn3ggAY1fIupTaVigdza
50,"Não Nasceu pra Namorar","MC Zaquin",https://open.spotify.com/track/6pQKUKBpwr6GhfhcFFFozo
