Position,"Track Name",Artist,URL
1,"Basta você me ligar - English Version","Kim Sola",https://open.spotify.com/track/3qBYNGry835B4vy4IV29AG
2,"Amor ou o Litrão","Petter Ferraz",https://open.spotify.com/track/7qmnP8Woc47dLSrMD5MxL1
3,"Não Fica Apaixonadinha","MC Lorenzo",https://open.spotify.com/track/7yg44lHcHq9PWSlXD1WPYT
4,"Dancing in My Room",347aidan,https://open.spotify.com/track/6Pgmqg15yVexuOgtzuxwoX
5,Home,"Edith Whiskers",https://open.spotify.com/track/18V1UiYRvWYwn01CRDbbuR
6,"Oh No",Kreepa,https://open.spotify.com/track/4qBMiRsJjtm1WR4KyAQqrX
7,"EU VOU COMER SEU C* NO UNO","MC RENANZINHO SM",https://open.spotify.com/track/3Gavv3QUKE5VZOCuqp879C
8,"Só Tem Eu","Zé Felipe",https://open.spotify.com/track/1X0MaGErD8rcspqQs9s2m0
9,Letícia,"Zé Vaqueiro",https://open.spotify.com/track/2R1OgezGfBMeiAcMpJ1EkH
10,"Todavia Me Alegrarei","Sarah Netto",https://open.spotify.com/track/58fEepDcdSr6vSyU6sujJ3
11,"E-GIRLS ARE RUINING MY LIFE!",CORPSE,https://open.spotify.com/track/7bCfHiRcfUjG0YVVNUL7Ve
12,Rita,Tierry,https://open.spotify.com/track/1nDCZBI8MaHXI2f36dnQyG
13,"Meu Lado da História",Nandx710,https://open.spotify.com/track/08LiZsFrLkWYtd20jeqWLh
14,"Um Sabadão Desse Uma Lua Dessa","Mc Talibã",https://open.spotify.com/track/3KfyRuNdcCGsZb15sqrXDA
15,"O Homem Disparou (feat. César Araújo)","Vilões do Forró e Karkará",https://open.spotify.com/track/2cUjx5a9CRffSxHtKW7RGy
16,Cabaré,"Nêgo Jhá",https://open.spotify.com/track/3NYdvUDBa2Y5UNhqH4INC1
17,"Sentimento Seu Nenhum","DJ Lucas Beat",https://open.spotify.com/track/74mDE76hPSE74NkqqJk4Ke
18,"Set 2.0: Homenagem aos Relíquias","DJ Matt D",https://open.spotify.com/track/566AZpR4FJErkhS3CmuaWu
19,positions,"Ariana Grande",https://open.spotify.com/track/35mvY5S1H3J2QZyna3TFe0
20,"Onde Estás","Banda Sentimentos",https://open.spotify.com/track/51lR43HOHHF0REvbSSoYU3
21,"I CAN'T STOP ME",TWICE,https://open.spotify.com/track/3apeXzypBMnUfYcZYNX6DH
22,"Presentinho - Ao Vivo","Guga Nandes",https://open.spotify.com/track/2RfntUR79sYuQQmnVSYcSs
23,"Deep End",Fousheé,https://open.spotify.com/track/6HlE9t71z9DjGi7KqSyEpA
24,"Homenagem aos Reliquias 2","Dj Matt-D",https://open.spotify.com/track/2LFbvMk44UNc3qOF6Of80F
25,"Adderall (Corvette Corvette)","Popp Hunna",https://open.spotify.com/track/3aAmQOxRPeKDL0HMWFA5qn
26,"Faz a Pose","MC Teteu",https://open.spotify.com/track/1sTVKLLFDfAfowsG4bRBN4
27,"Oh Rita - Magrão","DJ Lucas Beat",https://open.spotify.com/track/14sajrBDOrzimlnkNivhOa
28,"Senta Concentrada (feat. MC WS)","MC Mari",https://open.spotify.com/track/62tcTmWpOcqFfZNWrheU1T
29,"Eu Tenho Medo","Zé Vaqueiro",https://open.spotify.com/track/5TU6HG6Ltm7ZYr3r5dZjsA
30,"Seu Gostoso, Rebola e Joga (feat. Mc Ká de Paris, Dj Novinho do Jaca & DJ Lula do Jaca)","Mc Juninho FSF",https://open.spotify.com/track/7bXYz8VjWW5xKFY4fAkJ6U
31,"Lonely - Brega Funk","DJ Lucas Beat",https://open.spotify.com/track/4sJ7q2YrnySJONQ9AZmCih
32,"Quase uma Semana",BIN,https://open.spotify.com/track/4a5YIaK7qFu6T63GeYx1Ih
33,"CONVOQUEI TODAS PIR4NHA","DJ VITINHO BDP",https://open.spotify.com/track/3vKySOD6E2igXsLSRzwrH2
34,"Maçã Verde","MC Hariel",https://open.spotify.com/track/7lJoRyuNJtuiqTcKtuMuIR
35,"É Só Botada","MC Levin",https://open.spotify.com/track/07c9lzwx1IIm101PnB4BZu
36,"Ela Traiu","Forró do HF",https://open.spotify.com/track/6ZxP0Bx7W4iG2DuODkZccs
37,Rita,"Petter Ferraz",https://open.spotify.com/track/1rfMHweb9BIdiap3y6BRi1
38,"Blue Hour","TOMORROW X TOGETHER",https://open.spotify.com/track/0JQHGu03YJikcND4SENdiW
39,"Seu Beijo Joga Sujo","Avine Vinny",https://open.spotify.com/track/2enk2whIgJyoe0O9HRQZJV
40,"Elas Gostam de Gasolina - Ao Vivo","Anderson & Vei da Pisadinha",https://open.spotify.com/track/3tkEf7vw4zDBFAQxY1vdcv
41,"Amor e Fé - Acústico","Hungria Hip Hop",https://open.spotify.com/track/5ra6CI0pEzqjxPEZeBz0d7
42,"Romance Desapegado","Conde do Forró",https://open.spotify.com/track/54OqGd3dmug64db0ZtOtF4
43,"Ela É um Perigo","Mc DB",https://open.spotify.com/track/1C22MPsBUPrg6bttSLWx6y
44,"Why Not?",LOONA,https://open.spotify.com/track/6yGQ86UppYULzTCxAWgwVN
45,"Hoje Tem Bailão","Mc Rd",https://open.spotify.com/track/1BVah1CJFra47Zx2gp5lrr
46,"Recairei - Ao Vivo","Os Barões Da Pisadinha",https://open.spotify.com/track/2JTir3y1VuJQmexiTCMcTP
47,Daisy,Ashnikko,https://open.spotify.com/track/0AUvWawuP0ibk4SQ3sIZjk
48,"Cai de Boca na Xota Molhada","Mc Princy",https://open.spotify.com/track/1uIn6DG7OfKxg3s0h318xD
49,"Século 21","Leo Santana",https://open.spotify.com/track/7jiGFTWeO3MmMN9dpHRjUZ
50,"Alô Ex-Amor - Ao Vivo","João Bosco e Gabriel",https://open.spotify.com/track/2QCwoYDn4DRfjs4NhW2KpO
