Position,"Track Name",Artist,URL
1,Chá,"REAL PS",https://open.spotify.com/track/1jmKwXRbjrFLnjxQ32GizK
2,"C'est beau la bourgeoisie - Radio Edit",Discobitch,https://open.spotify.com/track/22OZbdiOvRdocdyafcGAgI
3,"Heartbreak Anniversary",Giveon,https://open.spotify.com/track/3FAJ6O0NOHQV8Mc5Ri6ENp
4,"Disco Arranhado - Funk Remix",Malu,https://open.spotify.com/track/2Gjt4rUHBUH0rMKpBg0hF4
5,telepatía,"Kali Uchis",https://open.spotify.com/track/6tDDoYIxWvMLTdKpjFkc1B
6,"Batom de Cereja - Ao Vivo","Israel & Rodolffo",https://open.spotify.com/track/2MZQAvsA7aZDssppBLRxYp
7,"Linda Bela - Ao Vivo","Elias Monkbel",https://open.spotify.com/track/354mVxDquP5bQK7rUz6Omy
8,"Astronaut In The Ocean","Masked Wolf",https://open.spotify.com/track/3VT8hOC5vuDXBsHrR53WFh
9,"Leave The Door Open","Bruno Mars",https://open.spotify.com/track/7MAibcTli4IisCtbHKrGMh
10,"Tapão Na Raba","Raí Saia Rodada",https://open.spotify.com/track/58pgi1RpcU2fVJsxhm7BIr
11,"Baby Me Atende","Matheus Fernandes",https://open.spotify.com/track/5R9KPXQVeyqsHZoPLMgfNy
12,"Anota Placa","Tz da Coronel",https://open.spotify.com/track/3QUriWUE8WnWLpWxHA52k4
13,"Cloud 9","Beach Bunny",https://open.spotify.com/track/6vFsBXYczYsP0H3lgunZOm
14,"Som do Paredão","MC Vertinho",https://open.spotify.com/track/5r3Oc4rate3KVNH2upeFX8
15,"Vai Ver Que um Dia a Gente Se Encontra - Remix","DL no Beat",https://open.spotify.com/track/5hgE8gRcNGrvg8V3Pxjozr
16,"Stand Up (From Harriet)","Cynthia Erivo",https://open.spotify.com/track/3wNNbf63xkxw9rIVWtFy7a
17,"Amarelo, azul e branco",ANAVITÓRIA,https://open.spotify.com/track/2LOIoeI16A8jjKubPKoCSa
18,"Geribá (Papasessions #8) [feat. OIK]",Papasessions,https://open.spotify.com/track/5b8A3MH3e2gD8RFEcNggAs
19,"Eu Catuquei Vs Magrão (feat. DJ GBS)","DJ Patrick Muniz",https://open.spotify.com/track/7CWx8dCv58ZqcTV2DeqpEB
20,"Foto do Pé",Yamashita,https://open.spotify.com/track/6l4e6z87mdaQNJXhM3uQDb
21,"AK47 É o Porte do Homem","MC Torugo",https://open.spotify.com/track/5HdghQzJVbvkZuMyvj2k34
22,"Por Cima Tu Ta de Mais","DJ DOLA do TRIÂNGULO",https://open.spotify.com/track/2nLvQLvndoBu21Ljx8INL0
23,"Cai de vagarinho até embaixo","Mc Rennan",https://open.spotify.com/track/2p04GXqx4j9sggMTFJpEBa
24,"deixa fluir","Big Up",https://open.spotify.com/track/6YjjYEAcnlzZavu53uTpDw
25,"Deus Me Proteja","Chico César",https://open.spotify.com/track/4Ijct6HkKsC9HQVgcnMe7C
26,"Funk do Açaí","Vanessa Esplendorosa",https://open.spotify.com/track/2N7iuMrEKKErV1mTSIXfmG
27,Saturno,BIN,https://open.spotify.com/track/68cPbG7hJnwDW9nPX1uQcX
28,"Não Pode Se Apaixonar","Xand Avião",https://open.spotify.com/track/1HoapWs5KcMzs8QYdgg9Kt
