Position,"Track Name",Artist,URL
1,"Mad at Disney","salem ilese",https://open.spotify.com/track/7aGyRfJWtLqgJaZoG9lJhE
2,"Edge of Great (feat. Madison Reyes, Charlie Gillespie, Owen Patrick Joyner & Jeremy Shada)","Julie and the Phantoms Cast",https://open.spotify.com/track/1e2ofLpE40cjEeMENP7pzv
3,"Put Your Records On","Ritt Momney",https://open.spotify.com/track/6AGOKlMZWLCaEJGnaROtF9
4,"Só Você","MC Rogerinho",https://open.spotify.com/track/59kRq8rb5uJCrSYYbGCk7o
5,"Lets Link",WhoHeem,https://open.spotify.com/track/6fMzgFFGzWCwiHMzDzNpp5
6,"Só Pitbull de Raça","Dj Samrio",https://open.spotify.com/track/1fGlELJhiiYOCel2ihF4uP
7,"Homenagem aos Relíquias (feat. Menor MC, MC Vinny, MC Julio D.E R. & MC Leozinho ZS)","DJ Matt D",https://open.spotify.com/track/4vDC52DnSqAjec5Vh5yJEb
8,"Romance Desapegado","Conde do Forró",https://open.spotify.com/track/54OqGd3dmug64db0ZtOtF4
9,"Lemonade (feat. Gunna, Don Toliver & NAV)","Internet Money",https://open.spotify.com/track/7hxHWCCAIIxFLCzvDgnQHX
10,"Me Botava","Mc India",https://open.spotify.com/track/4p3sgPFtT4z7MYzmATqvI4
11,"Amor e Fé - Acústico","Hungria Hip Hop",https://open.spotify.com/track/5ra6CI0pEzqjxPEZeBz0d7
12,"You Got It",Vedo,https://open.spotify.com/track/4lsHZ92XCFOQfzJFBTluk8
13,"M to the B","Millie B",https://open.spotify.com/track/1meosvrJFk4xXo1HwUIasC
14,Dynamite,BTS,https://open.spotify.com/track/0t1kP63rueHleOhQkYSXFY
15,"WAP (feat. Megan Thee Stallion)","Cardi B",https://open.spotify.com/track/4Oun2ylbjFKMPTiaSbbCih
16,"Vive de Golpe","MC Junin RD",https://open.spotify.com/track/0B86etRdtJ5maCZU1ytTq9
17,Sálvame,RBD,https://open.spotify.com/track/3hbTkJ0yFzHbawnKyhvTQj
18,"Mood (feat. iann dior)",24kGoldn,https://open.spotify.com/track/3tjFYV6RSFtuktYl3ZtYcq
19,virgo,"Jadu Jadu",https://open.spotify.com/track/6DG3LXLQjz8Z9QvWGkf6gS
20,"Eyes Blue Like The Atlantic (feat. Subvrbs)","Sista Prod",https://open.spotify.com/track/0qUcpOOna3kkrwfqky85e1
21,"Upside Down",JVKE,https://open.spotify.com/track/614OkajfRPH8V0ugNQnduP
22,"Figurinha - Ao Vivo","Douglas & Vinicius",https://open.spotify.com/track/187Pge0WmJNoS73kaIORSE
23,"Deve ser horrível dormir sem mim","Manu Gavassi",https://open.spotify.com/track/6Q9NH5cNBY58nJkp5Jbs9j
24,Rita,Tierry,https://open.spotify.com/track/1nDCZBI8MaHXI2f36dnQyG
25,"Ice Cream (with Selena Gomez)",BLACKPINK,https://open.spotify.com/track/2J4P46vCFm1rPkNkp9pZWX
26,"Oh Juliana",Niack,https://open.spotify.com/track/4xWzZmX4K1yyrdtRfbUvjt
27,"THE BADDEST",K/DA,https://open.spotify.com/track/2V4Fx72svQRxrFvNT1eq5f
28,"Se Deus Disser","Anderson Rangel",https://open.spotify.com/track/4zD72NOv04wVxZbLf17fQ7
29,"Recairei - Ao Vivo","Os Barões Da Pisadinha",https://open.spotify.com/track/71FrGl0XcpL3VId65tB5mg
30,"Comprei um Lança","Mc Jacaré",https://open.spotify.com/track/12v6LfkX9YIR3uLefIAAYZ
31,Heather,"Conan Gray",https://open.spotify.com/track/4xqrdfXkTW4T0RauPLv3WA
32,Devagarinho,Gilsons,https://open.spotify.com/track/6Z31EC25RDuY3EdasdaYfg
33,Derrubou,"Zé Ottávio",https://open.spotify.com/track/77J2qY4jbCQE6aTpugze7n
34,"Investe Em Mim","Jonas Esticado",https://open.spotify.com/track/15k1TDabqSEmyXOwMq9RM7
35,"Ta Com Saudade Quer TBT ?","Mc Talibã",https://open.spotify.com/track/4i1U2ZQJdVCAczbiwsXf3H
36,"Still Don't Know My Name",Labrinth,https://open.spotify.com/track/6N22FZs2ZhPBYi3b9XPajV
37,"Marília Mendonça",BIN,https://open.spotify.com/track/1CBjYXLotHrkiykMbI7EaU
38,Paraíso,"Luan Otten",https://open.spotify.com/track/6zHETn11reRan0JHwDDz4u
39,"Tuts Tuts Quero Ver Pensando em Você","Edy Lemond",https://open.spotify.com/track/2wr0tmpSyBhtztBnpByQjp
40,Bilhete,GIZZO,https://open.spotify.com/track/7g6oxjqmEbfo30TiPnEqeY
41,"Um Sabadão Desse Uma Lua Dessa","Mc Talibã",https://open.spotify.com/track/3KfyRuNdcCGsZb15sqrXDA
42,"Quero Você do Jeito Que Quiser","Marília Mendonça",https://open.spotify.com/track/64I6t2tuUGnIlaDIzHJ6YI
43,Uau!,"Costa Gold",https://open.spotify.com/track/5jo4ocTfihMYTsq1Z4ze9h
44,"Tá com o Papato (feat. BIN)",Papatinho,https://open.spotify.com/track/5eT9vs7mv4Y4HrBWcP6abV
45,Daisy,Ashnikko,https://open.spotify.com/track/0AUvWawuP0ibk4SQ3sIZjk
46,"MEGA DA CAVALGADA VS YOU WANT","DJ ZL",https://open.spotify.com/track/3lZpu9BJlx8WbTlS3jtjvk
47,"Tras De Mí",RBD,https://open.spotify.com/track/1AO5MeGsWdPLejY47pnYYy
48,"Basta Você Me Ligar - Ao Vivo","Os Barões Da Pisadinha",https://open.spotify.com/track/3AV1KI22k1jGMz792lDrj1
49,"Jerusalema (feat. Nomcebo Zikode)","Master KG",https://open.spotify.com/track/2MlOUXmcofMackX3bxfSwi
50,"So Long",Killval,https://open.spotify.com/track/3QakXX6QhjD2LMTA7B2eFu
