Position,"Track Name",Artist,URL
1,"Tudo Ok","Thiaguinho MT",https://open.spotify.com/track/4HUZBG98TYbxSR9V1V2DWS
2,"Weightless Part 1","Marconi Union",https://open.spotify.com/track/2UZZtkoLOg7IHxeTAdPFvd
3,"Vem Me Satisfazer","MC Ingryd",https://open.spotify.com/track/63SHcJzckFykS8faA5zojY
4,"Sequencia de Vapo Vapo","Biu do Piseiro",https://open.spotify.com/track/519byFSpKoRvsDbYcDBFwD
5,"Liberdade Provisória - Ao Vivo","Henrique & Juliano",https://open.spotify.com/track/3Ghyp3X5Ua9ypHnBIgOObI
6,Virgem,"MC Lya",https://open.spotify.com/track/0DwzQguiWvB8jJonQ5ewJu
7,"Passinho dos Anos 80","Mc Vó",https://open.spotify.com/track/3sZn8zO8S9cGtN8mI1ISSM
8,"The Box","Roddy Ricch",https://open.spotify.com/track/0nbXyq5TXYPCO7pr3N8S4I
9,Farsa,"Manu Gavassi",https://open.spotify.com/track/30UrMLAtCnrHxCDxKktahR
10,Cracudo,Tierry,https://open.spotify.com/track/456nQoGd4zPrJtfeugR221
11,"Graveto - Ao Vivo","Marília Mendonça",https://open.spotify.com/track/3tc8Z4lGzOIwmIVftsxO6o
12,"Me Desculpa Pai, Me Desculpa Mãe (feat. Dj Digo Beat) - Remix Digo Beat","MC Bruna Alves",https://open.spotify.com/track/1ipiDzNe3oxmXbURsgyczF
13,Kraazy,Likybo,https://open.spotify.com/track/3s2Qd1rsWqbvOoxpFTRp8D
14,"Dance Monkey","Tones And I",https://open.spotify.com/track/1rgnBhdG2JDFTbYkYRZAku
15,Girassol,"Priscilla Alcantara",https://open.spotify.com/track/22rcaYTa2UgcLCbeO0NoNj
16,"Bota, Tira","Jefinho jp",https://open.spotify.com/track/6EFoHj4v8EgyUiF9RdfpU0
17,Tusa,"KAROL G",https://open.spotify.com/track/7k4t7uLgtOxPwTpFmtJNTY
18,"Say So","Doja Cat",https://open.spotify.com/track/3Dv1eDb0MEgF93GpLXlucZ
19,SENTADÃO,"PEDRO SAMPAIO",https://open.spotify.com/track/4lKuzrdZrJuCAedbIslF3A
20,"Ak do Flamengo",Borges,https://open.spotify.com/track/0LZkDuucd7c8eAaj9S4RJR
21,"Ninguém Vive de Fama (feat. DJ Lukinha da Inestan)","MC Xenon",https://open.spotify.com/track/3y1hKt8iauRuzmh6TGDpf3
22,SUGAR,BROCKHAMPTON,https://open.spotify.com/track/6U0FIYXCQ3TGrk4tFpLrEA
23,"Me Desculpa Pai, Me Desculpa Mãe Vs de Treta em Treta","DJ NESCAU",https://open.spotify.com/track/2iaI1nsqPAXhbWN57NfPip
24,"Baila Conmigo (feat. Kelly Ruiz)",Dayvi,https://open.spotify.com/track/4Clmg1g8n2yBYG13Z1oSdG
25,"Porta Mala","Os Parazim",https://open.spotify.com/track/7vZqxuOvEwRHsGVaDykzpY
26,Yummy,"Justin Bieber",https://open.spotify.com/track/41L3O37CECZt3N7ziG2z7l
27,GOODMORNINGTOKYO!,"TOKYO’S REVENGE",https://open.spotify.com/track/0Q2n5yzl2XRqYbV77tZNYp
28,"Life Is Good (feat. Drake)",Future,https://open.spotify.com/track/5yY9lUy8nbvjM1Uyo1Uqoc
29,"Com ou Sem Mim - Ao Vivo","Gustavo Mioto",https://open.spotify.com/track/5L8ZEyIdZ2KE4Wf51SsuOF
30,"Volta por Baixo - Ao Vivo","Henrique & Juliano",https://open.spotify.com/track/7o9LwQmTuIDm4LyyHFIWul
31,"WINTER FLOWER(Feat.RM)",Younha,https://open.spotify.com/track/4Eefey3uN90Abhbr47zKmC
32,Suicidal,"YNW Melly",https://open.spotify.com/track/1iSqfoUFnQwV0QW1EfUit8
33,Hortelã,"JayA Luuck",https://open.spotify.com/track/5sC9NS6j4aLaFN26zCHXHe
34,"Don't Start Now","Dua Lipa",https://open.spotify.com/track/6WrI0LAC5M1Rw2MnX2ZvEg
35,"menina solta","GIULIA BE",https://open.spotify.com/track/2MOq63fxuFLYQM3CsDcFs1
36,Psycho,"Red Velvet",https://open.spotify.com/track/3CYH422oy1cZNoo0GTG1TK
37,"Good News","Mac Miller",https://open.spotify.com/track/1DWZUa5Mzf2BwzpHtgbHPY
38,Paredão,"MC Kevinho",https://open.spotify.com/track/5FFpRbsH9WDYNoLauRAHpj
39,"You should be sad",Halsey,https://open.spotify.com/track/7lidXGPXPYLNThITAOTlkK
40,"Sequencia de Vapo Vapo","Yuri e Will",https://open.spotify.com/track/192SKSlgZAJGeyATj5eHL2
41,"A Gente Fez Amor - Ao Vivo","Gusttavo Lima",https://open.spotify.com/track/3tv697PZNnaQN0Mn2zGhS5
42,"Não Dá Mais",CMK,https://open.spotify.com/track/5t0JbiIajmkJorekBSCz6S
43,"Quando Seu Namorado For Eu","Kevi Jonny",https://open.spotify.com/track/4upkJgNdFBd9ZV5bXnoJiK
44,"S de Saudade","Luíza & Maurílio",https://open.spotify.com/track/3J5Pu25BODMex4Jpy4l6FL
45,"Bate Palma","MC JottaPê",https://open.spotify.com/track/7offICpl9kla5kC61uUAs9
