Position,"Track Name",Artist,URL
1,"Tudo no Sigilo (Vytinho NG e Bianca)","Vytinho NG",https://open.spotify.com/track/60wF0XnX7A0jVpDNA5v8vi
2,"death bed (coffee for your head)",Powfu,https://open.spotify.com/track/7eJMfftS33KTjuF7lTsMCx
3,"ily (i love you baby) (feat. Emilee)","Surf Mesa",https://open.spotify.com/track/62aP9fBQKYKxi7PDXwcUAS
4,"Dance Monkey (8D Audio)","8D Tunes",https://open.spotify.com/track/4KgAFt6Tt4E96poxgq5dVJ
5,"Roses - Imanbek Remix","SAINt JHN",https://open.spotify.com/track/24Yi9hE78yPEbZ4kxyoXAI
6,"Vai Menó Dorime (Brega Funk)","DJ Nelsinho",https://open.spotify.com/track/74AsgGLBcBljRilSuD06hc
7,"Bate Com Vontade","Hugo Mesquita",https://open.spotify.com/track/2tq0N3S4u5lUyahpaSMOve
8,Supalonely,BENEE,https://open.spotify.com/track/4nK5YrxbMGZstTLbvj6Gxw
9,Ranking,"Jorge & Mateus",https://open.spotify.com/track/0RaIjuKU5hudMteEXwr4RS
10,Physical,"Dua Lipa",https://open.spotify.com/track/3AzjcOeAmA57TIOr9zF1ZW
11,"Don't Start Now","Dua Lipa",https://open.spotify.com/track/3PfIrDoz19wz7qK7tYeu62
12,"Breaking Me",Topic,https://open.spotify.com/track/3H7ihDc1dqLriiWXwsc2po
13,"Moral of the Story",Ashe,https://open.spotify.com/track/2nC3QhMI9reBIOWutbU3Tj
14,Skechers,DripReport,https://open.spotify.com/track/2alc8VZAzDgdAsL2QMk3hu
15,"Tudo no Sigilo","Dj Pedro Henrique",https://open.spotify.com/track/0w8CkNkEsZNdXHrJZId3kj
16,"Future Nostalgia","Dua Lipa",https://open.spotify.com/track/6zrJLhslleCHby0wbUnvVy
17,"Rainha dos Faixa Preta","Mc Moana",https://open.spotify.com/track/16tCKQ2JIxFFRSNa7CTNgM
18,"Toss A Coin To Your Witcher (8D Audio)","8D Tunes",https://open.spotify.com/track/2jqk177j1f0dijjh5kE1Dc
19,WANNABE,ITZY,https://open.spotify.com/track/6tCssnvTUREcperDOUTqvA
20,"Sunday Best",Surfaces,https://open.spotify.com/track/1Cv1YLb4q0RzL6pybtaMLo
21,"Neném - Ao Vivo","Gabi Martins",https://open.spotify.com/track/2Yz14TQlxNXHmnkml4TyDL
22,"Manda Áudio","Di Propósito",https://open.spotify.com/track/4nsXVD1xw3BRMFUWx5gQRe
23,Savage,"Megan Thee Stallion",https://open.spotify.com/track/55CHeLEfn5iJ0IIkgaa4si
24,Falling,Koosen,https://open.spotify.com/track/2IX9rTOZFc4OgPph0LuubR
25,"Litrão - Ao Vivo","Matheus & Kauan",https://open.spotify.com/track/5W1kqz2l1lDX77DXBMeXZg
26,"Blinding Lights","The Weeknd",https://open.spotify.com/track/0VjIjW4GlUZAMYd2vXMi3b
27,Cabaré,"Dj Guuga",https://open.spotify.com/track/0N2cvvlyEw5NFc00E3FB0D
28,"Pipa Voada (feat. Emicida)",Rashid,https://open.spotify.com/track/3oqC4Ta40ft6NnTJwcUTdi
29,"BALANÇA (feat. Pedro Sampaio)","WC no Beat",https://open.spotify.com/track/4p8pEdPYOQLzJUKYrLOacy
30,"Tá Sofrendo Porque Quer","Henrique Casttro",https://open.spotify.com/track/7Ja8w2gqSjmhDq1dcYZlXT
31,"áudio de desculpas","Manu Gavassi",https://open.spotify.com/track/1JP3iGUerYKKYQwXGQGYks
32,"The Box","Roddy Ricch",https://open.spotify.com/track/0nbXyq5TXYPCO7pr3N8S4I
33,"Vamos Combinar Assim","Daniel Stom",https://open.spotify.com/track/2AAPwPVSXV7g8SSnCokbKH
34,"My Heart Went Oops",Tiagz,https://open.spotify.com/track/3Nhfs2Cx7z2JWHetYkzSfO
35,Virgem,"MC Lya",https://open.spotify.com/track/0DwzQguiWvB8jJonQ5ewJu
36,"Hoje É Rave","Bárbara Labres",https://open.spotify.com/track/2CBpRE0A922XhWLSI8AT9O
37,"Medley: 4 da Manhã / Sou Favela / Preservê - Ao Vivo","Grupo Presença",https://open.spotify.com/track/53XNoZ0QInLnjo4PIWSc2e
38,"Rave de Favela (feat. BEAM)","Major Lazer",https://open.spotify.com/track/1K7WzjKDcDdVbKNGrB0gej
39,Ice,"LUCK MUZIK",https://open.spotify.com/track/7EJaoP7dN1tOI7d2WNS2Ck
40,"Firme e Forte","Mc Capelinha",https://open.spotify.com/track/5JGM7K7wgP8Qc7Hov4hGH9
41,Forever,CHVRCHES,https://open.spotify.com/track/1QHzf28GKB4xblsVPS6LPs
42,"Tudo Aconteceu","MC Du Black",https://open.spotify.com/track/67mqU3FeErlvWwsxnMfvQo
43,"Say So","Doja Cat",https://open.spotify.com/track/3Dv1eDb0MEgF93GpLXlucZ
44,"Fatalmente / Separação / Temporal - Ao Vivo","Grupo Menos É Mais",https://open.spotify.com/track/0mpqoslgBvHcnbNZhK8wBO
45,"Boss Bitch","Doja Cat",https://open.spotify.com/track/78qd8dvwea0Gosb6Fe6j3k
46,"música secreta","Manu Gavassi",https://open.spotify.com/track/7ErBvwbJZPlaIR2grjmexC
47,Americano,Flacko,https://open.spotify.com/track/2VXjAq1VqGxYceal5RtSSG
48,"Te Prometo",DENNIS,https://open.spotify.com/track/7Ac3BmqTQoLdAt7HtZyfgN
49,"Baila Comigo (feat. Kelly Ruiz) - Rennan da Penha Remix",Dayvi,https://open.spotify.com/track/7M6D0ACikinC39ZtuEwMPo
50,"CITY OF ANGELS",24kGoldn,https://open.spotify.com/track/6ap9lSRJ0iLriGLqoJ44cq
