Position,Track Name,Artist,Streams,URL,Subject,Date
1,Liberdade Provisória,Henrique & Juliano,6445899,https://open.spotify.com/track/1vG3YuKRYqPwTmNmYgqkpg,top 200,weekly-2019-12-27--2020-01-03
2,SENTADÃO,PEDRO SAMPAIO,5007845,https://open.spotify.com/track/4lKuzrdZrJuCAedbIslF3A,top 200,weekly-2019-12-27--2020-01-03
3,Combatchy (feat. MC Rebecca),Anitta,4896894,https://open.spotify.com/track/2bPtwnrpFNEe8N7Q85kLHw,top 200,weekly-2019-12-27--2020-01-03
4,Cheirosa - Ao Vivo,Jorge & Mateus,4527810,https://open.spotify.com/track/2PWjKmjyTZeDpmOUa3a5da,top 200,weekly-2019-12-27--2020-01-03
5,Supera - Ao Vivo,Marília Mendonça,4430973,https://open.spotify.com/track/3GmJxfnUDrIs1iCfKUELFz,top 200,weekly-2019-12-27--2020-01-03
6,Surtada - Remix Brega Funk,Dadá Boladão,4414417,https://open.spotify.com/track/5F8ffc8KWKNawllr5WsW0r,top 200,weekly-2019-12-27--2020-01-03
7,Bebi Minha Bicicleta (Coração Falido) - Ao Vivo,Zé Neto & Cristiano,3965421,https://open.spotify.com/track/2Q9TaUXNM4mNSCgJjbmsJe,top 200,weekly-2019-12-27--2020-01-03
8,A Gente Fez Amor - Ao Vivo,Gusttavo Lima,3808032,https://open.spotify.com/track/3tv697PZNnaQN0Mn2zGhS5,top 200,weekly-2019-12-27--2020-01-03
9,Some que ele vem atrás,Anitta,3704327,https://open.spotify.com/track/2qD7VoDYcrAPY0cVEfpsR5,top 200,weekly-2019-12-27--2020-01-03
10,3 Batidas - Ao Vivo,Guilherme & Benuto,3541737,https://open.spotify.com/track/1uryupl9hqVZYurJwH4G9k,top 200,weekly-2019-12-27--2020-01-03
11,Verdinha,LUDMILLA,3525763,https://open.spotify.com/track/2RMOwSvOGQyy985Vx4VSGQ,top 200,weekly-2019-12-27--2020-01-03
12,Tijolão - Ao Vivo,Jorge & Mateus,3402426,https://open.spotify.com/track/6QwFUcPc5nhsqZuhXUYtV7,top 200,weekly-2019-12-27--2020-01-03
13,Hit Contagiante,Felipe Original,3380214,https://open.spotify.com/track/5dKesZwp6deuhEeW8F1UEi,top 200,weekly-2019-12-27--2020-01-03
14,S de Saudade,Luíza & Maurílio,3350146,https://open.spotify.com/track/3J5Pu25BODMex4Jpy4l6FL,top 200,weekly-2019-12-27--2020-01-03
15,Gaiola É o Troco,MC Du Black,3246022,https://open.spotify.com/track/3Uq45ipGutypFPmETfaoaH,top 200,weekly-2019-12-27--2020-01-03
16,Chama Ela (feat. Pedro Sampaio),Lexa,3095260,https://open.spotify.com/track/14kRWkCWBYfQqILflEcpSJ,top 200,weekly-2019-12-27--2020-01-03
17,Lençol Dobrado,João Gustavo e Murilo,3040557,https://open.spotify.com/track/72xB2J9ZeBl0Rzxq2XmzdY,top 200,weekly-2019-12-27--2020-01-03
18,Contatinho - Ao Vivo,Leo Santana,2995346,https://open.spotify.com/track/4RC2nzqaQygxoVQOVv3XlT,top 200,weekly-2019-12-27--2020-01-03
19,Aí Eu Bebo - Ao Vivo,Maiara & Maraisa,2927399,https://open.spotify.com/track/6lK3nCiigk34SGqEjpQoqO,top 200,weekly-2019-12-27--2020-01-03
20,Dance Monkey,Tones And I,2892434,https://open.spotify.com/track/1rgnBhdG2JDFTbYkYRZAku,top 200,weekly-2019-12-27--2020-01-03
21,Ferida Curada,Zé Neto & Cristiano,2851019,https://open.spotify.com/track/1U3tv41tFRgOfbytpuYQrR,top 200,weekly-2019-12-27--2020-01-03
22,Tiro Certo - Ao Vivo,Zé Felipe,2777070,https://open.spotify.com/track/5MArTXEVyKBwoodjdy04fk,top 200,weekly-2019-12-27--2020-01-03
23,Invocada (Participação especial de Léo Santana) - Ao vivo,LUDMILLA,2700778,https://open.spotify.com/track/4k20Ie47EcWtS4wMBn8w8S,top 200,weekly-2019-12-27--2020-01-03
24,To Voando Alto,Mc Poze do Rodo,2663331,https://open.spotify.com/track/7HLU2aJTAQfSIgJ2dMASsP,top 200,weekly-2019-12-27--2020-01-03
25,Com ou Sem Mim - Ao Vivo,Gustavo Mioto,2636557,https://open.spotify.com/track/2BU6XXSG8SqiptRuj6EiLA,top 200,weekly-2019-12-27--2020-01-03
26,Sentou e Gostou,MC JottaPê,2626499,https://open.spotify.com/track/6V43u5SCjkfMpxMAXRPifr,top 200,weekly-2019-12-27--2020-01-03
27,Quarta Cadeira - Ao Vivo,Matheus & Kauan,2624852,https://open.spotify.com/track/5q0NlM6Pm8Pp3orq7zGiRn,top 200,weekly-2019-12-27--2020-01-03
28,Bebi Liguei - Ao Vivo,Marília Mendonça,2583292,https://open.spotify.com/track/3RbXsVQr4jeTxvT35Hssq3,top 200,weekly-2019-12-27--2020-01-03
29,Serenata - Ao Vivo,Marília Mendonça,2572022,https://open.spotify.com/track/5fY9bVl1Wj4PIM3wnduWop,top 200,weekly-2019-12-27--2020-01-03
30,quando a bad bater - ao vivo,Luan Santana,2551219,https://open.spotify.com/track/5gvrBqNFFEWcxYPt3mamvJ,top 200,weekly-2019-12-27--2020-01-03
31,Todo Mundo Vai Sofrer - Ao Vivo,Marília Mendonça,2550734,https://open.spotify.com/track/4E6RdcCWMiHTu7zy1VTNDo,top 200,weekly-2019-12-27--2020-01-03
32,menina solta,GIULIA BE,2500346,https://open.spotify.com/track/2MOq63fxuFLYQM3CsDcFs1,top 200,weekly-2019-12-27--2020-01-03
33,Quando a vontade bater (Participação especial de PK Delas),Pk,2463474,https://open.spotify.com/track/26WpOBpHiIMoBuMEIwtOCH,top 200,weekly-2019-12-27--2020-01-03
34,Ela Vem,MC G15,2308511,https://open.spotify.com/track/31yFXM26dazFnWI2eoOM5R,top 200,weekly-2019-12-27--2020-01-03
35,Carreira Solo - Ao Vivo,Gusttavo Lima,2295788,https://open.spotify.com/track/1MmS7UIy3J1BTxfGCRvVqN,top 200,weekly-2019-12-27--2020-01-03
36,Áudio - Ao Vivo em Brasília,Diego & Victor Hugo,2292548,https://open.spotify.com/track/2PqPSf3gtTED79rWGwVtYg,top 200,weekly-2019-12-27--2020-01-03
37,Se Prepara 2,Mc Livinho,2280670,https://open.spotify.com/track/0CgMeXQiNYJxPVQ2EMJxdL,top 200,weekly-2019-12-27--2020-01-03
38,"Mil Anos - Recorded At Mosh Studios, São Paulo",Jorge & Mateus,2240698,https://open.spotify.com/track/4UUtssVRs2aQTLQCAAtZg1,top 200,weekly-2019-12-27--2020-01-03
39,choque térmico - ao vivo,Luan Santana,2220969,https://open.spotify.com/track/159ntSAEWJ9zIMOSXmQ530,top 200,weekly-2019-12-27--2020-01-03
40,"Para, Pensa e Volta - Ao Vivo",Yasmin Santos,2143252,https://open.spotify.com/track/2KyXyTrp3kp1Fsg7B1osYD,top 200,weekly-2019-12-27--2020-01-03
41,Vou Ter Que Superar - Ao Vivo,Matheus & Kauan,2136948,https://open.spotify.com/track/6sRLrSetyIwIKhW1eMlUNP,top 200,weekly-2019-12-27--2020-01-03
42,Algo Mais (Amante) - Ao Vivo,Xand Avião,2100709,https://open.spotify.com/track/4jGzR5Vri06Y5T9SxM7m5P,top 200,weekly-2019-12-27--2020-01-03
43,Quem Traiu Levou - Ao Vivo,Gusttavo Lima,2083628,https://open.spotify.com/track/17Ryox5vWKp92IDW87C5PI,top 200,weekly-2019-12-27--2020-01-03
44,Relógio Parado (Ao Vivo),Diego & Arnaldo,2068886,https://open.spotify.com/track/5n8Y78Pl5q8lqS7sJP61qw,top 200,weekly-2019-12-27--2020-01-03
45,Espaçosa Demais - Ao Vivo,Felipe Araújo,2050161,https://open.spotify.com/track/4lEw9Id7kLDSJ6KRdaenM9,top 200,weekly-2019-12-27--2020-01-03
46,A Culpa é do Meu Grau (feat. Zé Neto & Cristiano) - Ao Vivo em Brasília,Diego & Victor Hugo,2009692,https://open.spotify.com/track/4gDvg62vG96w0qJaF6wzcd,top 200,weekly-2019-12-27--2020-01-03
47,Fake News - Ao Vivo,Gustavo Mioto,1972594,https://open.spotify.com/track/1G60NjxeOS7veR1EXuKPaW,top 200,weekly-2019-12-27--2020-01-03
48,Amor de Que,Pabllo Vittar,1954405,https://open.spotify.com/track/7yYsyXQa2JgbyL9fkEiUNt,top 200,weekly-2019-12-27--2020-01-03
49,Kenny G,Matuê,1928520,https://open.spotify.com/track/3MkdA6vwF0ifRl86yzTlJW,top 200,weekly-2019-12-27--2020-01-03
50,Solteiro Não Trai - Ao Vivo,Gustavo Mioto,1897907,https://open.spotify.com/track/7oEr56KG6odStlQH0nvdyr,top 200,weekly-2019-12-27--2020-01-03
51,Vidrado Em Você,Dj Guuga,1687687,https://open.spotify.com/track/2kOmW169C7UV4SZDN9u0YO,top 200,weekly-2019-12-27--2020-01-03
52,Señorita,Shawn Mendes,1660824,https://open.spotify.com/track/6v3KW9xbzN5yKLt9YKDYA2,top 200,weekly-2019-12-27--2020-01-03
53,Complicado,Vitão,1658819,https://open.spotify.com/track/52vPpP2gEYaBROIS77J38P,top 200,weekly-2019-12-27--2020-01-03
54,Vem Me Satisfazer,MC Ingryd,1644431,https://open.spotify.com/track/63SHcJzckFykS8faA5zojY,top 200,weekly-2019-12-27--2020-01-03
55,Pupila,ANAVITÓRIA,1625570,https://open.spotify.com/track/7Gk5OrMYaMRtT2JmgJVAfk,top 200,weekly-2019-12-27--2020-01-03
56,Resenha lá em casa,MC Kevin o Chris,1593734,https://open.spotify.com/track/3NnW2EqJxvHYrRy3upaznl,top 200,weekly-2019-12-27--2020-01-03
57,Fingindo Maturidade - Ao Vivo,Mano Walter,1572425,https://open.spotify.com/track/3tU3UAasaDA9OixXGC3O33,top 200,weekly-2019-12-27--2020-01-03
58,Nem de Graça / Saudade Arregaça - Ao Vivo,Pixote,1533794,https://open.spotify.com/track/3rDAHk73LZmgJIyGZstWQ0,top 200,weekly-2019-12-27--2020-01-03
59,Cobaia,Lauana Prado,1528731,https://open.spotify.com/track/1xyVMQx51Kab6eLVtE6twx,top 200,weekly-2019-12-27--2020-01-03
60,Tão Linda,Atitude 67,1517810,https://open.spotify.com/track/59WWulo1LM0njpIkcduCMn,top 200,weekly-2019-12-27--2020-01-03
61,Briga Feia - Ao Vivo,Henrique & Juliano,1505646,https://open.spotify.com/track/6e8X0VVUO6BIZMnDvICDOR,top 200,weekly-2019-12-27--2020-01-03
62,Evoluiu,MC Kevin o Chris,1502232,https://open.spotify.com/track/0WhDotK0QXigmsrlw0DxKK,top 200,weekly-2019-12-27--2020-01-03
63,Atrasadinha - Ao Vivo,Felipe Araújo,1499651,https://open.spotify.com/track/5EKHbW7mXcAR4hCyS3YXjb,top 200,weekly-2019-12-27--2020-01-03
64,Dois Lados,Wesley Safadão,1463720,https://open.spotify.com/track/3vSXPjfcebTt5mB8DXHWM6,top 200,weekly-2019-12-27--2020-01-03
65,Don't Start Now,Dua Lipa,1463621,https://open.spotify.com/track/6WrI0LAC5M1Rw2MnX2ZvEg,top 200,weekly-2019-12-27--2020-01-03
66,Paredão,MC Kevinho,1449625,https://open.spotify.com/track/5FFpRbsH9WDYNoLauRAHpj,top 200,weekly-2019-12-27--2020-01-03
67,VAI MENINA,PEDRO SAMPAIO,1401666,https://open.spotify.com/track/1oQppEGTHYN53xfEaTz4ua,top 200,weekly-2019-12-27--2020-01-03
68,Péssimo Negócio (Ao Vivo),Dilsinho,1385499,https://open.spotify.com/track/5MMrkwK6AgNAsgHVdC7daZ,top 200,weekly-2019-12-27--2020-01-03
69,Ela É do Tipo (feat. Drake) - Remix,Drake,1364071,https://open.spotify.com/track/7qLnSuxwLNlcapat8OCWZp,top 200,weekly-2019-12-27--2020-01-03
70,Porta Mala,Os Parazim,1361771,https://open.spotify.com/track/7vZqxuOvEwRHsGVaDykzpY,top 200,weekly-2019-12-27--2020-01-03
71,Girassol,Priscilla Alcantara,1353087,https://open.spotify.com/track/22rcaYTa2UgcLCbeO0NoNj,top 200,weekly-2019-12-27--2020-01-03
72,Não Abro Mão - Ao Vivo,Maiara & Maraisa,1343574,https://open.spotify.com/track/3L2uyIJoJPjYkSETVNSPBQ,top 200,weekly-2019-12-27--2020-01-03
73,Dois Enganados,Murilo Huff,1331426,https://open.spotify.com/track/72N0CRIAqjETbhghrkCUW2,top 200,weekly-2019-12-27--2020-01-03
74,Maturidade (feat. Matheus & Kauan),Avine Vinny,1317371,https://open.spotify.com/track/64ePZsgVWO1zRVpHxY2VYC,top 200,weekly-2019-12-27--2020-01-03
75,Flor Que Se Cheira - Ao Vivo,Guilherme & Benuto,1306053,https://open.spotify.com/track/49pu85144Xir6PgWjeyJhG,top 200,weekly-2019-12-27--2020-01-03
76,Onda diferente (feat. Papatinho),Anitta,1284538,https://open.spotify.com/track/2H8ETIUEoN9YMf56X66bxd,top 200,weekly-2019-12-27--2020-01-03
77,Poesia Acústica #8: Amor e Samba,Pineapple StormTv,1277175,https://open.spotify.com/track/2RoWhAVtQrPU53BERYlmYZ,top 200,weekly-2019-12-27--2020-01-03
78,Café,Vitão,1268895,https://open.spotify.com/track/6i9ToXS6CAfjpp8veBklg1,top 200,weekly-2019-12-27--2020-01-03
79,Perrengue - Ao Vivo,Gusttavo Lima,1258399,https://open.spotify.com/track/6mdU8glNHYdBBj5DuKSL1B,top 200,weekly-2019-12-27--2020-01-03
80,Mágica - Ao Vivo,Matheus & Kauan,1255839,https://open.spotify.com/track/5cN5ZOVcYBl4Lnq50Zeqsx,top 200,weekly-2019-12-27--2020-01-03
81,Hoje Eu Beberei - Ao Vivo,Felipe Araújo,1250776,https://open.spotify.com/track/4rnI4obabjGCPI2CCCs5VR,top 200,weekly-2019-12-27--2020-01-03
82,Notificação Preferida - Ao Vivo,Zé Neto & Cristiano,1245891,https://open.spotify.com/track/3tA0vALUwrzkTgHcm9j6oJ,top 200,weekly-2019-12-27--2020-01-03
83,Do Copo Eu Vim (feat. Marília Mendonça) - Ao Vivo em Brasília,Diego & Victor Hugo,1236286,https://open.spotify.com/track/7sl95MXCpM8WWsaH1BqvR3,top 200,weekly-2019-12-27--2020-01-03
84,Meu Abrigo,Melim,1235059,https://open.spotify.com/track/5U28PY9MekLyCBYtLHGQpe,top 200,weekly-2019-12-27--2020-01-03
85,Ciumeira - Ao Vivo,Marília Mendonça,1234096,https://open.spotify.com/track/7D5F5BzIon5zhzQrOU2pdN,top 200,weekly-2019-12-27--2020-01-03
86,Milu,Gusttavo Lima,1207413,https://open.spotify.com/track/1nqaSoiLuqevDes4S18sO7,top 200,weekly-2019-12-27--2020-01-03
87,Casos Pendentes - Acústico,Diego & Arnaldo,1181104,https://open.spotify.com/track/24YUl9cgjcEvgJTr2WIT1q,top 200,weekly-2019-12-27--2020-01-03
88,Malemolência,Dynho Alves,1167824,https://open.spotify.com/track/5rwdmpN5eMWIIwK4R96vv1,top 200,weekly-2019-12-27--2020-01-03
89,Brisa,IZA,1161494,https://open.spotify.com/track/5rNNZ6fVYxkhwqUfImVhU1,top 200,weekly-2019-12-27--2020-01-03
90,Até o céu,Anitta,1146999,https://open.spotify.com/track/0NRP5OIrTcgGvttJlSLO0n,top 200,weekly-2019-12-27--2020-01-03
91,Hoje Eu Vou Parar Na Gaiola,Mc Livinho,1141543,https://open.spotify.com/track/0IQCOAw9ZAI6WnXIrl481F,top 200,weekly-2019-12-27--2020-01-03
92,Também Sei Fazer Falta - Ao Vivo,Israel & Rodolffo,1136119,https://open.spotify.com/track/6hrV6KYL9zM8vFAbOSxFHY,top 200,weekly-2019-12-27--2020-01-03
93,On & On,Alok,1129539,https://open.spotify.com/track/7sYAS4CpbV90oSemgaEQat,top 200,weekly-2019-12-27--2020-01-03
94,Teu Segredo - Ao Vivo,Vou pro Sereno,1127577,https://open.spotify.com/track/15DHt4fP4FARWLvWkIxdAx,top 200,weekly-2019-12-27--2020-01-03
95,Ouvi Dizer,Melim,1126273,https://open.spotify.com/track/1qCLx3nX25NuhfPjM5E1qV,top 200,weekly-2019-12-27--2020-01-03
96,Barzinho Aleatório - Ao Vivo,Zé Neto & Cristiano,1124980,https://open.spotify.com/track/3WjSkl7VDWY1prwJw7dSG0,top 200,weekly-2019-12-27--2020-01-03
97,Romance Proibido - Ao Vivo,MC Kevin o Chris,1109938,https://open.spotify.com/track/2UxeBJPanPvF3Q2xH6zkbC,top 200,weekly-2019-12-27--2020-01-03
98,Namorada Reserva - Ao Vivo,Hugo & Guilherme,1106079,https://open.spotify.com/track/5GHA824FwkHeBl5u1T6kLj,top 200,weekly-2019-12-27--2020-01-03
99,Intenção - Ao Vivo,Marília Mendonça,1103298,https://open.spotify.com/track/1qy7aOHnfnOMJoT1fhoLYG,top 200,weekly-2019-12-27--2020-01-03
100,Circles,Post Malone,1096418,https://open.spotify.com/track/21jGcNKet2qwijlDFuPiPb,top 200,weekly-2019-12-27--2020-01-03
101,Apaixonadinha - Ao Vivo,Marília Mendonça,1072076,https://open.spotify.com/track/0rUL7vUZmCKxB0gS83W3aM,top 200,weekly-2019-12-27--2020-01-03
102,Baile da Colômbia (Brega Funk) - Remix,MC Ysa,1069425,https://open.spotify.com/track/2qiqXQ2Suc253bR7k9AKVD,top 200,weekly-2019-12-27--2020-01-03
103,Sei Lá,Projota,1064478,https://open.spotify.com/track/6l1PdE7lQbodewVQh16GCM,top 200,weekly-2019-12-27--2020-01-03
104,Parabéns,Pabllo Vittar,1057252,https://open.spotify.com/track/6X0XdIcgwfVa9orJnDMQB0,top 200,weekly-2019-12-27--2020-01-03
105,bad guy,Billie Eilish,1053046,https://open.spotify.com/track/2Fxmhks0bxGSBdJ92vM42m,top 200,weekly-2019-12-27--2020-01-03
106,Cem Mil - Ao Vivo,Gusttavo Lima,1049894,https://open.spotify.com/track/5eMmT4Ava5BGThju0AD8vQ,top 200,weekly-2019-12-27--2020-01-03
107,I Don't Care (with Justin Bieber),Ed Sheeran,1038338,https://open.spotify.com/track/0hVXuCcriWRGvwMV1r5Yn9,top 200,weekly-2019-12-27--2020-01-03
108,Poesia Acústica #6: Era uma Vez,Pineapple StormTv,1020254,https://open.spotify.com/track/13Rf6RaZT13TW4xLQR3MQr,top 200,weekly-2019-12-27--2020-01-03
109,Espelho Meu - Ao Vivo,Henrique & Diego,1019571,https://open.spotify.com/track/4mtHXZBOBMrZSI6jp3X9WJ,top 200,weekly-2019-12-27--2020-01-03
110,Maldita de Ex,Mc Leozin,1006503,https://open.spotify.com/track/6Diq6oBnDVzsrNcRllXRbM,top 200,weekly-2019-12-27--2020-01-03
111,Lalala,Y2K,1004419,https://open.spotify.com/track/51Fjme0JiitpyXKuyQiCDo,top 200,weekly-2019-12-27--2020-01-03
112,Bebaça - Ao Vivo,Marília Mendonça,1002371,https://open.spotify.com/track/6YjyT6MEMsMc41NNWk2dYg,top 200,weekly-2019-12-27--2020-01-03
113,Gelo,Melim,998140,https://open.spotify.com/track/0J6cINt02c8UQqDG7vLShY,top 200,weekly-2019-12-27--2020-01-03
114,Saudade em Gotas (feat. Wesley Safadão) - Ao Vivo,Yasmin Santos,997590,https://open.spotify.com/track/4pnlRYoaaGu24SuC3et5Pv,top 200,weekly-2019-12-27--2020-01-03
115,Bebe e Vem Me Procurar,Raí Saia Rodada,989038,https://open.spotify.com/track/3tu0GkIZwwkmILoD4HemBq,top 200,weekly-2019-12-27--2020-01-03
116,50 Vezes - Ao Vivo,Sorriso Maroto,988930,https://open.spotify.com/track/01wavOnjFBNgdMWBFYIAP4,top 200,weekly-2019-12-27--2020-01-03
117,Não sou obrigada,POCAH,987227,https://open.spotify.com/track/0nkDm27DGppCSk8dnGtvPa,top 200,weekly-2019-12-27--2020-01-03
118,Sem Sal - Ao Vivo,Marília Mendonça,974553,https://open.spotify.com/track/0EZuXcsnjEmGuRYdFdcctX,top 200,weekly-2019-12-27--2020-01-03
119,Até que enfim - Ao vivo,Ferrugem,971140,https://open.spotify.com/track/1zI3RU0boCVsAXChjCvESu,top 200,weekly-2019-12-27--2020-01-03
120,Estado Decadente - Acústico,Zé Neto & Cristiano,961611,https://open.spotify.com/track/4eB8rsNNm5791m3uvEBNLR,top 200,weekly-2019-12-27--2020-01-03
121,FICA À VONTADE,PEDRO SAMPAIO,957140,https://open.spotify.com/track/0h1mVA8gOPR71lxSeY67uT,top 200,weekly-2019-12-27--2020-01-03
122,ROXANNE,Arizona Zervas,956074,https://open.spotify.com/track/696DnlkuDOXcMAnKlTgXXK,top 200,weekly-2019-12-27--2020-01-03
123,Credo que delícia,MC Kevinho,953014,https://open.spotify.com/track/4H9vyrlKZpzd1FW3oupnzD,top 200,weekly-2019-12-27--2020-01-03
124,Casa mais feliz da rua - Ao vivo,João Gustavo e Murilo,946640,https://open.spotify.com/track/2fvxmRWpeqZN8xatpB66pC,top 200,weekly-2019-12-27--2020-01-03
125,Na Cama Que Eu Paguei - Ao Vivo,Wesley Safadão,945673,https://open.spotify.com/track/6hqQPoB1yYKcLfByfxO8he,top 200,weekly-2019-12-27--2020-01-03
126,Tchau Brigado - Ao Vivo,Humberto & Ronaldo,918806,https://open.spotify.com/track/0WqNOaLQlWh1q11NSHunmu,top 200,weekly-2019-12-27--2020-01-03
127,Regras - Ao Vivo,Diego & Arnaldo,917240,https://open.spotify.com/track/11DkUDkBt9kaha1QRnuCMU,top 200,weekly-2019-12-27--2020-01-03
128,RITMO (Bad Boys For Life),Black Eyed Peas,911336,https://open.spotify.com/track/6cy3ki60hLwimwIje7tALf,top 200,weekly-2019-12-27--2020-01-03
129,Sem Rede - Ao Vivo,Henrique & Juliano,910192,https://open.spotify.com/track/3pgO4N6Xkr8Ct0U9RgkrQh,top 200,weekly-2019-12-27--2020-01-03
130,Deixa (feat. Ana Gabriela),Lagum,902302,https://open.spotify.com/track/3fLqmaO4vvZpFZSZy52VMp,top 200,weekly-2019-12-27--2020-01-03
131,Old Town Road - Remix,Lil Nas X,900204,https://open.spotify.com/track/2YpeDb67231RjR0MgVLzsG,top 200,weekly-2019-12-27--2020-01-03
132,Eterna Sacanagem,MC JottaPê,888246,https://open.spotify.com/track/1AfNdxHdE4OLcnQUyC6j3i,top 200,weekly-2019-12-27--2020-01-03
133,Piece Of Your Heart,MEDUZA,880819,https://open.spotify.com/track/1DFD5Fotzgn6yYXkYsKiGs,top 200,weekly-2019-12-27--2020-01-03
134,Amor de Fim de Noite,Orochi,878940,https://open.spotify.com/track/0nDnvGagGAQP5vpgCyS5yH,top 200,weekly-2019-12-27--2020-01-03
135,Vamos pra Gaiola,MC Kevin o Chris,873327,https://open.spotify.com/track/7FiIQXpIeLo3ITfGGpb8PB,top 200,weekly-2019-12-27--2020-01-03
136,Cerveja De Garrafa (Fumaça Que Eu Faço) - Ao Vivo,Atitude 67,865454,https://open.spotify.com/track/2PADJK4rhdklqFLQFa5oMX,top 200,weekly-2019-12-27--2020-01-03
137,Pagou De Superada,Mc Anônimo,859167,https://open.spotify.com/track/3GSGW5pQhHKBmmQLebX3vx,top 200,weekly-2019-12-27--2020-01-03
138,Tonelada de Solidão (feat. Ferrugem) - Ao Vivo,Marcos & Belutti,857847,https://open.spotify.com/track/2dEkETSUpO8oZoCOcKT1yN,top 200,weekly-2019-12-27--2020-01-03
139,Não Me Sinto Mal Mais,Sidoka,851903,https://open.spotify.com/track/563yuGweEqRVQtjfsDVRyK,top 200,weekly-2019-12-27--2020-01-03
140,7 rings,Ariana Grande,848012,https://open.spotify.com/track/6ocbgoVGwYJhOv1GgI9NsF,top 200,weekly-2019-12-27--2020-01-03
141,Falling,Trevor Daniel,846851,https://open.spotify.com/track/4TnjEaWOeW0eKTKIEvJyCa,top 200,weekly-2019-12-27--2020-01-03
142,Deixa Tudo Como Tá - Ao Vivo,Thiaguinho,839080,https://open.spotify.com/track/0abrd2vT2W3JZBDNezUY7r,top 200,weekly-2019-12-27--2020-01-03
143,Bem Pior Que Eu - Ao Vivo,Marília Mendonça,838972,https://open.spotify.com/track/4UANYptjv2kpV6IY7IjXoJ,top 200,weekly-2019-12-27--2020-01-03
144,MIL GRAU,Gloria Groove,838345,https://open.spotify.com/track/4BkjISAYyQ6OMnEpzpQxgA,top 200,weekly-2019-12-27--2020-01-03
145,Infarto,Diego & Victor Hugo,837579,https://open.spotify.com/track/0XEJ7eph2IWFYZc73Jm3n2,top 200,weekly-2019-12-27--2020-01-03
146,Memories,Maroon 5,833020,https://open.spotify.com/track/2b8fOow8UzyDFAE27YhOZM,top 200,weekly-2019-12-27--2020-01-03
147,Meu talismã,IZA,825203,https://open.spotify.com/track/5aayWOEE7u7bxZ3r7dwIrX,top 200,weekly-2019-12-27--2020-01-03
148,Largado Às Traças - Ao Vivo,Zé Neto & Cristiano,823924,https://open.spotify.com/track/371Up3WP7OqJNFPf0BiyUe,top 200,weekly-2019-12-27--2020-01-03
149,Dona de mim,IZA,817268,https://open.spotify.com/track/0H8CBal2Dcu5Yc001VotZN,top 200,weekly-2019-12-27--2020-01-03
150,Cidade Vizinha - Ao Vivo,Henrique & Juliano,815002,https://open.spotify.com/track/6pgoGpBkKUvXrrU95j0khl,top 200,weekly-2019-12-27--2020-01-03
151,Onze e Pouquinho,Dilsinho,812871,https://open.spotify.com/track/65i9Mc7h1CG7ssI1OhMPcT,top 200,weekly-2019-12-27--2020-01-03
152,Ela É do Tipo,MC Kevin o Chris,810887,https://open.spotify.com/track/2x8TNY9KwNvD19gVGs4WOP,top 200,weekly-2019-12-27--2020-01-03
153,Poesia Acústica #7: Céu Azul,Pineapple StormTv,810111,https://open.spotify.com/track/2FGhB10Gon36GgFcOTMQEW,top 200,weekly-2019-12-27--2020-01-03
154,Someone You Loved,Lewis Capaldi,807049,https://open.spotify.com/track/7qEHsqek33rTcFNT9PFqLf,top 200,weekly-2019-12-27--2020-01-03
155,Pouco a Pouco (Ao Vivo) (feat. Sorriso Maroto),Dilsinho,806331,https://open.spotify.com/track/2lm3Ric7MeBk8hLfsiVokr,top 200,weekly-2019-12-27--2020-01-03
156,Mentira - Ao Vivo,Felipe Araújo,805361,https://open.spotify.com/track/146Vb458Y5RbqEa0fYFPzm,top 200,weekly-2019-12-27--2020-01-03
157,Quem Me Dera,Márcia Fellipe,804956,https://open.spotify.com/track/2lAyctg5FocS67eksHoyIg,top 200,weekly-2019-12-27--2020-01-03
158,Morena Cor do Pecado,MC Kevin o Chris,803305,https://open.spotify.com/track/3N6isgIE6SAFbRfRIbQ3sd,top 200,weekly-2019-12-27--2020-01-03
159,Do jeito que tu gosta,Pk,791224,https://open.spotify.com/track/34D0w6kVzuQ35vyHIFrWTC,top 200,weekly-2019-12-27--2020-01-03
160,Piece Of Your Heart - Alok Remix,MEDUZA,786942,https://open.spotify.com/track/6iW38RGqdDGOofmz2HeXLW,top 200,weekly-2019-12-27--2020-01-03
161,Watermelon Sugar,Harry Styles,784055,https://open.spotify.com/track/6UelLqGlWMcVH1E5c4H7lY,top 200,weekly-2019-12-27--2020-01-03
162,"Quem Pegou, Pegou - Ao Vivo",Henrique & Juliano,780217,https://open.spotify.com/track/2jxfsaODfcVQhKMZPuYK2j,top 200,weekly-2019-12-27--2020-01-03
163,Sua Mãe Vai Me Amar,Turma do Pagode,778872,https://open.spotify.com/track/4fMjqKYYsvtT6Fvca8lGFl,top 200,weekly-2019-12-27--2020-01-03
164,Positividade,Mc Bola,773412,https://open.spotify.com/track/1YAtg8jo5fR3Q01eO2jPTl,top 200,weekly-2019-12-27--2020-01-03
165,Para não,MC WM,766424,https://open.spotify.com/track/23GNCotvXa7WPvgYuruJjE,top 200,weekly-2019-12-27--2020-01-03
166,7 Dias 7 Corpos,Dj Guuga,765234,https://open.spotify.com/track/75G8U8YHMcHirBsO0we3zR,top 200,weekly-2019-12-27--2020-01-03
