Position,Track Name,Artist,Streams,URL,Subject,Date
164,A Casa É Sua,Casa Worship,654994,https://open.spotify.com/track/3h3fui1QXImL2zRcs9v2Lc,top 200,weekly-2020-02-28--2020-03-06
165,ON,BTS,649600,https://open.spotify.com/track/2QyuXBcV1LJ2rq01KhreMF,top 200,weekly-2020-02-28--2020-03-06
166,Notificação Preferida - Ao Vivo,Zé Neto & Cristiano,646296,https://open.spotify.com/track/3tA0vALUwrzkTgHcm9j6oJ,top 200,weekly-2020-02-28--2020-03-06
167,Se Eu Fosse Você - Ao Vivo,Henrique & Juliano,643900,https://open.spotify.com/track/3HXLUh9lzSrSLvrvLk2LjC,top 200,weekly-2020-02-28--2020-03-06
168,Romance Proibido - Ao Vivo,MC Kevin o Chris,642407,https://open.spotify.com/track/69Si1G3kLuCQLqQF1EbL25,top 200,weekly-2020-02-28--2020-03-06
169,Acende o Isqueiro,Orochi,631678,https://open.spotify.com/track/1DdEU9f7uXklMx6Dm0Mdwq,top 200,weekly-2020-02-28--2020-03-06
170,Pra Você Guardei O Amor,Nando Reis,626707,https://open.spotify.com/track/1EQ8sBQ7Abv9DvNBzhXAcv,top 200,weekly-2020-02-28--2020-03-06
171,Deixa Tudo Como Tá - Ao Vivo,Thiaguinho,623958,https://open.spotify.com/track/0abrd2vT2W3JZBDNezUY7r,top 200,weekly-2020-02-28--2020-03-06
172,FICA À VONTADE,PEDRO SAMPAIO,621010,https://open.spotify.com/track/0h1mVA8gOPR71lxSeY67uT,top 200,weekly-2020-02-28--2020-03-06
173,Life Is Good (feat. Drake),Future,619775,https://open.spotify.com/track/5yY9lUy8nbvjM1Uyo1Uqoc,top 200,weekly-2020-02-28--2020-03-06
174,Tudo de bom,Pk,618514,https://open.spotify.com/track/3YqLyRFwjGuPBT7EHoyQH7,top 200,weekly-2020-02-28--2020-03-06
175,Na Cama Que Eu Paguei - Ao Vivo,Wesley Safadão,614948,https://open.spotify.com/track/6hqQPoB1yYKcLfByfxO8he,top 200,weekly-2020-02-28--2020-03-06
176,Virgem,MC Lya,610972,https://open.spotify.com/track/0DwzQguiWvB8jJonQ5ewJu,top 200,weekly-2020-02-28--2020-03-06
177,Malemolência,Dynho Alves,608171,https://open.spotify.com/track/5rwdmpN5eMWIIwK4R96vv1,top 200,weekly-2020-02-28--2020-03-06
178,Conheço Meu Gado - Ao Vivo,Henrique & Juliano,606974,https://open.spotify.com/track/2wlmLlbjh2F6Skqo2bt3of,top 200,weekly-2020-02-28--2020-03-06
179,Ride It,Regard,605467,https://open.spotify.com/track/2tnVG71enUj33Ic2nFN6kZ,top 200,weekly-2020-02-28--2020-03-06
180,Atrasadinha - Ao Vivo,Felipe Araújo,601274,https://open.spotify.com/track/5EKHbW7mXcAR4hCyS3YXjb,top 200,weekly-2020-02-28--2020-03-06
181,Mitsubishi,Orochi,594585,https://open.spotify.com/track/3bcduSxypEUxlM5UawQ3kD,top 200,weekly-2020-02-28--2020-03-06
182,Happier,Marshmello,590947,https://open.spotify.com/track/2dpaYNEQHiRxtZbfNsse99,top 200,weekly-2020-02-28--2020-03-06
183,Fica - Bonus Track,ANAVITÓRIA,590585,https://open.spotify.com/track/1qDZnViQgUItsMpWLVwfGb,top 200,weekly-2020-02-28--2020-03-06
184,Deixa,Mc Th,587916,https://open.spotify.com/track/4zZ2rPOa8itw3VuusVSicv,top 200,weekly-2020-02-28--2020-03-06
185,Indomável (Participação especial de Belo),Pk,581397,https://open.spotify.com/track/4YbZBChhX5SkLhNJcvvhuD,top 200,weekly-2020-02-28--2020-03-06
186,Nem de Graça,Pixote,581150,https://open.spotify.com/track/11Y1IGMIThaxu4ijcXRNYs,top 200,weekly-2020-02-28--2020-03-06
187,Namorada Reserva - Ao Vivo,Hugo & Guilherme,579442,https://open.spotify.com/track/5GHA824FwkHeBl5u1T6kLj,top 200,weekly-2020-02-28--2020-03-06
188,Declaração pro Bar - Ao Vivo,Guilherme & Benuto,578016,https://open.spotify.com/track/48CAeajgzcGJaVUSsXd7h0,top 200,weekly-2020-02-28--2020-03-06
189,Joga Sua Potranca,Dj Gabriel do Borel,576757,https://open.spotify.com/track/1gsWgGZvy4waIfWPuctvRU,top 200,weekly-2020-02-28--2020-03-06
190,Um Pedido,Hungria Hip Hop,576322,https://open.spotify.com/track/3CgZi8DMUftJHK6WL2gKc1,top 200,weekly-2020-02-28--2020-03-06
191,Watermelon Sugar,Harry Styles,573177,https://open.spotify.com/track/6UelLqGlWMcVH1E5c4H7lY,top 200,weekly-2020-02-28--2020-03-06
192,7 rings,Ariana Grande,566285,https://open.spotify.com/track/6ocbgoVGwYJhOv1GgI9NsF,top 200,weekly-2020-02-28--2020-03-06
193,A Fila Anda - Ao Vivo,Thiaguinho,559181,https://open.spotify.com/track/4pl0csAczZemDLdyNYOmxT,top 200,weekly-2020-02-28--2020-03-06
194,Tá Rocheda,Os Barões Da Pisadinha,557344,https://open.spotify.com/track/3dPvQLKl42dMYWV4LWRTLK,top 200,weekly-2020-02-28--2020-03-06
195,Anos Luz,Matuê,549481,https://open.spotify.com/track/0GYPcKDlsb8WEtJkkKdtgH,top 200,weekly-2020-02-28--2020-03-06
196,Bebaça - Ao Vivo,Marília Mendonça,547458,https://open.spotify.com/track/6YjyT6MEMsMc41NNWk2dYg,top 200,weekly-2020-02-28--2020-03-06
197,Viva Voz - Ao Vivo,Lauana Prado,545784,https://open.spotify.com/track/08Sd5vVcIH3uKeAiaJdoYj,top 200,weekly-2020-02-28--2020-03-06
198,Adrenalizou - Gabriel Boni Remix,Vitor Kley,545761,https://open.spotify.com/track/3JLiFx1nKJzgQZawENZODb,top 200,weekly-2020-02-28--2020-03-06
199,Tempo Perdido,Legião Urbana,545532,https://open.spotify.com/track/7MnT7msJZg3XBAS0OTfGrB,top 200,weekly-2020-02-28--2020-03-06
200,Pouco a Pouco (Ao Vivo) (feat. Sorriso Maroto),Dilsinho,545481,https://open.spotify.com/track/2lm3Ric7MeBk8hLfsiVokr,top 200,weekly-2020-02-28--2020-03-06
1,Liberdade Provisória - Ao Vivo,Henrique & Juliano,4936107,https://open.spotify.com/track/3Ghyp3X5Ua9ypHnBIgOObI,top 200,weekly-2020-03-06--2020-03-13
2,A Gente Fez Amor - Ao Vivo,Gusttavo Lima,4108278,https://open.spotify.com/track/3tv697PZNnaQN0Mn2zGhS5,top 200,weekly-2020-03-06--2020-03-13
3,Graveto - Ao Vivo,Marília Mendonça,3577378,https://open.spotify.com/track/3tc8Z4lGzOIwmIVftsxO6o,top 200,weekly-2020-03-06--2020-03-13
4,Litrão - Ao Vivo,Matheus & Kauan,3568727,https://open.spotify.com/track/5W1kqz2l1lDX77DXBMeXZg,top 200,weekly-2020-03-06--2020-03-13
5,SENTADÃO,PEDRO SAMPAIO,3360059,https://open.spotify.com/track/4lKuzrdZrJuCAedbIslF3A,top 200,weekly-2020-03-06--2020-03-13
6,Rave de Favela (feat. BEAM),Major Lazer,3341558,https://open.spotify.com/track/1K7WzjKDcDdVbKNGrB0gej,top 200,weekly-2020-03-06--2020-03-13
7,Cheirosa - Ao Vivo,Jorge & Mateus,3175056,https://open.spotify.com/track/2PWjKmjyTZeDpmOUa3a5da,top 200,weekly-2020-03-06--2020-03-13
8,Tudo Ok,Thiaguinho MT,3135590,https://open.spotify.com/track/4HUZBG98TYbxSR9V1V2DWS,top 200,weekly-2020-03-06--2020-03-13
9,Dance Monkey,Tones And I,3031837,https://open.spotify.com/track/1rgnBhdG2JDFTbYkYRZAku,top 200,weekly-2020-03-06--2020-03-13
10,S de Saudade,Luíza & Maurílio,3023912,https://open.spotify.com/track/3J5Pu25BODMex4Jpy4l6FL,top 200,weekly-2020-03-06--2020-03-13
11,Vem Me Satisfazer,MC Ingryd,3020778,https://open.spotify.com/track/63SHcJzckFykS8faA5zojY,top 200,weekly-2020-03-06--2020-03-13
12,Bebi Minha Bicicleta (Coração Falido) - Ao Vivo,Zé Neto & Cristiano,2885771,https://open.spotify.com/track/2Q9TaUXNM4mNSCgJjbmsJe,top 200,weekly-2020-03-06--2020-03-13
13,Com ou Sem Mim - Ao Vivo,Gustavo Mioto,2721412,https://open.spotify.com/track/5L8ZEyIdZ2KE4Wf51SsuOF,top 200,weekly-2020-03-06--2020-03-13
14,Don't Start Now,Dua Lipa,2573920,https://open.spotify.com/track/6WrI0LAC5M1Rw2MnX2ZvEg,top 200,weekly-2020-03-06--2020-03-13
15,3 Batidas - Ao Vivo,Guilherme & Benuto,2570922,https://open.spotify.com/track/1uryupl9hqVZYurJwH4G9k,top 200,weekly-2020-03-06--2020-03-13
16,Supera - Ao Vivo,Marília Mendonça,2569214,https://open.spotify.com/track/3GmJxfnUDrIs1iCfKUELFz,top 200,weekly-2020-03-06--2020-03-13
17,Combatchy (feat. MC Rebecca),Anitta,2516686,https://open.spotify.com/track/2bPtwnrpFNEe8N7Q85kLHw,top 200,weekly-2020-03-06--2020-03-13
18,Volta por Baixo - Ao Vivo,Henrique & Juliano,2465469,https://open.spotify.com/track/7o9LwQmTuIDm4LyyHFIWul,top 200,weekly-2020-03-06--2020-03-13
19,Te Prometo,DENNIS,2346428,https://open.spotify.com/track/7Ac3BmqTQoLdAt7HtZyfgN,top 200,weekly-2020-03-06--2020-03-13
20,Tijolão - Ao Vivo,Jorge & Mateus,2344942,https://open.spotify.com/track/6QwFUcPc5nhsqZuhXUYtV7,top 200,weekly-2020-03-06--2020-03-13
21,Surtada - Remix Brega Funk,Dadá Boladão,2332161,https://open.spotify.com/track/5F8ffc8KWKNawllr5WsW0r,top 200,weekly-2020-03-06--2020-03-13
22,Aí Eu Bebo - Ao Vivo,Maiara & Maraisa,2224169,https://open.spotify.com/track/6lK3nCiigk34SGqEjpQoqO,top 200,weekly-2020-03-06--2020-03-13
23,menina solta,GIULIA BE,2189894,https://open.spotify.com/track/2MOq63fxuFLYQM3CsDcFs1,top 200,weekly-2020-03-06--2020-03-13
24,BALANÇA (feat. Pedro Sampaio),WC no Beat,2189538,https://open.spotify.com/track/4p8pEdPYOQLzJUKYrLOacy,top 200,weekly-2020-03-06--2020-03-13
25,Carreira Solo - Ao Vivo,Gusttavo Lima,2064350,https://open.spotify.com/track/1MmS7UIy3J1BTxfGCRvVqN,top 200,weekly-2020-03-06--2020-03-13
26,Briga Feia - Ao Vivo,Henrique & Juliano,2057061,https://open.spotify.com/track/4j2bK4fnc2s6GyVmhJsJhk,top 200,weekly-2020-03-06--2020-03-13
27,Chama Ela (feat. Pedro Sampaio),Lexa,1963623,https://open.spotify.com/track/14kRWkCWBYfQqILflEcpSJ,top 200,weekly-2020-03-06--2020-03-13
28,Amor de Que,Pabllo Vittar,1922470,https://open.spotify.com/track/7yYsyXQa2JgbyL9fkEiUNt,top 200,weekly-2020-03-06--2020-03-13
29,Ranking,Jorge & Mateus,1914471,https://open.spotify.com/track/0RaIjuKU5hudMteEXwr4RS,top 200,weekly-2020-03-06--2020-03-13
30,Some que ele vem atrás,Anitta,1884108,https://open.spotify.com/track/2qD7VoDYcrAPY0cVEfpsR5,top 200,weekly-2020-03-06--2020-03-13
31,Amoreco,Simone & Simaria,1868863,https://open.spotify.com/track/15Dl8e6gdR0I1IQn0M4SGi,top 200,weekly-2020-03-06--2020-03-13
32,Eterna Sacanagem,MC JottaPê,1851963,https://open.spotify.com/track/1AfNdxHdE4OLcnQUyC6j3i,top 200,weekly-2020-03-06--2020-03-13
33,Quem Traiu Levou - Ao Vivo,Gusttavo Lima,1828542,https://open.spotify.com/track/17Ryox5vWKp92IDW87C5PI,top 200,weekly-2020-03-06--2020-03-13
34,Lençol Dobrado,João Gustavo e Murilo,1783192,https://open.spotify.com/track/72xB2J9ZeBl0Rzxq2XmzdY,top 200,weekly-2020-03-06--2020-03-13
35,Serenata - Ao Vivo,Marília Mendonça,1757794,https://open.spotify.com/track/5fY9bVl1Wj4PIM3wnduWop,top 200,weekly-2020-03-06--2020-03-13
36,Verdinha,LUDMILLA,1756136,https://open.spotify.com/track/2RMOwSvOGQyy985Vx4VSGQ,top 200,weekly-2020-03-06--2020-03-13
37,Gaiola É o Troco,MC Du Black,1754865,https://open.spotify.com/track/3Uq45ipGutypFPmETfaoaH,top 200,weekly-2020-03-06--2020-03-13
38,Paredão,MC Kevinho,1678699,https://open.spotify.com/track/5FFpRbsH9WDYNoLauRAHpj,top 200,weekly-2020-03-06--2020-03-13
39,Hit Contagiante,Felipe Original,1676928,https://open.spotify.com/track/5dKesZwp6deuhEeW8F1UEi,top 200,weekly-2020-03-06--2020-03-13
40,Quarta Cadeira - Ao Vivo,Matheus & Kauan,1660306,https://open.spotify.com/track/5q0NlM6Pm8Pp3orq7zGiRn,top 200,weekly-2020-03-06--2020-03-13
41,Dois Lados,Wesley Safadão,1642945,https://open.spotify.com/track/3vSXPjfcebTt5mB8DXHWM6,top 200,weekly-2020-03-06--2020-03-13
42,Áudio - Ao Vivo em Brasília,Diego & Victor Hugo,1621666,https://open.spotify.com/track/2PqPSf3gtTED79rWGwVtYg,top 200,weekly-2020-03-06--2020-03-13
43,Relógio Parado (Ao Vivo),Diego & Arnaldo,1612800,https://open.spotify.com/track/5n8Y78Pl5q8lqS7sJP61qw,top 200,weekly-2020-03-06--2020-03-13
44,Barzinho Aleatório - Ao Vivo,Zé Neto & Cristiano,1594516,https://open.spotify.com/track/3WjSkl7VDWY1prwJw7dSG0,top 200,weekly-2020-03-06--2020-03-13
45,Tiro Certo - Ao Vivo,Zé Felipe,1592509,https://open.spotify.com/track/5MArTXEVyKBwoodjdy04fk,top 200,weekly-2020-03-06--2020-03-13
46,Contatinho - Ao Vivo,Leo Santana,1574159,https://open.spotify.com/track/4RC2nzqaQygxoVQOVv3XlT,top 200,weekly-2020-03-06--2020-03-13
47,"Mil Anos - Recorded At Mosh Studios, São Paulo",Jorge & Mateus,1543864,https://open.spotify.com/track/4UUtssVRs2aQTLQCAAtZg1,top 200,weekly-2020-03-06--2020-03-13
48,The Box,Roddy Ricch,1527529,https://open.spotify.com/track/0nbXyq5TXYPCO7pr3N8S4I,top 200,weekly-2020-03-06--2020-03-13
49,Mentira - Ao Vivo,Felipe Araújo,1490806,https://open.spotify.com/track/146Vb458Y5RbqEa0fYFPzm,top 200,weekly-2020-03-06--2020-03-13
50,Ferida Curada,Zé Neto & Cristiano,1435736,https://open.spotify.com/track/1U3tv41tFRgOfbytpuYQrR,top 200,weekly-2020-03-06--2020-03-13
51,Blinding Lights,The Weeknd,1397013,https://open.spotify.com/track/0sf12qNH5qcw8qpgymFOqD,top 200,weekly-2020-03-06--2020-03-13
52,Pupila,ANAVITÓRIA,1390246,https://open.spotify.com/track/7Gk5OrMYaMRtT2JmgJVAfk,top 200,weekly-2020-03-06--2020-03-13
53,Stupid Love,Lady Gaga,1385036,https://open.spotify.com/track/2kJu14V7hbZw3I4K8L8SXb,top 200,weekly-2020-03-06--2020-03-13
54,I Love Me,Demi Lovato,1365070,https://open.spotify.com/track/2IHLaN6wwYKQ3S24NsQqpA,top 200,weekly-2020-03-06--2020-03-13
55,choque térmico - ao vivo,Luan Santana,1329641,https://open.spotify.com/track/159ntSAEWJ9zIMOSXmQ530,top 200,weekly-2020-03-06--2020-03-13
56,Tchau Brigado - Ao Vivo,Humberto & Ronaldo,1312809,https://open.spotify.com/track/2TR917wkDeRvwTE5cSfZFf,top 200,weekly-2020-03-06--2020-03-13
57,Kenny G,Matuê,1270630,https://open.spotify.com/track/3MkdA6vwF0ifRl86yzTlJW,top 200,weekly-2020-03-06--2020-03-13
58,Tusa,KAROL G,1252861,https://open.spotify.com/track/7k4t7uLgtOxPwTpFmtJNTY,top 200,weekly-2020-03-06--2020-03-13
59,Amor de Fim de Noite,Orochi,1232868,https://open.spotify.com/track/0nDnvGagGAQP5vpgCyS5yH,top 200,weekly-2020-03-06--2020-03-13
60,Señorita,Shawn Mendes,1231654,https://open.spotify.com/track/6v3KW9xbzN5yKLt9YKDYA2,top 200,weekly-2020-03-06--2020-03-13
61,"Para, Pensa e Volta - Ao Vivo",Yasmin Santos,1230052,https://open.spotify.com/track/2KyXyTrp3kp1Fsg7B1osYD,top 200,weekly-2020-03-06--2020-03-13
62,Complicado,Vitão,1227771,https://open.spotify.com/track/6toDZSoqG5QUitFsoxavRy,top 200,weekly-2020-03-06--2020-03-13
63,Vou Ter Que Superar - Ao Vivo,Matheus & Kauan,1227394,https://open.spotify.com/track/6sRLrSetyIwIKhW1eMlUNP,top 200,weekly-2020-03-06--2020-03-13
64,Perrengue - Ao Vivo,Gusttavo Lima,1227017,https://open.spotify.com/track/6mdU8glNHYdBBj5DuKSL1B,top 200,weekly-2020-03-06--2020-03-13
65,Say So,Doja Cat,1226550,https://open.spotify.com/track/3Dv1eDb0MEgF93GpLXlucZ,top 200,weekly-2020-03-06--2020-03-13
66,Yummy,Justin Bieber,1225801,https://open.spotify.com/track/16wAOAZ2OkqoIDN7TpChjR,top 200,weekly-2020-03-06--2020-03-13
67,Quando a vontade bater (Participação especial de PK Delas),Pk,1221936,https://open.spotify.com/track/26WpOBpHiIMoBuMEIwtOCH,top 200,weekly-2020-03-06--2020-03-13
68,Tentativas,Marília Mendonça,1188177,https://open.spotify.com/track/5STHFaWYO1KeyITjvB4hR8,top 200,weekly-2020-03-06--2020-03-13
69,Erro Antigo - Ao Vivo,Diego & Victor Hugo,1177041,https://open.spotify.com/track/7qpXCkcr3Zj4LDvdiWryns,top 200,weekly-2020-03-06--2020-03-13
70,Certo e Duvidoso (feat. Gaab) - Ao Vivo,Marcos & Belutti,1160454,https://open.spotify.com/track/7ArNH109yIfwIquJ535fsi,top 200,weekly-2020-03-06--2020-03-13
71,Baila Conmigo (feat. Kelly Ruiz),Dayvi,1153389,https://open.spotify.com/track/4Clmg1g8n2yBYG13Z1oSdG,top 200,weekly-2020-03-06--2020-03-13
72,Girassol,Priscilla Alcantara,1125758,https://open.spotify.com/track/22rcaYTa2UgcLCbeO0NoNj,top 200,weekly-2020-03-06--2020-03-13
73,To Voando Alto,Mc Poze do Rodo,1117797,https://open.spotify.com/track/7HLU2aJTAQfSIgJ2dMASsP,top 200,weekly-2020-03-06--2020-03-13
74,Intentions (feat. Quavo),Justin Bieber,1117405,https://open.spotify.com/track/4umIPjkehX1r7uhmGvXiSV,top 200,weekly-2020-03-06--2020-03-13
75,Ela Vem,MC G15,1116628,https://open.spotify.com/track/31yFXM26dazFnWI2eoOM5R,top 200,weekly-2020-03-06--2020-03-13
76,Algo Mais (Amante) - Ao Vivo,Xand Avião,1094564,https://open.spotify.com/track/4jGzR5Vri06Y5T9SxM7m5P,top 200,weekly-2020-03-06--2020-03-13
77,On & On,Alok,1092482,https://open.spotify.com/track/7sYAS4CpbV90oSemgaEQat,top 200,weekly-2020-03-06--2020-03-13
78,Tão Linda,Atitude 67,1090084,https://open.spotify.com/track/59WWulo1LM0njpIkcduCMn,top 200,weekly-2020-03-06--2020-03-13
79,Falling,Trevor Daniel,1077553,https://open.spotify.com/track/4TnjEaWOeW0eKTKIEvJyCa,top 200,weekly-2020-03-06--2020-03-13
80,Invocada (Participação especial de Léo Santana) - Ao vivo,LUDMILLA,1070964,https://open.spotify.com/track/4k20Ie47EcWtS4wMBn8w8S,top 200,weekly-2020-03-06--2020-03-13
81,Bate Palma,MC JottaPê,1070348,https://open.spotify.com/track/7offICpl9kla5kC61uUAs9,top 200,weekly-2020-03-06--2020-03-13
82,quando a bad bater - ao vivo,Luan Santana,1042651,https://open.spotify.com/track/5gvrBqNFFEWcxYPt3mamvJ,top 200,weekly-2020-03-06--2020-03-13
83,Sentou e Gostou,MC JottaPê,1034683,https://open.spotify.com/track/6V43u5SCjkfMpxMAXRPifr,top 200,weekly-2020-03-06--2020-03-13
84,Fake News - Ao Vivo,Gustavo Mioto,1032617,https://open.spotify.com/track/1G60NjxeOS7veR1EXuKPaW,top 200,weekly-2020-03-06--2020-03-13
85,Espaçosa Demais - Ao Vivo,Felipe Araújo,1031914,https://open.spotify.com/track/4lEw9Id7kLDSJ6KRdaenM9,top 200,weekly-2020-03-06--2020-03-13
86,Meu Abrigo,Melim,1030432,https://open.spotify.com/track/5U28PY9MekLyCBYtLHGQpe,top 200,weekly-2020-03-06--2020-03-13
87,Nem de Graça / Saudade Arregaça - Ao Vivo,Pixote,1013159,https://open.spotify.com/track/3rDAHk73LZmgJIyGZstWQ0,top 200,weekly-2020-03-06--2020-03-13
88,Todo Mundo Vai Sofrer - Ao Vivo,Marília Mendonça,1009804,https://open.spotify.com/track/4E6RdcCWMiHTu7zy1VTNDo,top 200,weekly-2020-03-06--2020-03-13
89,RITMO (Bad Boys For Life),Black Eyed Peas,999459,https://open.spotify.com/track/6cy3ki60hLwimwIje7tALf,top 200,weekly-2020-03-06--2020-03-13
90,Resenha lá em casa,MC Kevin o Chris,991833,https://open.spotify.com/track/3NnW2EqJxvHYrRy3upaznl,top 200,weekly-2020-03-06--2020-03-13
91,Circles,Post Malone,991610,https://open.spotify.com/track/21jGcNKet2qwijlDFuPiPb,top 200,weekly-2020-03-06--2020-03-13
92,Segunda Taça - Ao Vivo,João Bosco & Vinicius,988743,https://open.spotify.com/track/23zmMwD99ROi9yhxqMxWil,top 200,weekly-2020-03-06--2020-03-13
93,Lose Control,MEDUZA,986957,https://open.spotify.com/track/7CHi4DtfK4heMlQaudCuHK,top 200,weekly-2020-03-06--2020-03-13
94,Solteiro Não Trai - Ao Vivo,Gustavo Mioto,985606,https://open.spotify.com/track/7oEr56KG6odStlQH0nvdyr,top 200,weekly-2020-03-06--2020-03-13
95,Sou Vitorioso,Mc Lele JP,984882,https://open.spotify.com/track/37hCsK2djczyRGWMjqzbxD,top 200,weekly-2020-03-06--2020-03-13
96,Chora Até Perder a Fala - Ao Vivo,Gusttavo Lima,980836,https://open.spotify.com/track/3ZkTtSBN1wcSw35F8GDRmr,top 200,weekly-2020-03-06--2020-03-13
97,Se Prepara 2,Mc Livinho,980111,https://open.spotify.com/track/0CgMeXQiNYJxPVQ2EMJxdL,top 200,weekly-2020-03-06--2020-03-13
98,A Culpa é do Meu Grau (feat. Zé Neto & Cristiano) - Ao Vivo em Brasília,Diego & Victor Hugo,977532,https://open.spotify.com/track/4gDvg62vG96w0qJaF6wzcd,top 200,weekly-2020-03-06--2020-03-13
99,Poesia Acústica #8: Amor e Samba,Pineapple StormTv,972017,https://open.spotify.com/track/2RoWhAVtQrPU53BERYlmYZ,top 200,weekly-2020-03-06--2020-03-13
100,Someone You Loved,Lewis Capaldi,970704,https://open.spotify.com/track/7qEHsqek33rTcFNT9PFqLf,top 200,weekly-2020-03-06--2020-03-13
101,Poesia Acústica #6: Era uma Vez,Pineapple StormTv,959178,https://open.spotify.com/track/13Rf6RaZT13TW4xLQR3MQr,top 200,weekly-2020-03-06--2020-03-13
102,Não Me Sinto Mal Mais,Sidoka,954418,https://open.spotify.com/track/563yuGweEqRVQtjfsDVRyK,top 200,weekly-2020-03-06--2020-03-13
103,Ouvi Dizer,Melim,943126,https://open.spotify.com/track/1qCLx3nX25NuhfPjM5E1qV,top 200,weekly-2020-03-06--2020-03-13
104,Sei Lá,Projota,940656,https://open.spotify.com/track/6l1PdE7lQbodewVQh16GCM,top 200,weekly-2020-03-06--2020-03-13
105,Gelo,Melim,936827,https://open.spotify.com/track/0J6cINt02c8UQqDG7vLShY,top 200,weekly-2020-03-06--2020-03-13
106,bad guy,Billie Eilish,932090,https://open.spotify.com/track/2Fxmhks0bxGSBdJ92vM42m,top 200,weekly-2020-03-06--2020-03-13
107,ROXANNE,Arizona Zervas,916437,https://open.spotify.com/track/696DnlkuDOXcMAnKlTgXXK,top 200,weekly-2020-03-06--2020-03-13
108,Pagou De Superada,Mc Anônimo,912456,https://open.spotify.com/track/3GSGW5pQhHKBmmQLebX3vx,top 200,weekly-2020-03-06--2020-03-13
109,Carnaval Chegando - Ao Vivo,Rennan da Penha,901977,https://open.spotify.com/track/4A8LKlysJXq8swPVDPd0xH,top 200,weekly-2020-03-06--2020-03-13
110,Parabéns,Pabllo Vittar,894458,https://open.spotify.com/track/6X0XdIcgwfVa9orJnDMQB0,top 200,weekly-2020-03-06--2020-03-13
111,Bebi Liguei - Ao Vivo,Marília Mendonça,892077,https://open.spotify.com/track/3RbXsVQr4jeTxvT35Hssq3,top 200,weekly-2020-03-06--2020-03-13
112,I Don't Care (with Justin Bieber),Ed Sheeran,889813,https://open.spotify.com/track/0hVXuCcriWRGvwMV1r5Yn9,top 200,weekly-2020-03-06--2020-03-13
113,Teu Segredo - Ao Vivo,Vou pro Sereno,885429,https://open.spotify.com/track/15DHt4fP4FARWLvWkIxdAx,top 200,weekly-2020-03-06--2020-03-13
114,Instantes,Jorge & Mateus,877616,https://open.spotify.com/track/098MRSXb4tj5EDVSUSpHIn,top 200,weekly-2020-03-06--2020-03-13
115,Physical,Dua Lipa,874826,https://open.spotify.com/track/5px6upUHM3fhOP621Edp4V,top 200,weekly-2020-03-06--2020-03-13
116,Péssimo Negócio (Ao Vivo),Dilsinho,872334,https://open.spotify.com/track/5MMrkwK6AgNAsgHVdC7daZ,top 200,weekly-2020-03-06--2020-03-13
117,Dois Enganados,Murilo Huff,868650,https://open.spotify.com/track/72N0CRIAqjETbhghrkCUW2,top 200,weekly-2020-03-06--2020-03-13
118,Não sou obrigada,POCAH,867326,https://open.spotify.com/track/0nkDm27DGppCSk8dnGtvPa,top 200,weekly-2020-03-06--2020-03-13
119,Cobaia,Lauana Prado,866980,https://open.spotify.com/track/1xyVMQx51Kab6eLVtE6twx,top 200,weekly-2020-03-06--2020-03-13
120,Fingindo Maturidade - Ao Vivo,Mano Walter,864820,https://open.spotify.com/track/3tU3UAasaDA9OixXGC3O33,top 200,weekly-2020-03-06--2020-03-13
121,Memories,Maroon 5,860943,https://open.spotify.com/track/2b8fOow8UzyDFAE27YhOZM,top 200,weekly-2020-03-06--2020-03-13
122,Tela Preta,Jorge & Mateus,858084,https://open.spotify.com/track/6t4GFrRJgdMijBL8qMU184,top 200,weekly-2020-03-06--2020-03-13
123,Textão - Ao Vivo,Zé Neto & Cristiano,849064,https://open.spotify.com/track/3yOuQI8yjJaApfdo4hdkVW,top 200,weekly-2020-03-06--2020-03-13
124,Não Gosto Eu Amo - Ao Vivo,Henrique & Juliano,829373,https://open.spotify.com/track/6mnySl4xEnPy0ZBBWSAHc9,top 200,weekly-2020-03-06--2020-03-13
125,VAI MENINA,PEDRO SAMPAIO,826444,https://open.spotify.com/track/1oQppEGTHYN53xfEaTz4ua,top 200,weekly-2020-03-06--2020-03-13
126,Onze e Pouquinho,Dilsinho,825002,https://open.spotify.com/track/65i9Mc7h1CG7ssI1OhMPcT,top 200,weekly-2020-03-06--2020-03-13
127,Aquecimento da Lexa,Lexa,821011,https://open.spotify.com/track/67JokRnfWFJ93mA5HLIw6q,top 200,weekly-2020-03-06--2020-03-13
128,Roses - Imanbek Remix,SAINt JHN,818776,https://open.spotify.com/track/24Yi9hE78yPEbZ4kxyoXAI,top 200,weekly-2020-03-06--2020-03-13
129,Intenção - Ao Vivo,Marília Mendonça,817928,https://open.spotify.com/track/1qy7aOHnfnOMJoT1fhoLYG,top 200,weekly-2020-03-06--2020-03-13
130,Adore You,Harry Styles,816391,https://open.spotify.com/track/3jjujdWJ72nww5eGnfs2E7,top 200,weekly-2020-03-06--2020-03-13
131,Meu talismã,IZA,806452,https://open.spotify.com/track/5aayWOEE7u7bxZ3r7dwIrX,top 200,weekly-2020-03-06--2020-03-13
132,Deixa (feat. Ana Gabriela),Lagum,806301,https://open.spotify.com/track/3fLqmaO4vvZpFZSZy52VMp,top 200,weekly-2020-03-06--2020-03-13
