,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"Esquema Preferido","DJ Ivis",5767950,https://open.spotify.com/track/27X3qzgB0Show6qfw5wNOK
2,"Tapão Na Raba","Raí Saia Rodada",5682719,https://open.spotify.com/track/58pgi1RpcU2fVJsxhm7BIr
3,"Ele É Ele, Eu Sou Eu","Wesley Safadão",5604680,https://open.spotify.com/track/7EWXP47VlXKO3r7mNxuWHw
4,"Facas - Ao Vivo","Diego & Victor Hugo",5159732,https://open.spotify.com/track/1ere9b9vDw2N3m9d4uiXxa
5,"Coração Na Cama - Ao Vivo","Hugo & Guilherme",4387876,https://open.spotify.com/track/2nZj5YymF54qhAu7RneVP6
6,"Meia Noite (Você tem meu Whatsapp)","Tarcísio do Acordeon",4332985,https://open.spotify.com/track/6sPBi0qLI6KM3yXX56NxsA
7,"Alô Ambev (Segue Sua Vida) - Ao Vivo","Zé Neto & Cristiano",4189606,https://open.spotify.com/track/5m5aY6S9ttfIG157xli2Rs
8,M4,Teto,4029780,https://open.spotify.com/track/07AQkmp456NpEnT8HR7WLy
9,Mds,Kawe,4013359,https://open.spotify.com/track/0QglpM23kl9ldvVdoYNZwF
10,"Lance Individual","Jorge & Mateus",3925968,https://open.spotify.com/track/7GLWWrk1YlkPYqJK3ynIA0
11,"Recairei - Ao Vivo","Os Barões Da Pisadinha",3611829,https://open.spotify.com/track/2JTir3y1VuJQmexiTCMcTP
12,"Basta Você Me Ligar - Ao Vivo","Os Barões Da Pisadinha",3519751,https://open.spotify.com/track/3rRin3LyLY92kpEbkCgwf4
13,Xerecard,"Jeff Costa",3451277,https://open.spotify.com/track/1O74aTse7W5hd2rAvnEVaW
14,"Amor da Despedida","Os Barões Da Pisadinha",3181124,https://open.spotify.com/track/0WlmiIK5qFQ4dAB4mCA4sI
15,"Pulei na Piscina - Ao Vivo","Guilherme & Benuto",3110961,https://open.spotify.com/track/1uA7fD01YlQr1Rm0oyNB4H
16,"MODO TURBO","Luísa Sonza",3091084,https://open.spotify.com/track/0YqTL3nSL36OFdHwHoqCag
17,"Maçã Verde","MC Hariel",2787119,https://open.spotify.com/track/7lJoRyuNJtuiqTcKtuMuIR
18,"Foi Pá Pum","Simone & Simaria",2743887,https://open.spotify.com/track/1Cqg0nJOZRyvltkof8tjqA
19,"Último Beijo","Bruno & Marrone",2734225,https://open.spotify.com/track/2pBEAodCImE4LgbKAG4bfz
20,"Investe Em Mim","Jonas Esticado",2602255,https://open.spotify.com/track/15k1TDabqSEmyXOwMq9RM7
21,"Troca de Calçada","Marília Mendonça",2591015,https://open.spotify.com/track/4AAIAVjSyiq1N7SXKkwXZe
22,"Deixa de Onda (Porra Nenhuma)",DENNIS,2537872,https://open.spotify.com/track/0DlHQxrVijRqVUfuS6PKaY
23,"É Problema","Matheus & Kauan",2526694,https://open.spotify.com/track/5gTgQBtNP08fUijxpEgmzF
24,"Batom de Cereja - Ao Vivo","Israel & Rodolffo",2522212,https://open.spotify.com/track/2MZQAvsA7aZDssppBLRxYp
25,"Amor ou o Litrão","Petter Ferraz",2480887,https://open.spotify.com/track/7qmnP8Woc47dLSrMD5MxL1
26,"Esquema Preferido - Ao Vivo","Os Barões Da Pisadinha",2322980,https://open.spotify.com/track/35qOGx1CWvCkQFOv4BkVIV
27,"Espetinho - Ao Vivo","Gusttavo Lima",2321412,https://open.spotify.com/track/52yvnBV90B2ZUC5b25cFer
28,Acaso,"Vitor Fernandes",2292075,https://open.spotify.com/track/4Ls13Ag4SWnniiX4QLRltL
29,"Amor e Fé - Acústico","Hungria Hip Hop",2228923,https://open.spotify.com/track/5ra6CI0pEzqjxPEZeBz0d7
30,"Quero Ver é Me Esquecer (feat. Jorge) - Ao Vivo","Os Barões Da Pisadinha",2203193,https://open.spotify.com/track/2SUPbyD77tJuOUbqbxct6l
31,"Ilusão (Cracolândia)","MC Hariel",2151278,https://open.spotify.com/track/6WXglvTFRmjlHHhgjYMNif
32,Privilégio,"MC Luan da BS",2097769,https://open.spotify.com/track/2ASs0n7ukfyxAxDtdir4vF
33,"Figurinha - Ao Vivo","Douglas & Vinicius",2058038,https://open.spotify.com/track/187Pge0WmJNoS73kaIORSE
34,"Cidade Inteira","Eric Land",2049388,https://open.spotify.com/track/7J3QMuDCSv56jRSiD9jFBF
35,"Tudo Indica (feat. Jorge & Mateus) - Ao Vivo","Marcos & Belutti",2041751,https://open.spotify.com/track/0eoMMLrWtXbLk64baeESkc
36,"FALA MAL DE MIM","PEDRO SAMPAIO",2014044,https://open.spotify.com/track/5glMxRMRHGBRj6bydBjoPM
37,"Tá Rocheda","Os Barões Da Pisadinha",1981876,https://open.spotify.com/track/3dPvQLKl42dMYWV4LWRTLK
38,"Ele Não Tem","Jonas Esticado",1963906,https://open.spotify.com/track/1JHvLQWHUoYuapwQikeDuD
39,"Mtg - Vem Sentando Vem (feat. Dj Nbeat) - Remix","MC 2jhow",1939154,https://open.spotify.com/track/2Xgc216OMnc9PyUalpaSPc
40,"Alô Ex-Amor - Ao Vivo","João Bosco e Gabriel",1926549,https://open.spotify.com/track/2QCwoYDn4DRfjs4NhW2KpO
