,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
121,"Renatinha (Ao Vivo)","Os Barões Da Pisadinha",853195,https://open.spotify.com/track/6XclJjdGPjNuB2Dl4yU0H3
122,"The Business",Tiësto,852102,https://open.spotify.com/track/6f3Slt0GbA2bPZlz0aIFXN
123,"Mood (feat. iann dior)",24kGoldn,850647,https://open.spotify.com/track/3tjFYV6RSFtuktYl3ZtYcq
124,Streets,"Doja Cat",842416,https://open.spotify.com/track/60ynsPSSKe6O3sfwRnIBRf
125,"Hoje Dói","Tarcísio do Acordeon",839708,https://open.spotify.com/track/2xCMTX0PJdEc7kPJqUHw4o
126,"Party On My Own (feat. FAULHABER)",Alok,838030,https://open.spotify.com/track/4c9Py6O1NeuYKbJ8Ok7mTl
127,Bandida,"Pabllo Vittar",835355,https://open.spotify.com/track/2VFTgZwiAdrADSLrUNHWt9
128,BRABA,"Luísa Sonza",833546,https://open.spotify.com/track/2WlZuBDgLfT7Kc0admhFdg
129,"Dance Monkey","Tones And I",829572,https://open.spotify.com/track/1rgnBhdG2JDFTbYkYRZAku
130,Talarica,"Rennan da Penha",826589,https://open.spotify.com/track/01mKvmXQLhr3MEoiAEAcP2
131,Hylander,Abbot,824240,https://open.spotify.com/track/3sOcmmmWB7dqyziUVLXpTi
132,"Pipa Voada (feat. Emicida)",Rashid,822274,https://open.spotify.com/track/3oqC4Ta40ft6NnTJwcUTdi
133,"Prisoner (feat. Dua Lipa)","Miley Cyrus",819236,https://open.spotify.com/track/2Oycxb8QbPkpHTo8ZrmG0B
134,"Baila Conmigo (with Rauw Alejandro)","Selena Gomez",819224,https://open.spotify.com/track/0D75ciM842cdUMKSMfAR9y
135,"Século 21","Leo Santana",817648,https://open.spotify.com/track/79Uf0vVa7HwWKSgdpTwtRm
136,"Então Toma - Ao Vivo","Matheus & Kauan",816870,https://open.spotify.com/track/5yaXBGNko8lmFSOvKWo99j
137,Isca,"Jonas Esticado",809346,https://open.spotify.com/track/5zdIuIo9uQ2E8ly4rypcRi
138,Dynamite,BTS,806528,https://open.spotify.com/track/4saklk6nie3yiGePpBwUoc
139,"Set 2.0: Homenagem aos Relíquias","DJ Matt D",805077,https://open.spotify.com/track/566AZpR4FJErkhS3CmuaWu
140,"Balada do Buteco - Ao Vivo","Gusttavo Lima",802388,https://open.spotify.com/track/1x0Uv7gDZfx6jhb4IN4DIx
141,"Amor ou o Litrão - Brega Funk",Mila,797536,https://open.spotify.com/track/4WcskbAX3wImaennFI79Ll
142,"Quase uma Semana",BIN,795012,https://open.spotify.com/track/4a5YIaK7qFu6T63GeYx1Ih
143,"Despedida De Casal","Gustavo Mioto",794970,https://open.spotify.com/track/0V4ZIBLOxq85pFQATKtItp
144,"Save Your Tears","The Weeknd",791106,https://open.spotify.com/track/5QO79kh1waicV47BqGRL3g
145,"Kenny G",Matuê,789669,https://open.spotify.com/track/3MkdA6vwF0ifRl86yzTlJW
146,"Meu Abrigo",Melim,786859,https://open.spotify.com/track/5U28PY9MekLyCBYtLHGQpe
147,"Declaração pro Bar - Ao Vivo","Guilherme & Benuto",782735,https://open.spotify.com/track/48CAeajgzcGJaVUSsXd7h0
148,"Deus é por nós","MC Marks",781200,https://open.spotify.com/track/6jcGoHrqfRW6fI2I6xtwBQ
149,"Tá Faltando Eu","Luan Estilizado",780588,https://open.spotify.com/track/3gY2oyydautEwY7SsQeF4Q
150,"Camisa do Grêmio","MC Meno K",778652,https://open.spotify.com/track/2rXIj8SkYrAWQ4Dn2oiupk
151,"Deve ser horrível dormir sem mim","Manu Gavassi",777004,https://open.spotify.com/track/6Q9NH5cNBY58nJkp5Jbs9j
152,"Você Não é de Bar - Ao Vivo","Fernando & Sorocaba",775411,https://open.spotify.com/track/5KFEB8X5Xmpmsv5j8rHjML
153,Separei,"MC WM",771570,https://open.spotify.com/track/16uUeKOV7m51Vlx9oUIEvE
154,"Mentira - Ao Vivo","Felipe Araújo",768421,https://open.spotify.com/track/3oe0vGmQxem3DcarYMuzu1
155,Confidencial,"Wesley Safadão",766804,https://open.spotify.com/track/767WBxhrD8kRfJ4cYZQO9G
156,"se essa vida fosse um filme","GIULIA BE",761985,https://open.spotify.com/track/0hDphSo7vI7gCjEPpD6gu0
157,"GIRL LIKE ME","Black Eyed Peas",757490,https://open.spotify.com/track/2vBET2pmrQqafaS6zIaYta
158,"Cheirosa - Ao Vivo","Jorge & Mateus",743819,https://open.spotify.com/track/2PWjKmjyTZeDpmOUa3a5da
159,"Sua Mãe Tá Nessa - Ao Vivo","Lauana Prado",736280,https://open.spotify.com/track/5gijVJHyC1E4kt2j5Q3DEb
160,"Someone You Loved","Lewis Capaldi",733262,https://open.spotify.com/track/7qEHsqek33rTcFNT9PFqLf
161,"Quer Esquecer sua Ex Mulher Vem Pro Cabaré","Nêgo Jhá",728170,https://open.spotify.com/track/3xBYCXi1LBsQPGE08M3iAP
162,"Ela Só Quer Paz",Projota,723299,https://open.spotify.com/track/1RPrzKZdkzCNV0Ux0xEHg2
163,"Ô Moça","MC Zaquin",722639,https://open.spotify.com/track/1mQOFRDoqI34LdN79PE0vH
164,"Amor de Fim de Noite",Orochi,721530,https://open.spotify.com/track/1Nmcs8zk7LfcvHRgLtTM5J
165,34+35,"Ariana Grande",720387,https://open.spotify.com/track/6Im9k8u9iIzKMrmV7BWtlF
166,"Pedaço de Mim",OIK,717417,https://open.spotify.com/track/2fEgPCDD0qRvZeVrY381EW
167,"Deixa (feat. Ana Gabriela)",Lagum,715809,https://open.spotify.com/track/3fLqmaO4vvZpFZSZy52VMp
168,"Muleque De Vila - Ao Vivo",Projota,713220,https://open.spotify.com/track/4kGoQLmgPxVcDzhdeqvlOp
169,"É Sal",Matuê,710720,https://open.spotify.com/track/2c80HnIOPMmQQVQllQEWb5
170,"Vai Tomando Foguenta","MC Yuri",706674,https://open.spotify.com/track/3SwHWvT7Uze9CqI5LJowv5
171,"Uma Vida a Mais (Listen To Your Heart)","Marília Mendonça",706606,https://open.spotify.com/track/2hqRWWmbHT9CTc5a4a9NVe
172,Avançada,"MC Kevinho",701927,https://open.spotify.com/track/1fWITNjgwmKEonjikQUaa1
173,"Tudo no Sigilo (Vytinho NG e Bianca)","Vytinho NG",701804,https://open.spotify.com/track/60wF0XnX7A0jVpDNA5v8vi
174,"Piece Of Your Heart - Alok Remix",MEDUZA,699994,https://open.spotify.com/track/6iW38RGqdDGOofmz2HeXLW
175,"Na Ponta do Pé 2","Mc Livinho",699173,https://open.spotify.com/track/6G5z2fh5MfVErDCsJJKNwv
176,"Lemonade (feat. Gunna, Don Toliver & NAV)","Internet Money",698853,https://open.spotify.com/track/7hxHWCCAIIxFLCzvDgnQHX
177,"Só de Sacanagem - Ao Vivo","Israel & Rodolffo",694145,https://open.spotify.com/track/40zJaB3z53PGaxIkYyieBP
178,"Tapão Nervoso","Jheo Chavoso",693679,https://open.spotify.com/track/233lqmrvWyIC7u5GiAnTV4
179,"Head & Heart (feat. MNEK)","Joel Corry",690823,https://open.spotify.com/track/6cx06DFPPHchuUAcTxznu9
180,"Poesia Acústica #6: Era uma Vez","Pineapple StormTv",690478,https://open.spotify.com/track/13Rf6RaZT13TW4xLQR3MQr
181,"Angels Like You","Miley Cyrus",686952,https://open.spotify.com/track/1daDRI9ahBonbWD8YcxOIB
182,"Razão das Minhas Biritas","Luíza & Maurílio",680403,https://open.spotify.com/track/3qqfukkcLElVkOWFyzHmSk
183,inesquecível,"GIULIA BE",680060,https://open.spotify.com/track/3bUDPTCStUeLcUgXgvepQh
184,Roxinho,"Vitor Fernandes",679882,https://open.spotify.com/track/0ItJvt7npJ3Mw9mefto5Sn
185,"Paradise (feat. Dermot Kennedy)",MEDUZA,679383,https://open.spotify.com/track/6ft4hAq6yde8jPZY2i5zLr
186,"Therefore I Am","Billie Eilish",678615,https://open.spotify.com/track/54bFM56PmE4YLRnqpW6Tha
187,"Supera - Ao Vivo","Marília Mendonça",676019,https://open.spotify.com/track/3GmJxfnUDrIs1iCfKUELFz
188,"What A Shame","Leyla Blue",669950,https://open.spotify.com/track/7FGIEAVXfegxngH9Jg6VwA
189,"On & On",Alok,664912,https://open.spotify.com/track/7sYAS4CpbV90oSemgaEQat
190,"Vingadora - Ao Vivo","Gusttavo Lima",657425,https://open.spotify.com/track/0vjQN0F7VjLSiw49em2hq1
191,Iluminado,Kawe,651296,https://open.spotify.com/track/3Y3LVTjdbZ35hGLhvYJxAq
192,Flores,Vitão,647287,https://open.spotify.com/track/25gD4PQjxCLnwIY2n23aEl
193,"Levitating (feat. DaBaby)","Dua Lipa",646648,https://open.spotify.com/track/5nujrmhLynf4yMoMtj8AQF
194,"Saudade Sua","Gusttavo Lima",645811,https://open.spotify.com/track/6NM06xgqxQ0HU5lxbt2JHi
195,"Ta Apaixonado Babaca","Dj Guuga",641717,https://open.spotify.com/track/7N3BrHFlnZbOs8lPGPg1gg
196,"Senta Concentrada (feat. MC WS)","MC Mari",638708,https://open.spotify.com/track/62tcTmWpOcqFfZNWrheU1T
197,Pupila,ANAVITÓRIA,636918,https://open.spotify.com/track/7Gk5OrMYaMRtT2JmgJVAfk
198,"Tudo Aconteceu","MC Du Black",634802,https://open.spotify.com/track/67mqU3FeErlvWwsxnMfvQo
199,"Break My Heart","Dua Lipa",630073,https://open.spotify.com/track/017PF4Q3l4DBUiWoXk4OWT
200,"Lose Control",MEDUZA,621010,https://open.spotify.com/track/7CHi4DtfK4heMlQaudCuHK
