,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
72,"Esquema Preferido - Ao Vivo","Os Barões Da Pisadinha",1255646,https://open.spotify.com/track/35qOGx1CWvCkQFOv4BkVIV
73,"Me Ame Mais","Jorge & Mateus",1239143,https://open.spotify.com/track/4iavXH4dDUMA8yAabnUhSI
74,"Uma Ex (Ao Vivo)","Murilo Huff",1228739,https://open.spotify.com/track/7xi4XR5EIOU6OHdIydLMjT
75,"Me Chama Mozão","Naiara Azevedo",1226278,https://open.spotify.com/track/21jLgG2WsiIEuuzl0OupzN
76,"Levitating (feat. DaBaby)","Dua Lipa",1216635,https://open.spotify.com/track/5nujrmhLynf4yMoMtj8AQF
77,"Alive (It Feels Like)",Alok,1214988,https://open.spotify.com/track/4fB85IhVASxXMWgoke5WVJ
78,"Anota Placa","Tz da Coronel",1211744,https://open.spotify.com/track/3QUriWUE8WnWLpWxHA52k4
79,"Cidade Inteira","Eric Land",1172387,https://open.spotify.com/track/7J3QMuDCSv56jRSiD9jFBF
80,"The Business",Tiësto,1171409,https://open.spotify.com/track/6f3Slt0GbA2bPZlz0aIFXN
81,"Tipo Gringa","DJ Matt D",1144067,https://open.spotify.com/track/3oxk3UVbKJiPcPokw9h64D
82,telepatía,"Kali Uchis",1132391,https://open.spotify.com/track/6tDDoYIxWvMLTdKpjFkc1B
83,"drivers license","Olivia Rodrigo",1096679,https://open.spotify.com/track/7lPN2DXiMsVn7XUKtOW1CS
84,"Volta por Baixo - Ao Vivo","Henrique & Juliano",1093694,https://open.spotify.com/track/6juD9PQwAPvuXYIAE2gjhO
85,"Don't Say Goodbye (feat. Tove Lo)",Alok,1088055,https://open.spotify.com/track/0GTPmh5G40joBg93vcSQNq
86,"Ilusão (Cracolândia)","MC Hariel",1069482,https://open.spotify.com/track/6WXglvTFRmjlHHhgjYMNif
87,"Tudo Em Paz","Jorge & Mateus",1055907,https://open.spotify.com/track/0LjcDhacvjZN5QyCqM2UTy
88,positions,"Ariana Grande",1052838,https://open.spotify.com/track/35mvY5S1H3J2QZyna3TFe0
89,"Pot-Pourri: Melhor Eu Ir / Ligando Os Fatos / Sonho de Amor / Deixa Eu Te Querer - Ao Vivo","Grupo Menos É Mais",1050006,https://open.spotify.com/track/5r9CZJMoMmxio2AnJdxuDS
90,"Tá Rocheda","Os Barões Da Pisadinha",1048662,https://open.spotify.com/track/3dPvQLKl42dMYWV4LWRTLK
91,Runaway,AURORA,1047195,https://open.spotify.com/track/1v1oIWf2Xgh54kIWuKsDf6
92,"Briga Feia - Ao Vivo","Henrique & Juliano",1042629,https://open.spotify.com/track/3Xuo5utyzk86BwlUHdTR2O
93,"Don't Start Now","Dua Lipa",1041238,https://open.spotify.com/track/3PfIrDoz19wz7qK7tYeu62
94,"Senta com Amor","MC Kevinho",1035653,https://open.spotify.com/track/1kjMT9xY7fsPCbOY9glt96
95,"Uma Cavala Mesmo","MC Meno K",1032412,https://open.spotify.com/track/1bK6UaFcArJvIaMeKPTFSm
96,Xerecard,"Jeff Costa",1027090,https://open.spotify.com/track/1O74aTse7W5hd2rAvnEVaW
97,"Namorando Com Saudade","Jorge & Mateus",1018284,https://open.spotify.com/track/6m84TzSTM5nbwZxIxkYHz6
98,"deja vu","Olivia Rodrigo",1011546,https://open.spotify.com/track/61KpQadow081I2AsbeLcsb
99,"Quero Você do Jeito Que Quiser","Marília Mendonça",1000297,https://open.spotify.com/track/64I6t2tuUGnIlaDIzHJ6YI
100,Adorei,"Grupo Menos É Mais",985551,https://open.spotify.com/track/1jweGFaVZxEVrOHKsLpPY4
101,Bipolar,"Mc Davi",983788,https://open.spotify.com/track/0qxLQ6opocOGyFnlXqJ53x
102,"Falei pra Tu","Diego & Arnaldo",977226,https://open.spotify.com/track/45YzwZ9K4HzruaHwhsQbhW
103,"GIRL LIKE ME","Black Eyed Peas",973370,https://open.spotify.com/track/2vBET2pmrQqafaS6zIaYta
104,"Kiss Me More (feat. SZA)","Doja Cat",956587,https://open.spotify.com/track/748mdHapucXQri7IAO8yFK
105,"AK47 É o Porte do Homem","MC Torugo",951876,https://open.spotify.com/track/5HdghQzJVbvkZuMyvj2k34
106,"Nem Doeu - Ao Vivo","Matheus & Kauan",949504,https://open.spotify.com/track/260n4ECk9j4IEvTAVBYojl
107,"Vogais e Consoantes","Jorge & Mateus",944921,https://open.spotify.com/track/49jRc9uNmUiJmyrd7bc7rV
108,"Acabou a Água (feat. Mc Ygor Yanks)","MC 3L",941122,https://open.spotify.com/track/7jFEykLSATTBHLCJXikHmD
109,"Ela Aperta a Minha Mente","Xand Avião",937968,https://open.spotify.com/track/1T3hcBQRwacjWLuJJFt8co
110,"Hold On","Justin Bieber",934774,https://open.spotify.com/track/1nahzW3kfMuwReTka28tH5
111,Up,"Cardi B",933682,https://open.spotify.com/track/1M4OcYkxAtu3ErzSgDEfoi
112,"Não Te Quero",NATTAN,932519,https://open.spotify.com/track/3cVF2ot6YuCD0RQY302gNz
113,"Coração de Isca","Bruno & Marrone",926868,https://open.spotify.com/track/2Nlf97QqqcZ2x9Qb4h1Qt2
114,"Localiza Aí BB","Vitor e Luan",925695,https://open.spotify.com/track/6fe5D0ivKnpXFMAnoSRjah
115,"Corte Americano","Filipe Ret",925336,https://open.spotify.com/track/68qqVn5kHBv4zc45SDGLnh
116,"É Só Botada","MC Levin",919394,https://open.spotify.com/track/07c9lzwx1IIm101PnB4BZu
117,"Esses Vícios","Zé Neto & Cristiano",916759,https://open.spotify.com/track/2InUVOBY515umeuwdQtsQ4
118,Deprê,"Marília Mendonça",915881,https://open.spotify.com/track/2BRGOqLBHFJclDM6PB2dnd
119,"Volume 3","Douglas & Vinicius",915667,https://open.spotify.com/track/5gIVPysvKFh2gtwsicafnN
120,"Não Nasceu pra Namorar","MC Zaquin",913995,https://open.spotify.com/track/6pQKUKBpwr6GhfhcFFFozo
121,Cangote,"Zé Vaqueiro",911601,https://open.spotify.com/track/0dTqciDQzwVKWY2kb3Gixf
122,"Desejando Eu (Ao Vivo)","Murilo Huff",907681,https://open.spotify.com/track/3056x1XkmICnQmji68rrft
123,"De Menina pra Mulher - Ao Vivo","Gusttavo Lima",907442,https://open.spotify.com/track/7snoDTJeoJ2oVMhf7eoF3t
124,"Vou Falar Que Não Quero - Remix","DJ Lucas Beat",900626,https://open.spotify.com/track/0YluTOlBctnpHPABgFSXEw
125,777-666,Matuê,892326,https://open.spotify.com/track/3sGcETRMuAgcPgjDpIkgMn
126,"Rainha da Favela",LUDMILLA,890683,https://open.spotify.com/track/3vu864xi5Xis9VfOsJpmXu
127,"Rebola Lentinho","Mc Kaio",889421,https://open.spotify.com/track/3bcJIkPhkmoiF31lcHZ96t
128,"Pode Sumir","Luíza & Maurílio",887495,https://open.spotify.com/track/7CDdyDigw7e3zFr3k7uKMY
129,"Trajado de Glock Ela Joga na Cara","Tz da Coronel",881446,https://open.spotify.com/track/2dcYBsq0wTqkJIlfNMGfrR
130,Arcade,"Duncan Laurence",876137,https://open.spotify.com/track/1J14CdDAvBTE1AJYUOwl6C
131,"Despedida De Casal","Gustavo Mioto",875334,https://open.spotify.com/track/5RZzJ0N1vuBaYcnpC74Jqg
132,Letícia,"Zé Vaqueiro",869226,https://open.spotify.com/track/2R1OgezGfBMeiAcMpJ1EkH
133,"Figurinha - Ao Vivo","Douglas & Vinicius",863806,https://open.spotify.com/track/187Pge0WmJNoS73kaIORSE
134,"Volta Marcada","Juan Marcus & Vinícius",861269,https://open.spotify.com/track/0V0k5MpqZ55XwJRTQq2GbM
135,"Só Tem Eu","Zé Felipe",858734,https://open.spotify.com/track/1X0MaGErD8rcspqQs9s2m0
136,"Poesia Acústica #9: Melhor Forma","Pineapple StormTv",856493,https://open.spotify.com/track/2fmeSswdyVq4wcqhY41UHk
137,"Não Nego Um Vamo","Hugo & Vitor",848693,https://open.spotify.com/track/0jUVjA4goewfigd4lb6Br8
138,Nêga,"Tarcísio do Acordeon",845347,https://open.spotify.com/track/3S2iI46NmKyZsoxs2NByIP
139,Streets,"Doja Cat",834690,https://open.spotify.com/track/60ynsPSSKe6O3sfwRnIBRf
140,"Só Tapão Nervoso Vs Toma Catucada Violenta","DJ DN",821494,https://open.spotify.com/track/2BEGTomoM88uGMOzRmZirl
141,"Amor ou o Litrão","Petter Ferraz",821133,https://open.spotify.com/track/7qmnP8Woc47dLSrMD5MxL1
142,"Sofa, Breja e Netflix","Mac Júlia",811233,https://open.spotify.com/track/6eIZaT9qNz9lVrhWbJOWls
143,"Deixa Eu Falar pra Você","Josué Bom de Faixa",801174,https://open.spotify.com/track/0f1xsopmPwjGv5lJooglnD
144,"O Carpinteiro (Conto de Fadas)",NATTAN,797458,https://open.spotify.com/track/084XFobv6FZRHHw6mEYJdU
145,"Slow Down (feat. Jorja Smith) - Vintage Culture & Slow Motion Remix","Maverick Sabre",788170,https://open.spotify.com/track/5PNvgiKSwMdjBsDsgFCFLX
146,"Paradise (feat. Dermot Kennedy)",MEDUZA,784905,https://open.spotify.com/track/6ft4hAq6yde8jPZY2i5zLr
147,"Coração Gelado 2","DJ BOY",784533,https://open.spotify.com/track/770dThFIyI1l6ovcxxeUW2
148,"Someone You Loved","Lewis Capaldi",781039,https://open.spotify.com/track/7qEHsqek33rTcFNT9PFqLf
149,"Viva Voz - Ao Vivo","Lauana Prado",779969,https://open.spotify.com/track/1pYZrTrSFLVY5iMjqQGlgj
150,"Comigo - Ao Vivo","Israel & Rodolffo",776880,https://open.spotify.com/track/5d1gclipGCveqFzEKozszI
151,"Na Ponta Do Pé","Nadson O Ferinha",765387,https://open.spotify.com/track/7KdfRfSAIOiNk95sfFhmWB
152,"Roses - Imanbek Remix","SAINt JHN",763225,https://open.spotify.com/track/0zLCBJZSiELJf02ucPP9wb
153,"Save Your Tears","The Weeknd",759913,https://open.spotify.com/track/5QO79kh1waicV47BqGRL3g
154,"Seu Beijo Joga Sujo","Avine Vinny",758780,https://open.spotify.com/track/2enk2whIgJyoe0O9HRQZJV
155,"Máquina do Tempo",Matuê,753294,https://open.spotify.com/track/5oI9blwsXC8AkTWw6wASY8
156,"Faz a Pose","MC Teteu",752149,https://open.spotify.com/track/1sTVKLLFDfAfowsG4bRBN4
157,Hackearam-Me,Tierry,743659,https://open.spotify.com/track/6yxLcncvmcQ39FyGGTq2DP
158,"Linda Bela - Ao Vivo","Elias Monkbel",741218,https://open.spotify.com/track/354mVxDquP5bQK7rUz6Omy
159,"Meu Mel","Zé Vaqueiro",741157,https://open.spotify.com/track/7Jw5gMzNL8g0aeX27mUhuW
160,Ranking,"Jorge & Mateus",725053,https://open.spotify.com/track/0RaIjuKU5hudMteEXwr4RS
161,"Namora Eu Aí","Jorge & Mateus",723858,https://open.spotify.com/track/7cMztRE7oWfQSRN569IY7K
162,"Liberdade Provisória - Ao Vivo","Henrique & Juliano",720464,https://open.spotify.com/track/4Y0gR2tYML083T6b2vhJrn
163,"Cuidado Que Eu Te Supero","Yasmin Santos",715964,https://open.spotify.com/track/5J4tK2FbXQEeC0AsfFgwpz
164,"Oh Juliana",Niack,711935,https://open.spotify.com/track/4xWzZmX4K1yyrdtRfbUvjt
165,Lobo,Orochi,711485,https://open.spotify.com/track/3fLZnUksOdu7FJAoz3XJU6
166,"Prisoner (feat. Dua Lipa)","Miley Cyrus",710595,https://open.spotify.com/track/2Oycxb8QbPkpHTo8ZrmG0B
167,"Hit do Ano","Jorge & Mateus",708807,https://open.spotify.com/track/7HlSaDhYypX8sCkXEwP2vn
168,"Mais Um","Felipe Araújo",707030,https://open.spotify.com/track/4PHj4jdDD3Vbq2Br23nyOD
169,"Tô Preocupada (Calma Amiga) (feat. Anitta)",Rebecca,706313,https://open.spotify.com/track/70jrNdP6R9AKHazjaurG3Z
170,"Goosebumps - Remix","Travis Scott",705244,https://open.spotify.com/track/5uEYRdEIh9Bo4fpjDd4Na9
171,"O Sol Tá Dando Oi","Jorge & Mateus",701393,https://open.spotify.com/track/4KMrGlqZk040LgVTshqIv8
172,"Cabelinho na Regua","MC Cego Abusado",700290,https://open.spotify.com/track/7cmwzU8jmurYtLYncS0bPQ
173,"Manda Áudio","Di Propósito",699346,https://open.spotify.com/track/0in6Rc29qdyOkhKyYw4A84
174,"menina solta","GIULIA BE",697011,https://open.spotify.com/track/2MOq63fxuFLYQM3CsDcFs1
175,"Tem Que Sorrir","Jorge & Mateus",692654,https://open.spotify.com/track/3wNBJf7t6Qs2nCs4KlpKZH
176,"Localiza Aí Bebê - Ao Vivo","João Bosco e Gabriel",692083,https://open.spotify.com/track/7sCdzif8vD8XN1jgdYFL1q
177,"Meu Abrigo",Melim,686374,https://open.spotify.com/track/5U28PY9MekLyCBYtLHGQpe
178,Storiezin,"Raí Saia Rodada",686171,https://open.spotify.com/track/1h6a1gcgHa4hg09xEmue3V
179,"Me Gusta (with Cardi B & Myke Towers)",Anitta,684598,https://open.spotify.com/track/7e1VoRlNumuEkXlITMHKLE
180,Dynamite,BTS,683195,https://open.spotify.com/track/4saklk6nie3yiGePpBwUoc
181,Desisto,"Jorge & Mateus",678334,https://open.spotify.com/track/4BCk2QOQqu9cGYI9GWLIOz
182,"S de Saudade","Luíza & Maurílio",676038,https://open.spotify.com/track/3J5Pu25BODMex4Jpy4l6FL
183,"Mood (feat. iann dior)",24kGoldn,674724,https://open.spotify.com/track/4jPy3l0RUwlUI9T5XHBW2m
184,Hylander,Abbot,673475,https://open.spotify.com/track/3sOcmmmWB7dqyziUVLXpTi
185,"Quase uma Semana",BIN,670469,https://open.spotify.com/track/4a5YIaK7qFu6T63GeYx1Ih
186,"Head & Heart (feat. MNEK)","Joel Corry",667899,https://open.spotify.com/track/6cx06DFPPHchuUAcTxznu9
187,"Short Jeans - Ao Vivo","Hugo Henrique",666765,https://open.spotify.com/track/78G6jgpMdzSEiBPkBLWi9S
188,"Marília Mendonça",BIN,658533,https://open.spotify.com/track/73uParILjIm5rcP0C2bpMF
189,"WAP (feat. Megan Thee Stallion)","Cardi B",653014,https://open.spotify.com/track/4Oun2ylbjFKMPTiaSbbCih
190,"O Pai Tá On","Costa Gold",645488,https://open.spotify.com/track/7HGSUz1e0rtO89RNf5LFPp
191,"Apaga Luz, Apaga Tudo - Challenge","DJ TN Beat",642884,https://open.spotify.com/track/0v192IDdClYsae1YWxhTO9
192,"Não Vai Embora",Dilsinho,640464,https://open.spotify.com/track/28atBekPVlTdnU4M9Z7udd
193,"Meia Noite","Zé Vaqueiro",640173,https://open.spotify.com/track/2ylAocQwOgzelMbW9KJL56
194,"Cheirosa - Ao Vivo","Jorge & Mateus",634622,https://open.spotify.com/track/2PWjKmjyTZeDpmOUa3a5da
195,"Love Again (feat. Alida)",Alok,634581,https://open.spotify.com/track/63bWXWGcWnRQvdS8bJWdkB
196,"Por Que Parou Na Porta?","Jorge & Mateus",632510,https://open.spotify.com/track/4bRG4HlS0X6hdJtwTHoCkv
197,"Monster (Shawn Mendes & Justin Bieber)","Shawn Mendes",631907,https://open.spotify.com/track/1HbA4N1MiOsPthALesGFR1
198,"Poesia Acústica 10: Recomeçar","Pineapple StormTv",631754,https://open.spotify.com/track/4pwFy4YPNGMxK2P2FfQfvt
199,"Barzinho Aleatório - Ao Vivo","Zé Neto & Cristiano",630559,https://open.spotify.com/track/4KLvGldnzUZU4xdELyWBom
200,"A Casa É Sua","Casa Worship",627003,https://open.spotify.com/track/3h3fui1QXImL2zRcs9v2Lc
