,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
58,SENTADÃO,"PEDRO SAMPAIO",1192305,https://open.spotify.com/track/4lKuzrdZrJuCAedbIslF3A
59,"se essa vida fosse um filme","GIULIA BE",1176083,https://open.spotify.com/track/0hDphSo7vI7gCjEPpD6gu0
60,"BALANÇA (feat. Pedro Sampaio)","WC no Beat",1170616,https://open.spotify.com/track/4p8pEdPYOQLzJUKYrLOacy
61,"Então Toma - Ao Vivo","Matheus & Kauan",1162276,https://open.spotify.com/track/5yaXBGNko8lmFSOvKWo99j
62,"death bed (coffee for your head)",Powfu,1135625,https://open.spotify.com/track/7eJMfftS33KTjuF7lTsMCx
63,"Áudio - Ao Vivo em Brasília","Diego & Victor Hugo",1110247,https://open.spotify.com/track/2PqPSf3gtTED79rWGwVtYg
64,"Xereca de Mel","Shevchenko e Elloco",1107356,https://open.spotify.com/track/3csAhPJlNeCDnvuTdT8RQw
65,"Basta Você Me Ligar - Ao Vivo","Os Barões Da Pisadinha",1095634,https://open.spotify.com/track/3AV1KI22k1jGMz792lDrj1
66,"SEM LIMITES","WC no Beat",1084636,https://open.spotify.com/track/0DWUfq7vSAArkz82XHnuGm
67,"ROCKSTAR (feat. Roddy Ricch)",DaBaby,1076779,https://open.spotify.com/track/7ytR5pFWmSjzHJIeQkgog4
68,"Figurinha - Ao Vivo","Douglas & Vinicius",1045016,https://open.spotify.com/track/187Pge0WmJNoS73kaIORSE
69,"Savage Love (Laxed - Siren Beat)","Jawsh 685",1035153,https://open.spotify.com/track/1xQ6trAsedVPCdbtDAmk0c
70,"Manda Áudio","Di Propósito",1033686,https://open.spotify.com/track/0in6Rc29qdyOkhKyYw4A84
71,"Slow Down (feat. Jorja Smith) - Vintage Culture & Slow Motion Remix","Maverick Sabre",1031682,https://open.spotify.com/track/5PNvgiKSwMdjBsDsgFCFLX
72,"Você Nem É Tudo Isso","Marília Mendonça",1020449,https://open.spotify.com/track/7A80qvCqnAXMURfZsaPOcT
73,"Serenata - Ao Vivo","Marília Mendonça",983616,https://open.spotify.com/track/5fY9bVl1Wj4PIM3wnduWop
74,"Te gusta","MC Kevinho",983608,https://open.spotify.com/track/0h5iRD8nlDtcn4rwbZzNgg
75,"Break My Heart","Dua Lipa",983516,https://open.spotify.com/track/017PF4Q3l4DBUiWoXk4OWT
76,"(não) era amor","GIULIA BE",977876,https://open.spotify.com/track/7DmZMqXYgQ1oI3z3bGUEbi
77,"Quem Traiu Levou - Ao Vivo","Gusttavo Lima",972914,https://open.spotify.com/track/17Ryox5vWKp92IDW87C5PI
78,ASAS,"Luan Santana",966932,https://open.spotify.com/track/0j1tGcJJfq1nIs4i5GoHXv
79,"Relógio Parado (Ao Vivo)","Diego & Arnaldo",955166,https://open.spotify.com/track/5n8Y78Pl5q8lqS7sJP61qw
80,"How You Like That",BLACKPINK,951768,https://open.spotify.com/track/3vAn0qZzdyuHamcrpkfiX3
81,"Pode Sumir","Luíza & Maurílio",944547,https://open.spotify.com/track/5OzvtpasMB3aPWpfVr0PsA
82,"Textão - Ao Vivo","Zé Neto & Cristiano",943702,https://open.spotify.com/track/2uhBCMHwS3SATOHIgM2KPF
83,"Certo e Duvidoso (feat. Gaab) - Ao Vivo","Marcos & Belutti",920891,https://open.spotify.com/track/7ArNH109yIfwIquJ535fsi
84,"Toosie Slide",Drake,917266,https://open.spotify.com/track/466cKvZn1j45IpxDdYZqdA
85,"Rain On Me (with Ariana Grande)","Lady Gaga",897499,https://open.spotify.com/track/7ju97lgwC2rKQ6wwsf9no9
86,"Vem Me Satisfazer","MC Ingryd",892445,https://open.spotify.com/track/63SHcJzckFykS8faA5zojY
87,"Someone You Loved","Lewis Capaldi",884699,https://open.spotify.com/track/7qEHsqek33rTcFNT9PFqLf
88,"Para, Pensa e Volta (feat. Marília Mendonça) - Ao Vivo","Yasmin Santos",873748,https://open.spotify.com/track/2rRA0VNb8RcaUMAmgWFoCL
89,"Poesia Acústica #6: Era uma Vez","Pineapple StormTv",859668,https://open.spotify.com/track/13Rf6RaZT13TW4xLQR3MQr
90,"Se Eu Fosse Você - Ao Vivo","Henrique & Juliano",854832,https://open.spotify.com/track/3HXLUh9lzSrSLvrvLk2LjC
91,"Saudade em Gotas (feat. Wesley Safadão) - Ao Vivo","Yasmin Santos",849646,https://open.spotify.com/track/3ZROq16fQ1o2dWEGkHPHkJ
92,"Tchau Brigado - Ao Vivo","Humberto & Ronaldo",835044,https://open.spotify.com/track/2TR917wkDeRvwTE5cSfZFf
93,Pupila,ANAVITÓRIA,827429,https://open.spotify.com/track/7Gk5OrMYaMRtT2JmgJVAfk
94,"Eterna Sacanagem","MC JottaPê",826957,https://open.spotify.com/track/1AfNdxHdE4OLcnQUyC6j3i
95,"Cidade Inteira","Eric Land",819486,https://open.spotify.com/track/7J3QMuDCSv56jRSiD9jFBF
96,"Meu Abrigo",Melim,814690,https://open.spotify.com/track/5U28PY9MekLyCBYtLHGQpe
97,"Breaking Me",Topic,812189,https://open.spotify.com/track/3H7ihDc1dqLriiWXwsc2po
98,"Vergonha pra Midia","Salvador Da Rima",811652,https://open.spotify.com/track/5JsxHA8NttHWThpTCToK1J
99,"Kenny G",Matuê,803134,https://open.spotify.com/track/3MkdA6vwF0ifRl86yzTlJW
100,Girassol,"Priscilla Alcantara",802988,https://open.spotify.com/track/22rcaYTa2UgcLCbeO0NoNj
101,"Qual é a do amor (feat. Atitude 67) - Ao vivo","João Gustavo e Murilo",802133,https://open.spotify.com/track/3rfPuNpqMHQKXIPoEF5iFB
102,cardigan,"Taylor Swift",793195,https://open.spotify.com/track/4R2kfaDFhslZEMJqAFNpdd
103,"Bebe e Vem Me Procurar","Raí Saia Rodada",789037,https://open.spotify.com/track/3tu0GkIZwwkmILoD4HemBq
104,"Cabeça Voando","Os Barões Da Pisadinha",788984,https://open.spotify.com/track/6wDzwmywQ2X8O0FN1IQGol
105,"Erro Antigo - Ao Vivo","Diego & Victor Hugo",777589,https://open.spotify.com/track/7qpXCkcr3Zj4LDvdiWryns
106,"água com açúcar - ao vivo","Luan Santana",777571,https://open.spotify.com/track/6nI98wtHOJAYSASq22TCYu
107,Reincidente,"Felipe Araújo",773400,https://open.spotify.com/track/3XG1frltSxibGuYLPucxl8
108,Tentativas,"Marília Mendonça",767365,https://open.spotify.com/track/5STHFaWYO1KeyITjvB4hR8
109,"Tijolão - Ao Vivo","Jorge & Mateus",760345,https://open.spotify.com/track/6QwFUcPc5nhsqZuhXUYtV7
110,"Lençol Dobrado","João Gustavo e Murilo",759660,https://open.spotify.com/track/72xB2J9ZeBl0Rzxq2XmzdY
111,"Tiro Certo - Ao Vivo","Zé Felipe",759463,https://open.spotify.com/track/5MArTXEVyKBwoodjdy04fk
112,Chupadinha,"Os Barões Da Pisadinha",741320,https://open.spotify.com/track/0BVRi6cizWdDrLRmKI0qsw
113,"Baila Comigo (feat. Kelly Ruiz) - Rennan da Penha Remix",Dayvi,738921,https://open.spotify.com/track/7M6D0ACikinC39ZtuEwMPo
114,"Cobra Venenosa (feat. DJ Will22)",LUDMILLA,738489,https://open.spotify.com/track/15kdyHRNcHSCTRjvHvmqrs
115,"Poesia Acústica - Paris","Pineapple StormTv",734598,https://open.spotify.com/track/5JKaHAt4atuNoLqpyDgbyK
116,"Ferida Curada","Zé Neto & Cristiano",727618,https://open.spotify.com/track/1U3tv41tFRgOfbytpuYQrR
117,"Adore You","Harry Styles",725160,https://open.spotify.com/track/3jjujdWJ72nww5eGnfs2E7
118,"Carreira Solo - Ao Vivo","Gusttavo Lima",721728,https://open.spotify.com/track/1MmS7UIy3J1BTxfGCRvVqN
119,Señorita,"Shawn Mendes",719378,https://open.spotify.com/track/6v3KW9xbzN5yKLt9YKDYA2
120,"ily (i love you baby) (feat. Emilee)","Surf Mesa",719269,https://open.spotify.com/track/62aP9fBQKYKxi7PDXwcUAS
121,"Hear Me Tonight",Alok,717137,https://open.spotify.com/track/0v8OKUrqZGoEbgEUXScRSQ
122,"Deixa (feat. Ana Gabriela)",Lagum,713828,https://open.spotify.com/track/3fLqmaO4vvZpFZSZy52VMp
123,"Pode Jogar","MC Kevin o Chris",710176,https://open.spotify.com/track/6YClJMtJDyyJ2iaUf5npyC
124,"my future","Billie Eilish",710163,https://open.spotify.com/track/2ygvZOXrIeVL4xZmAWJT2C
125,"Gaiola É o Troco","MC Du Black",703947,https://open.spotify.com/track/3Uq45ipGutypFPmETfaoaH
126,Amoreco,"Simone & Simaria",698339,https://open.spotify.com/track/32qETd0e2eKMs2BiMocPc0
127,"Ouvi Dizer",Melim,690996,https://open.spotify.com/track/1qCLx3nX25NuhfPjM5E1qV
128,"Tudo de bom",Pk,685037,https://open.spotify.com/track/3YqLyRFwjGuPBT7EHoyQH7
129,"Meu talismã",IZA,679958,https://open.spotify.com/track/5aayWOEE7u7bxZ3r7dwIrX
130,Gelo,Melim,676875,https://open.spotify.com/track/2DsZ6pXK1AG6emFugTeYW3
131,"Chama Ela (feat. Pedro Sampaio)",Lexa,674760,https://open.spotify.com/track/14kRWkCWBYfQqILflEcpSJ
132,"Muito Cedo","Turma do Pagode",672504,https://open.spotify.com/track/7N0Py2msno86enR6JPNlpV
133,Cabaré,"Dj Guuga",672037,https://open.spotify.com/track/0N2cvvlyEw5NFc00E3FB0D
134,"Lose Control",MEDUZA,670665,https://open.spotify.com/track/7CHi4DtfK4heMlQaudCuHK
135,"Intenção - Ao Vivo","Marília Mendonça",667701,https://open.spotify.com/track/1qy7aOHnfnOMJoT1fhoLYG
136,"UN DIA (ONE DAY) (Feat. Tainy)","J Balvin",664237,https://open.spotify.com/track/0EhpEsp4L0oRGM0vmeaN5e
137,"Quarta Cadeira - Ao Vivo","Matheus & Kauan",661572,https://open.spotify.com/track/5q0NlM6Pm8Pp3orq7zGiRn
138,"Combatchy (feat. MC Rebecca)",Anitta,648303,https://open.spotify.com/track/2bPtwnrpFNEe8N7Q85kLHw
139,"Fatalmente / Separação / Temporal - Ao Vivo","Grupo Menos É Mais",641664,https://open.spotify.com/track/0mpqoslgBvHcnbNZhK8wBO
140,"Some que ele vem atrás",Anitta,636443,https://open.spotify.com/track/2qD7VoDYcrAPY0cVEfpsR5
141,"Já que me ensinou a beber","Thiago Brava",636385,https://open.spotify.com/track/4aajF8YX6i8guXdLaW82eS
142,goosebumps,"Travis Scott",635771,https://open.spotify.com/track/6gBFPUFcJLzWGx4lenP6h2
143,"10 de Setembro","Marília Mendonça",634506,https://open.spotify.com/track/3GDnVUfriizmbSEOLieKP8
144,"Tócame (feat. Arcangel & De La Ghetto)",Anitta,633728,https://open.spotify.com/track/4cno0k9jDEFpLAQyHNjqVx
145,"On & On",Alok,633216,https://open.spotify.com/track/7sYAS4CpbV90oSemgaEQat
146,"Bebi Liguei - Ao Vivo","Marília Mendonça",632737,https://open.spotify.com/track/3RbXsVQr4jeTxvT35Hssq3
147,"Tão Linda","Atitude 67",632571,https://open.spotify.com/track/59WWulo1LM0njpIkcduCMn
148,Believer,"Imagine Dragons",632563,https://open.spotify.com/track/0pqnGHJpmpxLKifKRmU6WP
149,"Poesia Acústica #8: Amor e Samba","Pineapple StormTv",631421,https://open.spotify.com/track/2RoWhAVtQrPU53BERYlmYZ
150,"Todo Mundo Vai Sofrer - Ao Vivo","Marília Mendonça",631150,https://open.spotify.com/track/4E6RdcCWMiHTu7zy1VTNDo
151,Complicado,Vitão,630503,https://open.spotify.com/track/6toDZSoqG5QUitFsoxavRy
152,"Pontos de Exclamação - Vintage Culture & Future Class Remix","Jovem Dionisio",629334,https://open.spotify.com/track/25usEf5iGk9HL0LM9VTxue
153,"Hit Contagiante","Felipe Original",629122,https://open.spotify.com/track/5dKesZwp6deuhEeW8F1UEi
154,"Sou Vitorioso","Mc Lele JP",623345,https://open.spotify.com/track/37hCsK2djczyRGWMjqzbxD
155,Perdição,L7NNON,619201,https://open.spotify.com/track/7FikD4RFpmSZIvoP3rRwsS
156,"Amor de Que","Pabllo Vittar",617086,https://open.spotify.com/track/7vpGKEUPrA4UEsS4o4W1tP
157,"E Nós Tem um Charme Que É da Hora","Mc Dricka",614631,https://open.spotify.com/track/4koUrXFuoId1b6wrMF3laS
158,"Pra Você Guardei O Amor","Nando Reis",611506,https://open.spotify.com/track/1EQ8sBQ7Abv9DvNBzhXAcv
159,Memories,"Maroon 5",611437,https://open.spotify.com/track/2b8fOow8UzyDFAE27YhOZM
160,"Céu de pipa","MC Marks",604509,https://open.spotify.com/track/2DQ09MyIaXu5F1ly4MEvDM
161,"Vai Lá","Wesley Safadão",601455,https://open.spotify.com/track/1NFRjwcyR91yN0cLRm8263
162,"Stuck with U (with Justin Bieber)","Ariana Grande",599225,https://open.spotify.com/track/4HBZA5flZLE435QTztThqH
163,"A Casa É Sua","Casa Worship",597745,https://open.spotify.com/track/3h3fui1QXImL2zRcs9v2Lc
164,"The Box","Roddy Ricch",597513,https://open.spotify.com/track/0nbXyq5TXYPCO7pr3N8S4I
165,"Cuidado Que Eu Te Supero","Yasmin Santos",597152,https://open.spotify.com/track/5J4tK2FbXQEeC0AsfFgwpz
166,"Eu Feat. Você",Melim,593883,https://open.spotify.com/track/2PaOWQIEkSFkmONCv1Vgui
167,"Péssimo Negócio (Ao Vivo)",Dilsinho,588827,https://open.spotify.com/track/5MMrkwK6AgNAsgHVdC7daZ
168,"Poesia Acústica #7: Céu Azul","Pineapple StormTv",586082,https://open.spotify.com/track/2FGhB10Gon36GgFcOTMQEW
169,"Tempo Perdido","Legião Urbana",581227,https://open.spotify.com/track/7MnT7msJZg3XBAS0OTfGrB
170,"Piece Of Your Heart - Alok Remix",MEDUZA,579469,https://open.spotify.com/track/6iW38RGqdDGOofmz2HeXLW
171,Cobaia,"Lauana Prado",578669,https://open.spotify.com/track/1xyVMQx51Kab6eLVtE6twx
172,"Dona de mim",IZA,575822,https://open.spotify.com/track/0H8CBal2Dcu5Yc001VotZN
173,"Rave de Favela (feat. BEAM)","Major Lazer",575671,https://open.spotify.com/track/1K7WzjKDcDdVbKNGrB0gej
174,"Ela Vem","MC G15",574772,https://open.spotify.com/track/31yFXM26dazFnWI2eoOM5R
175,"Tempo de Aprender / Energia Surreal / Não Pedi Pra Me Apaixonar - Ao Vivo","Grupo Menos É Mais",572508,https://open.spotify.com/track/3COVZV6VRP4sdXiWTB1XTM
176,"Party Girl",StaySolidRocky,572428,https://open.spotify.com/track/3IJYUaN3tx04S4TYyZHKoP
177,"Isso Que é Vida",DENNIS,570669,https://open.spotify.com/track/1dKYlw6v9wofuqb7EXSvPn
178,"Sei Lá",Projota,569310,https://open.spotify.com/track/6l1PdE7lQbodewVQh16GCM
179,"I Don't Care (with Justin Bieber)","Ed Sheeran",566900,https://open.spotify.com/track/0hVXuCcriWRGvwMV1r5Yn9
180,"Mulher Cativante","MC Paulin da Capital",566795,https://open.spotify.com/track/0ItBgjbN1F82yX73rwTIg0
181,"Se Prepara 2","Mc Livinho",555825,https://open.spotify.com/track/0CgMeXQiNYJxPVQ2EMJxdL
182,"50 Tons","MC Du Black",554460,https://open.spotify.com/track/330oIFOtslgdc4TBVApQuY
183,"O Amor Que Tu Perdeu",Mila,553908,https://open.spotify.com/track/3VQF7gLCASQQ3lQkOnFBhz
184,"Romance Proibido","MC Kevin o Chris",549392,https://open.spotify.com/track/7AhIaMofrzYgVn4k0zWDMB
185,"Pisadinha - Ao Vivo","Diego & Victor Hugo",541528,https://open.spotify.com/track/36P6ptTyxOggYgR2aoZiAl
186,"O Brasil Tem Que Te Ver (feat. MC KEVINHO)","Turma do Pagode",539585,https://open.spotify.com/track/1IaKf6W7N1rnotITWW2ceX
187,Circles,"Post Malone",538805,https://open.spotify.com/track/21jGcNKet2qwijlDFuPiPb
188,"Não Gosto Eu Amo - Ao Vivo","Henrique & Juliano",537716,https://open.spotify.com/track/6mnySl4xEnPy0ZBBWSAHc9
189,"Shape of You","Ed Sheeran",536753,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3
190,"Rave Balança E Bafora",Ventura,536431,https://open.spotify.com/track/7tswnwncDD0zJ1JpFf13Gl
191,"Marília Mendonça",BIN,536251,https://open.spotify.com/track/1CBjYXLotHrkiykMbI7EaU
192,Shallow,"Lady Gaga",535892,https://open.spotify.com/track/2VxeLyX666F8uXCJ0dZF8B
193,"Onze e Pouquinho",Dilsinho,532580,https://open.spotify.com/track/65i9Mc7h1CG7ssI1OhMPcT
194,"Me Desculpa Pai, Me Desculpa Mãe (feat. Dj Digo Beat) - Remix Digo Beat","MC Bruna Alves",531355,https://open.spotify.com/track/1ipiDzNe3oxmXbURsgyczF
195,"Não Me Sinto Mal Mais",Sidoka,530583,https://open.spotify.com/track/563yuGweEqRVQtjfsDVRyK
196,"Teu Segredo - Ao Vivo","Vou pro Sereno",529340,https://open.spotify.com/track/15DHt4fP4FARWLvWkIxdAx
197,"Um Pedido","Hungria Hip Hop",528378,https://open.spotify.com/track/3CgZi8DMUftJHK6WL2gKc1
198,"Dois Enganados","Murilo Huff",527551,https://open.spotify.com/track/7McCAKExE8KsI2q4Y8wx4U
199,"Surtada - Remix Brega Funk","Dadá Boladão",526664,https://open.spotify.com/track/5F8ffc8KWKNawllr5WsW0r
200,"Dois Corações",Melim,523961,https://open.spotify.com/track/4xwPOyN9VgaTPehdsLiYul
