,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
101,"Ô Moça","MC Zaquin",950872,https://open.spotify.com/track/1mQOFRDoqI34LdN79PE0vH
102,"Despedida - Ao Vivo","Wesley Safadão",946965,https://open.spotify.com/track/5LpLYzpV0HWKI2DlPmNywg
103,"Ela Aperta a Minha Mente","Xand Avião",946921,https://open.spotify.com/track/1T3hcBQRwacjWLuJJFt8co
104,"Segunda Taça - Ao Vivo","João Bosco & Vinicius",943812,https://open.spotify.com/track/1WTJdd2atKxhUrbvUHjNDt
105,"Beijo das Galáxias","Eric Land",941597,https://open.spotify.com/track/4z1hlWTFVq9ftrcCxxvcwt
106,"Golpe Trocado","Mc Frog",940687,https://open.spotify.com/track/0nGOQOcurYXEWKcWi2ZrQo
107,"Só de Sacanagem - Ao Vivo","Israel & Rodolffo",919523,https://open.spotify.com/track/40zJaB3z53PGaxIkYyieBP
108,"Slow Down (feat. Jorja Smith) - Vintage Culture & Slow Motion Remix","Maverick Sabre",908316,https://open.spotify.com/track/5PNvgiKSwMdjBsDsgFCFLX
109,Streets,"Doja Cat",897710,https://open.spotify.com/track/60ynsPSSKe6O3sfwRnIBRf
110,"A Pior Parte",Renno,896967,https://open.spotify.com/track/5It3UpCRrZM6SJTL8dIQOV
111,Cangote,"Zé Vaqueiro",883711,https://open.spotify.com/track/0dTqciDQzwVKWY2kb3Gixf
112,"menina solta","GIULIA BE",883254,https://open.spotify.com/track/2MOq63fxuFLYQM3CsDcFs1
113,"Renatinha (Ao Vivo)","Os Barões Da Pisadinha",882498,https://open.spotify.com/track/6XclJjdGPjNuB2Dl4yU0H3
114,"Litrão - Ao Vivo","Matheus & Kauan",878872,https://open.spotify.com/track/4DngRKOpRPrkbzImUB0zgh
115,"Vai Ter Que Aguentar","Mc Don Juan",877570,https://open.spotify.com/track/5GAdMAL3tRJkVN1HtwohK2
116,"Roses - Imanbek Remix","SAINt JHN",864040,https://open.spotify.com/track/0zLCBJZSiELJf02ucPP9wb
117,"Meia Noite","Zé Vaqueiro",863290,https://open.spotify.com/track/2ylAocQwOgzelMbW9KJL56
118,"Monster (Shawn Mendes & Justin Bieber)","Shawn Mendes",859800,https://open.spotify.com/track/1HbA4N1MiOsPthALesGFR1
119,"Homenagem aos Relíquias (feat. Menor MC, MC Vinny, MC Julio D.E R. & MC Leozinho ZS)","DJ Matt D",853888,https://open.spotify.com/track/4vDC52DnSqAjec5Vh5yJEb
120,"Só Tapão Nervoso Vs Toma Catucada Violenta","DJ DN",853855,https://open.spotify.com/track/2BEGTomoM88uGMOzRmZirl
121,"Senta no Fazendeiro","Mc Jacaré",845216,https://open.spotify.com/track/1wsL4Lgoo27ETnLt6svbnT
122,"WAP (feat. Megan Thee Stallion)","Cardi B",841555,https://open.spotify.com/track/4Oun2ylbjFKMPTiaSbbCih
123,Adorei,"Grupo Menos É Mais",836902,https://open.spotify.com/track/6rfNbeEGCh8M5AAj879g0r
124,"Quase uma Semana",BIN,820940,https://open.spotify.com/track/4a5YIaK7qFu6T63GeYx1Ih
125,"Prisoner (feat. Dua Lipa)","Miley Cyrus",817635,https://open.spotify.com/track/2Oycxb8QbPkpHTo8ZrmG0B
126,Isca,"Jonas Esticado",812226,https://open.spotify.com/track/5zdIuIo9uQ2E8ly4rypcRi
127,"Dance Monkey","Tones And I",811218,https://open.spotify.com/track/1rgnBhdG2JDFTbYkYRZAku
128,Dynamite,BTS,808764,https://open.spotify.com/track/4saklk6nie3yiGePpBwUoc
129,"Mood (feat. iann dior)",24kGoldn,807457,https://open.spotify.com/track/3tjFYV6RSFtuktYl3ZtYcq
130,"Balada do Buteco - Ao Vivo","Gusttavo Lima",807234,https://open.spotify.com/track/490NQHlu9e6HkJMf7LU8z4
131,"Party On My Own (feat. FAULHABER)",Alok,805981,https://open.spotify.com/track/4c9Py6O1NeuYKbJ8Ok7mTl
132,TOMA,"Luísa Sonza",801934,https://open.spotify.com/track/7pDcS0EVMJR0YwjXmHcCRg
133,"Despedida De Casal","Gustavo Mioto",801403,https://open.spotify.com/track/0V4ZIBLOxq85pFQATKtItp
134,Bandida,"Pabllo Vittar",799379,https://open.spotify.com/track/2VFTgZwiAdrADSLrUNHWt9
135,"GIRL LIKE ME","Black Eyed Peas",797190,https://open.spotify.com/track/2vBET2pmrQqafaS6zIaYta
136,"Super Ex - Ao Vivo","Gusttavo Lima",795887,https://open.spotify.com/track/6aIzRBVtvwsgSxdSvXJctb
137,"Hoje Dói","Tarcísio do Acordeon",792353,https://open.spotify.com/track/2xCMTX0PJdEc7kPJqUHw4o
138,"Pedaço de Mim",OIK,791977,https://open.spotify.com/track/2fEgPCDD0qRvZeVrY381EW
139,"Pipa Voada (feat. Emicida)",Rashid,781551,https://open.spotify.com/track/3oqC4Ta40ft6NnTJwcUTdi
140,"Foi por Conveniência","Marília Mendonça",769296,https://open.spotify.com/track/6niGCULksHzD0NHyX3zCuB
141,"Kenny G",Matuê,768136,https://open.spotify.com/track/3MkdA6vwF0ifRl86yzTlJW
142,BRABA,"Luísa Sonza",764702,https://open.spotify.com/track/2WlZuBDgLfT7Kc0admhFdg
143,"Batom de Cereja - Ao Vivo","Israel & Rodolffo",761145,https://open.spotify.com/track/2MZQAvsA7aZDssppBLRxYp
144,"Vingadora - Ao Vivo","Gusttavo Lima",757069,https://open.spotify.com/track/1PoD3bEXqqeP8GsXGyHUJ0
145,"Meu Abrigo",Melim,756979,https://open.spotify.com/track/5U28PY9MekLyCBYtLHGQpe
146,"Então Toma - Ao Vivo","Matheus & Kauan",753566,https://open.spotify.com/track/5yaXBGNko8lmFSOvKWo99j
147,"Declaração pro Bar - Ao Vivo","Guilherme & Benuto",744065,https://open.spotify.com/track/48CAeajgzcGJaVUSsXd7h0
148,"Someone You Loved","Lewis Capaldi",742679,https://open.spotify.com/track/7qEHsqek33rTcFNT9PFqLf
149,"Deve ser horrível dormir sem mim","Manu Gavassi",731600,https://open.spotify.com/track/6Q9NH5cNBY58nJkp5Jbs9j
150,"Set 2.0: Homenagem aos Relíquias","DJ Matt D",729694,https://open.spotify.com/track/566AZpR4FJErkhS3CmuaWu
151,"Graveto - Ao Vivo","Marília Mendonça",723993,https://open.spotify.com/track/3tc8Z4lGzOIwmIVftsxO6o
152,"Tudo que Eu Queria - Ao Vivo","Gusttavo Lima",721749,https://open.spotify.com/track/2qE0S1LFtf9l2t3lxtxUtX
153,"A Gente Fez Amor - Ao Vivo","Gusttavo Lima",721179,https://open.spotify.com/track/3tv697PZNnaQN0Mn2zGhS5
154,"Mentira - Ao Vivo","Felipe Araújo",720786,https://open.spotify.com/track/3oe0vGmQxem3DcarYMuzu1
155,"Paradise (feat. Dermot Kennedy)",MEDUZA,719777,https://open.spotify.com/track/6ft4hAq6yde8jPZY2i5zLr
156,Talarica,"Rennan da Penha",717670,https://open.spotify.com/track/01mKvmXQLhr3MEoiAEAcP2
157,"Meia Noite (Ce Tem Meu Whatsapp) - Ao Vivo","Os Barões Da Pisadinha",716488,https://open.spotify.com/track/7as7OL7cmgFZDADgVjQZjz
158,"Camisa do Grêmio","MC Meno K",715780,https://open.spotify.com/track/2rXIj8SkYrAWQ4Dn2oiupk
159,34+35,"Ariana Grande",714056,https://open.spotify.com/track/6Im9k8u9iIzKMrmV7BWtlF
160,"se essa vida fosse um filme","GIULIA BE",712611,https://open.spotify.com/track/0hDphSo7vI7gCjEPpD6gu0
161,"Deus é por nós","MC Marks",710484,https://open.spotify.com/track/6jcGoHrqfRW6fI2I6xtwBQ
162,"Amor de Fim de Noite",Orochi,704476,https://open.spotify.com/track/1Nmcs8zk7LfcvHRgLtTM5J
163,"Você Não é de Bar - Ao Vivo","Fernando & Sorocaba",704132,https://open.spotify.com/track/5KFEB8X5Xmpmsv5j8rHjML
164,"Deixa (feat. Ana Gabriela)",Lagum,701969,https://open.spotify.com/track/3fLqmaO4vvZpFZSZy52VMp
165,"Amor ou o Litrão - Brega Funk",Mila,693867,https://open.spotify.com/track/4WcskbAX3wImaennFI79Ll
166,"Head & Heart (feat. MNEK)","Joel Corry",691906,https://open.spotify.com/track/6cx06DFPPHchuUAcTxznu9
167,"Cheirosa - Ao Vivo","Jorge & Mateus",690216,https://open.spotify.com/track/2PWjKmjyTZeDpmOUa3a5da
168,"É Sal",Matuê,689381,https://open.spotify.com/track/2c80HnIOPMmQQVQllQEWb5
169,"Vai Tomando Foguenta","MC Yuri",689290,https://open.spotify.com/track/3SwHWvT7Uze9CqI5LJowv5
170,"Tá Faltando Eu","Luan Estilizado",688830,https://open.spotify.com/track/3gY2oyydautEwY7SsQeF4Q
171,Separei,"MC WM",687336,https://open.spotify.com/track/16uUeKOV7m51Vlx9oUIEvE
172,"Piece Of Your Heart - Alok Remix",MEDUZA,685351,https://open.spotify.com/track/6iW38RGqdDGOofmz2HeXLW
173,"Uma Ex (Ao Vivo)","Murilo Huff",679876,https://open.spotify.com/track/5AOE9T63alCQtJrtDA78Z7
174,"Casa de Praia - Ao Vivo","Os Barões Da Pisadinha",676894,https://open.spotify.com/track/6Teco2qa7OBfa7mjaMYSbO
175,"Poesia Acústica #6: Era uma Vez","Pineapple StormTv",674952,https://open.spotify.com/track/13Rf6RaZT13TW4xLQR3MQr
176,"Angels Like You","Miley Cyrus",671592,https://open.spotify.com/track/1daDRI9ahBonbWD8YcxOIB
177,inesquecível,"GIULIA BE",670121,https://open.spotify.com/track/3bUDPTCStUeLcUgXgvepQh
178,"Sua Mãe Tá Nessa - Ao Vivo","Lauana Prado",668313,https://open.spotify.com/track/5gijVJHyC1E4kt2j5Q3DEb
179,Confidencial,"Wesley Safadão",668054,https://open.spotify.com/track/767WBxhrD8kRfJ4cYZQO9G
180,"Razão das Minhas Biritas","Luíza & Maurílio",667884,https://open.spotify.com/track/3qqfukkcLElVkOWFyzHmSk
181,Up,"Cardi B",667099,https://open.spotify.com/track/1M4OcYkxAtu3ErzSgDEfoi
182,Acaso,"Vitor Fernandes",665590,https://open.spotify.com/track/4Ls13Ag4SWnniiX4QLRltL
183,"Lemonade (feat. Gunna, Don Toliver & NAV)","Internet Money",663173,https://open.spotify.com/track/7hxHWCCAIIxFLCzvDgnQHX
184,"Levitating (feat. DaBaby)","Dua Lipa",662845,https://open.spotify.com/track/5nujrmhLynf4yMoMtj8AQF
185,"Therefore I Am","Billie Eilish",661626,https://open.spotify.com/track/54bFM56PmE4YLRnqpW6Tha
186,"What A Shame","Leyla Blue",655518,https://open.spotify.com/track/7FGIEAVXfegxngH9Jg6VwA
187,Loco,Anitta,654974,https://open.spotify.com/track/3cNKhoBUhyuXhQTdQjOiT8
188,"Freio da Blazer",L7NNON,650621,https://open.spotify.com/track/6m187iACTSAZDYMaV0klqj
189,"Buzina - Ao Vivo","Diego & Victor Hugo",640510,https://open.spotify.com/track/0yOYdil5IO9tW7wraM9C3r
190,"On & On",Alok,640268,https://open.spotify.com/track/7sYAS4CpbV90oSemgaEQat
191,"Tudo no Sigilo (Vytinho NG e Bianca)","Vytinho NG",632691,https://open.spotify.com/track/60wF0XnX7A0jVpDNA5v8vi
192,"Meu Mel","Zé Vaqueiro",629543,https://open.spotify.com/track/7Jw5gMzNL8g0aeX27mUhuW
193,Roxinho,"Vitor Fernandes",621751,https://open.spotify.com/track/0ItJvt7npJ3Mw9mefto5Sn
194,"Tapão Nervoso","Jheo Chavoso",620097,https://open.spotify.com/track/233lqmrvWyIC7u5GiAnTV4
195,Pupila,ANAVITÓRIA,619214,https://open.spotify.com/track/7Gk5OrMYaMRtT2JmgJVAfk
196,Iluminado,Kawe,619156,https://open.spotify.com/track/3Y3LVTjdbZ35hGLhvYJxAq
197,"Lose Control",MEDUZA,616778,https://open.spotify.com/track/7CHi4DtfK4heMlQaudCuHK
198,"Love Again (feat. Alida)",Alok,615900,https://open.spotify.com/track/63bWXWGcWnRQvdS8bJWdkB
199,"Na Ponta do Pé 2","Mc Livinho",614131,https://open.spotify.com/track/6G5z2fh5MfVErDCsJJKNwv
200,"Break My Heart","Dua Lipa",612195,https://open.spotify.com/track/017PF4Q3l4DBUiWoXk4OWT
