,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
74,"Monster (Shawn Mendes & Justin Bieber)","Shawn Mendes",1293080,https://open.spotify.com/track/1HbA4N1MiOsPthALesGFR1
75,"Elas Gostam de Gasolina - Ao Vivo","Anderson & Vei da Pisadinha",1291402,https://open.spotify.com/track/3tkEf7vw4zDBFAQxY1vdcv
76,"Café e Amor - Ao Vivo","Gusttavo Lima",1261674,https://open.spotify.com/track/7benotyTvLY2vUsDKtxbiA
77,"Pode Sumir","Luíza & Maurílio",1255938,https://open.spotify.com/track/7CDdyDigw7e3zFr3k7uKMY
78,"menina solta","GIULIA BE",1229440,https://open.spotify.com/track/2MOq63fxuFLYQM3CsDcFs1
79,"A Gente Fez Amor - Ao Vivo","Gusttavo Lima",1227363,https://open.spotify.com/track/3tv697PZNnaQN0Mn2zGhS5
80,"Coração Na Cama - Ao Vivo","Hugo & Guilherme",1219071,https://open.spotify.com/track/2nZj5YymF54qhAu7RneVP6
81,"Esses Vícios","Zé Neto & Cristiano",1205964,https://open.spotify.com/track/2InUVOBY515umeuwdQtsQ4
82,"É Só Botada","MC Levin",1172419,https://open.spotify.com/track/07c9lzwx1IIm101PnB4BZu
83,"Libera Ela - Ao Vivo","Maiara & Maraisa",1170043,https://open.spotify.com/track/0SJtvFn4vqgJPscSbEPaql
84,"Graveto - Ao Vivo","Marília Mendonça",1158255,https://open.spotify.com/track/3tc8Z4lGzOIwmIVftsxO6o
85,"WAP (feat. Megan Thee Stallion)","Cardi B",1151029,https://open.spotify.com/track/4Oun2ylbjFKMPTiaSbbCih
86,Bandida,"Pabllo Vittar",1132401,https://open.spotify.com/track/2VFTgZwiAdrADSLrUNHWt9
87,"Homenagem aos Relíquias (feat. Menor MC, MC Vinny, MC Julio D.E R. & MC Leozinho ZS)","DJ Matt D",1131669,https://open.spotify.com/track/4vDC52DnSqAjec5Vh5yJEb
88,"Set 2.0: Homenagem aos Relíquias","DJ Matt D",1099121,https://open.spotify.com/track/566AZpR4FJErkhS3CmuaWu
89,Talarica,"Rennan da Penha",1098719,https://open.spotify.com/track/01mKvmXQLhr3MEoiAEAcP2
90,"Marília Mendonça",BIN,1085956,https://open.spotify.com/track/73uParILjIm5rcP0C2bpMF
91,TOMA,"Luísa Sonza",1073300,https://open.spotify.com/track/7pDcS0EVMJR0YwjXmHcCRg
92,"Don't Say Goodbye (feat. Tove Lo)",Alok,1058993,https://open.spotify.com/track/0GTPmh5G40joBg93vcSQNq
93,"Slow Down (feat. Jorja Smith) - Vintage Culture & Slow Motion Remix","Maverick Sabre",1058384,https://open.spotify.com/track/5PNvgiKSwMdjBsDsgFCFLX
94,"Roses - Imanbek Remix","SAINt JHN",1056808,https://open.spotify.com/track/0zLCBJZSiELJf02ucPP9wb
95,BRABA,"Luísa Sonza",1056146,https://open.spotify.com/track/2WlZuBDgLfT7Kc0admhFdg
96,"Cheirosa - Ao Vivo","Jorge & Mateus",1053744,https://open.spotify.com/track/2PWjKmjyTZeDpmOUa3a5da
97,"Eu vou tirar você do cabaré","Israell Muniz",1053146,https://open.spotify.com/track/3yBOCItZQIjGV0PT5UJCeS
98,"Prisoner (feat. Dua Lipa)","Miley Cyrus",1049194,https://open.spotify.com/track/2Oycxb8QbPkpHTo8ZrmG0B
99,"Tá Faltando Eu","Luan Estilizado",1039865,https://open.spotify.com/track/3gY2oyydautEwY7SsQeF4Q
100,"Faz a Pose","MC Teteu",1033202,https://open.spotify.com/track/1sTVKLLFDfAfowsG4bRBN4
101,"Mood (feat. iann dior)",24kGoldn,1033157,https://open.spotify.com/track/3tjFYV6RSFtuktYl3ZtYcq
102,"ALÔ AMBEV - funk remix","DJ Lucas Beat",1027915,https://open.spotify.com/track/4yD8WmB9NJVz1qYLD98iS1
103,"Party On My Own (feat. FAULHABER)",Alok,1020536,https://open.spotify.com/track/4c9Py6O1NeuYKbJ8Ok7mTl
104,"Deve ser horrível dormir sem mim","Manu Gavassi",1013682,https://open.spotify.com/track/6Q9NH5cNBY58nJkp5Jbs9j
105,"Pipa Voada (feat. Emicida)",Rashid,1012728,https://open.spotify.com/track/3oqC4Ta40ft6NnTJwcUTdi
106,"Mentira - Ao Vivo","Felipe Araújo",991254,https://open.spotify.com/track/3oe0vGmQxem3DcarYMuzu1
107,Dynamite,BTS,981114,https://open.spotify.com/track/4saklk6nie3yiGePpBwUoc
108,"Dance Monkey","Tones And I",973790,https://open.spotify.com/track/1rgnBhdG2JDFTbYkYRZAku
109,"Saudade Sua","Gusttavo Lima",966116,https://open.spotify.com/track/6NM06xgqxQ0HU5lxbt2JHi
110,Confidencial,"Wesley Safadão",944543,https://open.spotify.com/track/767WBxhrD8kRfJ4cYZQO9G
111,Avançada,"MC Kevinho",933138,https://open.spotify.com/track/1fWITNjgwmKEonjikQUaa1
112,"Kenny G",Matuê,933095,https://open.spotify.com/track/3MkdA6vwF0ifRl86yzTlJW
113,"Declaração pro Bar - Ao Vivo","Guilherme & Benuto",931050,https://open.spotify.com/track/48CAeajgzcGJaVUSsXd7h0
114,"Então Toma - Ao Vivo","Matheus & Kauan",928263,https://open.spotify.com/track/5yaXBGNko8lmFSOvKWo99j
115,Flores,Vitão,919431,https://open.spotify.com/track/25gD4PQjxCLnwIY2n23aEl
116,"Tudo Aconteceu","MC Du Black",917646,https://open.spotify.com/track/67mqU3FeErlvWwsxnMfvQo
117,Escorpião,Xamã,912297,https://open.spotify.com/track/46AFlLXnzZHZBxq44rVnsM
118,"Cabeça Voando","Os Barões Da Pisadinha",912209,https://open.spotify.com/track/6wDzwmywQ2X8O0FN1IQGol
119,"Último Beijo","Bruno & Marrone",907957,https://open.spotify.com/track/2pBEAodCImE4LgbKAG4bfz
120,"Meu Abrigo",Melim,898605,https://open.spotify.com/track/5U28PY9MekLyCBYtLHGQpe
121,"Senta no Fazendeiro","Mc Jacaré",897919,https://open.spotify.com/track/1wsL4Lgoo27ETnLt6svbnT
122,inesquecível,"GIULIA BE",889533,https://open.spotify.com/track/3bUDPTCStUeLcUgXgvepQh
123,"Meia Noite","Zé Vaqueiro",883721,https://open.spotify.com/track/2ylAocQwOgzelMbW9KJL56
124,"Supera - Ao Vivo","Marília Mendonça",883307,https://open.spotify.com/track/3GmJxfnUDrIs1iCfKUELFz
125,"Amor de Fim de Noite",Orochi,883094,https://open.spotify.com/track/1Nmcs8zk7LfcvHRgLtTM5J
126,"Tudo no Sigilo (Vytinho NG e Bianca)","Vytinho NG",878616,https://open.spotify.com/track/60wF0XnX7A0jVpDNA5v8vi
127,34+35,"Ariana Grande",878491,https://open.spotify.com/track/6Im9k8u9iIzKMrmV7BWtlF
128,"Senta Concentrada (feat. MC WS)","MC Mari",876825,https://open.spotify.com/track/62tcTmWpOcqFfZNWrheU1T
129,"Cuidado Que Eu Te Supero","Yasmin Santos",873513,https://open.spotify.com/track/5J4tK2FbXQEeC0AsfFgwpz
130,SENTADÃO,"PEDRO SAMPAIO",866918,https://open.spotify.com/track/4lKuzrdZrJuCAedbIslF3A
131,"Casa de Praia - Ao Vivo","Os Barões Da Pisadinha",866589,https://open.spotify.com/track/6Teco2qa7OBfa7mjaMYSbO
132,Separei,"MC WM",865900,https://open.spotify.com/track/16uUeKOV7m51Vlx9oUIEvE
133,"É Sal",Matuê,864950,https://open.spotify.com/track/2c80HnIOPMmQQVQllQEWb5
134,"Beijo das Galáxias","Eric Land",857016,https://open.spotify.com/track/4z1hlWTFVq9ftrcCxxvcwt
135,"Therefore I Am","Billie Eilish",856880,https://open.spotify.com/track/54bFM56PmE4YLRnqpW6Tha
136,"Uma Vida a Mais (Listen To Your Heart)","Marília Mendonça",843137,https://open.spotify.com/track/2hqRWWmbHT9CTc5a4a9NVe
137,Privilégio,"MC Luan da BS",837878,https://open.spotify.com/track/2ASs0n7ukfyxAxDtdir4vF
138,"Te Prometo",DENNIS,835227,https://open.spotify.com/track/7Ac3BmqTQoLdAt7HtZyfgN
139,"Lemonade (feat. Gunna, Don Toliver & NAV)","Internet Money",828460,https://open.spotify.com/track/7hxHWCCAIIxFLCzvDgnQHX
140,"Poesia Acústica #6: Era uma Vez","Pineapple StormTv",827528,https://open.spotify.com/track/13Rf6RaZT13TW4xLQR3MQr
141,Cabaré,"Dj Guuga",826905,https://open.spotify.com/track/0N2cvvlyEw5NFc00E3FB0D
142,"no body, no crime (feat. HAIM)","Taylor Swift",818336,https://open.spotify.com/track/6NriykdkRrjQMZo1sfVYUo
143,"champagne problems","Taylor Swift",811325,https://open.spotify.com/track/0sY6ZUTh4yoctD8VIXz339
144,"Alive (It Feels Like)",Alok,802923,https://open.spotify.com/track/4fB85IhVASxXMWgoke5WVJ
145,Pupila,ANAVITÓRIA,793781,https://open.spotify.com/track/7Gk5OrMYaMRtT2JmgJVAfk
146,"Bebe e Vem Me Procurar","Raí Saia Rodada",792356,https://open.spotify.com/track/3tu0GkIZwwkmILoD4HemBq
147,"Deixa (feat. Ana Gabriela)",Lagum,789373,https://open.spotify.com/track/3fLqmaO4vvZpFZSZy52VMp
148,"Sua Mãe Tá Nessa - Ao Vivo","Lauana Prado",785758,https://open.spotify.com/track/5gijVJHyC1E4kt2j5Q3DEb
149,Hb20,Tierry,785064,https://open.spotify.com/track/4cjowWOdLUKomiRwhWpRXJ
150,"Piece Of Your Heart - Alok Remix",MEDUZA,779267,https://open.spotify.com/track/6iW38RGqdDGOofmz2HeXLW
151,Roxinho,"Vitor Fernandes",776627,https://open.spotify.com/track/0ItJvt7npJ3Mw9mefto5Sn
152,"Se Namorar Fosse Bom - Ao Vivo","Os Barões Da Pisadinha",774906,https://open.spotify.com/track/39d68jIHbCiFdXWI6jmALW
153,"Someone You Loved","Lewis Capaldi",767012,https://open.spotify.com/track/7qEHsqek33rTcFNT9PFqLf
154,"A Pior Parte",Renno,764901,https://open.spotify.com/track/5It3UpCRrZM6SJTL8dIQOV
155,"Só Você","Leo Santana",764536,https://open.spotify.com/track/2cV8V9eV79HWJHD4jNQHqq
156,"On & On",Alok,764166,https://open.spotify.com/track/7sYAS4CpbV90oSemgaEQat
157,"Na Raba Toma Tapão",Niack,761789,https://open.spotify.com/track/0AGS6ZRgzobrazmCi6pYMe
158,"Se Eu Fosse Você - Ao Vivo","Henrique & Juliano",760201,https://open.spotify.com/track/6qFTfWG7Hz3q9HxRpNVJo1
159,"Qual é a do amor (feat. Atitude 67) - Ao vivo","João Gustavo e Murilo",759930,https://open.spotify.com/track/3rfPuNpqMHQKXIPoEF5iFB
160,"Revoada do Tubarão","MC Ryan SP",754620,https://open.spotify.com/track/0C1cJj3ZNCS75sojrcMhZV
161,"Break My Heart","Dua Lipa",752941,https://open.spotify.com/track/017PF4Q3l4DBUiWoXk4OWT
162,"Rave Na Praia","MC Teteu",746196,https://open.spotify.com/track/50YsV2XFugoMrqJK9Ttdly
163,Câncer,Xamã,745158,https://open.spotify.com/track/36AiD0aoskjMWeWCvAwTSw
164,"Nem Guindaste","MC JottaPê",740932,https://open.spotify.com/track/7BImEFQe28sPY5AbIN2kqs
165,"Lembrei de Você","Tarcísio do Acordeon",738014,https://open.spotify.com/track/6jBAJd0HuERzQ7ejam5I35
166,"Quase uma Semana",BIN,735656,https://open.spotify.com/track/4a5YIaK7qFu6T63GeYx1Ih
167,"gold rush","Taylor Swift",723235,https://open.spotify.com/track/5BK0uqwY9DNfZ630STAEaq
168,"Você Nem É Tudo Isso","Marília Mendonça",722409,https://open.spotify.com/track/0zhnWntcmhChM7PXSWuNNq
169,"Despedida De Casal","Gustavo Mioto",720827,https://open.spotify.com/track/0V4ZIBLOxq85pFQATKtItp
170,"E Nós Tem um Charme Que É da Hora","Mc Dricka",720191,https://open.spotify.com/track/4koUrXFuoId1b6wrMF3laS
171,"Um Brinde pra Nós","Hungria Hip Hop",719737,https://open.spotify.com/track/2B7EEPMfJWOG7VWpCkBtZy
172,"Vai Lá","Wesley Safadão",719727,https://open.spotify.com/track/1NFRjwcyR91yN0cLRm8263
173,Adorei,"Grupo Menos É Mais",716448,https://open.spotify.com/track/6rfNbeEGCh8M5AAj879g0r
174,"Tudo que Eu Queria - Ao Vivo","Gusttavo Lima",714374,https://open.spotify.com/track/4VfG3ntsNSyNr7lPZZyvTE
175,"Ouvi Dizer",Melim,709523,https://open.spotify.com/track/1qCLx3nX25NuhfPjM5E1qV
176,"Sentimento Seu Nenhum","DJ Lucas Beat",707351,https://open.spotify.com/track/74mDE76hPSE74NkqqJk4Ke
177,Señorita,"Shawn Mendes",707192,https://open.spotify.com/track/6v3KW9xbzN5yKLt9YKDYA2
178,"Um Pedido","Hungria Hip Hop",706481,https://open.spotify.com/track/3CgZi8DMUftJHK6WL2gKc1
179,"Meu talismã",IZA,695320,https://open.spotify.com/track/5aayWOEE7u7bxZ3r7dwIrX
180,Inamorável,"Luíza & Maurílio",695290,https://open.spotify.com/track/1uBsUw1g6w3xjpO9HYfAqi
181,"‘tis the damn season","Taylor Swift",693923,https://open.spotify.com/track/4GBkffrtA51p17JH35irGA
182,"Eu Feat. Você",Melim,691327,https://open.spotify.com/track/2PaOWQIEkSFkmONCv1Vgui
183,"Ta Apaixonado Babaca","Dj Guuga",689110,https://open.spotify.com/track/7N3BrHFlnZbOs8lPGPg1gg
184,"Lose Control",MEDUZA,687603,https://open.spotify.com/track/7CHi4DtfK4heMlQaudCuHK
185,"Pra Você Guardei O Amor","Nando Reis",683075,https://open.spotify.com/track/1EQ8sBQ7Abv9DvNBzhXAcv
186,"Os Mandrake Curte a Vida","MC Paulin da Capital",681977,https://open.spotify.com/track/5J1xChbEwiI3q371r7mDOg
187,"Tchau Brigado - Ao Vivo","Humberto & Ronaldo",681099,https://open.spotify.com/track/2TR917wkDeRvwTE5cSfZFf
188,Morena,"MC Paulin da Capital",677866,https://open.spotify.com/track/2W0VenqvlMW4c65YsxT5zu
189,"Lençol Dobrado","João Gustavo e Murilo",670963,https://open.spotify.com/track/72xB2J9ZeBl0Rzxq2XmzdY
190,"Com ou Sem Mim - Ao Vivo","Gustavo Mioto",669598,https://open.spotify.com/track/5L8ZEyIdZ2KE4Wf51SsuOF
191,"Meu Lado da História",Nandx710,665095,https://open.spotify.com/track/08LiZsFrLkWYtd20jeqWLh
192,"Aprendi a Maltratar","Tarcísio do Acordeon",664457,https://open.spotify.com/track/4Pyv03eVgrjkno7KavA8Wb
193,"Tempo Perdido","Legião Urbana",661249,https://open.spotify.com/track/7MnT7msJZg3XBAS0OTfGrB
194,"Rain On Me (with Ariana Grande)","Lady Gaga",661012,https://open.spotify.com/track/7ju97lgwC2rKQ6wwsf9no9
195,"Tô Torcendo - Ao Vivo","Gusttavo Lima",659549,https://open.spotify.com/track/74mtYZvn0rZm4EKrQwmOoX
196,"Pot-Pourri: Tempo de Aprender / Energia Surreal / Não Pedi Pra Me Apaixonar / Deixa Acontecer - Ao Vivo","Grupo Menos É Mais",657743,https://open.spotify.com/track/03PztApOdNGJ1Cn9kDKRNr
197,Uau!,"Costa Gold",656548,https://open.spotify.com/track/5jo4ocTfihMYTsq1Z4ze9h
198,"Surra de Cama","Xand Avião",652660,https://open.spotify.com/track/7eFezDGsbmX3bawb3rmtAr
199,Believer,"Imagine Dragons",648884,https://open.spotify.com/track/0pqnGHJpmpxLKifKRmU6WP
200,"Fala Comigo Bebê - Ao Vivo","Os Barões Da Pisadinha",647539,https://open.spotify.com/track/1dHfCJMj1eJMFcKF7VzqR5
