,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"Batom de Cereja - Ao Vivo","Israel & Rodolffo",8386730,https://open.spotify.com/track/2MZQAvsA7aZDssppBLRxYp
2,"Tapão Na Raba","Raí Saia Rodada",6222232,https://open.spotify.com/track/58pgi1RpcU2fVJsxhm7BIr
3,"Facas - Ao Vivo","Diego & Victor Hugo",5704932,https://open.spotify.com/track/1ere9b9vDw2N3m9d4uiXxa
4,"Ele É Ele, Eu Sou Eu","Wesley Safadão",5562554,https://open.spotify.com/track/7EWXP47VlXKO3r7mNxuWHw
5,"Disco Arranhado - Funk Remix",Malu,5512414,https://open.spotify.com/track/2Gjt4rUHBUH0rMKpBg0hF4
6,"Coração Na Cama - Ao Vivo","Hugo & Guilherme",5034283,https://open.spotify.com/track/2nZj5YymF54qhAu7RneVP6
7,"Esquema Preferido","DJ Ivis",4900716,https://open.spotify.com/track/27X3qzgB0Show6qfw5wNOK
8,Paradigmas,"Jorge & Mateus",4176567,https://open.spotify.com/track/158ukl5rih76dOEsp0I91H
9,"Lance Individual","Jorge & Mateus",3922055,https://open.spotify.com/track/7GLWWrk1YlkPYqJK3ynIA0
10,"Alô Ambev (Segue Sua Vida) - Ao Vivo","Zé Neto & Cristiano",3831965,https://open.spotify.com/track/5m5aY6S9ttfIG157xli2Rs
11,"Troca de Calçada","Marília Mendonça",3751846,https://open.spotify.com/track/4AAIAVjSyiq1N7SXKkwXZe
12,"Quero Ver é Me Esquecer (feat. Jorge) - Ao Vivo","Os Barões Da Pisadinha",3738239,https://open.spotify.com/track/2SUPbyD77tJuOUbqbxct6l
13,M4,Teto,3602711,https://open.spotify.com/track/07AQkmp456NpEnT8HR7WLy
14,"FALA MAL DE MIM","PEDRO SAMPAIO",3479262,https://open.spotify.com/track/5glMxRMRHGBRj6bydBjoPM
15,"Último Beijo","Bruno & Marrone",3437897,https://open.spotify.com/track/2pBEAodCImE4LgbKAG4bfz
16,Acaso,"Vitor Fernandes",3434265,https://open.spotify.com/track/4Ls13Ag4SWnniiX4QLRltL
17,"Deixa de Onda (Porra Nenhuma)",DENNIS,3268548,https://open.spotify.com/track/0DlHQxrVijRqVUfuS6PKaY
18,"Amor da Despedida","Os Barões Da Pisadinha",3251699,https://open.spotify.com/track/0WlmiIK5qFQ4dAB4mCA4sI
19,"Meia Noite (Você tem meu Whatsapp)","Tarcísio do Acordeon",3180310,https://open.spotify.com/track/6sPBi0qLI6KM3yXX56NxsA
20,Mds,Kawe,3146971,https://open.spotify.com/track/0QglpM23kl9ldvVdoYNZwF
21,"Foi Pá Pum","Simone & Simaria",3136134,https://open.spotify.com/track/1Cqg0nJOZRyvltkof8tjqA
22,"É Problema","Matheus & Kauan",2914422,https://open.spotify.com/track/43VBV6uVyKAHbtrRpizoRK
23,"Fala Comigo - Ao Vivo","Gusttavo Lima",2879806,https://open.spotify.com/track/56F3ngwk3a42aLY0o5QgBF
24,"Ele Não Tem","Jonas Esticado",2851273,https://open.spotify.com/track/1JHvLQWHUoYuapwQikeDuD
25,"Não Pode Se Apaixonar","Xand Avião",2757192,https://open.spotify.com/track/1HoapWs5KcMzs8QYdgg9Kt
26,"Ô Moça","MC Zaquin",2743704,https://open.spotify.com/track/1mQOFRDoqI34LdN79PE0vH
27,"Só Não Divulga","Fernando & Sorocaba",2712243,https://open.spotify.com/track/3HquWF2pZmWYu3WAEP9Heb
28,"Pulei na Piscina - Ao Vivo","Guilherme & Benuto",2684100,https://open.spotify.com/track/1uA7fD01YlQr1Rm0oyNB4H
29,"Basta Você Me Ligar - Ao Vivo","Os Barões Da Pisadinha",2624571,https://open.spotify.com/track/3rRin3LyLY92kpEbkCgwf4
30,"MONTERO (Call Me By Your Name)","Lil Nas X",2590052,https://open.spotify.com/track/3BZEcbdtXQSo7OrvKRJ6mb
31,"Recairei - Ao Vivo","Os Barões Da Pisadinha",2492954,https://open.spotify.com/track/2JTir3y1VuJQmexiTCMcTP
32,Saturno,BIN,2302121,https://open.spotify.com/track/68cPbG7hJnwDW9nPX1uQcX
33,"MODO TURBO","Luísa Sonza",2181872,https://open.spotify.com/track/0YqTL3nSL36OFdHwHoqCag
34,"Investe Em Mim","Jonas Esticado",2170523,https://open.spotify.com/track/15k1TDabqSEmyXOwMq9RM7
35,"Só de Sacanagem - Ao Vivo","Israel & Rodolffo",2152421,https://open.spotify.com/track/40zJaB3z53PGaxIkYyieBP
36,"Maçã Verde","MC Hariel",2094444,https://open.spotify.com/track/7lJoRyuNJtuiqTcKtuMuIR
37,Xerecard,"Jeff Costa",2020112,https://open.spotify.com/track/1O74aTse7W5hd2rAvnEVaW
38,"Amor e Fé - Acústico","Hungria Hip Hop",1977575,https://open.spotify.com/track/5ra6CI0pEzqjxPEZeBz0d7
39,"Cai de vagarinho até embaixo","Mc Rennan",1963777,https://open.spotify.com/track/2p04GXqx4j9sggMTFJpEBa
40,"Tudo Indica (feat. Jorge & Mateus) - Ao Vivo","Marcos & Belutti",1918050,https://open.spotify.com/track/0eoMMLrWtXbLk64baeESkc
41,"Heartbreak Anniversary",Giveon,1877170,https://open.spotify.com/track/3FAJ6O0NOHQV8Mc5Ri6ENp
42,Hackearam-Me,Tierry,1870401,https://open.spotify.com/track/5NeBu4oKweDXIjhvYqtbLo
43,"Cidade Inteira","Eric Land",1855357,https://open.spotify.com/track/7J3QMuDCSv56jRSiD9jFBF
44,"Vou falar que não quero","Vitor Fernandes",1791964,https://open.spotify.com/track/6AMTUbWihFZOwOeHxZN2Ge
45,"Peaches (feat. Daniel Caesar & Giveon)","Justin Bieber",1767296,https://open.spotify.com/track/4iJyoBOLtHqaGxP12qzhQI
46,"Esquema Preferido - Ao Vivo","Os Barões Da Pisadinha",1767045,https://open.spotify.com/track/35qOGx1CWvCkQFOv4BkVIV
