,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,Bipolar,"Mc Davi",6768566,https://open.spotify.com/track/0qxLQ6opocOGyFnlXqJ53x
2,"Volta Bebê, Volta Neném","Dj Guuga",6061259,https://open.spotify.com/track/4wQUopWk9Ed7Ng5qpKN5qd
3,"Batom de Cereja - Ao Vivo","Israel & Rodolffo",5284406,https://open.spotify.com/track/2MZQAvsA7aZDssppBLRxYp
4,"Tipo Gin - Ao Vivo","MC Kevin o Chris",5100164,https://open.spotify.com/track/4llr8mcoauwrHBtjGb7F9S
5,"Baby Me Atende","Matheus Fernandes",4615740,https://open.spotify.com/track/5R9KPXQVeyqsHZoPLMgfNy
6,"Só Não Divulga","Fernando & Sorocaba",4502588,https://open.spotify.com/track/3HquWF2pZmWYu3WAEP9Heb
7,"Liberdade (Quando o Grave Bate Forte)",Alok,4454338,https://open.spotify.com/track/2QLbRVzixE282JSQjBz2DG
8,"Disco Arranhado - Funk Remix",Malu,4341959,https://open.spotify.com/track/2Gjt4rUHBUH0rMKpBg0hF4
9,"Vida Louca","Mc Poze do Rodo",4261446,https://open.spotify.com/track/7IG7laqVpcvIIULrwWP5SA
10,"good 4 u","Olivia Rodrigo",4199101,https://open.spotify.com/track/4ZtFanR9U6ndgddUvNcjcG
11,Troca,"Jorge & Mateus",4147678,https://open.spotify.com/track/6HV630GY0GT3RN2efFRmbP
12,"Quero Ver é Me Esquecer (feat. Jorge) - Ao Vivo","Os Barões Da Pisadinha",3928759,https://open.spotify.com/track/2SUPbyD77tJuOUbqbxct6l
13,Paradigmas,"Jorge & Mateus",3869562,https://open.spotify.com/track/17UfXrL7Run3GyZJW4uRjC
14,"Tapão Na Raba","Raí Saia Rodada",3677790,https://open.spotify.com/track/58pgi1RpcU2fVJsxhm7BIr
15,"Faz Amor Comigo Só Hoje - Ao Vivo","Israel & Rodolffo",3576186,https://open.spotify.com/track/7Kba4OaxQFQ1zlknQUpNqN
16,ATENÇÃO,"PEDRO SAMPAIO",3573865,https://open.spotify.com/track/5AhnPqydkYbZAp4NkyJ7ED
17,"Ele É Ele, Eu Sou Eu","Wesley Safadão",3442871,https://open.spotify.com/track/7EWXP47VlXKO3r7mNxuWHw
18,"Facas - Ao Vivo","Diego & Victor Hugo",3399587,https://open.spotify.com/track/1ere9b9vDw2N3m9d4uiXxa
19,"Preta do Cabelo Cacheado","Th CDM",3140252,https://open.spotify.com/track/3lJ8BcGM1ROQ1ufneU3Qya
20,Passatempo,"Wesley Safadão",2991068,https://open.spotify.com/track/3ODFNdnvb3EwcXk6DI6tGA
21,"Não Pode Se Apaixonar","Xand Avião",2881789,https://open.spotify.com/track/1HoapWs5KcMzs8QYdgg9Kt
22,"É Problema","Matheus & Kauan",2790313,https://open.spotify.com/track/5gTgQBtNP08fUijxpEgmzF
23,"Coração Na Cama - Ao Vivo","Hugo & Guilherme",2677637,https://open.spotify.com/track/7vCvUJyjMxRkPeo19nxmuk
24,"Volta Comigo BB","Zé Vaqueiro",2667899,https://open.spotify.com/track/1h4u5t0EJZki8ieNGwwFXc
25,"Ela é Espetacular (Mulher Kama Sutra 2)","Mc Livinho",2664944,https://open.spotify.com/track/0x0V1IID2Sj902k6LzuWds
26,"Esquema Preferido (feat. Tarcísio do Acordeon)","DJ Ivis",2651808,https://open.spotify.com/track/0e6NlGJxYlHvAN8SKxad7N
27,"Troca de Calçada","Marília Mendonça",2538489,https://open.spotify.com/track/4AAIAVjSyiq1N7SXKkwXZe
28,"Deixa de Onda (Porra Nenhuma)",DENNIS,2525918,https://open.spotify.com/track/0DlHQxrVijRqVUfuS6PKaY
29,"MONTERO (Call Me By Your Name)","Lil Nas X",2443015,https://open.spotify.com/track/67BtfxlNbhBmCDR2L2l8qd
30,"Foi Pá Pum","Simone & Simaria",2435719,https://open.spotify.com/track/5uztIMqjl5FTZSYDlOBJjV
31,"Vou falar que não quero","Vitor Fernandes",2428024,https://open.spotify.com/track/6AMTUbWihFZOwOeHxZN2Ge
32,"A Cara do Crime (Nós Incomoda)","Mc Poze do Rodo",2382185,https://open.spotify.com/track/0wRn3ggAY1fIupTaVigdza
33,"Último Beijo","Bruno & Marrone",2362685,https://open.spotify.com/track/2pBEAodCImE4LgbKAG4bfz
34,"deja vu","Olivia Rodrigo",2357142,https://open.spotify.com/track/6HU7h9RYOaPRFeh0R3UeAr
35,Acaso,"Vitor Fernandes",2337935,https://open.spotify.com/track/4Ls13Ag4SWnniiX4QLRltL
36,Plutão,VMZ,2259070,https://open.spotify.com/track/3ydmNkAyYq0AKtG8sTfE9P
37,"Não Nasceu pra Namorar","MC Zaquin",2257101,https://open.spotify.com/track/6pQKUKBpwr6GhfhcFFFozo
38,"Cadê o Amor","Zé Vaqueiro",2241091,https://open.spotify.com/track/1EHFiKkrppC5kXImn8LFBr
39,"Ô Moça","MC Zaquin",2201835,https://open.spotify.com/track/1mQOFRDoqI34LdN79PE0vH
40,"Pingo de Dó - Ao Vivo","Hugo & Guilherme",2147010,https://open.spotify.com/track/1a17gIb57XhPj2CMbqYABw
41,"FALA MAL DE MIM","PEDRO SAMPAIO",2011086,https://open.spotify.com/track/5glMxRMRHGBRj6bydBjoPM
42,"drivers license","Olivia Rodrigo",1930518,https://open.spotify.com/track/5wANPM4fQCJwkGd4rN57mH
43,"Ele Não Tem","Jonas Esticado",1896146,https://open.spotify.com/track/1JHvLQWHUoYuapwQikeDuD
44,Butter,BTS,1867715,https://open.spotify.com/track/2bgTY4UwhfBYhGT4HUYStN
45,"favorite crime","Olivia Rodrigo",1845876,https://open.spotify.com/track/5JCoSi02qi3jJeHdZXMmR8
46,traitor,"Olivia Rodrigo",1844864,https://open.spotify.com/track/5CZ40GBx1sQ9agT82CLQCT
47,"Freio da Blazer",L7NNON,1784213,https://open.spotify.com/track/6m187iACTSAZDYMaV0klqj
48,M4,Teto,1761558,https://open.spotify.com/track/07AQkmp456NpEnT8HR7WLy
49,"Espirra o Lança","Dj Serpinha",1755970,https://open.spotify.com/track/5H25WPPytKQcMfIPu0oEBO
50,Morena,NATTAN,1755291,https://open.spotify.com/track/6zsEKAZZulmsl1Qlw5G3EX
51,Gueto,IZA,1745717,https://open.spotify.com/track/2AzBHIVlSYb0fx8zHWQIgl
52,"Alô Ambev (Segue Sua Vida) - Ao Vivo","Zé Neto & Cristiano",1740609,https://open.spotify.com/track/5m5aY6S9ttfIG157xli2Rs
53,"Zero Saudade - Ao Vivo","Os Barões Da Pisadinha",1719749,https://open.spotify.com/track/1oIqP923yBKV45IaXm5s14
54,"Lance Individual","Jorge & Mateus",1692428,https://open.spotify.com/track/000RW47rhEkSqjgTrZx7YX
55,"Meia Noite (Você tem meu Whatsapp)","Tarcísio do Acordeon",1672408,https://open.spotify.com/track/6sPBi0qLI6KM3yXX56NxsA
56,Sigilo,"Guilherme & Benuto",1658059,https://open.spotify.com/track/6vnKRiOjUjYT59xl4awHTx
57,"Só de Sacanagem - Ao Vivo","Israel & Rodolffo",1626295,https://open.spotify.com/track/40zJaB3z53PGaxIkYyieBP
58,"Girl From Rio",Anitta,1544991,https://open.spotify.com/track/2plRom0urixt6BE8t7kOhQ
59,"Esqueceu Foi Porra","Eric Land",1538973,https://open.spotify.com/track/2xlw13Ns5yz9XZGtfnpPN9
60,"Amor da Despedida","Os Barões Da Pisadinha",1528572,https://open.spotify.com/track/0WlmiIK5qFQ4dAB4mCA4sI
61,"Desbloqueado - Ao Vivo","Diego & Victor Hugo",1478683,https://open.spotify.com/track/66HWIQEq6xO0IZ47AHrybG
62,Mds,Kawe,1463321,https://open.spotify.com/track/0QglpM23kl9ldvVdoYNZwF
63,Saturno,BIN,1426921,https://open.spotify.com/track/68cPbG7hJnwDW9nPX1uQcX
64,"Save Your Tears (with Ariana Grande) (Remix)","The Weeknd",1422072,https://open.spotify.com/track/37BZB0z9T8Xu7U3e65qxFy
65,"Leave The Door Open","Bruno Mars",1414241,https://open.spotify.com/track/7MAibcTli4IisCtbHKrGMh
66,"Peaches (feat. Daniel Caesar & Giveon)","Justin Bieber",1411429,https://open.spotify.com/track/4iJyoBOLtHqaGxP12qzhQI
67,Vagabundo,"Matheus & Kauan",1403810,https://open.spotify.com/track/6Lrzxd7ST5oQ6FYKXKH7Ia
68,"Vou Te Botar","MC Meno K",1342327,https://open.spotify.com/track/3O9i9fpKuzebZezXUwJh69
69,"Preta do Cabelo Cacheado","Mc Don Juan",1335244,https://open.spotify.com/track/0Ve3XWcrsgy90xo0UL2syx
70,"Pulei na Piscina - Ao Vivo","Guilherme & Benuto",1333552,https://open.spotify.com/track/1uA7fD01YlQr1Rm0oyNB4H
71,"MODO TURBO","Luísa Sonza",1322906,https://open.spotify.com/track/0YqTL3nSL36OFdHwHoqCag
72,"Fala Comigo - Ao Vivo","Gusttavo Lima",1302479,https://open.spotify.com/track/56F3ngwk3a42aLY0o5QgBF
73,"Localiza Aí BB","Vitor e Luan",1302123,https://open.spotify.com/track/6fe5D0ivKnpXFMAnoSRjah
74,"Watermelon Sugar","Harry Styles",1298592,https://open.spotify.com/track/6UelLqGlWMcVH1E5c4H7lY
75,"Doutora 3","Mc Kevin",1268338,https://open.spotify.com/track/4DWKtQVURjepn8uzBgmwuv
76,"Levitating (feat. DaBaby)","Dua Lipa",1264651,https://open.spotify.com/track/5nujrmhLynf4yMoMtj8AQF
77,happier,"Olivia Rodrigo",1256723,https://open.spotify.com/track/2tGvwE8GcFKwNdAXMnlbfl
78,"Eu Tenho Medo","Zé Vaqueiro",1245985,https://open.spotify.com/track/7yjduLSgPntFlq79Cuzrfz
79,"Blinding Lights","The Weeknd",1242806,https://open.spotify.com/track/0VjIjW4GlUZAMYd2vXMi3b
80,"Investe Em Mim","Jonas Esticado",1223015,https://open.spotify.com/track/15k1TDabqSEmyXOwMq9RM7
81,"Maçã Verde","MC Hariel",1215119,https://open.spotify.com/track/7lJoRyuNJtuiqTcKtuMuIR
