,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"Batom de Cereja - Ao Vivo","Israel & Rodolffo",8400779,https://open.spotify.com/track/2MZQAvsA7aZDssppBLRxYp
2,"Disco Arranhado - Funk Remix",Malu,6153644,https://open.spotify.com/track/2Gjt4rUHBUH0rMKpBg0hF4
3,"Tapão Na Raba","Raí Saia Rodada",5855292,https://open.spotify.com/track/58pgi1RpcU2fVJsxhm7BIr
4,"Facas - Ao Vivo","Diego & Victor Hugo",5461534,https://open.spotify.com/track/1ere9b9vDw2N3m9d4uiXxa
5,"Ele É Ele, Eu Sou Eu","Wesley Safadão",5318611,https://open.spotify.com/track/7EWXP47VlXKO3r7mNxuWHw
6,"Coração Na Cama - Ao Vivo","Hugo & Guilherme",4788354,https://open.spotify.com/track/2nZj5YymF54qhAu7RneVP6
7,Paradigmas,"Jorge & Mateus",4081546,https://open.spotify.com/track/158ukl5rih76dOEsp0I91H
8,"Quero Ver é Me Esquecer (feat. Jorge) - Ao Vivo","Os Barões Da Pisadinha",3895701,https://open.spotify.com/track/2SUPbyD77tJuOUbqbxct6l
9,"Alô Ambev (Segue Sua Vida) - Ao Vivo","Zé Neto & Cristiano",3737186,https://open.spotify.com/track/5m5aY6S9ttfIG157xli2Rs
10,"Lance Individual","Jorge & Mateus",3640700,https://open.spotify.com/track/7GLWWrk1YlkPYqJK3ynIA0
11,"Troca de Calçada","Marília Mendonça",3486490,https://open.spotify.com/track/4AAIAVjSyiq1N7SXKkwXZe
12,M4,Teto,3475522,https://open.spotify.com/track/07AQkmp456NpEnT8HR7WLy
13,Acaso,"Vitor Fernandes",3331774,https://open.spotify.com/track/4Ls13Ag4SWnniiX4QLRltL
14,"Último Beijo","Bruno & Marrone",3287407,https://open.spotify.com/track/2pBEAodCImE4LgbKAG4bfz
15,"MONTERO (Call Me By Your Name)","Lil Nas X",3167957,https://open.spotify.com/track/3BZEcbdtXQSo7OrvKRJ6mb
16,"FALA MAL DE MIM","PEDRO SAMPAIO",3123279,https://open.spotify.com/track/5glMxRMRHGBRj6bydBjoPM
17,"Deixa de Onda (Porra Nenhuma)",DENNIS,3113486,https://open.spotify.com/track/0DlHQxrVijRqVUfuS6PKaY
18,"Foi Pá Pum","Simone & Simaria",3083180,https://open.spotify.com/track/1Cqg0nJOZRyvltkof8tjqA
19,"É Problema","Matheus & Kauan",2935901,https://open.spotify.com/track/5gTgQBtNP08fUijxpEgmzF
20,"Não Pode Se Apaixonar","Xand Avião",2918071,https://open.spotify.com/track/1HoapWs5KcMzs8QYdgg9Kt
21,"Amor da Despedida","Os Barões Da Pisadinha",2914027,https://open.spotify.com/track/0WlmiIK5qFQ4dAB4mCA4sI
22,Mds,Kawe,2797556,https://open.spotify.com/track/0QglpM23kl9ldvVdoYNZwF
23,"Meia Noite (Você tem meu Whatsapp)","Tarcísio do Acordeon",2714364,https://open.spotify.com/track/6sPBi0qLI6KM3yXX56NxsA
24,"Fala Comigo - Ao Vivo","Gusttavo Lima",2710525,https://open.spotify.com/track/56F3ngwk3a42aLY0o5QgBF
25,"Ele Não Tem","Jonas Esticado",2562501,https://open.spotify.com/track/1JHvLQWHUoYuapwQikeDuD
26,"Pulei na Piscina - Ao Vivo","Guilherme & Benuto",2557640,https://open.spotify.com/track/1uA7fD01YlQr1Rm0oyNB4H
27,"Só Não Divulga","Fernando & Sorocaba",2550144,https://open.spotify.com/track/3HquWF2pZmWYu3WAEP9Heb
28,"Ô Moça","MC Zaquin",2504724,https://open.spotify.com/track/1mQOFRDoqI34LdN79PE0vH
29,"Basta Você Me Ligar - Ao Vivo","Os Barões Da Pisadinha",2413586,https://open.spotify.com/track/3rRin3LyLY92kpEbkCgwf4
30,"Recairei - Ao Vivo","Os Barões Da Pisadinha",2277677,https://open.spotify.com/track/2JTir3y1VuJQmexiTCMcTP
31,"Cai de vagarinho até embaixo","Mc Rennan",2217842,https://open.spotify.com/track/2p04GXqx4j9sggMTFJpEBa
