,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"Esquema Preferido","DJ Ivis",6423180,https://open.spotify.com/track/27X3qzgB0Show6qfw5wNOK
2,"Ele É Ele, Eu Sou Eu","Wesley Safadão",6363842,https://open.spotify.com/track/7EWXP47VlXKO3r7mNxuWHw
3,"Facas - Ao Vivo","Diego & Victor Hugo",5663443,https://open.spotify.com/track/1ere9b9vDw2N3m9d4uiXxa
4,"Meia Noite (Você tem meu Whatsapp)","Tarcísio do Acordeon",4903719,https://open.spotify.com/track/6sPBi0qLI6KM3yXX56NxsA
5,"Alô Ambev (Segue Sua Vida) - Ao Vivo","Zé Neto & Cristiano",4680036,https://open.spotify.com/track/5m5aY6S9ttfIG157xli2Rs
6,"Coração Na Cama - Ao Vivo","Hugo & Guilherme",4535143,https://open.spotify.com/track/2nZj5YymF54qhAu7RneVP6
7,Mds,Kawe,4478429,https://open.spotify.com/track/0QglpM23kl9ldvVdoYNZwF
8,"Recairei - Ao Vivo","Os Barões Da Pisadinha",4452149,https://open.spotify.com/track/2JTir3y1VuJQmexiTCMcTP
9,"Lance Individual","Jorge & Mateus",4369659,https://open.spotify.com/track/7GLWWrk1YlkPYqJK3ynIA0
10,"Tapão Na Raba","Raí Saia Rodada",4171459,https://open.spotify.com/track/58pgi1RpcU2fVJsxhm7BIr
11,"Basta Você Me Ligar - Ao Vivo","Os Barões Da Pisadinha",4059601,https://open.spotify.com/track/3rRin3LyLY92kpEbkCgwf4
12,M4,Teto,4035754,https://open.spotify.com/track/07AQkmp456NpEnT8HR7WLy
13,Xerecard,"Jeff Costa",4034422,https://open.spotify.com/track/1O74aTse7W5hd2rAvnEVaW
14,"Amor da Despedida","Os Barões Da Pisadinha",3767286,https://open.spotify.com/track/0WlmiIK5qFQ4dAB4mCA4sI
15,"MODO TURBO","Luísa Sonza",3470024,https://open.spotify.com/track/0YqTL3nSL36OFdHwHoqCag
16,"Pulei na Piscina - Ao Vivo","Guilherme & Benuto",3375571,https://open.spotify.com/track/1uA7fD01YlQr1Rm0oyNB4H
17,"Amor ou o Litrão","Petter Ferraz",3128113,https://open.spotify.com/track/7qmnP8Woc47dLSrMD5MxL1
18,"Maçã Verde","MC Hariel",3112237,https://open.spotify.com/track/7lJoRyuNJtuiqTcKtuMuIR
19,"Investe Em Mim","Jonas Esticado",3007348,https://open.spotify.com/track/15k1TDabqSEmyXOwMq9RM7
20,"Último Beijo","Bruno & Marrone",2927647,https://open.spotify.com/track/2pBEAodCImE4LgbKAG4bfz
21,"Foi Pá Pum","Simone & Simaria",2734287,https://open.spotify.com/track/1Cqg0nJOZRyvltkof8tjqA
22,"Espetinho - Ao Vivo","Gusttavo Lima",2725273,https://open.spotify.com/track/52yvnBV90B2ZUC5b25cFer
23,"Esquema Preferido - Ao Vivo","Os Barões Da Pisadinha",2643999,https://open.spotify.com/track/35qOGx1CWvCkQFOv4BkVIV
24,"Tá Rocheda","Os Barões Da Pisadinha",2446319,https://open.spotify.com/track/3dPvQLKl42dMYWV4LWRTLK
25,"Deixa de Onda (Porra Nenhuma)",DENNIS,2426765,https://open.spotify.com/track/0DlHQxrVijRqVUfuS6PKaY
26,"Amor e Fé - Acústico","Hungria Hip Hop",2384643,https://open.spotify.com/track/5ra6CI0pEzqjxPEZeBz0d7
27,"Ilusão (Cracolândia)","MC Hariel",2357583,https://open.spotify.com/track/6WXglvTFRmjlHHhgjYMNif
28,"Figurinha - Ao Vivo","Douglas & Vinicius",2326014,https://open.spotify.com/track/187Pge0WmJNoS73kaIORSE
29,Privilégio,"MC Luan da BS",2324361,https://open.spotify.com/track/2ASs0n7ukfyxAxDtdir4vF
30,Letícia,"Zé Vaqueiro",2312788,https://open.spotify.com/track/2R1OgezGfBMeiAcMpJ1EkH
31,"Cidade Inteira","Eric Land",2300060,https://open.spotify.com/track/7J3QMuDCSv56jRSiD9jFBF
32,"É Só Botada","MC Levin",2249048,https://open.spotify.com/track/07c9lzwx1IIm101PnB4BZu
33,"Troca de Calçada","Marília Mendonça",2223701,https://open.spotify.com/track/4AAIAVjSyiq1N7SXKkwXZe
34,"Alô Ex-Amor - Ao Vivo","João Bosco e Gabriel",2217180,https://open.spotify.com/track/2QCwoYDn4DRfjs4NhW2KpO
35,"Tudo Indica (feat. Jorge & Mateus) - Ao Vivo","Marcos & Belutti",2189131,https://open.spotify.com/track/0eoMMLrWtXbLk64baeESkc
36,"Sogra - Ao Vivo",Dilsinho,2141275,https://open.spotify.com/track/4zsiMjB0794HztyqUkD3Zi
37,"É Problema","Matheus & Kauan",2134876,https://open.spotify.com/track/5gTgQBtNP08fUijxpEgmzF
38,"Rainha da Favela",LUDMILLA,2110169,https://open.spotify.com/track/3vu864xi5Xis9VfOsJpmXu
39,"Faz a Pose","MC Teteu",2096522,https://open.spotify.com/track/1sTVKLLFDfAfowsG4bRBN4
40,"Pot-Pourri: Melhor Eu Ir / Ligando Os Fatos / Sonho de Amor / Deixa Eu Te Querer - Ao Vivo","Grupo Menos É Mais",2060711,https://open.spotify.com/track/5r9CZJMoMmxio2AnJdxuDS
41,Rita,Tierry,2030745,https://open.spotify.com/track/1nDCZBI8MaHXI2f36dnQyG
42,"Blinding Lights","The Weeknd",2029384,https://open.spotify.com/track/0VjIjW4GlUZAMYd2vXMi3b
43,"Só Tem Eu","Zé Felipe",2025629,https://open.spotify.com/track/1X0MaGErD8rcspqQs9s2m0
44,"Ele Não Tem","Jonas Esticado",2012362,https://open.spotify.com/track/1JHvLQWHUoYuapwQikeDuD
45,"Mtg - Vem Sentando Vem (feat. Dj Nbeat) - Remix","MC 2jhow",1965004,https://open.spotify.com/track/2Xgc216OMnc9PyUalpaSPc
46,"De Menina pra Mulher - Ao Vivo","Gusttavo Lima",1956289,https://open.spotify.com/track/7snoDTJeoJ2oVMhf7eoF3t
47,Nêga,"Tarcísio do Acordeon",1926101,https://open.spotify.com/track/3S2iI46NmKyZsoxs2NByIP
48,"Volta por Baixo - Ao Vivo","Henrique & Juliano",1923242,https://open.spotify.com/track/6juD9PQwAPvuXYIAE2gjhO
49,"drivers license","Olivia Rodrigo",1889534,https://open.spotify.com/track/7lPN2DXiMsVn7XUKtOW1CS
50,"Eu Tenho Medo","Zé Vaqueiro",1859889,https://open.spotify.com/track/5TU6HG6Ltm7ZYr3r5dZjsA
51,"Quero Você do Jeito Que Quiser","Marília Mendonça",1824489,https://open.spotify.com/track/64I6t2tuUGnIlaDIzHJ6YI
52,Paradigmas,"Jorge & Mateus",1741616,https://open.spotify.com/track/158ukl5rih76dOEsp0I91H
