,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"Recairei - Ao Vivo","Os Barões Da Pisadinha",5974372,https://open.spotify.com/track/2JTir3y1VuJQmexiTCMcTP
2,"Amor ou o Litrão","Petter Ferraz",5401956,https://open.spotify.com/track/7qmnP8Woc47dLSrMD5MxL1
3,"Basta Você Me Ligar - Ao Vivo","Os Barões Da Pisadinha",4906021,https://open.spotify.com/track/3rRin3LyLY92kpEbkCgwf4
4,"Meia Noite (Você tem meu Whatsapp)","Tarcísio do Acordeon",4891455,https://open.spotify.com/track/6sPBi0qLI6KM3yXX56NxsA
5,"Lance Individual","Jorge & Mateus",4854916,https://open.spotify.com/track/7GLWWrk1YlkPYqJK3ynIA0
6,"Investe Em Mim","Jonas Esticado",4744543,https://open.spotify.com/track/15k1TDabqSEmyXOwMq9RM7
7,"Alô Ambev (Segue Sua Vida) - Ao Vivo","Zé Neto & Cristiano",4386560,https://open.spotify.com/track/5m5aY6S9ttfIG157xli2Rs
8,"MODO TURBO","Luísa Sonza",4182817,https://open.spotify.com/track/0YqTL3nSL36OFdHwHoqCag
9,"Só Tem Eu","Zé Felipe",4144887,https://open.spotify.com/track/1X0MaGErD8rcspqQs9s2m0
10,"Figurinha - Ao Vivo","Douglas & Vinicius",3839304,https://open.spotify.com/track/187Pge0WmJNoS73kaIORSE
11,"Ilusão (Cracolândia)","MC Hariel",3723054,https://open.spotify.com/track/6WXglvTFRmjlHHhgjYMNif
12,Rita,Tierry,3696771,https://open.spotify.com/track/1nDCZBI8MaHXI2f36dnQyG
13,"Amor da Despedida","Os Barões Da Pisadinha",3558346,https://open.spotify.com/track/0WlmiIK5qFQ4dAB4mCA4sI
14,"Pulei na Piscina - Ao Vivo","Guilherme & Benuto",3527108,https://open.spotify.com/track/1uA7fD01YlQr1Rm0oyNB4H
15,"Cidade Inteira","Eric Land",3525535,https://open.spotify.com/track/7J3QMuDCSv56jRSiD9jFBF
16,"Rainha da Favela",LUDMILLA,3455141,https://open.spotify.com/track/3vu864xi5Xis9VfOsJpmXu
17,"De Menina pra Mulher - Ao Vivo","Gusttavo Lima",3382609,https://open.spotify.com/track/42P3wMiPfXQM93TYZotuPQ
18,"Tá Rocheda","Os Barões Da Pisadinha",3330107,https://open.spotify.com/track/3dPvQLKl42dMYWV4LWRTLK
19,Letícia,"Zé Vaqueiro",3312097,https://open.spotify.com/track/2R1OgezGfBMeiAcMpJ1EkH
20,"Só Você","MC Rogerinho",3225694,https://open.spotify.com/track/59kRq8rb5uJCrSYYbGCk7o
