,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
24,"Te Prometo",DENNIS,2124263,https://open.spotify.com/track/7Ac3BmqTQoLdAt7HtZyfgN
25,"Liberdade Provisória - Ao Vivo","Henrique & Juliano",2106075,https://open.spotify.com/track/3Ghyp3X5Ua9ypHnBIgOObI
26,BRABA,"Luísa Sonza",2097313,https://open.spotify.com/track/2WlZuBDgLfT7Kc0admhFdg
27,"Tá Rocheda","Os Barões Da Pisadinha",2092642,https://open.spotify.com/track/3dPvQLKl42dMYWV4LWRTLK
28,"S de Saudade","Luíza & Maurílio",2039832,https://open.spotify.com/track/3J5Pu25BODMex4Jpy4l6FL
29,"Desejando Eu (Ao Vivo)","Murilo Huff",2039629,https://open.spotify.com/track/3056x1XkmICnQmji68rrft
30,"Watermelon Sugar","Harry Styles",2037734,https://open.spotify.com/track/6UelLqGlWMcVH1E5c4H7lY
31,"A Gente Fez Amor - Ao Vivo","Gusttavo Lima",2010927,https://open.spotify.com/track/3tv697PZNnaQN0Mn2zGhS5
32,"Recairei - Ao Vivo","Os Barões Da Pisadinha",1983158,https://open.spotify.com/track/71FrGl0XcpL3VId65tB5mg
33,"Não Vai Embora",Dilsinho,1966779,https://open.spotify.com/track/28atBekPVlTdnU4M9Z7udd
34,"Viva Voz - Ao Vivo","Lauana Prado",1960202,https://open.spotify.com/track/08Sd5vVcIH3uKeAiaJdoYj
35,Talarica,"Rennan da Penha",1929691,https://open.spotify.com/track/01mKvmXQLhr3MEoiAEAcP2
36,"WAP (feat. Megan Thee Stallion)","Cardi B",1788602,https://open.spotify.com/track/4Oun2ylbjFKMPTiaSbbCih
37,"Despedida - Ao Vivo","Wesley Safadão",1745255,https://open.spotify.com/track/5LpLYzpV0HWKI2DlPmNywg
38,"Melhor Eu Ir / Ligando os Fatos / Sonho de Amor / Deixa Eu Te Querer - Ao Vivo","Grupo Menos É Mais",1743235,https://open.spotify.com/track/2ptHQBO7TQhEkXOeK9ST59
39,"Figurinha - Ao Vivo","Douglas & Vinicius",1705789,https://open.spotify.com/track/187Pge0WmJNoS73kaIORSE
40,"Briga Feia - Ao Vivo","Henrique & Juliano",1691648,https://open.spotify.com/track/4j2bK4fnc2s6GyVmhJsJhk
41,"Rave do Papa - Deluxe (feat. Mc Rennan, MC Bruna Alves, MC BN & MC Rick) - Remix","Dj W-Beatz",1680510,https://open.spotify.com/track/59CnMc5PR9GdDFEVOpHSg9
42,"Blinding Lights","The Weeknd",1643539,https://open.spotify.com/track/0VjIjW4GlUZAMYd2vXMi3b
43,"Libera Ela - Ao Vivo","Maiara & Maraisa",1627346,https://open.spotify.com/track/0SJtvFn4vqgJPscSbEPaql
44,"Não Valeu","Wesley Safadão",1624687,https://open.spotify.com/track/1GWUiFYLYEapxYHnASyOud
45,"Saudade Sua","Gusttavo Lima",1583737,https://open.spotify.com/track/6NM06xgqxQ0HU5lxbt2JHi
46,"menina solta","GIULIA BE",1546647,https://open.spotify.com/track/2MOq63fxuFLYQM3CsDcFs1
47,"Roses - Imanbek Remix","SAINt JHN",1545921,https://open.spotify.com/track/2Wo6QQD1KMDWeFkkjLqwx5
48,"Basta Você Me Ligar - Ao Vivo","Os Barões Da Pisadinha",1540770,https://open.spotify.com/track/3AV1KI22k1jGMz792lDrj1
49,"Pipa Voada (feat. Emicida)",Rashid,1511403,https://open.spotify.com/track/3oqC4Ta40ft6NnTJwcUTdi
50,"Cheirosa - Ao Vivo","Jorge & Mateus",1507685,https://open.spotify.com/track/2PWjKmjyTZeDpmOUa3a5da
51,"Mentira - Ao Vivo","Felipe Araújo",1501140,https://open.spotify.com/track/3oe0vGmQxem3DcarYMuzu1
52,"Don't Start Now","Dua Lipa",1397192,https://open.spotify.com/track/3PfIrDoz19wz7qK7tYeu62
53,"Segunda Taça - Ao Vivo","João Bosco & Vinicius",1340908,https://open.spotify.com/track/23zmMwD99ROi9yhxqMxWil
54,"Vira Homem","Marília Mendonça",1277742,https://open.spotify.com/track/0GrEqRHf5FioT1hOB8PBxZ
55,"Declaração pro Bar - Ao Vivo","Guilherme & Benuto",1275253,https://open.spotify.com/track/48CAeajgzcGJaVUSsXd7h0
56,"Só Você","MC Rogerinho",1225649,https://open.spotify.com/track/59kRq8rb5uJCrSYYbGCk7o
57,"Com ou Sem Mim - Ao Vivo","Gustavo Mioto",1203058,https://open.spotify.com/track/5L8ZEyIdZ2KE4Wf51SsuOF
58,"Hoje É Rave","Bárbara Labres",1177720,https://open.spotify.com/track/2CBpRE0A922XhWLSI8AT9O
59,"Supera - Ao Vivo","Marília Mendonça",1174009,https://open.spotify.com/track/3GmJxfnUDrIs1iCfKUELFz
60,"Amor de Fim de Noite",Orochi,1164563,https://open.spotify.com/track/1Nmcs8zk7LfcvHRgLtTM5J
61,"Aí Eu Bebo - Ao Vivo","Maiara & Maraisa",1124267,https://open.spotify.com/track/2Ou6UYuUbNyqwXxRDSeFRf
62,BALANÇA,"WC no Beat",1106267,https://open.spotify.com/track/1neg4NArvpVL7AOWIBja6q
63,"Dance Monkey","Tones And I",1100540,https://open.spotify.com/track/1rgnBhdG2JDFTbYkYRZAku
64,"3 Batidas - Ao Vivo","Guilherme & Benuto",1072570,https://open.spotify.com/track/1uryupl9hqVZYurJwH4G9k
65,"Bebi Minha Bicicleta (Coração Falido) - Ao Vivo","Zé Neto & Cristiano",1060283,https://open.spotify.com/track/2Q9TaUXNM4mNSCgJjbmsJe
66,"Xereca de Mel","Shevchenko e Elloco",1059791,https://open.spotify.com/track/3csAhPJlNeCDnvuTdT8RQw
67,"death bed (coffee for your head)",Powfu,1007116,https://open.spotify.com/track/7eJMfftS33KTjuF7lTsMCx
68,"Manda Áudio","Di Propósito",1006587,https://open.spotify.com/track/0in6Rc29qdyOkhKyYw4A84
69,SENTADÃO,"PEDRO SAMPAIO",996576,https://open.spotify.com/track/4lKuzrdZrJuCAedbIslF3A
70,"(não) era amor","GIULIA BE",989712,https://open.spotify.com/track/7DmZMqXYgQ1oI3z3bGUEbi
71,"Então Toma - Ao Vivo","Matheus & Kauan",984246,https://open.spotify.com/track/5yaXBGNko8lmFSOvKWo99j
72,"ROCKSTAR (feat. Roddy Ricch)",DaBaby,983508,https://open.spotify.com/track/7ytR5pFWmSjzHJIeQkgog4
73,"Slow Down (feat. Jorja Smith) - Vintage Culture & Slow Motion Remix","Maverick Sabre",962505,https://open.spotify.com/track/5PNvgiKSwMdjBsDsgFCFLX
74,"Savage Love (Laxed - Siren Beat)","Jawsh 685",947687,https://open.spotify.com/track/1xQ6trAsedVPCdbtDAmk0c
75,"Pode Sumir","Luíza & Maurílio",942275,https://open.spotify.com/track/5OzvtpasMB3aPWpfVr0PsA
76,"E Nós Tem um Charme Que É da Hora","Mc Dricka",936417,https://open.spotify.com/track/4koUrXFuoId1b6wrMF3laS
77,"SEM LIMITES","WC no Beat",923975,https://open.spotify.com/track/3JZwQT1rIxU3wdtF7eneee
78,"Te gusta","MC Kevinho",923680,https://open.spotify.com/track/0h5iRD8nlDtcn4rwbZzNgg
79,Avançada,"MC Kevinho",892739,https://open.spotify.com/track/1fWITNjgwmKEonjikQUaa1
80,"Someone You Loved","Lewis Capaldi",888686,https://open.spotify.com/track/7qEHsqek33rTcFNT9PFqLf
81,"Break My Heart","Dua Lipa",886490,https://open.spotify.com/track/017PF4Q3l4DBUiWoXk4OWT
82,"Midnight Sky","Miley Cyrus",882125,https://open.spotify.com/track/27ycaQnQAxaPiyeg3nr2aB
83,"Textão - Ao Vivo","Zé Neto & Cristiano",869081,https://open.spotify.com/track/2uhBCMHwS3SATOHIgM2KPF
84,"Bebe e Vem Me Procurar","Raí Saia Rodada",864058,https://open.spotify.com/track/3tu0GkIZwwkmILoD4HemBq
85,"Relógio Parado (Ao Vivo)","Diego & Arnaldo",857293,https://open.spotify.com/track/5n8Y78Pl5q8lqS7sJP61qw
86,"Cidade Inteira","Eric Land",849153,https://open.spotify.com/track/7J3QMuDCSv56jRSiD9jFBF
87,"Serenata - Ao Vivo","Marília Mendonça",848448,https://open.spotify.com/track/5fY9bVl1Wj4PIM3wnduWop
88,"Áudio - Ao Vivo em Brasília","Diego & Victor Hugo",847497,https://open.spotify.com/track/2PqPSf3gtTED79rWGwVtYg
89,"How You Like That",BLACKPINK,840245,https://open.spotify.com/track/3vAn0qZzdyuHamcrpkfiX3
90,"Quem Traiu Levou - Ao Vivo","Gusttavo Lima",833794,https://open.spotify.com/track/17Ryox5vWKp92IDW87C5PI
91,Girassol,"Priscilla Alcantara",822729,https://open.spotify.com/track/22rcaYTa2UgcLCbeO0NoNj
92,"Poesia Acústica #6: Era uma Vez","Pineapple StormTv",822627,https://open.spotify.com/track/13Rf6RaZT13TW4xLQR3MQr
93,"Toosie Slide",Drake,819081,https://open.spotify.com/track/466cKvZn1j45IpxDdYZqdA
94,ASAS,"Luan Santana",815113,https://open.spotify.com/track/0j1tGcJJfq1nIs4i5GoHXv
95,"Vergonha pra Midia","Salvador Da Rima",807224,https://open.spotify.com/track/5JsxHA8NttHWThpTCToK1J
96,Pupila,ANAVITÓRIA,802323,https://open.spotify.com/track/7Gk5OrMYaMRtT2JmgJVAfk
97,"Certo e Duvidoso (feat. Gaab) - Ao Vivo","Marcos & Belutti",801462,https://open.spotify.com/track/7ArNH109yIfwIquJ535fsi
98,"Rain On Me (with Ariana Grande)","Lady Gaga",793071,https://open.spotify.com/track/7ju97lgwC2rKQ6wwsf9no9
99,"Vem Me Satisfazer","MC Ingryd",792158,https://open.spotify.com/track/63SHcJzckFykS8faA5zojY
100,"Se Eu Fosse Você - Ao Vivo","Henrique & Juliano",791345,https://open.spotify.com/track/3HXLUh9lzSrSLvrvLk2LjC
101,"Kenny G",Matuê,779124,https://open.spotify.com/track/3MkdA6vwF0ifRl86yzTlJW
102,"Tchau Brigado - Ao Vivo","Humberto & Ronaldo",777197,https://open.spotify.com/track/2TR917wkDeRvwTE5cSfZFf
103,"Breaking Me",Topic,769280,https://open.spotify.com/track/3H7ihDc1dqLriiWXwsc2po
104,"Você Nem É Tudo Isso","Marília Mendonça",768229,https://open.spotify.com/track/7A80qvCqnAXMURfZsaPOcT
105,"Para, Pensa e Volta (feat. Marília Mendonça) - Ao Vivo","Yasmin Santos",766409,https://open.spotify.com/track/2rRA0VNb8RcaUMAmgWFoCL
106,"Cabeça Voando","Os Barões Da Pisadinha",763463,https://open.spotify.com/track/6wDzwmywQ2X8O0FN1IQGol
107,"Meu Abrigo",Melim,755530,https://open.spotify.com/track/5U28PY9MekLyCBYtLHGQpe
108,"Qual é a do amor (feat. Atitude 67) - Ao vivo","João Gustavo e Murilo",749424,https://open.spotify.com/track/3rfPuNpqMHQKXIPoEF5iFB
109,"Vai Lá","Wesley Safadão",745614,https://open.spotify.com/track/1NFRjwcyR91yN0cLRm8263
110,Reincidente,"Felipe Araújo",741854,https://open.spotify.com/track/3XG1frltSxibGuYLPucxl8
111,Chupadinha,"Os Barões Da Pisadinha",738602,https://open.spotify.com/track/0BVRi6cizWdDrLRmKI0qsw
112,"Pulei na Piscina - Ao Vivo","Guilherme & Benuto",736173,https://open.spotify.com/track/1uA7fD01YlQr1Rm0oyNB4H
113,"Céu de pipa","MC Marks",723181,https://open.spotify.com/track/2DQ09MyIaXu5F1ly4MEvDM
114,Heather,"Conan Gray",721376,https://open.spotify.com/track/4xqrdfXkTW4T0RauPLv3WA
115,"água com açúcar - ao vivo","Luan Santana",712780,https://open.spotify.com/track/6nI98wtHOJAYSASq22TCYu
116,"Meu talismã",IZA,711984,https://open.spotify.com/track/5aayWOEE7u7bxZ3r7dwIrX
117,"Assunto Delicado","Marília Mendonça",711939,https://open.spotify.com/track/2LrcQbkZOz82SSPNjnJJAP
118,"Poesia Acústica - Paris","Pineapple StormTv",707546,https://open.spotify.com/track/5JKaHAt4atuNoLqpyDgbyK
119,"Deixa (feat. Ana Gabriela)",Lagum,706177,https://open.spotify.com/track/3fLqmaO4vvZpFZSZy52VMp
120,"Tudo de bom",Pk,703655,https://open.spotify.com/track/3YqLyRFwjGuPBT7EHoyQH7
121,"Laugh Now Cry Later (feat. Lil Durk)",Drake,699196,https://open.spotify.com/track/2SAqBLGA283SUiwJ3xOUVI
122,"Hear Me Tonight",Alok,697456,https://open.spotify.com/track/0v8OKUrqZGoEbgEUXScRSQ
123,"Erro Antigo - Ao Vivo","Diego & Victor Hugo",694714,https://open.spotify.com/track/7qpXCkcr3Zj4LDvdiWryns
124,"Marília Mendonça",BIN,686872,https://open.spotify.com/track/1CBjYXLotHrkiykMbI7EaU
125,"Tijolão - Ao Vivo","Jorge & Mateus",678095,https://open.spotify.com/track/6QwFUcPc5nhsqZuhXUYtV7
126,"Gaiola É o Troco","MC Du Black",674355,https://open.spotify.com/track/3Uq45ipGutypFPmETfaoaH
127,Tentativas,"Marília Mendonça",674158,https://open.spotify.com/track/5STHFaWYO1KeyITjvB4hR8
128,"Ferida Curada","Zé Neto & Cristiano",672692,https://open.spotify.com/track/1U3tv41tFRgOfbytpuYQrR
129,Complicado,Vitão,672563,https://open.spotify.com/track/6toDZSoqG5QUitFsoxavRy
130,Señorita,"Shawn Mendes",666331,https://open.spotify.com/track/6v3KW9xbzN5yKLt9YKDYA2
131,"Tiro Certo - Ao Vivo","Zé Felipe",659605,https://open.spotify.com/track/5MArTXEVyKBwoodjdy04fk
132,"Saudade em Gotas (feat. Wesley Safadão) - Ao Vivo","Yasmin Santos",659336,https://open.spotify.com/track/3ZROq16fQ1o2dWEGkHPHkJ
133,"Adore You","Harry Styles",659325,https://open.spotify.com/track/3jjujdWJ72nww5eGnfs2E7
134,Gelo,Melim,657492,https://open.spotify.com/track/2DsZ6pXK1AG6emFugTeYW3
135,"Ouvi Dizer",Melim,651814,https://open.spotify.com/track/1qCLx3nX25NuhfPjM5E1qV
136,"ily (i love you baby) (feat. Emilee)","Surf Mesa",648751,https://open.spotify.com/track/62aP9fBQKYKxi7PDXwcUAS
137,"Pontos de Exclamação - Vintage Culture & Future Class Remix","Jovem Dionisio",641578,https://open.spotify.com/track/25usEf5iGk9HL0LM9VTxue
138,"Lençol Dobrado","João Gustavo e Murilo",638461,https://open.spotify.com/track/72xB2J9ZeBl0Rzxq2XmzdY
139,"Tão Linda","Atitude 67",636253,https://open.spotify.com/track/59WWulo1LM0njpIkcduCMn
140,"Carreira Solo - Ao Vivo","Gusttavo Lima",632978,https://open.spotify.com/track/1MmS7UIy3J1BTxfGCRvVqN
141,Amoreco,"Simone & Simaria",632494,https://open.spotify.com/track/32qETd0e2eKMs2BiMocPc0
142,Perdição,L7NNON,632099,https://open.spotify.com/track/7FikD4RFpmSZIvoP3rRwsS
143,"Lose Control",MEDUZA,631549,https://open.spotify.com/track/7CHi4DtfK4heMlQaudCuHK
144,Cabaré,"Dj Guuga",626673,https://open.spotify.com/track/0N2cvvlyEw5NFc00E3FB0D
145,"Sou Vitorioso","Mc Lele JP",624955,https://open.spotify.com/track/37hCsK2djczyRGWMjqzbxD
146,"Cobra Venenosa (feat. DJ Will22)",LUDMILLA,624830,https://open.spotify.com/track/15kdyHRNcHSCTRjvHvmqrs
147,goosebumps,"Travis Scott",624209,https://open.spotify.com/track/6gBFPUFcJLzWGx4lenP6h2
148,"Rave Na Praia","MC Teteu",621681,https://open.spotify.com/track/50YsV2XFugoMrqJK9Ttdly
149,"10 de Setembro","Marília Mendonça",621377,https://open.spotify.com/track/3GDnVUfriizmbSEOLieKP8
150,"Eu Feat. Você",Melim,620229,https://open.spotify.com/track/2PaOWQIEkSFkmONCv1Vgui
151,"A Casa É Sua","Casa Worship",616110,https://open.spotify.com/track/3h3fui1QXImL2zRcs9v2Lc
152,"Muito Cedo","Turma do Pagode",612791,https://open.spotify.com/track/7N0Py2msno86enR6JPNlpV
153,"Já que me ensinou a beber","Thiago Brava",612764,https://open.spotify.com/track/4aajF8YX6i8guXdLaW82eS
154,"Eterna Sacanagem","MC JottaPê",610514,https://open.spotify.com/track/1AfNdxHdE4OLcnQUyC6j3i
155,"Tócame (feat. Arcangel & De La Ghetto)",Anitta,610195,https://open.spotify.com/track/4cno0k9jDEFpLAQyHNjqVx
156,Believer,"Imagine Dragons",609942,https://open.spotify.com/track/0pqnGHJpmpxLKifKRmU6WP
157,"On & On",Alok,609093,https://open.spotify.com/track/7sYAS4CpbV90oSemgaEQat
158,"Mulher Cativante","MC Paulin da Capital",604067,https://open.spotify.com/track/0ItBgjbN1F82yX73rwTIg0
159,"Combatchy (feat. MC Rebecca)",Anitta,604034,https://open.spotify.com/track/2bPtwnrpFNEe8N7Q85kLHw
160,"Pode Jogar","MC Kevin o Chris",599455,https://open.spotify.com/track/6YClJMtJDyyJ2iaUf5npyC
161,"Deixa Tudo Como Tá - Ao Vivo",Thiaguinho,596761,https://open.spotify.com/track/0abrd2vT2W3JZBDNezUY7r
162,"Intenção - Ao Vivo","Marília Mendonça",594991,https://open.spotify.com/track/1qy7aOHnfnOMJoT1fhoLYG
163,"Quarta Cadeira - Ao Vivo","Matheus & Kauan",590714,https://open.spotify.com/track/5q0NlM6Pm8Pp3orq7zGiRn
164,"UN DIA (ONE DAY) (Feat. Tainy)","J Balvin",589699,https://open.spotify.com/track/0EhpEsp4L0oRGM0vmeaN5e
165,"Pra Você Guardei O Amor","Nando Reis",589552,https://open.spotify.com/track/1EQ8sBQ7Abv9DvNBzhXAcv
166,"Poesia Acústica #8: Amor e Samba","Pineapple StormTv",588673,https://open.spotify.com/track/2RoWhAVtQrPU53BERYlmYZ
167,"Piece Of Your Heart - Alok Remix",MEDUZA,581061,https://open.spotify.com/track/6iW38RGqdDGOofmz2HeXLW
168,Memories,"Maroon 5",580458,https://open.spotify.com/track/2b8fOow8UzyDFAE27YhOZM
169,"Sei Lá",Projota,579221,https://open.spotify.com/track/6l1PdE7lQbodewVQh16GCM
170,"Amor de Que","Pabllo Vittar",575675,https://open.spotify.com/track/7vpGKEUPrA4UEsS4o4W1tP
171,"Baila Comigo (feat. Kelly Ruiz) - Rennan da Penha Remix",Dayvi,574746,https://open.spotify.com/track/7M6D0ACikinC39ZtuEwMPo
172,"Hit Contagiante","Felipe Original",572542,https://open.spotify.com/track/5dKesZwp6deuhEeW8F1UEi
173,"Some que ele vem atrás",Anitta,568908,https://open.spotify.com/track/2qD7VoDYcrAPY0cVEfpsR5
174,"Isso Que é Vida",DENNIS,568022,https://open.spotify.com/track/1dKYlw6v9wofuqb7EXSvPn
175,"O Matuto Se Apaixonou","Os Barões Da Pisadinha",564291,https://open.spotify.com/track/09KUam5nfzNEXSSV9zWiT9
176,"Dona de mim",IZA,562880,https://open.spotify.com/track/0H8CBal2Dcu5Yc001VotZN
177,"Bebi Liguei - Ao Vivo","Marília Mendonça",562848,https://open.spotify.com/track/3RbXsVQr4jeTxvT35Hssq3
178,"Vitória Chegou","Mc Lipi",559618,https://open.spotify.com/track/541XTa1azDkMp2cFsM1Hcw
179,"Fatalmente / Separação / Temporal - Ao Vivo","Grupo Menos É Mais",556457,https://open.spotify.com/track/0mpqoslgBvHcnbNZhK8wBO
180,"Um Pedido","Hungria Hip Hop",556086,https://open.spotify.com/track/3CgZi8DMUftJHK6WL2gKc1
181,CHEGUEI,"WC no Beat",554277,https://open.spotify.com/track/0IADBrWn8u4BjrXPa0Wd10
182,"Tempo Perdido","Legião Urbana",552957,https://open.spotify.com/track/7MnT7msJZg3XBAS0OTfGrB
183,"Poesia Acústica #7: Céu Azul","Pineapple StormTv",552119,https://open.spotify.com/track/2FGhB10Gon36GgFcOTMQEW
184,"Todo Mundo Vai Sofrer - Ao Vivo","Marília Mendonça",548923,https://open.spotify.com/track/4E6RdcCWMiHTu7zy1VTNDo
185,"Ela Vem","MC G15",547730,https://open.spotify.com/track/31yFXM26dazFnWI2eoOM5R
186,"Amor e Fé - Acústico","Hungria Hip Hop",545077,https://open.spotify.com/track/5ra6CI0pEzqjxPEZeBz0d7
187,"Stuck with U (with Justin Bieber)","Ariana Grande",538471,https://open.spotify.com/track/4HBZA5flZLE435QTztThqH
188,"Se Prepara 2","Mc Livinho",534631,https://open.spotify.com/track/0CgMeXQiNYJxPVQ2EMJxdL
189,"Péssimo Negócio (Ao Vivo)",Dilsinho,533725,https://open.spotify.com/track/5MMrkwK6AgNAsgHVdC7daZ
190,"áudio de desculpas","Manu Gavassi",533688,https://open.spotify.com/track/1JP3iGUerYKKYQwXGQGYks
191,"The Box","Roddy Ricch",533080,https://open.spotify.com/track/0nbXyq5TXYPCO7pr3N8S4I
192,cardigan,"Taylor Swift",529678,https://open.spotify.com/track/4R2kfaDFhslZEMJqAFNpdd
193,Será,Lagum,528729,https://open.spotify.com/track/0tsnSrX4XuUMzu0ehBhCFk
194,"Romance Proibido","MC Kevin o Chris",527182,https://open.spotify.com/track/7AhIaMofrzYgVn4k0zWDMB
195,"Don't Cry For Me (with Jason Derulo)",Alok,525778,https://open.spotify.com/track/0FLwo3U1NrjocfK2FDisrX
196,"Agora Eu Pego Mesmo","Os Barões Da Pisadinha",524226,https://open.spotify.com/track/6OsMu5ntYteQzcCrZVWA33
197,"Não Me Sinto Mal Mais",Sidoka,523923,https://open.spotify.com/track/563yuGweEqRVQtjfsDVRyK
198,Dizeres,Orgânico,522073,https://open.spotify.com/track/3Vc8vnid3noqupe9PvUKxP
199,"Tempo de Aprender / Energia Surreal / Não Pedi Pra Me Apaixonar - Ao Vivo","Grupo Menos É Mais",516727,https://open.spotify.com/track/3COVZV6VRP4sdXiWTB1XTM
200,Shallow,"Lady Gaga",513862,https://open.spotify.com/track/2VxeLyX666F8uXCJ0dZF8B
