,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
104,"Espetinho - Ao Vivo","Gusttavo Lima",1030544,https://open.spotify.com/track/52yvnBV90B2ZUC5b25cFer
105,"Astronaut In The Ocean","Masked Wolf",1027928,https://open.spotify.com/track/0BGwAKW4u8kWOhWFflZxfl
106,"Pot-Pourri: Melhor Eu Ir / Ligando Os Fatos / Sonho de Amor / Deixa Eu Te Querer - Ao Vivo","Grupo Menos É Mais",1017876,https://open.spotify.com/track/5r9CZJMoMmxio2AnJdxuDS
107,"Don't Say Goodbye (feat. Tove Lo)",Alok,1006413,https://open.spotify.com/track/0GTPmh5G40joBg93vcSQNq
108,"Vou Falar Que Não Quero - Remix","DJ Lucas Beat",1003685,https://open.spotify.com/track/0YluTOlBctnpHPABgFSXEw
109,"Bloqueia Eu - Remix","DJ Lucas Beat",984879,https://open.spotify.com/track/0VxVv5IKWXj5o6FVO7zKXN
110,"Anota Placa","Tz da Coronel",982045,https://open.spotify.com/track/3QUriWUE8WnWLpWxHA52k4
111,"The Business",Tiësto,977304,https://open.spotify.com/track/6f3Slt0GbA2bPZlz0aIFXN
112,"Deixa Eu Falar pra Você","Josué Bom de Faixa",977216,https://open.spotify.com/track/0f1xsopmPwjGv5lJooglnD
113,"Don't Start Now","Dua Lipa",965583,https://open.spotify.com/track/3PfIrDoz19wz7qK7tYeu62
114,"Tá Rocheda","Os Barões Da Pisadinha",962113,https://open.spotify.com/track/3dPvQLKl42dMYWV4LWRTLK
115,"Coração de Isca","Bruno & Marrone",961974,https://open.spotify.com/track/2Nlf97QqqcZ2x9Qb4h1Qt2
116,"enough for you","Olivia Rodrigo",960089,https://open.spotify.com/track/2TOzTqQXNmR2zDJXihjZ2e
117,"Amarelo, azul e branco",ANAVITÓRIA,952923,https://open.spotify.com/track/2LOIoeI16A8jjKubPKoCSa
118,"MTG É Sempre Assim","DJ ARTHUZIIN",951306,https://open.spotify.com/track/7frGdTrAxXpYbvsTsaySxJ
119,"Ilusão (Cracolândia)","MC Hariel",947545,https://open.spotify.com/track/6WXglvTFRmjlHHhgjYMNif
120,"Ei Tudo Bem","MC Zaquin",946626,https://open.spotify.com/track/3yNHwvq8n95NJTBILYEciD
121,"Hold On","Justin Bieber",945405,https://open.spotify.com/track/1nahzW3kfMuwReTka28tH5
122,"Nem Doeu - Ao Vivo","Matheus & Kauan",933970,https://open.spotify.com/track/260n4ECk9j4IEvTAVBYojl
123,"Eu Sou O Mestre Dos Magos","DJ GRZS",923670,https://open.spotify.com/track/132wAeR05o10R9iSjA1XAE
124,"Me Ame Mais","Jorge & Mateus",915227,https://open.spotify.com/track/4iavXH4dDUMA8yAabnUhSI
125,"F* F* M*","Filipe Ret",908825,https://open.spotify.com/track/0cHflpV8SSGbE0NKaasEfT
126,"Heartbreak Anniversary",Giveon,908612,https://open.spotify.com/track/3FAJ6O0NOHQV8Mc5Ri6ENp
127,positions,"Ariana Grande",904362,https://open.spotify.com/track/35mvY5S1H3J2QZyna3TFe0
128,Dynamite,BTS,893429,https://open.spotify.com/track/4saklk6nie3yiGePpBwUoc
129,Paypal,Teto,892809,https://open.spotify.com/track/6x1FttETfbRLerumlTn0ZH
130,"Poesia Acústica #9: Melhor Forma","Pineapple StormTv",891320,https://open.spotify.com/track/2fmeSswdyVq4wcqhY41UHk
131,"Esses Vícios","Zé Neto & Cristiano",889898,https://open.spotify.com/track/2InUVOBY515umeuwdQtsQ4
132,"Despedida De Casal","Gustavo Mioto",886318,https://open.spotify.com/track/0V4ZIBLOxq85pFQATKtItp
133,"Acertou na Mosca",Tierry,885175,https://open.spotify.com/track/3w4RBPBd4cBwcGvK26deQO
134,Storiezin,"Raí Saia Rodada",884990,https://open.spotify.com/track/1h6a1gcgHa4hg09xEmue3V
135,"AK47 É o Porte do Homem","MC Torugo",882381,https://open.spotify.com/track/5HdghQzJVbvkZuMyvj2k34
136,Deprê,"Marília Mendonça",881069,https://open.spotify.com/track/2BRGOqLBHFJclDM6PB2dnd
137,"Alive (It Feels Like)",Alok,876865,https://open.spotify.com/track/4fB85IhVASxXMWgoke5WVJ
138,"Senta com Amor","MC Kevinho",867092,https://open.spotify.com/track/1kjMT9xY7fsPCbOY9glt96
139,"Pode Sumir","Luíza & Maurílio",865966,https://open.spotify.com/track/7CDdyDigw7e3zFr3k7uKMY
140,"1 step forward, 3 steps back","Olivia Rodrigo",861383,https://open.spotify.com/track/4wcBRRpIfesgcyUtis7PEg
141,"Tipo Gringa","DJ Matt D",843336,https://open.spotify.com/track/3oxk3UVbKJiPcPokw9h64D
142,"Os Menino da Pecuária","Léo & Raphael",830190,https://open.spotify.com/track/49QpcTWIP16YgGLmiPDvTI
143,"Ela Aperta a Minha Mente","Xand Avião",822931,https://open.spotify.com/track/1T3hcBQRwacjWLuJJFt8co
144,"Your Power","Billie Eilish",815339,https://open.spotify.com/track/5qNh5WtzMbfpSj2jLlBkoD
145,"Uma Cavala Mesmo","MC Meno K",814677,https://open.spotify.com/track/1bK6UaFcArJvIaMeKPTFSm
146,"Figurinha - Ao Vivo","Douglas & Vinicius",793949,https://open.spotify.com/track/187Pge0WmJNoS73kaIORSE
147,"Sofa, Breja e Netflix","Mac Júlia",783485,https://open.spotify.com/track/6eIZaT9qNz9lVrhWbJOWls
148,"Desejando Eu (Ao Vivo)","Murilo Huff",781344,https://open.spotify.com/track/3056x1XkmICnQmji68rrft
149,"É Só Botada","MC Levin",771710,https://open.spotify.com/track/07c9lzwx1IIm101PnB4BZu
150,"hope ur ok","Olivia Rodrigo",766676,https://open.spotify.com/track/1zejeOnykpCoyVSit6Bwp3
151,Nêga,"Tarcísio do Acordeon",766526,https://open.spotify.com/track/3S2iI46NmKyZsoxs2NByIP
152,"Coração Gelado 2","DJ BOY",757126,https://open.spotify.com/track/770dThFIyI1l6ovcxxeUW2
153,"Localiza Aí Bebê - Ao Vivo","João Bosco e Gabriel",752886,https://open.spotify.com/track/7sCdzif8vD8XN1jgdYFL1q
154,"O Carpinteiro (Conto de Fadas)",NATTAN,750686,https://open.spotify.com/track/084XFobv6FZRHHw6mEYJdU
155,telepatía,"Kali Uchis",748095,https://open.spotify.com/track/6tDDoYIxWvMLTdKpjFkc1B
156,Lobo,Orochi,744989,https://open.spotify.com/track/4W7Y0EsaVPh87WKC1etOHA
157,Cangote,"Zé Vaqueiro",741431,https://open.spotify.com/track/4sNVJ7S1hwZycKkCZY9gVx
158,"Meu Mel","Zé Vaqueiro",740046,https://open.spotify.com/track/1w5GF97jRe8bnNKcBPYPyf
159,"Vou Te Botar","MC Meno K",739607,https://open.spotify.com/track/3O9i9fpKuzebZezXUwJh69
160,Arcade,"Duncan Laurence",732078,https://open.spotify.com/track/1J14CdDAvBTE1AJYUOwl6C
161,Runaway,AURORA,720224,https://open.spotify.com/track/1v1oIWf2Xgh54kIWuKsDf6
162,"Someone You Loved","Lewis Capaldi",718694,https://open.spotify.com/track/7qEHsqek33rTcFNT9PFqLf
163,"Tudo Em Paz","Jorge & Mateus",715569,https://open.spotify.com/track/0LjcDhacvjZN5QyCqM2UTy
164,"GIRL LIKE ME","Black Eyed Peas",714171,https://open.spotify.com/track/2vBET2pmrQqafaS6zIaYta
165,"Só Tem Eu","Zé Felipe",713310,https://open.spotify.com/track/1X0MaGErD8rcspqQs9s2m0
166,"Não Nego Um Vamo","Hugo & Vitor",708883,https://open.spotify.com/track/0jUVjA4goewfigd4lb6Br8
167,"Acabou a Água (feat. Mc Ygor Yanks)","MC 3L",703419,https://open.spotify.com/track/7jFEykLSATTBHLCJXikHmD
168,"Só Tapão Nervoso Vs Toma Catucada Violenta","DJ DN",697581,https://open.spotify.com/track/2BEGTomoM88uGMOzRmZirl
169,Letícia,"Zé Vaqueiro",695229,https://open.spotify.com/track/1Qzse4pBfaUXY6wWOqYoRH
170,777-666,Matuê,692013,https://open.spotify.com/track/3sGcETRMuAgcPgjDpIkgMn
171,"Roses - Imanbek Remix","SAINt JHN",687905,https://open.spotify.com/track/0zLCBJZSiELJf02ucPP9wb
172,"Rainha da Favela",LUDMILLA,685473,https://open.spotify.com/track/3vu864xi5Xis9VfOsJpmXu
173,"Seu Beijo Joga Sujo","Avine Vinny",675808,https://open.spotify.com/track/2enk2whIgJyoe0O9HRQZJV
174,"Slow Down (feat. Jorja Smith) - Vintage Culture & Slow Motion Remix","Maverick Sabre",675174,https://open.spotify.com/track/5PNvgiKSwMdjBsDsgFCFLX
175,"Liberdade Provisória - Ao Vivo","Henrique & Juliano",674196,https://open.spotify.com/track/4Y0gR2tYML083T6b2vhJrn
176,"Comigo - Ao Vivo","Israel & Rodolffo",672312,https://open.spotify.com/track/5d1gclipGCveqFzEKozszI
177,Adorei,"Grupo Menos É Mais",672299,https://open.spotify.com/track/1jweGFaVZxEVrOHKsLpPY4
178,"Meu Abrigo",Melim,672237,https://open.spotify.com/track/5U28PY9MekLyCBYtLHGQpe
179,Streets,"Doja Cat",666939,https://open.spotify.com/track/60ynsPSSKe6O3sfwRnIBRf
180,"Manda Áudio","Di Propósito",666305,https://open.spotify.com/track/0in6Rc29qdyOkhKyYw4A84
181,"Cuidado Que Eu Te Supero","Yasmin Santos",663884,https://open.spotify.com/track/5J4tK2FbXQEeC0AsfFgwpz
182,"Máquina do Tempo",Matuê,662889,https://open.spotify.com/track/5oI9blwsXC8AkTWw6wASY8
183,"Hit do Ano - O Peso da Luta","MC Hariel",661616,https://open.spotify.com/track/0dyr2vWp1BXPAGRepsCnJQ
184,"Poesia Acústica #6: Era uma Vez","Pineapple StormTv",655097,https://open.spotify.com/track/13Rf6RaZT13TW4xLQR3MQr
185,"Rebola Lentinho","Mc Kaio",654266,https://open.spotify.com/track/3bcJIkPhkmoiF31lcHZ96t
186,"1 Milhão de Sonhos","Mc Kevin",651132,https://open.spotify.com/track/0mKMbu1kjSPhZUQjWgGF3o
187,"Build a Bitch","Bella Poarch",647951,https://open.spotify.com/track/7BoobGhD4x5K96Me0hqC8Q
188,"menina solta","GIULIA BE",646140,https://open.spotify.com/track/2MOq63fxuFLYQM3CsDcFs1
189,"Manto do Timão","Mc Kevin",644914,https://open.spotify.com/track/3GiY6uqCIFD8ufQ12ElSUZ
190,"Amor ou o Litrão","Petter Ferraz",643627,https://open.spotify.com/track/7qmnP8Woc47dLSrMD5MxL1
191,Xerecard,"Jeff Costa",643363,https://open.spotify.com/track/1O74aTse7W5hd2rAvnEVaW
192,"Paradise (feat. Dermot Kennedy)",MEDUZA,641832,https://open.spotify.com/track/6ft4hAq6yde8jPZY2i5zLr
193,"Coração Traumatizou - Ao Vivo","Israel & Rodolffo",634976,https://open.spotify.com/track/1c5uZE4rMQ09O4bIJvlHwK
194,"Goosebumps - Remix","Travis Scott",634731,https://open.spotify.com/track/5uEYRdEIh9Bo4fpjDd4Na9
195,"Quero Você do Jeito Que Quiser","Marília Mendonça",633303,https://open.spotify.com/track/64I6t2tuUGnIlaDIzHJ6YI
196,"Namorando Com Saudade","Jorge & Mateus",632235,https://open.spotify.com/track/6m84TzSTM5nbwZxIxkYHz6
197,"Aonde Eu Sou Cria",Borges,630214,https://open.spotify.com/track/5ZSCMCmUNxnRTDuYZxK3ah
198,"De Menina pra Mulher - Ao Vivo","Gusttavo Lima",627029,https://open.spotify.com/track/7snoDTJeoJ2oVMhf7eoF3t
199,"S de Saudade","Luíza & Maurílio",626814,https://open.spotify.com/track/3J5Pu25BODMex4Jpy4l6FL
200,"Prisoner (feat. Dua Lipa)","Miley Cyrus",626696,https://open.spotify.com/track/2Oycxb8QbPkpHTo8ZrmG0B
