,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
57,positions,"Ariana Grande",1516219,https://open.spotify.com/track/35mvY5S1H3J2QZyna3TFe0
58,"Viva Voz - Ao Vivo","Lauana Prado",1501903,https://open.spotify.com/track/08Sd5vVcIH3uKeAiaJdoYj
59,"Romance Desapegado","Conde do Forró",1501583,https://open.spotify.com/track/54OqGd3dmug64db0ZtOtF4
60,"Desce Pro Play (PA PA PA)","Mc Zaac",1472384,https://open.spotify.com/track/4zGtfOglDBfVUypabBwIjQ
61,"É Só Botada","MC Levin",1470565,https://open.spotify.com/track/07c9lzwx1IIm101PnB4BZu
62,Deprê,"Marília Mendonça",1456980,https://open.spotify.com/track/2BRGOqLBHFJclDM6PB2dnd
63,"Watermelon Sugar","Harry Styles",1451960,https://open.spotify.com/track/6UelLqGlWMcVH1E5c4H7lY
64,Ranking,"Jorge & Mateus",1449061,https://open.spotify.com/track/0RaIjuKU5hudMteEXwr4RS
65,"S de Saudade","Luíza & Maurílio",1409245,https://open.spotify.com/track/3J5Pu25BODMex4Jpy4l6FL
66,"Seu Beijo Joga Sujo","Avine Vinny",1407823,https://open.spotify.com/track/2enk2whIgJyoe0O9HRQZJV
67,777-666,Matuê,1405650,https://open.spotify.com/track/3sGcETRMuAgcPgjDpIkgMn
68,LARISSA,"PEDRO SAMPAIO",1404776,https://open.spotify.com/track/1wowgtxmcxyIDGkQ8S28gL
69,"Século 21","Leo Santana",1396064,https://open.spotify.com/track/79Uf0vVa7HwWKSgdpTwtRm
70,"Liberdade Provisória - Ao Vivo","Henrique & Juliano",1377653,https://open.spotify.com/track/4Y0gR2tYML083T6b2vhJrn
71,"Manda Áudio","Di Propósito",1360863,https://open.spotify.com/track/0in6Rc29qdyOkhKyYw4A84
72,Hackearam-Me,Tierry,1335272,https://open.spotify.com/track/5NeBu4oKweDXIjhvYqtbLo
73,"Poesia Acústica #9: Melhor Forma","Pineapple StormTv",1324613,https://open.spotify.com/track/2fmeSswdyVq4wcqhY41UHk
74,"Pode Sumir","Luíza & Maurílio",1321060,https://open.spotify.com/track/7CDdyDigw7e3zFr3k7uKMY
75,"Despedida - Ao Vivo","Wesley Safadão",1309186,https://open.spotify.com/track/5LpLYzpV0HWKI2DlPmNywg
76,"Segunda Taça - Ao Vivo","João Bosco & Vinicius",1279437,https://open.spotify.com/track/1WTJdd2atKxhUrbvUHjNDt
77,"Don't Start Now","Dua Lipa",1255007,https://open.spotify.com/track/3PfIrDoz19wz7qK7tYeu62
78,"A Gente Fez Amor - Ao Vivo","Gusttavo Lima",1228817,https://open.spotify.com/track/3tv697PZNnaQN0Mn2zGhS5
79,"Esses Vícios","Zé Neto & Cristiano",1209398,https://open.spotify.com/track/2InUVOBY515umeuwdQtsQ4
80,"Poesia Acústica 10: Recomeçar","Pineapple StormTv",1199872,https://open.spotify.com/track/4pwFy4YPNGMxK2P2FfQfvt
81,"Don't Say Goodbye (feat. Tove Lo)",Alok,1177058,https://open.spotify.com/track/0GTPmh5G40joBg93vcSQNq
82,"Eu Vou Tirar Você Do Cabaré","Israell Muniz",1168823,https://open.spotify.com/track/4dkMmfrNEIUMjoEIFHA2yy
83,"Vingadora - Ao Vivo","Gusttavo Lima",1167574,https://open.spotify.com/track/0vjQN0F7VjLSiw49em2hq1
84,"Café e Amor - Ao Vivo","Gusttavo Lima",1154593,https://open.spotify.com/track/7benotyTvLY2vUsDKtxbiA
85,"se essa vida fosse um filme","GIULIA BE",1153166,https://open.spotify.com/track/0hDphSo7vI7gCjEPpD6gu0
86,TOMA,"Luísa Sonza",1132706,https://open.spotify.com/track/7pDcS0EVMJR0YwjXmHcCRg
87,Paypal,"Teto Mc",1129470,https://open.spotify.com/track/1PIiIVeacU0Fj7Rm9lFlsx
88,"Party On My Own (feat. FAULHABER)",Alok,1123387,https://open.spotify.com/track/4c9Py6O1NeuYKbJ8Ok7mTl
89,"Alive (It Feels Like)",Alok,1111936,https://open.spotify.com/track/4fB85IhVASxXMWgoke5WVJ
90,"Máquina do Tempo",Matuê,1104250,https://open.spotify.com/track/5oI9blwsXC8AkTWw6wASY8
91,"Graveto - Ao Vivo","Marília Mendonça",1099862,https://open.spotify.com/track/3tc8Z4lGzOIwmIVftsxO6o
92,"menina solta","GIULIA BE",1092281,https://open.spotify.com/track/2MOq63fxuFLYQM3CsDcFs1
93,"Roses - Imanbek Remix","SAINt JHN",1084660,https://open.spotify.com/track/0zLCBJZSiELJf02ucPP9wb
94,Bandida,"Pabllo Vittar",1076459,https://open.spotify.com/track/2VFTgZwiAdrADSLrUNHWt9
95,Talarica,"Rennan da Penha",1074711,https://open.spotify.com/track/01mKvmXQLhr3MEoiAEAcP2
96,Cabaré,"Dj Guuga",1064760,https://open.spotify.com/track/0N2cvvlyEw5NFc00E3FB0D
97,"Slow Down (feat. Jorja Smith) - Vintage Culture & Slow Motion Remix","Maverick Sabre",1049981,https://open.spotify.com/track/5PNvgiKSwMdjBsDsgFCFLX
98,BRABA,"Luísa Sonza",1049699,https://open.spotify.com/track/2WlZuBDgLfT7Kc0admhFdg
99,"Tá Faltando Eu","Luan Estilizado",1009554,https://open.spotify.com/track/3gY2oyydautEwY7SsQeF4Q
100,"WAP (feat. Megan Thee Stallion)","Cardi B",1008010,https://open.spotify.com/track/4Oun2ylbjFKMPTiaSbbCih
101,"Monster (Shawn Mendes & Justin Bieber)","Shawn Mendes",1006206,https://open.spotify.com/track/1HbA4N1MiOsPthALesGFR1
102,"Marília Mendonça",BIN,1003916,https://open.spotify.com/track/73uParILjIm5rcP0C2bpMF
103,Avançada,"MC Kevinho",994615,https://open.spotify.com/track/1fWITNjgwmKEonjikQUaa1
104,"Libera Ela - Ao Vivo","Maiara & Maraisa",990213,https://open.spotify.com/track/0SJtvFn4vqgJPscSbEPaql
105,"Nega Chegando","O Boy da Seresta",973936,https://open.spotify.com/track/5XyDFMwY1NTIlkbzcfVyl3
106,"Dance Monkey","Tones And I",973128,https://open.spotify.com/track/1rgnBhdG2JDFTbYkYRZAku
107,"Beijo das Galáxias","Eric Land",962255,https://open.spotify.com/track/4z1hlWTFVq9ftrcCxxvcwt
108,Separei,"MC WM",960885,https://open.spotify.com/track/16uUeKOV7m51Vlx9oUIEvE
109,"Homenagem aos Relíquias (feat. Menor MC, MC Vinny, MC Julio D.E R. & MC Leozinho ZS)","DJ Matt D",957328,https://open.spotify.com/track/4vDC52DnSqAjec5Vh5yJEb
110,"Deus é por nós","MC Marks",951031,https://open.spotify.com/track/6jcGoHrqfRW6fI2I6xtwBQ
111,"Senta Concentrada (feat. MC WS)","MC Mari",950286,https://open.spotify.com/track/62tcTmWpOcqFfZNWrheU1T
112,"Mood (feat. iann dior)",24kGoldn,944457,https://open.spotify.com/track/3tjFYV6RSFtuktYl3ZtYcq
113,"Tudo no Sigilo (Vytinho NG e Bianca)","Vytinho NG",939858,https://open.spotify.com/track/60wF0XnX7A0jVpDNA5v8vi
114,"Meia Noite","Zé Vaqueiro",931459,https://open.spotify.com/track/2ylAocQwOgzelMbW9KJL56
115,"Mentira - Ao Vivo","Felipe Araújo",925077,https://open.spotify.com/track/3oe0vGmQxem3DcarYMuzu1
116,"Senta no Fazendeiro","Mc Jacaré",916535,https://open.spotify.com/track/1wsL4Lgoo27ETnLt6svbnT
117,"Declaração pro Bar - Ao Vivo","Guilherme & Benuto",915660,https://open.spotify.com/track/48CAeajgzcGJaVUSsXd7h0
118,"Cheirosa - Ao Vivo","Jorge & Mateus",912356,https://open.spotify.com/track/2PWjKmjyTZeDpmOUa3a5da
119,"Casa de Praia - Ao Vivo","Os Barões Da Pisadinha",911392,https://open.spotify.com/track/6Teco2qa7OBfa7mjaMYSbO
120,SENTADÃO,"PEDRO SAMPAIO",901000,https://open.spotify.com/track/4lKuzrdZrJuCAedbIslF3A
121,"Então Toma - Ao Vivo","Matheus & Kauan",897481,https://open.spotify.com/track/5yaXBGNko8lmFSOvKWo99j
122,Confidencial,"Wesley Safadão",892740,https://open.spotify.com/track/767WBxhrD8kRfJ4cYZQO9G
123,"Deve ser horrível dormir sem mim","Manu Gavassi",892448,https://open.spotify.com/track/6Q9NH5cNBY58nJkp5Jbs9j
124,Dynamite,BTS,885101,https://open.spotify.com/track/4saklk6nie3yiGePpBwUoc
125,"A Pior Parte",Renno,883028,https://open.spotify.com/track/5It3UpCRrZM6SJTL8dIQOV
126,34+35,"Ariana Grande",867475,https://open.spotify.com/track/6Im9k8u9iIzKMrmV7BWtlF
127,"Amor ou o Litrão - Brega Funk",Mila,866247,https://open.spotify.com/track/4WcskbAX3wImaennFI79Ll
128,"Pipa Voada (feat. Emicida)",Rashid,856683,https://open.spotify.com/track/3oqC4Ta40ft6NnTJwcUTdi
129,"Renatinha (Ao Vivo)","Os Barões Da Pisadinha",855817,https://open.spotify.com/track/6XclJjdGPjNuB2Dl4yU0H3
130,Privilégio,"MC Luan da BS",854944,https://open.spotify.com/track/2ASs0n7ukfyxAxDtdir4vF
131,Adorei,"Grupo Menos É Mais",851686,https://open.spotify.com/track/6rfNbeEGCh8M5AAj879g0r
132,"Tudo Aconteceu","MC Du Black",847800,https://open.spotify.com/track/67mqU3FeErlvWwsxnMfvQo
133,"Set 2.0: Homenagem aos Relíquias","DJ Matt D",846860,https://open.spotify.com/track/566AZpR4FJErkhS3CmuaWu
134,inesquecível,"GIULIA BE",844840,https://open.spotify.com/track/3bUDPTCStUeLcUgXgvepQh
135,"Sua Mãe Tá Nessa - Ao Vivo","Lauana Prado",834783,https://open.spotify.com/track/5gijVJHyC1E4kt2j5Q3DEb
136,"Meu Abrigo",Melim,829356,https://open.spotify.com/track/5U28PY9MekLyCBYtLHGQpe
137,"Prisoner (feat. Dua Lipa)","Miley Cyrus",828455,https://open.spotify.com/track/2Oycxb8QbPkpHTo8ZrmG0B
138,"Saudade Sua","Gusttavo Lima",817717,https://open.spotify.com/track/6NM06xgqxQ0HU5lxbt2JHi
139,"Cuidado Que Eu Te Supero","Yasmin Santos",812939,https://open.spotify.com/track/5J4tK2FbXQEeC0AsfFgwpz
140,"Supera - Ao Vivo","Marília Mendonça",804892,https://open.spotify.com/track/3GmJxfnUDrIs1iCfKUELFz
141,"Ta Apaixonado Babaca","Dj Guuga",801474,https://open.spotify.com/track/7N3BrHFlnZbOs8lPGPg1gg
142,"Piece Of Your Heart - Alok Remix",MEDUZA,801430,https://open.spotify.com/track/6iW38RGqdDGOofmz2HeXLW
143,Flores,Vitão,799307,https://open.spotify.com/track/25gD4PQjxCLnwIY2n23aEl
144,"Te Prometo",DENNIS,795472,https://open.spotify.com/track/7Ac3BmqTQoLdAt7HtZyfgN
145,"Sentimento Seu Nenhum","DJ Lucas Beat",794881,https://open.spotify.com/track/74mDE76hPSE74NkqqJk4Ke
146,"Cabeça Voando","Os Barões Da Pisadinha",790889,https://open.spotify.com/track/6wDzwmywQ2X8O0FN1IQGol
147,"Bebe e Vem Me Procurar","Raí Saia Rodada",781483,https://open.spotify.com/track/3tu0GkIZwwkmILoD4HemBq
148,"On & On",Alok,779003,https://open.spotify.com/track/7sYAS4CpbV90oSemgaEQat
149,"Se Namorar Fosse Bom - Ao Vivo","Os Barões Da Pisadinha",775178,https://open.spotify.com/track/39d68jIHbCiFdXWI6jmALW
150,"Volume 3","Douglas & Vinicius",770579,https://open.spotify.com/track/5gIVPysvKFh2gtwsicafnN
151,"Kenny G",Matuê,765233,https://open.spotify.com/track/3MkdA6vwF0ifRl86yzTlJW
152,"Amor de Fim de Noite",Orochi,761169,https://open.spotify.com/track/1Nmcs8zk7LfcvHRgLtTM5J
153,"Lemonade (feat. Gunna, Don Toliver & NAV)","Internet Money",747389,https://open.spotify.com/track/7hxHWCCAIIxFLCzvDgnQHX
154,"E Nós Tem um Charme Que É da Hora","Mc Dricka",746091,https://open.spotify.com/track/4koUrXFuoId1b6wrMF3laS
155,"Ela Aperta a Minha Mente","Xand Avião",734090,https://open.spotify.com/track/1T3hcBQRwacjWLuJJFt8co
156,"Pot-Pourri: Tempo de Aprender / Energia Surreal / Não Pedi Pra Me Apaixonar / Deixa Acontecer - Ao Vivo","Grupo Menos É Mais",727971,https://open.spotify.com/track/03PztApOdNGJ1Cn9kDKRNr
157,"Therefore I Am","Billie Eilish",723249,https://open.spotify.com/track/54bFM56PmE4YLRnqpW6Tha
158,"Uma Vida a Mais (Listen To Your Heart)","Marília Mendonça",721994,https://open.spotify.com/track/2hqRWWmbHT9CTc5a4a9NVe
159,"Na Raba Toma Tapão",Niack,719396,https://open.spotify.com/track/0AGS6ZRgzobrazmCi6pYMe
160,"Camisa Preta","Guilherme & Benuto",718166,https://open.spotify.com/track/29Ctas4IXYei0t9fGnnxgU
161,"Só Você","Leo Santana",710647,https://open.spotify.com/track/2cV8V9eV79HWJHD4jNQHqq
162,Hb20,Tierry,709589,https://open.spotify.com/track/4cjowWOdLUKomiRwhWpRXJ
163,"É Sal",Matuê,708194,https://open.spotify.com/track/2c80HnIOPMmQQVQllQEWb5
164,"Rave Na Praia","MC Teteu",707591,https://open.spotify.com/track/50YsV2XFugoMrqJK9Ttdly
165,"Deixa (feat. Ana Gabriela)",Lagum,706927,https://open.spotify.com/track/3fLqmaO4vvZpFZSZy52VMp
166,"Surra de Cama","Xand Avião",703139,https://open.spotify.com/track/7eFezDGsbmX3bawb3rmtAr
167,"Se Eu Fosse Você - Ao Vivo","Henrique & Juliano",698800,https://open.spotify.com/track/6qFTfWG7Hz3q9HxRpNVJo1
168,Pupila,ANAVITÓRIA,689638,https://open.spotify.com/track/7Gk5OrMYaMRtT2JmgJVAfk
169,"Poesia Acústica #6: Era uma Vez","Pineapple StormTv",688602,https://open.spotify.com/track/13Rf6RaZT13TW4xLQR3MQr
170,Roxinho,"Vitor Fernandes",683127,https://open.spotify.com/track/0ItJvt7npJ3Mw9mefto5Sn
171,"Someone You Loved","Lewis Capaldi",682750,https://open.spotify.com/track/7qEHsqek33rTcFNT9PFqLf
172,"Qual é a do amor (feat. Atitude 67) - Ao vivo","João Gustavo e Murilo",680842,https://open.spotify.com/track/3rfPuNpqMHQKXIPoEF5iFB
173,"Nem Guindaste","MC JottaPê",679566,https://open.spotify.com/track/7BImEFQe28sPY5AbIN2kqs
174,"Break My Heart","Dua Lipa",678978,https://open.spotify.com/track/017PF4Q3l4DBUiWoXk4OWT
175,"Amor de Rapariga","Raí Saia Rodada",674696,https://open.spotify.com/track/1FM9CNCjobC3LSNEEKuPkd
176,Escolhe,"João Gabriel",671805,https://open.spotify.com/track/72HFjOzjkXnOc37fAlmXNB
177,"Tempo Perdido","Legião Urbana",669809,https://open.spotify.com/track/7MnT7msJZg3XBAS0OTfGrB
178,"Quase uma Semana",BIN,668593,https://open.spotify.com/track/4a5YIaK7qFu6T63GeYx1Ih
179,"Tô Torcendo - Ao Vivo","Gusttavo Lima",667964,https://open.spotify.com/track/74mtYZvn0rZm4EKrQwmOoX
180,"Tchau Brigado - Ao Vivo","Humberto & Ronaldo",666688,https://open.spotify.com/track/2TR917wkDeRvwTE5cSfZFf
181,"Revoada do Tubarão","MC Ryan SP",660858,https://open.spotify.com/track/0C1cJj3ZNCS75sojrcMhZV
182,"Razão das Minhas Biritas","Luíza & Maurílio",659347,https://open.spotify.com/track/3qqfukkcLElVkOWFyzHmSk
183,"Tapão Nervoso","Jheo Chavoso",655811,https://open.spotify.com/track/233lqmrvWyIC7u5GiAnTV4
184,"Fala Comigo Bebê - Ao Vivo","Os Barões Da Pisadinha",653669,https://open.spotify.com/track/1dHfCJMj1eJMFcKF7VzqR5
185,"Lençol Dobrado","João Gustavo e Murilo",653360,https://open.spotify.com/track/72xB2J9ZeBl0Rzxq2XmzdY
186,"Head & Heart (feat. MNEK)","Joel Corry",652362,https://open.spotify.com/track/6cx06DFPPHchuUAcTxznu9
187,"Tudo que Eu Queria - Ao Vivo","Gusttavo Lima",646295,https://open.spotify.com/track/4VfG3ntsNSyNr7lPZZyvTE
188,"Ouvi Dizer",Melim,644434,https://open.spotify.com/track/1qCLx3nX25NuhfPjM5E1qV
189,"Você Nem É Tudo Isso","Marília Mendonça",642449,https://open.spotify.com/track/0zhnWntcmhChM7PXSWuNNq
190,"Os Mandrake Curte a Vida","MC Paulin da Capital",639742,https://open.spotify.com/track/5J1xChbEwiI3q371r7mDOg
191,"Com ou Sem Mim - Ao Vivo","Gustavo Mioto",636307,https://open.spotify.com/track/5L8ZEyIdZ2KE4Wf51SsuOF
192,Morena,"MC Paulin da Capital",636249,https://open.spotify.com/track/2W0VenqvlMW4c65YsxT5zu
193,"Levitating (feat. DaBaby)","Dua Lipa",632654,https://open.spotify.com/track/5nujrmhLynf4yMoMtj8AQF
194,"Meu talismã",IZA,630493,https://open.spotify.com/track/5aayWOEE7u7bxZ3r7dwIrX
195,"Bebi Minha Bicicleta (Coração Falido) - Ao Vivo","Zé Neto & Cristiano",626818,https://open.spotify.com/track/7gFY0xf385HM4iF4t43tN3
196,"Lose Control",MEDUZA,626277,https://open.spotify.com/track/7CHi4DtfK4heMlQaudCuHK
197,"Vai Lá","Wesley Safadão",626133,https://open.spotify.com/track/1NFRjwcyR91yN0cLRm8263
198,Inamorável,"Luíza & Maurílio",624369,https://open.spotify.com/track/1uBsUw1g6w3xjpO9HYfAqi
199,Señorita,"Shawn Mendes",620090,https://open.spotify.com/track/6v3KW9xbzN5yKLt9YKDYA2
200,"Um Brinde pra Nós","Hungria Hip Hop",618989,https://open.spotify.com/track/2B7EEPMfJWOG7VWpCkBtZy
