,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"Batom de Cereja - Ao Vivo","Israel & Rodolffo",8696001,https://open.spotify.com/track/2MZQAvsA7aZDssppBLRxYp
2,"Disco Arranhado - Funk Remix",Malu,6798494,https://open.spotify.com/track/2Gjt4rUHBUH0rMKpBg0hF4
3,"Liberdade (Quando o Grave Bate Forte)",Alok,6231223,https://open.spotify.com/track/2QLbRVzixE282JSQjBz2DG
4,"Tapão Na Raba","Raí Saia Rodada",5860483,https://open.spotify.com/track/58pgi1RpcU2fVJsxhm7BIr
5,"Facas - Ao Vivo","Diego & Victor Hugo",5533133,https://open.spotify.com/track/1ere9b9vDw2N3m9d4uiXxa
6,"Volta Bebê, Volta Neném","Dj Guuga",5371907,https://open.spotify.com/track/4wQUopWk9Ed7Ng5qpKN5qd
7,"Ele É Ele, Eu Sou Eu","Wesley Safadão",5176219,https://open.spotify.com/track/7EWXP47VlXKO3r7mNxuWHw
8,"Quero Ver é Me Esquecer (feat. Jorge) - Ao Vivo","Os Barões Da Pisadinha",4991472,https://open.spotify.com/track/2SUPbyD77tJuOUbqbxct6l
9,Paradigmas,"Jorge & Mateus",4477466,https://open.spotify.com/track/158ukl5rih76dOEsp0I91H
10,"Coração Na Cama - Ao Vivo","Hugo & Guilherme",4391191,https://open.spotify.com/track/2nZj5YymF54qhAu7RneVP6
11,"Vida Louca","Mc Poze do Rodo",4388742,https://open.spotify.com/track/7IG7laqVpcvIIULrwWP5SA
12,"Não Pode Se Apaixonar","Xand Avião",4336426,https://open.spotify.com/track/1HoapWs5KcMzs8QYdgg9Kt
13,"Esquema Preferido (feat. Tarcísio do Acordeon)","DJ Ivis",4282603,https://open.spotify.com/track/7cgF1aSGBXWlTgNbon3g2p
14,Acaso,"Vitor Fernandes",3636494,https://open.spotify.com/track/4Ls13Ag4SWnniiX4QLRltL
15,"FALA MAL DE MIM","PEDRO SAMPAIO",3509306,https://open.spotify.com/track/5glMxRMRHGBRj6bydBjoPM
16,M4,Teto,3465838,https://open.spotify.com/track/07AQkmp456NpEnT8HR7WLy
17,"Lance Individual","Jorge & Mateus",3420775,https://open.spotify.com/track/7GLWWrk1YlkPYqJK3ynIA0
18,"Só Não Divulga","Fernando & Sorocaba",3417254,https://open.spotify.com/track/3HquWF2pZmWYu3WAEP9Heb
19,"Troca de Calçada","Marília Mendonça",3401766,https://open.spotify.com/track/4AAIAVjSyiq1N7SXKkwXZe
20,"Alô Ambev (Segue Sua Vida) - Ao Vivo","Zé Neto & Cristiano",3381703,https://open.spotify.com/track/5m5aY6S9ttfIG157xli2Rs
21,"Deixa de Onda (Porra Nenhuma)",DENNIS,3347899,https://open.spotify.com/track/0DlHQxrVijRqVUfuS6PKaY
22,"Foi Pá Pum","Simone & Simaria",3343137,https://open.spotify.com/track/1Cqg0nJOZRyvltkof8tjqA
23,"É Problema","Matheus & Kauan",3334433,https://open.spotify.com/track/5gTgQBtNP08fUijxpEgmzF
24,"Último Beijo","Bruno & Marrone",3180674,https://open.spotify.com/track/2pBEAodCImE4LgbKAG4bfz
25,"MONTERO (Call Me By Your Name)","Lil Nas X",3104265,https://open.spotify.com/track/67BtfxlNbhBmCDR2L2l8qd
26,"Só de Sacanagem - Ao Vivo","Israel & Rodolffo",2925407,https://open.spotify.com/track/40zJaB3z53PGaxIkYyieBP
27,Mds,Kawe,2816728,https://open.spotify.com/track/0QglpM23kl9ldvVdoYNZwF
28,"Fala Comigo - Ao Vivo","Gusttavo Lima",2798970,https://open.spotify.com/track/56F3ngwk3a42aLY0o5QgBF
29,"Amor da Despedida","Os Barões Da Pisadinha",2780272,https://open.spotify.com/track/0WlmiIK5qFQ4dAB4mCA4sI
30,"Vou falar que não quero","Vitor Fernandes",2778494,https://open.spotify.com/track/6AMTUbWihFZOwOeHxZN2Ge
31,"Meia Noite (Você tem meu Whatsapp)","Tarcísio do Acordeon",2773253,https://open.spotify.com/track/6sPBi0qLI6KM3yXX56NxsA
32,"Ô Moça","MC Zaquin",2666645,https://open.spotify.com/track/1mQOFRDoqI34LdN79PE0vH
33,"Preta do Cabelo Cacheado","Th CDM",2622578,https://open.spotify.com/track/3lJ8BcGM1ROQ1ufneU3Qya
34,"Ele Não Tem","Jonas Esticado",2603773,https://open.spotify.com/track/1JHvLQWHUoYuapwQikeDuD
35,"Pulei na Piscina - Ao Vivo","Guilherme & Benuto",2513213,https://open.spotify.com/track/1uA7fD01YlQr1Rm0oyNB4H
36,"Baby Me Atende","Matheus Fernandes",2423434,https://open.spotify.com/track/5R9KPXQVeyqsHZoPLMgfNy
37,"Peaches (feat. Daniel Caesar & Giveon)","Justin Bieber",2421693,https://open.spotify.com/track/4iJyoBOLtHqaGxP12qzhQI
38,"Basta Você Me Ligar - Ao Vivo","Os Barões Da Pisadinha",2332966,https://open.spotify.com/track/3rRin3LyLY92kpEbkCgwf4
39,"Freio da Blazer",L7NNON,2111281,https://open.spotify.com/track/6m187iACTSAZDYMaV0klqj
40,"Espirra o Lança","Dj Serpinha",2103800,https://open.spotify.com/track/5H25WPPytKQcMfIPu0oEBO
41,Saturno,BIN,2066939,https://open.spotify.com/track/68cPbG7hJnwDW9nPX1uQcX
42,"Volta Comigo BB","Zé Vaqueiro",2036060,https://open.spotify.com/track/2N2MrTCpwNQdbvlk0Kmz3c
43,Sigilo,"Guilherme & Benuto",2031225,https://open.spotify.com/track/6vnKRiOjUjYT59xl4awHTx
44,"Cai de vagarinho até embaixo","Mc Rennan",2011441,https://open.spotify.com/track/2p04GXqx4j9sggMTFJpEBa
45,"MODO TURBO","Luísa Sonza",1958530,https://open.spotify.com/track/0YqTL3nSL36OFdHwHoqCag
46,"Tudo Indica (feat. Jorge & Mateus) - Ao Vivo","Marcos & Belutti",1840363,https://open.spotify.com/track/0eoMMLrWtXbLk64baeESkc
47,"Recairei - Ao Vivo","Os Barões Da Pisadinha",1816766,https://open.spotify.com/track/2JTir3y1VuJQmexiTCMcTP
48,"Esqueceu Foi Porra","Eric Land",1816124,https://open.spotify.com/track/2xlw13Ns5yz9XZGtfnpPN9
49,"Amor e Fé - Acústico","Hungria Hip Hop",1804111,https://open.spotify.com/track/5ra6CI0pEzqjxPEZeBz0d7
50,"Heartbreak Anniversary",Giveon,1699360,https://open.spotify.com/track/3FAJ6O0NOHQV8Mc5Ri6ENp
51,"Amarelo, azul e branco",ANAVITÓRIA,1691729,https://open.spotify.com/track/2LOIoeI16A8jjKubPKoCSa
52,"Cidade Inteira","Eric Land",1587517,https://open.spotify.com/track/7J3QMuDCSv56jRSiD9jFBF
53,"Preta do Cabelo Cacheado","Mc Don Juan",1547281,https://open.spotify.com/track/0Ve3XWcrsgy90xo0UL2syx
54,"Investe Em Mim","Jonas Esticado",1527628,https://open.spotify.com/track/15k1TDabqSEmyXOwMq9RM7
55,"Maçã Verde","MC Hariel",1487657,https://open.spotify.com/track/7lJoRyuNJtuiqTcKtuMuIR
56,"Alô Ex-Amor - Ao Vivo","João Bosco e Gabriel",1479748,https://open.spotify.com/track/2QCwoYDn4DRfjs4NhW2KpO
57,"Astronaut In The Ocean","Masked Wolf",1479297,https://open.spotify.com/track/3VT8hOC5vuDXBsHrR53WFh
58,"Sogra - Ao Vivo",Dilsinho,1456632,https://open.spotify.com/track/4zsiMjB0794HztyqUkD3Zi
59,"Espetinho - Ao Vivo","Gusttavo Lima",1446644,https://open.spotify.com/track/52yvnBV90B2ZUC5b25cFer
60,Xerecard,"Jeff Costa",1429197,https://open.spotify.com/track/1O74aTse7W5hd2rAvnEVaW
61,"Mtg - Vem Sentando Vem (feat. Dj Nbeat) - Remix","MC 2jhow",1417897,https://open.spotify.com/track/2Xgc216OMnc9PyUalpaSPc
62,"Blinding Lights","The Weeknd",1415832,https://open.spotify.com/track/0VjIjW4GlUZAMYd2vXMi3b
63,"Esquema Preferido - Ao Vivo","Os Barões Da Pisadinha",1405711,https://open.spotify.com/track/35qOGx1CWvCkQFOv4BkVIV
64,Privilégio,"MC Luan da BS",1399388,https://open.spotify.com/track/2ASs0n7ukfyxAxDtdir4vF
