,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"Recairei - Ao Vivo","Os Barões Da Pisadinha",5143433,https://open.spotify.com/track/2JTir3y1VuJQmexiTCMcTP
2,"Amor ou o Litrão","Petter Ferraz",4465379,https://open.spotify.com/track/7qmnP8Woc47dLSrMD5MxL1
3,"Investe Em Mim","Jonas Esticado",4193825,https://open.spotify.com/track/15k1TDabqSEmyXOwMq9RM7
4,"Basta Você Me Ligar - Ao Vivo","Os Barões Da Pisadinha",3853161,https://open.spotify.com/track/3rRin3LyLY92kpEbkCgwf4
5,"Ilusão (Cracolândia)","MC Hariel",3808874,https://open.spotify.com/track/6WXglvTFRmjlHHhgjYMNif
6,"Lance Individual","Jorge & Mateus",3680514,https://open.spotify.com/track/7GLWWrk1YlkPYqJK3ynIA0
7,"Alô Ambev (Segue Sua Vida) - Ao Vivo","Zé Neto & Cristiano",3613839,https://open.spotify.com/track/5m5aY6S9ttfIG157xli2Rs
8,"Só Tem Eu","Zé Felipe",3598889,https://open.spotify.com/track/1X0MaGErD8rcspqQs9s2m0
9,"Figurinha - Ao Vivo","Douglas & Vinicius",3286956,https://open.spotify.com/track/187Pge0WmJNoS73kaIORSE
10,Rita,Tierry,3248282,https://open.spotify.com/track/1nDCZBI8MaHXI2f36dnQyG
11,"Cidade Inteira","Eric Land",3071086,https://open.spotify.com/track/7J3QMuDCSv56jRSiD9jFBF
12,"De Menina pra Mulher - Ao Vivo","Gusttavo Lima",2963253,https://open.spotify.com/track/42P3wMiPfXQM93TYZotuPQ
13,"Tá Rocheda","Os Barões Da Pisadinha",2899282,https://open.spotify.com/track/3dPvQLKl42dMYWV4LWRTLK
14,"Só Você","MC Rogerinho",2872119,https://open.spotify.com/track/59kRq8rb5uJCrSYYbGCk7o
15,"Quero Você do Jeito Que Quiser","Marília Mendonça",2808831,https://open.spotify.com/track/64I6t2tuUGnIlaDIzHJ6YI
16,"Rainha da Favela",LUDMILLA,2790860,https://open.spotify.com/track/3vu864xi5Xis9VfOsJpmXu
17,"Oh Juliana",Niack,2718440,https://open.spotify.com/track/4xWzZmX4K1yyrdtRfbUvjt
18,"Sogra - Ao Vivo",Dilsinho,2647339,https://open.spotify.com/track/4zsiMjB0794HztyqUkD3Zi
19,"Pulei na Piscina - Ao Vivo","Guilherme & Benuto",2630645,https://open.spotify.com/track/1uA7fD01YlQr1Rm0oyNB4H
20,"Alô Ex-Amor - Ao Vivo","João Bosco e Gabriel",2618837,https://open.spotify.com/track/2QCwoYDn4DRfjs4NhW2KpO
21,"Nem Doeu - Ao Vivo","Matheus & Kauan",2519586,https://open.spotify.com/track/260n4ECk9j4IEvTAVBYojl
22,"Amor e Fé - Acústico","Hungria Hip Hop",2512032,https://open.spotify.com/track/5ra6CI0pEzqjxPEZeBz0d7
23,Letícia,"Zé Vaqueiro",2479667,https://open.spotify.com/track/2R1OgezGfBMeiAcMpJ1EkH
24,"Volta por Baixo - Ao Vivo","Henrique & Juliano",2401297,https://open.spotify.com/track/6juD9PQwAPvuXYIAE2gjhO
25,"Amor da Despedida","Os Barões Da Pisadinha",2246895,https://open.spotify.com/track/0WlmiIK5qFQ4dAB4mCA4sI
26,"Pot-Pourri: Melhor Eu Ir / Ligando Os Fatos / Sonho de Amor / Deixa Eu Te Querer - Ao Vivo","Grupo Menos É Mais",2243665,https://open.spotify.com/track/5r9CZJMoMmxio2AnJdxuDS
27,"Barzinho Aleatório - Ao Vivo","Zé Neto & Cristiano",2200586,https://open.spotify.com/track/4KLvGldnzUZU4xdELyWBom
28,"Comprei um Lança","Mc Jacaré",2121603,https://open.spotify.com/track/12v6LfkX9YIR3uLefIAAYZ
29,"Um Sabadão Desse Uma Lua Dessa","Mc Talibã",2093960,https://open.spotify.com/track/3KfyRuNdcCGsZb15sqrXDA
30,"Maçã Verde","MC Hariel",2079362,https://open.spotify.com/track/7lJoRyuNJtuiqTcKtuMuIR
31,"Poesia Acústica 10: Recomeçar","Pineapple StormTv",2044186,https://open.spotify.com/track/4pwFy4YPNGMxK2P2FfQfvt
32,"Desejando Eu (Ao Vivo)","Murilo Huff",2019996,https://open.spotify.com/track/3056x1XkmICnQmji68rrft
33,"Me Gusta (with Cardi B & Myke Towers)",Anitta,2003132,https://open.spotify.com/track/7e1VoRlNumuEkXlITMHKLE
34,"Espetinho - Ao Vivo","Gusttavo Lima",1992670,https://open.spotify.com/track/1UF3sCkxXH4OE7ja83GRzj
35,"Poesia Acústica #9: Melhor Forma","Pineapple StormTv",1988540,https://open.spotify.com/track/2fmeSswdyVq4wcqhY41UHk
36,"Briga Feia - Ao Vivo","Henrique & Juliano",1975216,https://open.spotify.com/track/3Xuo5utyzk86BwlUHdTR2O
37,"S de Saudade","Luíza & Maurílio",1969733,https://open.spotify.com/track/3J5Pu25BODMex4Jpy4l6FL
38,"Não Vai Embora",Dilsinho,1963009,https://open.spotify.com/track/28atBekPVlTdnU4M9Z7udd
39,"Não Valeu","Wesley Safadão",1961459,https://open.spotify.com/track/1GWUiFYLYEapxYHnASyOud
40,positions,"Ariana Grande",1944742,https://open.spotify.com/track/35mvY5S1H3J2QZyna3TFe0
41,"Vai Ter Que Aguentar","Mc Don Juan",1918844,https://open.spotify.com/track/5GAdMAL3tRJkVN1HtwohK2
42,"Blinding Lights","The Weeknd",1878372,https://open.spotify.com/track/0VjIjW4GlUZAMYd2vXMi3b
43,"Liberdade Provisória - Ao Vivo","Henrique & Juliano",1875560,https://open.spotify.com/track/4Y0gR2tYML083T6b2vhJrn
44,"Viva Voz - Ao Vivo","Lauana Prado",1861423,https://open.spotify.com/track/08Sd5vVcIH3uKeAiaJdoYj
45,Ranking,"Jorge & Mateus",1808961,https://open.spotify.com/track/0RaIjuKU5hudMteEXwr4RS
46,"Desce Pro Play (PA PA PA)","Mc Zaac",1795000,https://open.spotify.com/track/4zGtfOglDBfVUypabBwIjQ
47,"Romance Desapegado","Conde do Forró",1735669,https://open.spotify.com/track/54OqGd3dmug64db0ZtOtF4
48,"Ele É Ele, Eu Sou Eu","Wesley Safadão",1712052,https://open.spotify.com/track/7EWXP47VlXKO3r7mNxuWHw
49,"Watermelon Sugar","Harry Styles",1701773,https://open.spotify.com/track/6UelLqGlWMcVH1E5c4H7lY
50,"Máquina do Tempo",Matuê,1628871,https://open.spotify.com/track/5oI9blwsXC8AkTWw6wASY8
51,"Graveto - Ao Vivo","Marília Mendonça",1625172,https://open.spotify.com/track/3tc8Z4lGzOIwmIVftsxO6o
52,Nêga,"Tarcísio do Acordeon",1601412,https://open.spotify.com/track/3S2iI46NmKyZsoxs2NByIP
