,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"Recairei - Ao Vivo","Os Barões Da Pisadinha",4657621,https://open.spotify.com/track/2JTir3y1VuJQmexiTCMcTP
2,"Ilusão (Cracolândia)","MC Hariel",3929975,https://open.spotify.com/track/6WXglvTFRmjlHHhgjYMNif
3,"Investe Em Mim","Jonas Esticado",3797788,https://open.spotify.com/track/15k1TDabqSEmyXOwMq9RM7
4,"Alô Ambev (Segue Sua Vida) - Ao Vivo","Zé Neto & Cristiano",3462821,https://open.spotify.com/track/5m5aY6S9ttfIG157xli2Rs
5,"Basta Você Me Ligar - Ao Vivo","Os Barões Da Pisadinha",3211781,https://open.spotify.com/track/3rRin3LyLY92kpEbkCgwf4
6,"Figurinha - Ao Vivo","Douglas & Vinicius",3194866,https://open.spotify.com/track/187Pge0WmJNoS73kaIORSE
7,"Tá Rocheda","Os Barões Da Pisadinha",3050293,https://open.spotify.com/track/3dPvQLKl42dMYWV4LWRTLK
8,"Só Tem Eu","Zé Felipe",2978015,https://open.spotify.com/track/1X0MaGErD8rcspqQs9s2m0
9,Rita,Tierry,2962392,https://open.spotify.com/track/1nDCZBI8MaHXI2f36dnQyG
10,"De Menina pra Mulher - Ao Vivo","Gusttavo Lima",2944430,https://open.spotify.com/track/42P3wMiPfXQM93TYZotuPQ
11,"Lance Individual","Jorge & Mateus",2857272,https://open.spotify.com/track/7GLWWrk1YlkPYqJK3ynIA0
12,"Oh Juliana",Niack,2690407,https://open.spotify.com/track/4xWzZmX4K1yyrdtRfbUvjt
13,"Quero Você do Jeito Que Quiser","Marília Mendonça",2648171,https://open.spotify.com/track/64I6t2tuUGnIlaDIzHJ6YI
14,"Alô Ex-Amor - Ao Vivo","João Bosco e Gabriel",2646221,https://open.spotify.com/track/2QCwoYDn4DRfjs4NhW2KpO
15,"Sogra - Ao Vivo",Dilsinho,2613116,https://open.spotify.com/track/4zsiMjB0794HztyqUkD3Zi
16,"Rainha da Favela",LUDMILLA,2573376,https://open.spotify.com/track/3vu864xi5Xis9VfOsJpmXu
17,"Cidade Inteira","Eric Land",2534635,https://open.spotify.com/track/7J3QMuDCSv56jRSiD9jFBF
18,"Pulei na Piscina - Ao Vivo","Guilherme & Benuto",2525019,https://open.spotify.com/track/1uA7fD01YlQr1Rm0oyNB4H
19,"Poesia Acústica #9: Melhor Forma","Pineapple StormTv",2403457,https://open.spotify.com/track/2fmeSswdyVq4wcqhY41UHk
20,"Só Você","MC Rogerinho",2390919,https://open.spotify.com/track/59kRq8rb5uJCrSYYbGCk7o
21,"Nem Doeu - Ao Vivo","Matheus & Kauan",2390469,https://open.spotify.com/track/260n4ECk9j4IEvTAVBYojl
22,"Melhor Eu Ir / Ligando os Fatos / Sonho de Amor / Deixa Eu Te Querer - Ao Vivo","Grupo Menos É Mais",2306926,https://open.spotify.com/track/2ptHQBO7TQhEkXOeK9ST59
23,positions,"Ariana Grande",2284849,https://open.spotify.com/track/35mvY5S1H3J2QZyna3TFe0
24,"Amor da Despedida","Os Barões Da Pisadinha",2222679,https://open.spotify.com/track/0WlmiIK5qFQ4dAB4mCA4sI
25,"Desce Pro Play (PA PA PA)","Mc Zaac",2128382,https://open.spotify.com/track/4zGtfOglDBfVUypabBwIjQ
26,"Volta por Baixo - Ao Vivo","Henrique & Juliano",2112183,https://open.spotify.com/track/6juD9PQwAPvuXYIAE2gjhO
27,"Espetinho - Ao Vivo","Gusttavo Lima",2088649,https://open.spotify.com/track/1UF3sCkxXH4OE7ja83GRzj
28,"Amor e Fé - Acústico","Hungria Hip Hop",2087715,https://open.spotify.com/track/5ra6CI0pEzqjxPEZeBz0d7
29,Dynamite,BTS,2034732,https://open.spotify.com/track/4saklk6nie3yiGePpBwUoc
30,"Um Sabadão Desse Uma Lua Dessa","Mc Talibã",2001605,https://open.spotify.com/track/3KfyRuNdcCGsZb15sqrXDA
31,"Desejando Eu (Ao Vivo)","Murilo Huff",1998746,https://open.spotify.com/track/3056x1XkmICnQmji68rrft
32,"Século 21","Leo Santana",1990363,https://open.spotify.com/track/7jiGFTWeO3MmMN9dpHRjUZ
33,Letícia,"Zé Vaqueiro",1977190,https://open.spotify.com/track/2R1OgezGfBMeiAcMpJ1EkH
34,"Amor ou o Litrão","Petter Ferraz",1944155,https://open.spotify.com/track/7qmnP8Woc47dLSrMD5MxL1
35,"Life Goes On",BTS,1936503,https://open.spotify.com/track/249gnXrbfmV8NG6jTEMSwD
36,"Não Valeu","Wesley Safadão",1824816,https://open.spotify.com/track/1GWUiFYLYEapxYHnASyOud
37,"Briga Feia - Ao Vivo","Henrique & Juliano",1818316,https://open.spotify.com/track/3Xuo5utyzk86BwlUHdTR2O
38,"Ele É Ele, Eu Sou Eu","Wesley Safadão",1810204,https://open.spotify.com/track/7EWXP47VlXKO3r7mNxuWHw
39,"Watermelon Sugar","Harry Styles",1802233,https://open.spotify.com/track/6UelLqGlWMcVH1E5c4H7lY
40,"S de Saudade","Luíza & Maurílio",1790524,https://open.spotify.com/track/3J5Pu25BODMex4Jpy4l6FL
41,"Prisoner (feat. Dua Lipa)","Miley Cyrus",1787623,https://open.spotify.com/track/5JqZ3oqF00jkT81foAFvqg
42,Ranking,"Jorge & Mateus",1785354,https://open.spotify.com/track/0RaIjuKU5hudMteEXwr4RS
43,"Viva Voz - Ao Vivo","Lauana Prado",1783538,https://open.spotify.com/track/08Sd5vVcIH3uKeAiaJdoYj
44,"Monster (Shawn Mendes & Justin Bieber)","Shawn Mendes",1761598,https://open.spotify.com/track/2Z8yfpFX0ZMavHkcIeHiO1
45,"Barzinho Aleatório - Ao Vivo","Zé Neto & Cristiano",1724779,https://open.spotify.com/track/4KLvGldnzUZU4xdELyWBom
46,"Comprei um Lança","Mc Jacaré",1724591,https://open.spotify.com/track/12v6LfkX9YIR3uLefIAAYZ
47,"Liberdade Provisória - Ao Vivo","Henrique & Juliano",1715875,https://open.spotify.com/track/4Y0gR2tYML083T6b2vhJrn
48,"Blinding Lights","The Weeknd",1654801,https://open.spotify.com/track/0VjIjW4GlUZAMYd2vXMi3b
49,"É Problema","Matheus & Kauan",1643189,https://open.spotify.com/track/5gTgQBtNP08fUijxpEgmzF
50,"Me Gusta (with Cardi B & Myke Towers)",Anitta,1629755,https://open.spotify.com/track/7e1VoRlNumuEkXlITMHKLE
51,"Tudo Indica (feat. Jorge & Mateus) - Ao Vivo","Marcos & Belutti",1604663,https://open.spotify.com/track/0eoMMLrWtXbLk64baeESkc
52,"Litrão - Ao Vivo","Matheus & Kauan",1595498,https://open.spotify.com/track/4DngRKOpRPrkbzImUB0zgh
53,"Café e Amor - Ao Vivo","Gusttavo Lima",1558396,https://open.spotify.com/track/7benotyTvLY2vUsDKtxbiA
54,"Manda Áudio","Di Propósito",1519752,https://open.spotify.com/track/0in6Rc29qdyOkhKyYw4A84
55,"Pode Sumir","Luíza & Maurílio",1500136,https://open.spotify.com/track/5OzvtpasMB3aPWpfVr0PsA
56,"Não Vai Embora",Dilsinho,1491490,https://open.spotify.com/track/28atBekPVlTdnU4M9Z7udd
57,"Graveto - Ao Vivo","Marília Mendonça",1475653,https://open.spotify.com/track/3tc8Z4lGzOIwmIVftsxO6o
58,"Homenagem aos Relíquias (feat. Menor MC, MC Vinny, MC Julio D.E R. & MC Leozinho ZS)","DJ Matt D",1467602,https://open.spotify.com/track/4vDC52DnSqAjec5Vh5yJEb
59,"Maçã Verde","MC Hariel",1460461,https://open.spotify.com/track/7lJoRyuNJtuiqTcKtuMuIR
60,Talarica,"Rennan da Penha",1456753,https://open.spotify.com/track/01mKvmXQLhr3MEoiAEAcP2
61,"WAP (feat. Megan Thee Stallion)","Cardi B",1448752,https://open.spotify.com/track/4Oun2ylbjFKMPTiaSbbCih
62,"Romance Desapegado","Conde do Forró",1442784,https://open.spotify.com/track/54OqGd3dmug64db0ZtOtF4
63,"Vai Ter Que Aguentar","Mc Don Juan",1427219,https://open.spotify.com/track/5GAdMAL3tRJkVN1HtwohK2
64,"A Gente Fez Amor - Ao Vivo","Gusttavo Lima",1376821,https://open.spotify.com/track/3tv697PZNnaQN0Mn2zGhS5
65,"Segunda Taça - Ao Vivo","João Bosco & Vinicius",1370401,https://open.spotify.com/track/1WTJdd2atKxhUrbvUHjNDt
66,"Máquina do Tempo",Matuê,1352903,https://open.spotify.com/track/5oI9blwsXC8AkTWw6wASY8
