,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"Recairei - Ao Vivo","Os Barões Da Pisadinha",5492903,https://open.spotify.com/track/2JTir3y1VuJQmexiTCMcTP
2,"Investe Em Mim","Jonas Esticado",4983111,https://open.spotify.com/track/15k1TDabqSEmyXOwMq9RM7
3,"De Menina pra Mulher - Ao Vivo","Gusttavo Lima",3967551,https://open.spotify.com/track/42P3wMiPfXQM93TYZotuPQ
4,"Só Você","MC Rogerinho",3784551,https://open.spotify.com/track/59kRq8rb5uJCrSYYbGCk7o
5,"Oh Juliana",Niack,3745967,https://open.spotify.com/track/4xWzZmX4K1yyrdtRfbUvjt
6,"Figurinha - Ao Vivo","Douglas & Vinicius",3504340,https://open.spotify.com/track/187Pge0WmJNoS73kaIORSE
7,"Basta Você Me Ligar - Ao Vivo","Os Barões Da Pisadinha",3436847,https://open.spotify.com/track/3rRin3LyLY92kpEbkCgwf4
8,"Quero Você do Jeito Que Quiser","Marília Mendonça",3295029,https://open.spotify.com/track/64I6t2tuUGnIlaDIzHJ6YI
9,"Sogra - Ao Vivo",Dilsinho,3048209,https://open.spotify.com/track/4zsiMjB0794HztyqUkD3Zi
10,"Cidade Inteira","Eric Land",3036883,https://open.spotify.com/track/7J3QMuDCSv56jRSiD9jFBF
11,"Tá Rocheda","Os Barões Da Pisadinha",2991082,https://open.spotify.com/track/3dPvQLKl42dMYWV4LWRTLK
12,"Me Gusta (with Cardi B & Myke Towers)",Anitta,2872600,https://open.spotify.com/track/7e1VoRlNumuEkXlITMHKLE
13,"Barzinho Aleatório - Ao Vivo","Zé Neto & Cristiano",2843165,https://open.spotify.com/track/3WjSkl7VDWY1prwJw7dSG0
14,"Comprei um Lança","Mc Jacaré",2832989,https://open.spotify.com/track/12v6LfkX9YIR3uLefIAAYZ
15,positions,"Ariana Grande",2828961,https://open.spotify.com/track/7igeByaBM0MgGsgXtNxDJ7
16,"Nem Doeu - Ao Vivo","Matheus & Kauan",2800638,https://open.spotify.com/track/260n4ECk9j4IEvTAVBYojl
17,"Volta por Baixo - Ao Vivo","Henrique & Juliano",2714379,https://open.spotify.com/track/7o9LwQmTuIDm4LyyHFIWul
18,Rita,Tierry,2594345,https://open.spotify.com/track/1nDCZBI8MaHXI2f36dnQyG
19,"Alô Ex-Amor - Ao Vivo","João Bosco e Gabriel",2586076,https://open.spotify.com/track/2QCwoYDn4DRfjs4NhW2KpO
20,"Vai Ter Que Aguentar","Mc Don Juan",2570027,https://open.spotify.com/track/5GAdMAL3tRJkVN1HtwohK2
21,"Alô Ambev (Segue Sua Vida) - Ao Vivo","Zé Neto & Cristiano",2526410,https://open.spotify.com/track/5m5aY6S9ttfIG157xli2Rs
