,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"Recairei - Ao Vivo","Os Barões Da Pisadinha",5516164,https://open.spotify.com/track/2JTir3y1VuJQmexiTCMcTP
2,"Investe Em Mim","Jonas Esticado",4809942,https://open.spotify.com/track/15k1TDabqSEmyXOwMq9RM7
3,"Figurinha - Ao Vivo","Douglas & Vinicius",3918244,https://open.spotify.com/track/187Pge0WmJNoS73kaIORSE
4,"De Menina pra Mulher - Ao Vivo","Gusttavo Lima",3648015,https://open.spotify.com/track/42P3wMiPfXQM93TYZotuPQ
5,"Só Você","MC Rogerinho",3639695,https://open.spotify.com/track/59kRq8rb5uJCrSYYbGCk7o
6,"Oh Juliana",Niack,3587760,https://open.spotify.com/track/4xWzZmX4K1yyrdtRfbUvjt
7,"Basta Você Me Ligar - Ao Vivo","Os Barões Da Pisadinha",3539154,https://open.spotify.com/track/3rRin3LyLY92kpEbkCgwf4
8,"Cidade Inteira","Eric Land",3471852,https://open.spotify.com/track/7J3QMuDCSv56jRSiD9jFBF
9,"Quero Você do Jeito Que Quiser","Marília Mendonça",3271375,https://open.spotify.com/track/64I6t2tuUGnIlaDIzHJ6YI
10,"Sogra - Ao Vivo",Dilsinho,3034980,https://open.spotify.com/track/4zsiMjB0794HztyqUkD3Zi
11,"Tá Rocheda","Os Barões Da Pisadinha",2978893,https://open.spotify.com/track/3dPvQLKl42dMYWV4LWRTLK
12,"Nem Doeu - Ao Vivo","Matheus & Kauan",2897909,https://open.spotify.com/track/260n4ECk9j4IEvTAVBYojl
13,"Barzinho Aleatório - Ao Vivo","Zé Neto & Cristiano",2849333,https://open.spotify.com/track/3WjSkl7VDWY1prwJw7dSG0
14,Rita,Tierry,2774065,https://open.spotify.com/track/1nDCZBI8MaHXI2f36dnQyG
15,"Alô Ex-Amor - Ao Vivo","João Bosco e Gabriel",2704971,https://open.spotify.com/track/2QCwoYDn4DRfjs4NhW2KpO
16,"Volta por Baixo - Ao Vivo","Henrique & Juliano",2688973,https://open.spotify.com/track/034Wtb0MsgU2kIT7PWdi4c
17,"Comprei um Lança","Mc Jacaré",2674781,https://open.spotify.com/track/12v6LfkX9YIR3uLefIAAYZ
