,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
108,"Marília Mendonça",BIN,936914,https://open.spotify.com/track/73uParILjIm5rcP0C2bpMF
109,"Oh Juliana",Niack,921011,https://open.spotify.com/track/4xWzZmX4K1yyrdtRfbUvjt
110,"Seu Beijo Joga Sujo","Avine Vinny",915304,https://open.spotify.com/track/2enk2whIgJyoe0O9HRQZJV
111,Rita,Tierry,914201,https://open.spotify.com/track/1nDCZBI8MaHXI2f36dnQyG
112,"Ela Aperta a Minha Mente","Xand Avião",912531,https://open.spotify.com/track/1T3hcBQRwacjWLuJJFt8co
113,"Short Jeans - Ao Vivo","Hugo Henrique",908318,https://open.spotify.com/track/78G6jgpMdzSEiBPkBLWi9S
114,"As I Am (feat. Khalid)","Justin Bieber",905421,https://open.spotify.com/track/6F2r4HgpJnvKDmkN6JEN6J
115,"Tipo Gringa","DJ Matt D",889901,https://open.spotify.com/track/3oxk3UVbKJiPcPokw9h64D
116,"Máquina do Tempo",Matuê,885428,https://open.spotify.com/track/5oI9blwsXC8AkTWw6wASY8
117,"Manda Áudio","Di Propósito",879066,https://open.spotify.com/track/0in6Rc29qdyOkhKyYw4A84
118,"Levitating (feat. DaBaby)","Dua Lipa",875894,https://open.spotify.com/track/5nujrmhLynf4yMoMtj8AQF
119,"Camisa do Flamengo","DJ 2L da Rocinha",857929,https://open.spotify.com/track/4FmdqhQcHXXVLk2hpwQ5US
120,"Renk Renk - Olha o Barulinho da Cama","MC MN",857819,https://open.spotify.com/track/2bPghtjMJBxGMjSgi8rMKK
121,"Coração de Isca","Bruno & Marrone",849544,https://open.spotify.com/track/2Nlf97QqqcZ2x9Qb4h1Qt2
122,"Viva Voz - Ao Vivo","Lauana Prado",841195,https://open.spotify.com/track/1pYZrTrSFLVY5iMjqQGlgj
123,"Quase uma Semana",BIN,841011,https://open.spotify.com/track/4a5YIaK7qFu6T63GeYx1Ih
124,"Meia Noite (Ce Tem Meu Whatsapp) - Ao Vivo","Os Barões Da Pisadinha",837099,https://open.spotify.com/track/7as7OL7cmgFZDADgVjQZjz
125,Cangote,"Zé Vaqueiro",833943,https://open.spotify.com/track/0dTqciDQzwVKWY2kb3Gixf
126,CORINGA,Jão,829929,https://open.spotify.com/track/0gmDtSc2Ay17diWj6nJjlG
127,"Declaração pro Bar - Ao Vivo","Guilherme & Benuto",813366,https://open.spotify.com/track/48CAeajgzcGJaVUSsXd7h0
128,"Acende a Vela","Filipe Ret",808989,https://open.spotify.com/track/2XcGx3IrNQgIgVRSYt7gmO
129,"Além do Dinheiro","Filipe Ret",807387,https://open.spotify.com/track/7nrI2eHJ8y5TEYqQzswxI7
130,"Um Sabadão Desse Uma Lua Dessa","Mc Talibã",801253,https://open.spotify.com/track/3KfyRuNdcCGsZb15sqrXDA
131,"Não Vai Embora",Dilsinho,800891,https://open.spotify.com/track/28atBekPVlTdnU4M9Z7udd
132,"Cabelinho na Regua","MC Cego Abusado",795062,https://open.spotify.com/track/7cmwzU8jmurYtLYncS0bPQ
133,LARISSA,"PEDRO SAMPAIO",787958,https://open.spotify.com/track/1wowgtxmcxyIDGkQ8S28gL
134,"Slow Down (feat. Jorja Smith) - Vintage Culture & Slow Motion Remix","Maverick Sabre",782195,https://open.spotify.com/track/5PNvgiKSwMdjBsDsgFCFLX
135,"Liberdade Provisória - Ao Vivo","Henrique & Juliano",781494,https://open.spotify.com/track/4Y0gR2tYML083T6b2vhJrn
136,"Acabou a Água (feat. Mc Ygor Yanks)","MC 3L",778678,https://open.spotify.com/track/7jFEykLSATTBHLCJXikHmD
137,"menina solta","GIULIA BE",778270,https://open.spotify.com/track/2MOq63fxuFLYQM3CsDcFs1
138,"S de Saudade","Luíza & Maurílio",774487,https://open.spotify.com/track/3J5Pu25BODMex4Jpy4l6FL
139,"Elas Gostam de Gasolina - Ao Vivo","Anderson & Vei da Pisadinha",769809,https://open.spotify.com/track/3tkEf7vw4zDBFAQxY1vdcv
140,"Não Nasceu pra Namorar","MC Zaquin",768999,https://open.spotify.com/track/6pQKUKBpwr6GhfhcFFFozo
141,"GIRL LIKE ME","Black Eyed Peas",762206,https://open.spotify.com/track/2vBET2pmrQqafaS6zIaYta
142,"Roses - Imanbek Remix","SAINt JHN",757785,https://open.spotify.com/track/0zLCBJZSiELJf02ucPP9wb
143,"Romance Desapegado","Conde do Forró",755804,https://open.spotify.com/track/54OqGd3dmug64db0ZtOtF4
144,"Só Você","MC Rogerinho",751807,https://open.spotify.com/track/59kRq8rb5uJCrSYYbGCk7o
145,"Someone You Loved","Lewis Capaldi",746106,https://open.spotify.com/track/7qEHsqek33rTcFNT9PFqLf
146,"Que Amiga é Essa","Yasmin Santos",739128,https://open.spotify.com/track/5Kvk3PEnJlZ1uGuWTe3pat
147,"Mais Um","Felipe Araújo",737252,https://open.spotify.com/track/4PHj4jdDD3Vbq2Br23nyOD
148,"Pedaço de Mim",OIK,736927,https://open.spotify.com/track/2fEgPCDD0qRvZeVrY381EW
149,"Poesia Acústica 10: Recomeçar","Pineapple StormTv",734583,https://open.spotify.com/track/4pwFy4YPNGMxK2P2FfQfvt
150,"Mood (feat. iann dior)",24kGoldn,726300,https://open.spotify.com/track/3tjFYV6RSFtuktYl3ZtYcq
151,"Gorilla Roxo",Matuê,723766,https://open.spotify.com/track/0bV0LtjtZH76gD0ujPYS3n
152,"Me Gusta (with Cardi B & Myke Towers)",Anitta,721454,https://open.spotify.com/track/7e1VoRlNumuEkXlITMHKLE
153,"Paradise (feat. Dermot Kennedy)",MEDUZA,717768,https://open.spotify.com/track/6ft4hAq6yde8jPZY2i5zLr
154,Ranking,"Jorge & Mateus",714331,https://open.spotify.com/track/0RaIjuKU5hudMteEXwr4RS
155,Dynamite,BTS,709502,https://open.spotify.com/track/4saklk6nie3yiGePpBwUoc
156,"Não Te Quero",NATTAN,707706,https://open.spotify.com/track/3cVF2ot6YuCD0RQY302gNz
157,"Meu Abrigo",Melim,701232,https://open.spotify.com/track/5U28PY9MekLyCBYtLHGQpe
158,"WAP (feat. Megan Thee Stallion)","Cardi B",695780,https://open.spotify.com/track/4Oun2ylbjFKMPTiaSbbCih
159,"Cuidado Que Eu Te Supero","Yasmin Santos",695099,https://open.spotify.com/track/5J4tK2FbXQEeC0AsfFgwpz
160,"Seu Bebê Tá Bebo - Ao Vivo","Os Barões Da Pisadinha",693572,https://open.spotify.com/track/47sszNGNsIiXwlNEqbN32b
161,"Eu Vou Tirar Você Do Cabaré","Israell Muniz",693458,https://open.spotify.com/track/4dkMmfrNEIUMjoEIFHA2yy
162,"Holy (feat. Chance The Rapper)","Justin Bieber",693157,https://open.spotify.com/track/6Xgq7MvZiet0hVi3KaDSgJ
163,"Café e Amor - Ao Vivo","Gusttavo Lima",692274,https://open.spotify.com/track/6zeo9bcZWGlHi2VqjUSmaR
164,"Prisoner (feat. Dua Lipa)","Miley Cyrus",690781,https://open.spotify.com/track/2Oycxb8QbPkpHTo8ZrmG0B
165,"Razão das Minhas Biritas","Luíza & Maurílio",688759,https://open.spotify.com/track/3qqfukkcLElVkOWFyzHmSk
166,"Barzinho Aleatório - Ao Vivo","Zé Neto & Cristiano",688129,https://open.spotify.com/track/4KLvGldnzUZU4xdELyWBom
167,"Golpe Trocado","Mc Frog",684522,https://open.spotify.com/track/0nGOQOcurYXEWKcWi2ZrQo
168,Arcade,"Duncan Laurence",682722,https://open.spotify.com/track/1J14CdDAvBTE1AJYUOwl6C
169,"Kenny G",Matuê,682022,https://open.spotify.com/track/3MkdA6vwF0ifRl86yzTlJW
170,Up,"Cardi B",680959,https://open.spotify.com/track/1M4OcYkxAtu3ErzSgDEfoi
171,"Nega Chegando","O Boy da Seresta",680213,https://open.spotify.com/track/5XyDFMwY1NTIlkbzcfVyl3
172,Anyone,"Justin Bieber",678675,https://open.spotify.com/track/2WnAKZefdRHxtBEkRjFOHC
173,"Devil Eyes","Hippie Sabotage",678090,https://open.spotify.com/track/7MiZjKawmXTsTNePyTfPyL
174,"A Casa É Sua","Casa Worship",675492,https://open.spotify.com/track/3h3fui1QXImL2zRcs9v2Lc
175,"Anota Placa","Tz da Coronel",672815,https://open.spotify.com/track/3QUriWUE8WnWLpWxHA52k4
176,"Comprei um Lança","Mc Jacaré",671749,https://open.spotify.com/track/12v6LfkX9YIR3uLefIAAYZ
177,"Pipa Voada (feat. Emicida)",Rashid,671200,https://open.spotify.com/track/3oqC4Ta40ft6NnTJwcUTdi
178,"Meia Noite","Zé Vaqueiro",669235,https://open.spotify.com/track/2ylAocQwOgzelMbW9KJL56
179,"Esquece de Me Esquecer","Zé Felipe",664590,https://open.spotify.com/track/1NXeltgzjQeiC4hbf2XNVr
180,"Renatinha (Ao Vivo)","Os Barões Da Pisadinha",660602,https://open.spotify.com/track/6XclJjdGPjNuB2Dl4yU0H3
181,"Meu Mel","Zé Vaqueiro",652777,https://open.spotify.com/track/7Jw5gMzNL8g0aeX27mUhuW
182,TU,Alok,652585,https://open.spotify.com/track/1xf9CnMUBqQA2kKqvT5xFp
183,"Deixa (feat. Ana Gabriela)",Lagum,650192,https://open.spotify.com/track/3fLqmaO4vvZpFZSZy52VMp
184,Sagitário,Xamã,646287,https://open.spotify.com/track/0N0JNYiFx3xTyIWmnIVuV7
185,"Poesia Acústica #6: Era uma Vez","Pineapple StormTv",646208,https://open.spotify.com/track/13Rf6RaZT13TW4xLQR3MQr
186,"Despedida - Ao Vivo","Wesley Safadão",641554,https://open.spotify.com/track/5LpLYzpV0HWKI2DlPmNywg
187,"Amor de Fim de Noite",Orochi,641514,https://open.spotify.com/track/1Nmcs8zk7LfcvHRgLtTM5J
188,"Sarra Nela Com Fuzil Na Bandolera","Dj Wesley Gonzaga",640007,https://open.spotify.com/track/70d5neqRS3VZ3vbH5ofgoy
189,"Louco e Sonhador","MC Neguinho do Kaxeta",637472,https://open.spotify.com/track/6hdBsNsVESpjbnVClbUa3y
190,"Beijo das Galáxias","Eric Land",637242,https://open.spotify.com/track/0Hlfni60gJ8aE2ywMqgtUv
191,inesquecível,"GIULIA BE",637041,https://open.spotify.com/track/3bUDPTCStUeLcUgXgvepQh
192,"É Sal",Matuê,635987,https://open.spotify.com/track/2c80HnIOPMmQQVQllQEWb5
193,"Buzina - Ao Vivo","Diego & Victor Hugo",632727,https://open.spotify.com/track/0yOYdil5IO9tW7wraM9C3r
194,"Da Cama Pro Coração","Ciro Netto e Manuel",629916,https://open.spotify.com/track/7lc3EORoGIEpQmZPMeoQKg
195,"Party On My Own (feat. FAULHABER)",Alok,627644,https://open.spotify.com/track/4c9Py6O1NeuYKbJ8Ok7mTl
196,"Monster (Shawn Mendes & Justin Bieber)","Shawn Mendes",626372,https://open.spotify.com/track/1HbA4N1MiOsPthALesGFR1
197,"Foi por Conveniência","Marília Mendonça",624725,https://open.spotify.com/track/6niGCULksHzD0NHyX3zCuB
198,"Piece Of Your Heart - Alok Remix",MEDUZA,622786,https://open.spotify.com/track/6iW38RGqdDGOofmz2HeXLW
199,"Desce Pro Play (PA PA PA)","Mc Zaac",621772,https://open.spotify.com/track/4zGtfOglDBfVUypabBwIjQ
200,"Head & Heart (feat. MNEK)","Joel Corry",621082,https://open.spotify.com/track/6cx06DFPPHchuUAcTxznu9
