,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"Tapão Na Raba","Raí Saia Rodada",5862696,https://open.spotify.com/track/58pgi1RpcU2fVJsxhm7BIr
2,"Esquema Preferido","DJ Ivis",5382781,https://open.spotify.com/track/27X3qzgB0Show6qfw5wNOK
3,"Ele É Ele, Eu Sou Eu","Wesley Safadão",5299414,https://open.spotify.com/track/7EWXP47VlXKO3r7mNxuWHw
4,"Facas - Ao Vivo","Diego & Victor Hugo",4999512,https://open.spotify.com/track/1ere9b9vDw2N3m9d4uiXxa
5,"Coração Na Cama - Ao Vivo","Hugo & Guilherme",4529027,https://open.spotify.com/track/2nZj5YymF54qhAu7RneVP6
6,M4,Teto,4064652,https://open.spotify.com/track/07AQkmp456NpEnT8HR7WLy
7,"Alô Ambev (Segue Sua Vida) - Ao Vivo","Zé Neto & Cristiano",4032096,https://open.spotify.com/track/5m5aY6S9ttfIG157xli2Rs
8,"Meia Noite (Você tem meu Whatsapp)","Tarcísio do Acordeon",3822960,https://open.spotify.com/track/6sPBi0qLI6KM3yXX56NxsA
9,"Batom de Cereja - Ao Vivo","Israel & Rodolffo",3741572,https://open.spotify.com/track/2MZQAvsA7aZDssppBLRxYp
10,Mds,Kawe,3607805,https://open.spotify.com/track/0QglpM23kl9ldvVdoYNZwF
11,"Lance Individual","Jorge & Mateus",3574684,https://open.spotify.com/track/7GLWWrk1YlkPYqJK3ynIA0
12,"Recairei - Ao Vivo","Os Barões Da Pisadinha",3413578,https://open.spotify.com/track/2JTir3y1VuJQmexiTCMcTP
13,"Basta Você Me Ligar - Ao Vivo","Os Barões Da Pisadinha",3254438,https://open.spotify.com/track/3rRin3LyLY92kpEbkCgwf4
14,"Troca de Calçada","Marília Mendonça",3156256,https://open.spotify.com/track/4AAIAVjSyiq1N7SXKkwXZe
15,"Amor da Despedida","Os Barões Da Pisadinha",3065401,https://open.spotify.com/track/0WlmiIK5qFQ4dAB4mCA4sI
