,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"Tapão Na Raba","Raí Saia Rodada",6096012,https://open.spotify.com/track/58pgi1RpcU2fVJsxhm7BIr
2,"Ele É Ele, Eu Sou Eu","Wesley Safadão",5118405,https://open.spotify.com/track/7EWXP47VlXKO3r7mNxuWHw
3,"Esquema Preferido","DJ Ivis",5054787,https://open.spotify.com/track/27X3qzgB0Show6qfw5wNOK
4,"Facas - Ao Vivo","Diego & Victor Hugo",4957102,https://open.spotify.com/track/1ere9b9vDw2N3m9d4uiXxa
5,"Batom de Cereja - Ao Vivo","Israel & Rodolffo",4720115,https://open.spotify.com/track/2MZQAvsA7aZDssppBLRxYp
6,"Coração Na Cama - Ao Vivo","Hugo & Guilherme",4378867,https://open.spotify.com/track/2nZj5YymF54qhAu7RneVP6
7,M4,Teto,3982923,https://open.spotify.com/track/07AQkmp456NpEnT8HR7WLy
8,"Alô Ambev (Segue Sua Vida) - Ao Vivo","Zé Neto & Cristiano",3767553,https://open.spotify.com/track/5m5aY6S9ttfIG157xli2Rs
9,"Meia Noite (Você tem meu Whatsapp)","Tarcísio do Acordeon",3579359,https://open.spotify.com/track/6sPBi0qLI6KM3yXX56NxsA
10,"Lance Individual","Jorge & Mateus",3463878,https://open.spotify.com/track/7GLWWrk1YlkPYqJK3ynIA0
11,Mds,Kawe,3413621,https://open.spotify.com/track/0QglpM23kl9ldvVdoYNZwF
12,"Troca de Calçada","Marília Mendonça",3282569,https://open.spotify.com/track/4AAIAVjSyiq1N7SXKkwXZe
13,"Recairei - Ao Vivo","Os Barões Da Pisadinha",3157828,https://open.spotify.com/track/2JTir3y1VuJQmexiTCMcTP
14,"Foi Pá Pum","Simone & Simaria",3135155,https://open.spotify.com/track/1Cqg0nJOZRyvltkof8tjqA
15,"Amor da Despedida","Os Barões Da Pisadinha",2951045,https://open.spotify.com/track/0WlmiIK5qFQ4dAB4mCA4sI
16,"Basta Você Me Ligar - Ao Vivo","Os Barões Da Pisadinha",2942520,https://open.spotify.com/track/3rRin3LyLY92kpEbkCgwf4
17,Acaso,"Vitor Fernandes",2888440,https://open.spotify.com/track/4Ls13Ag4SWnniiX4QLRltL
18,"Deixa de Onda (Porra Nenhuma)",DENNIS,2875093,https://open.spotify.com/track/0DlHQxrVijRqVUfuS6PKaY
19,"FALA MAL DE MIM","PEDRO SAMPAIO",2802593,https://open.spotify.com/track/5glMxRMRHGBRj6bydBjoPM
20,Paradigmas,"Jorge & Mateus",2748361,https://open.spotify.com/track/158ukl5rih76dOEsp0I91H
21,"Quero Ver é Me Esquecer (feat. Jorge) - Ao Vivo","Os Barões Da Pisadinha",2731868,https://open.spotify.com/track/2SUPbyD77tJuOUbqbxct6l
22,Xerecard,"Jeff Costa",2684633,https://open.spotify.com/track/1O74aTse7W5hd2rAvnEVaW
23,"Pulei na Piscina - Ao Vivo","Guilherme & Benuto",2683091,https://open.spotify.com/track/1uA7fD01YlQr1Rm0oyNB4H
24,"MODO TURBO","Luísa Sonza",2678594,https://open.spotify.com/track/0YqTL3nSL36OFdHwHoqCag
25,"Último Beijo","Bruno & Marrone",2579459,https://open.spotify.com/track/2pBEAodCImE4LgbKAG4bfz
26,Saturno,BIN,2363452,https://open.spotify.com/track/68cPbG7hJnwDW9nPX1uQcX
27,"Fala Comigo - Ao Vivo","Gusttavo Lima",2339902,https://open.spotify.com/track/56F3ngwk3a42aLY0o5QgBF
28,"Ele Não Tem","Jonas Esticado",2329538,https://open.spotify.com/track/1JHvLQWHUoYuapwQikeDuD
29,"É Problema","Matheus & Kauan",2324364,https://open.spotify.com/track/43VBV6uVyKAHbtrRpizoRK
30,"Maçã Verde","MC Hariel",2291278,https://open.spotify.com/track/7lJoRyuNJtuiqTcKtuMuIR
31,"Investe Em Mim","Jonas Esticado",2251152,https://open.spotify.com/track/15k1TDabqSEmyXOwMq9RM7
32,"Ô Moça","MC Zaquin",2163011,https://open.spotify.com/track/1mQOFRDoqI34LdN79PE0vH
33,"Amor e Fé - Acústico","Hungria Hip Hop",1974045,https://open.spotify.com/track/5ra6CI0pEzqjxPEZeBz0d7
34,"Esquema Preferido - Ao Vivo","Os Barões Da Pisadinha",1970324,https://open.spotify.com/track/35qOGx1CWvCkQFOv4BkVIV
35,"Ilusão (Cracolândia)","MC Hariel",1870617,https://open.spotify.com/track/6WXglvTFRmjlHHhgjYMNif
36,"Espetinho - Ao Vivo","Gusttavo Lima",1847413,https://open.spotify.com/track/52yvnBV90B2ZUC5b25cFer
37,"Cidade Inteira","Eric Land",1763022,https://open.spotify.com/track/7J3QMuDCSv56jRSiD9jFBF
