,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,Bipolar,"Mc Davi",7179119,https://open.spotify.com/track/0qxLQ6opocOGyFnlXqJ53x
2,"Volta Bebê, Volta Neném","Dj Guuga",6333177,https://open.spotify.com/track/4wQUopWk9Ed7Ng5qpKN5qd
3,"Batom de Cereja - Ao Vivo","Israel & Rodolffo",6143162,https://open.spotify.com/track/2MZQAvsA7aZDssppBLRxYp
4,"Tipo Gin - Ao Vivo","MC Kevin o Chris",5817908,https://open.spotify.com/track/4llr8mcoauwrHBtjGb7F9S
5,"Liberdade (Quando o Grave Bate Forte)",Alok,5106074,https://open.spotify.com/track/2QLbRVzixE282JSQjBz2DG
6,"Disco Arranhado - Funk Remix",Malu,4911466,https://open.spotify.com/track/2Gjt4rUHBUH0rMKpBg0hF4
7,"good 4 u","Olivia Rodrigo",4730595,https://open.spotify.com/track/4ZtFanR9U6ndgddUvNcjcG
8,"Quero Ver é Me Esquecer (feat. Jorge) - Ao Vivo","Os Barões Da Pisadinha",4353858,https://open.spotify.com/track/2SUPbyD77tJuOUbqbxct6l
9,Paradigmas,"Jorge & Mateus",4221874,https://open.spotify.com/track/17UfXrL7Run3GyZJW4uRjC
10,"Vida Louca","Mc Poze do Rodo",4094099,https://open.spotify.com/track/7IG7laqVpcvIIULrwWP5SA
11,"Tapão Na Raba","Raí Saia Rodada",4058711,https://open.spotify.com/track/58pgi1RpcU2fVJsxhm7BIr
12,"Só Não Divulga","Fernando & Sorocaba",4058458,https://open.spotify.com/track/3HquWF2pZmWYu3WAEP9Heb
13,"Baby Me Atende","Matheus Fernandes",3749826,https://open.spotify.com/track/5R9KPXQVeyqsHZoPLMgfNy
14,"Ele É Ele, Eu Sou Eu","Wesley Safadão",3721729,https://open.spotify.com/track/7EWXP47VlXKO3r7mNxuWHw
15,"Preta do Cabelo Cacheado","Th CDM",3707331,https://open.spotify.com/track/3lJ8BcGM1ROQ1ufneU3Qya
16,"Facas - Ao Vivo","Diego & Victor Hugo",3563745,https://open.spotify.com/track/1ere9b9vDw2N3m9d4uiXxa
17,Butter,BTS,3230426,https://open.spotify.com/track/3VqeTFIvhxu3DIe4eZVzGq
18,"Não Pode Se Apaixonar","Xand Avião",3205034,https://open.spotify.com/track/1HoapWs5KcMzs8QYdgg9Kt
19,Troca,"Jorge & Mateus",3120646,https://open.spotify.com/track/6HV630GY0GT3RN2efFRmbP
20,"Só de Sacanagem - Ao Vivo","Israel & Rodolffo",3084879,https://open.spotify.com/track/40zJaB3z53PGaxIkYyieBP
21,ATENÇÃO,"PEDRO SAMPAIO",3012809,https://open.spotify.com/track/5AhnPqydkYbZAp4NkyJ7ED
22,"Esquema Preferido (feat. Tarcísio do Acordeon)","DJ Ivis",2970624,https://open.spotify.com/track/0e6NlGJxYlHvAN8SKxad7N
23,"FALA MAL DE MIM","PEDRO SAMPAIO",2873796,https://open.spotify.com/track/5glMxRMRHGBRj6bydBjoPM
24,"deja vu","Olivia Rodrigo",2824495,https://open.spotify.com/track/6HU7h9RYOaPRFeh0R3UeAr
25,Passatempo,"Wesley Safadão",2809831,https://open.spotify.com/track/3ODFNdnvb3EwcXk6DI6tGA
26,"Ela é Espetacular (Mulher Kama Sutra 2)","Mc Livinho",2776140,https://open.spotify.com/track/0x0V1IID2Sj902k6LzuWds
27,"É Problema","Matheus & Kauan",2746549,https://open.spotify.com/track/5gTgQBtNP08fUijxpEgmzF
28,"Coração Na Cama - Ao Vivo","Hugo & Guilherme",2728251,https://open.spotify.com/track/7vCvUJyjMxRkPeo19nxmuk
29,"MONTERO (Call Me By Your Name)","Lil Nas X",2651689,https://open.spotify.com/track/67BtfxlNbhBmCDR2L2l8qd
30,"Volta Comigo BB","Zé Vaqueiro",2609387,https://open.spotify.com/track/1h4u5t0EJZki8ieNGwwFXc
31,"Foi Pá Pum","Simone & Simaria",2578542,https://open.spotify.com/track/5uztIMqjl5FTZSYDlOBJjV
32,"Troca de Calçada","Marília Mendonça",2573869,https://open.spotify.com/track/4AAIAVjSyiq1N7SXKkwXZe
33,"Girl From Rio",Anitta,2429873,https://open.spotify.com/track/2plRom0urixt6BE8t7kOhQ
34,"Deixa de Onda (Porra Nenhuma)",DENNIS,2419145,https://open.spotify.com/track/0DlHQxrVijRqVUfuS6PKaY
35,"drivers license","Olivia Rodrigo",2387749,https://open.spotify.com/track/5wANPM4fQCJwkGd4rN57mH
36,"Vou falar que não quero","Vitor Fernandes",2368969,https://open.spotify.com/track/6AMTUbWihFZOwOeHxZN2Ge
37,Acaso,"Vitor Fernandes",2362363,https://open.spotify.com/track/4Ls13Ag4SWnniiX4QLRltL
