,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
43,"Vem Chapar",Matuê,2105504,https://open.spotify.com/track/4OfKTnuccYFO1xxF4tCvRE
44,"Desejando Eu (Ao Vivo)","Murilo Huff",2066866,https://open.spotify.com/track/3056x1XkmICnQmji68rrft
45,"Viva Voz - Ao Vivo","Lauana Prado",2060272,https://open.spotify.com/track/08Sd5vVcIH3uKeAiaJdoYj
46,"Melhor Eu Ir / Ligando os Fatos / Sonho de Amor / Deixa Eu Te Querer - Ao Vivo","Grupo Menos É Mais",2050930,https://open.spotify.com/track/2ptHQBO7TQhEkXOeK9ST59
47,"Liberdade Provisória - Ao Vivo","Henrique & Juliano",1941481,https://open.spotify.com/track/3Ghyp3X5Ua9ypHnBIgOObI
48,"Rave do Papa - Deluxe (feat. Mc Rennan, MC Bruna Alves, MC BN & MC Rick) - Remix","Dj W-Beatz",1866281,https://open.spotify.com/track/59CnMc5PR9GdDFEVOpHSg9
49,"Blinding Lights","The Weeknd",1855595,https://open.spotify.com/track/0VjIjW4GlUZAMYd2vXMi3b
50,"Despedida - Ao Vivo","Wesley Safadão",1761547,https://open.spotify.com/track/5LpLYzpV0HWKI2DlPmNywg
51,"Não Valeu","Wesley Safadão",1736300,https://open.spotify.com/track/1GWUiFYLYEapxYHnASyOud
52,Dynamite,BTS,1647367,https://open.spotify.com/track/0t1kP63rueHleOhQkYSXFY
53,"Libera Ela - Ao Vivo","Maiara & Maraisa",1633389,https://open.spotify.com/track/0SJtvFn4vqgJPscSbEPaql
54,"menina solta","GIULIA BE",1621612,https://open.spotify.com/track/2MOq63fxuFLYQM3CsDcFs1
55,"Saudade Sua","Gusttavo Lima",1562699,https://open.spotify.com/track/6NM06xgqxQ0HU5lxbt2JHi
56,"E Nós Tem um Charme Que É da Hora","Mc Dricka",1511948,https://open.spotify.com/track/4koUrXFuoId1b6wrMF3laS
57,"Amor e Fé - Acústico","Hungria Hip Hop",1485326,https://open.spotify.com/track/5ra6CI0pEzqjxPEZeBz0d7
58,"Cheirosa - Ao Vivo","Jorge & Mateus",1479196,https://open.spotify.com/track/2PWjKmjyTZeDpmOUa3a5da
59,"Pipa Voada (feat. Emicida)",Rashid,1450115,https://open.spotify.com/track/3oqC4Ta40ft6NnTJwcUTdi
60,"Roses - Imanbek Remix","SAINt JHN",1418900,https://open.spotify.com/track/2Wo6QQD1KMDWeFkkjLqwx5
61,"Mentira - Ao Vivo","Felipe Araújo",1417525,https://open.spotify.com/track/3oe0vGmQxem3DcarYMuzu1
62,"Don't Start Now","Dua Lipa",1384469,https://open.spotify.com/track/3PfIrDoz19wz7qK7tYeu62
63,"Declaração pro Bar - Ao Vivo","Guilherme & Benuto",1368274,https://open.spotify.com/track/48CAeajgzcGJaVUSsXd7h0
64,"Manda Áudio","Di Propósito",1320365,https://open.spotify.com/track/0in6Rc29qdyOkhKyYw4A84
65,"Segunda Taça - Ao Vivo","João Bosco & Vinicius",1298500,https://open.spotify.com/track/23zmMwD99ROi9yhxqMxWil
66,"Kenny G",Matuê,1294411,https://open.spotify.com/track/3MkdA6vwF0ifRl86yzTlJW
67,"Alô Ex-Amor - Ao Vivo","João Bosco e Gabriel",1250460,https://open.spotify.com/track/2QCwoYDn4DRfjs4NhW2KpO
68,"Aí Eu Bebo - Ao Vivo","Maiara & Maraisa",1181876,https://open.spotify.com/track/2Ou6UYuUbNyqwXxRDSeFRf
69,"Ice Cream (with Selena Gomez)",BLACKPINK,1162334,https://open.spotify.com/track/2J4P46vCFm1rPkNkp9pZWX
70,"Homenagem aos Relíquias (feat. Menor MC, MC Vinny, MC Julio D.E R. & MC Leozinho ZS)","DJ Matt D",1162282,https://open.spotify.com/track/4vDC52DnSqAjec5Vh5yJEb
71,"Amor de Fim de Noite",Orochi,1158905,https://open.spotify.com/track/1Nmcs8zk7LfcvHRgLtTM5J
72,"3 Batidas - Ao Vivo","Guilherme & Benuto",1153249,https://open.spotify.com/track/1uryupl9hqVZYurJwH4G9k
73,"Com ou Sem Mim - Ao Vivo","Gustavo Mioto",1149054,https://open.spotify.com/track/5L8ZEyIdZ2KE4Wf51SsuOF
74,"Bebi Minha Bicicleta (Coração Falido) - Ao Vivo","Zé Neto & Cristiano",1136730,https://open.spotify.com/track/2Q9TaUXNM4mNSCgJjbmsJe
75,"Dance Monkey","Tones And I",1109925,https://open.spotify.com/track/1rgnBhdG2JDFTbYkYRZAku
76,"Vira Homem","Marília Mendonça",1108008,https://open.spotify.com/track/0GrEqRHf5FioT1hOB8PBxZ
77,"Marília Mendonça",BIN,1089065,https://open.spotify.com/track/1CBjYXLotHrkiykMbI7EaU
78,"Pode Sumir","Luíza & Maurílio",1079922,https://open.spotify.com/track/5OzvtpasMB3aPWpfVr0PsA
79,"Alô Ambev (Segue Sua Vida) - Ao Vivo","Zé Neto & Cristiano",1070188,https://open.spotify.com/track/5m5aY6S9ttfIG157xli2Rs
80,Avançada,"MC Kevinho",1032154,https://open.spotify.com/track/1fWITNjgwmKEonjikQUaa1
81,"Vai Lá","Wesley Safadão",1026194,https://open.spotify.com/track/1NFRjwcyR91yN0cLRm8263
82,"Cabeça Voando","Os Barões Da Pisadinha",1025428,https://open.spotify.com/track/6wDzwmywQ2X8O0FN1IQGol
83,"Cidade Inteira","Eric Land",1021251,https://open.spotify.com/track/7J3QMuDCSv56jRSiD9jFBF
84,"(não) era amor","GIULIA BE",1004433,https://open.spotify.com/track/7DmZMqXYgQ1oI3z3bGUEbi
85,"Slow Down (feat. Jorja Smith) - Vintage Culture & Slow Motion Remix","Maverick Sabre",1000415,https://open.spotify.com/track/5PNvgiKSwMdjBsDsgFCFLX
86,BALANÇA,"WC no Beat",1000400,https://open.spotify.com/track/1neg4NArvpVL7AOWIBja6q
87,"Hoje É Rave","Bárbara Labres",996949,https://open.spotify.com/track/2CBpRE0A922XhWLSI8AT9O
88,"Então Toma - Ao Vivo","Matheus & Kauan",984901,https://open.spotify.com/track/5yaXBGNko8lmFSOvKWo99j
89,"ROCKSTAR (feat. Roddy Ricch)",DaBaby,978492,https://open.spotify.com/track/7ytR5pFWmSjzHJIeQkgog4
90,"Supera - Ao Vivo","Marília Mendonça",978117,https://open.spotify.com/track/3GmJxfnUDrIs1iCfKUELFz
91,"Bebe e Vem Me Procurar","Raí Saia Rodada",968791,https://open.spotify.com/track/3tu0GkIZwwkmILoD4HemBq
92,"Rain On Me (with Ariana Grande)","Lady Gaga",954664,https://open.spotify.com/track/7ju97lgwC2rKQ6wwsf9no9
93,"Savage Love (Laxed - Siren Beat)","Jawsh 685",952430,https://open.spotify.com/track/1xQ6trAsedVPCdbtDAmk0c
94,"Xereca de Mel","Shevchenko e Elloco",949755,https://open.spotify.com/track/3csAhPJlNeCDnvuTdT8RQw
95,"Textão - Ao Vivo","Zé Neto & Cristiano",921711,https://open.spotify.com/track/2uhBCMHwS3SATOHIgM2KPF
96,"Quem Traiu Levou - Ao Vivo","Gusttavo Lima",902603,https://open.spotify.com/track/17Ryox5vWKp92IDW87C5PI
97,"Eu Feat. Você",Melim,894549,https://open.spotify.com/track/2PaOWQIEkSFkmONCv1Vgui
98,SENTADÃO,"PEDRO SAMPAIO",885980,https://open.spotify.com/track/4lKuzrdZrJuCAedbIslF3A
99,"Break My Heart","Dua Lipa",882824,https://open.spotify.com/track/017PF4Q3l4DBUiWoXk4OWT
100,Chupadinha,"Os Barões Da Pisadinha",877801,https://open.spotify.com/track/0BVRi6cizWdDrLRmKI0qsw
101,"Relógio Parado (Ao Vivo)","Diego & Arnaldo",876714,https://open.spotify.com/track/5n8Y78Pl5q8lqS7sJP61qw
102,"Uma Vida a Mais (Listen To Your Heart)","Marília Mendonça",875658,https://open.spotify.com/track/2hqRWWmbHT9CTc5a4a9NVe
103,"Áudio - Ao Vivo em Brasília","Diego & Victor Hugo",874636,https://open.spotify.com/track/2PqPSf3gtTED79rWGwVtYg
104,"Someone You Loved","Lewis Capaldi",874163,https://open.spotify.com/track/7qEHsqek33rTcFNT9PFqLf
105,Pupila,ANAVITÓRIA,868733,https://open.spotify.com/track/7Gk5OrMYaMRtT2JmgJVAfk
106,"Party On My Own (feat. FAULHABER)",Alok,866926,https://open.spotify.com/track/4c9Py6O1NeuYKbJ8Ok7mTl
107,"Cuidado Que Eu Te Supero","Yasmin Santos",858033,https://open.spotify.com/track/5J4tK2FbXQEeC0AsfFgwpz
108,"Mood (feat. iann dior)",24kGoldn,854478,https://open.spotify.com/track/3tjFYV6RSFtuktYl3ZtYcq
109,"death bed (coffee for your head)",Powfu,852249,https://open.spotify.com/track/7eJMfftS33KTjuF7lTsMCx
110,Girassol,"Priscilla Alcantara",847445,https://open.spotify.com/track/22rcaYTa2UgcLCbeO0NoNj
111,"Você Nem É Tudo Isso","Marília Mendonça",845306,https://open.spotify.com/track/0zhnWntcmhChM7PXSWuNNq
112,"Poesia Acústica #6: Era uma Vez","Pineapple StormTv",844726,https://open.spotify.com/track/13Rf6RaZT13TW4xLQR3MQr
113,"Só Você","Leo Santana",843760,https://open.spotify.com/track/2cV8V9eV79HWJHD4jNQHqq
114,"Midnight Sky","Miley Cyrus",841177,https://open.spotify.com/track/27ycaQnQAxaPiyeg3nr2aB
115,"Breaking Me",Topic,835570,https://open.spotify.com/track/3H7ihDc1dqLriiWXwsc2po
116,"Casa de Praia - Ao Vivo","Os Barões Da Pisadinha",835430,https://open.spotify.com/track/5iHJ6FB4iWVcaY7iDYJrJB
117,"How You Like That",BLACKPINK,822618,https://open.spotify.com/track/3vAn0qZzdyuHamcrpkfiX3
118,"Meu Abrigo",Melim,820275,https://open.spotify.com/track/5U28PY9MekLyCBYtLHGQpe
119,"Pulei na Piscina - Ao Vivo","Guilherme & Benuto",819285,https://open.spotify.com/track/1uA7fD01YlQr1Rm0oyNB4H
120,"SEM LIMITES","WC no Beat",816628,https://open.spotify.com/track/3JZwQT1rIxU3wdtF7eneee
121,"Vem Me Satisfazer","MC Ingryd",811860,https://open.spotify.com/track/63SHcJzckFykS8faA5zojY
122,"Céu de pipa","MC Marks",809894,https://open.spotify.com/track/2DQ09MyIaXu5F1ly4MEvDM
123,"Te gusta","MC Kevinho",802635,https://open.spotify.com/track/0h5iRD8nlDtcn4rwbZzNgg
124,"Certo e Duvidoso (feat. Gaab) - Ao Vivo","Marcos & Belutti",797379,https://open.spotify.com/track/6TL6UYmqRVC5PuVQb0R1h5
125,"Qual é a do amor (feat. Atitude 67) - Ao vivo","João Gustavo e Murilo",796950,https://open.spotify.com/track/3rfPuNpqMHQKXIPoEF5iFB
126,"Se Eu Fosse Você - Ao Vivo","Henrique & Juliano",794396,https://open.spotify.com/track/3HXLUh9lzSrSLvrvLk2LjC
127,Heather,"Conan Gray",792647,https://open.spotify.com/track/4xqrdfXkTW4T0RauPLv3WA
128,"POPSTAR (feat. Drake)","DJ Khaled",787900,https://open.spotify.com/track/6EDO9iiTtwNv6waLwa1UUq
129,"Tudo Indica (feat. Jorge & Mateus) - Ao Vivo","Marcos & Belutti",783728,https://open.spotify.com/track/0eoMMLrWtXbLk64baeESkc
130,Reincidente,"Felipe Araújo",780139,https://open.spotify.com/track/3XG1frltSxibGuYLPucxl8
131,"Cobra Venenosa (feat. DJ Will22)",LUDMILLA,769934,https://open.spotify.com/track/15kdyHRNcHSCTRjvHvmqrs
132,"Tchau Brigado - Ao Vivo","Humberto & Ronaldo",757605,https://open.spotify.com/track/2TR917wkDeRvwTE5cSfZFf
133,"Ferida Curada","Zé Neto & Cristiano",757294,https://open.spotify.com/track/1U3tv41tFRgOfbytpuYQrR
134,"Tijolão - Ao Vivo","Jorge & Mateus",757022,https://open.spotify.com/track/6QwFUcPc5nhsqZuhXUYtV7
135,"Deixa (feat. Ana Gabriela)",Lagum,755534,https://open.spotify.com/track/3fLqmaO4vvZpFZSZy52VMp
136,"O Matuto Se Apaixonou","Os Barões Da Pisadinha",742850,https://open.spotify.com/track/09KUam5nfzNEXSSV9zWiT9
137,Cabaré,"Dj Guuga",741016,https://open.spotify.com/track/0N2cvvlyEw5NFc00E3FB0D
138,"Tá com o Papato (feat. BIN)",Papatinho,733278,https://open.spotify.com/track/5eT9vs7mv4Y4HrBWcP6abV
139,"Romance Desapegado","Conde do Forró",728971,https://open.spotify.com/track/54OqGd3dmug64db0ZtOtF4
140,Hawái,Maluma,725522,https://open.spotify.com/track/1yoMvmasuxZfqHEipJhRbp
141,"Tudo de bom",Pk,722966,https://open.spotify.com/track/3YqLyRFwjGuPBT7EHoyQH7
142,Señorita,"Shawn Mendes",720739,https://open.spotify.com/track/6v3KW9xbzN5yKLt9YKDYA2
143,"Agora Eu Pego Mesmo","Os Barões Da Pisadinha",720286,https://open.spotify.com/track/6OsMu5ntYteQzcCrZVWA33
144,"Meu talismã",IZA,719847,https://open.spotify.com/track/5aayWOEE7u7bxZ3r7dwIrX
145,"Ouvi Dizer",Melim,718543,https://open.spotify.com/track/1qCLx3nX25NuhfPjM5E1qV
146,"Muito Cedo","Turma do Pagode",711420,https://open.spotify.com/track/7N0Py2msno86enR6JPNlpV
147,"Poesia Acústica #7: Céu Azul","Pineapple StormTv",710965,https://open.spotify.com/track/2FGhB10Gon36GgFcOTMQEW
148,"Gaiola É o Troco","MC Du Black",710239,https://open.spotify.com/track/3Uq45ipGutypFPmETfaoaH
149,"Erro Antigo - Ao Vivo","Diego & Victor Hugo",707159,https://open.spotify.com/track/7qpXCkcr3Zj4LDvdiWryns
150,"Sou Vitorioso","Mc Lele JP",701242,https://open.spotify.com/track/37hCsK2djczyRGWMjqzbxD
151,"Laugh Now Cry Later (feat. Lil Durk)",Drake,700142,https://open.spotify.com/track/2SAqBLGA283SUiwJ3xOUVI
152,"On & On",Alok,698557,https://open.spotify.com/track/7sYAS4CpbV90oSemgaEQat
153,"água com açúcar - ao vivo","Luan Santana",696811,https://open.spotify.com/track/6nI98wtHOJAYSASq22TCYu
154,"Rave Na Praia","MC Teteu",691728,https://open.spotify.com/track/50YsV2XFugoMrqJK9Ttdly
155,"Bebê Vem Me Procurar","Os Barões Da Pisadinha",684896,https://open.spotify.com/track/4nyQshn0cfaRvvnu02Wcqn
156,"Tão Linda","Atitude 67",681667,https://open.spotify.com/track/59WWulo1LM0njpIkcduCMn
157,"Poesia Acústica - Paris","Pineapple StormTv",680198,https://open.spotify.com/track/5JKaHAt4atuNoLqpyDgbyK
158,"Pisadinha - Ao Vivo","Diego & Victor Hugo",676914,https://open.spotify.com/track/36P6ptTyxOggYgR2aoZiAl
159,Perdição,L7NNON,670381,https://open.spotify.com/track/7FikD4RFpmSZIvoP3rRwsS
160,"Hit Contagiante","Felipe Original",667448,https://open.spotify.com/track/5dKesZwp6deuhEeW8F1UEi
161,"Carreira Solo - Ao Vivo","Gusttavo Lima",667206,https://open.spotify.com/track/1MmS7UIy3J1BTxfGCRvVqN
162,"Toosie Slide",Drake,665414,https://open.spotify.com/track/466cKvZn1j45IpxDdYZqdA
163,Complicado,Vitão,664096,https://open.spotify.com/track/6toDZSoqG5QUitFsoxavRy
164,"Still Don't Know My Name",Labrinth,661409,https://open.spotify.com/track/6N22FZs2ZhPBYi3b9XPajV
165,"Adore You","Harry Styles",660870,https://open.spotify.com/track/3jjujdWJ72nww5eGnfs2E7
166,"Piece Of Your Heart - Alok Remix",MEDUZA,660601,https://open.spotify.com/track/6iW38RGqdDGOofmz2HeXLW
167,Believer,"Imagine Dragons",658826,https://open.spotify.com/track/0pqnGHJpmpxLKifKRmU6WP
168,"Lose Control",MEDUZA,657780,https://open.spotify.com/track/7CHi4DtfK4heMlQaudCuHK
169,"Tiro Certo - Ao Vivo","Zé Felipe",653024,https://open.spotify.com/track/5MArTXEVyKBwoodjdy04fk
170,Gelo,Melim,651063,https://open.spotify.com/track/2DsZ6pXK1AG6emFugTeYW3
171,"Fatalmente / Separação / Temporal - Ao Vivo","Grupo Menos É Mais",650320,https://open.spotify.com/track/0mpqoslgBvHcnbNZhK8wBO
172,"Saudade em Gotas (feat. Wesley Safadão) - Ao Vivo","Yasmin Santos",649920,https://open.spotify.com/track/3ZROq16fQ1o2dWEGkHPHkJ
173,"Combatchy (feat. MC Rebecca)",Anitta,646128,https://open.spotify.com/track/2bPtwnrpFNEe8N7Q85kLHw
174,"Vitória Chegou","Mc Lipi",643398,https://open.spotify.com/track/541XTa1azDkMp2cFsM1Hcw
175,"Baila Comigo (feat. Kelly Ruiz) - Rennan da Penha Remix",Dayvi,638393,https://open.spotify.com/track/7M6D0ACikinC39ZtuEwMPo
176,"Um Pedido","Hungria Hip Hop",637314,https://open.spotify.com/track/3CgZi8DMUftJHK6WL2gKc1
177,"Pra Você Guardei O Amor","Nando Reis",637007,https://open.spotify.com/track/1EQ8sBQ7Abv9DvNBzhXAcv
178,"Hear Me Tonight",Alok,636513,https://open.spotify.com/track/0v8OKUrqZGoEbgEUXScRSQ
179,goosebumps,"Travis Scott",635935,https://open.spotify.com/track/6gBFPUFcJLzWGx4lenP6h2
180,"Já que me ensinou a beber","Thiago Brava",635231,https://open.spotify.com/track/4aajF8YX6i8guXdLaW82eS
181,"Tempo de Aprender / Energia Surreal / Não Pedi Pra Me Apaixonar - Ao Vivo","Grupo Menos É Mais",632517,https://open.spotify.com/track/3COVZV6VRP4sdXiWTB1XTM
182,"OK Not To Be OK",Marshmello,624090,https://open.spotify.com/track/0zzVTGyRrWpQu8Fr28NRAv
183,"Mulher Cativante","MC Paulin da Capital",622515,https://open.spotify.com/track/0ItBgjbN1F82yX73rwTIg0
184,"Deixa Tudo Como Tá - Ao Vivo",Thiaguinho,619972,https://open.spotify.com/track/0abrd2vT2W3JZBDNezUY7r
185,"Isso Que é Vida",DENNIS,619607,https://open.spotify.com/track/1dKYlw6v9wofuqb7EXSvPn
186,"10 de Setembro","Marília Mendonça",611944,https://open.spotify.com/track/7HaSsqUFunfYlT7MTEnxCx
187,"Anos Luz",Matuê,611030,https://open.spotify.com/track/0GYPcKDlsb8WEtJkkKdtgH
188,"A Casa É Sua","Casa Worship",607245,https://open.spotify.com/track/3h3fui1QXImL2zRcs9v2Lc
189,"Dona de mim",IZA,603651,https://open.spotify.com/track/0H8CBal2Dcu5Yc001VotZN
190,Amoreco,"Simone & Simaria",597006,https://open.spotify.com/track/32qETd0e2eKMs2BiMocPc0
191,Memories,"Maroon 5",596734,https://open.spotify.com/track/2b8fOow8UzyDFAE27YhOZM
192,"ily (i love you baby) (feat. Emilee)","Surf Mesa",595820,https://open.spotify.com/track/62aP9fBQKYKxi7PDXwcUAS
193,Recaída,"Grupo Menos É Mais",595641,https://open.spotify.com/track/49rtHPYe4eny7j1sbDrm8j
194,"Serenata - Ao Vivo","Marília Mendonça",595142,https://open.spotify.com/track/5fY9bVl1Wj4PIM3wnduWop
195,Mantém,WIU,593487,https://open.spotify.com/track/17rF54WvGGqPVxDheq8PP8
196,"Pode Jogar","MC Kevin o Chris",593406,https://open.spotify.com/track/6YClJMtJDyyJ2iaUf5npyC
197,"Quarta Cadeira - Ao Vivo","Matheus & Kauan",592032,https://open.spotify.com/track/5q0NlM6Pm8Pp3orq7zGiRn
198,"Head & Heart (feat. MNEK)","Joel Corry",590723,https://open.spotify.com/track/6cx06DFPPHchuUAcTxznu9
199,"Sei Lá",Projota,589874,https://open.spotify.com/track/6l1PdE7lQbodewVQh16GCM
200,"Já Que Me Ensinou a Beber","Os Barões Da Pisadinha",589712,https://open.spotify.com/track/2zv8VuCCLdcSIefH3BOeuu
