,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"Meia Noite (Você tem meu Whatsapp)","Tarcísio do Acordeon",5388035,https://open.spotify.com/track/6sPBi0qLI6KM3yXX56NxsA
2,"MODO TURBO","Luísa Sonza",4879705,https://open.spotify.com/track/0YqTL3nSL36OFdHwHoqCag
3,"Recairei - Ao Vivo","Os Barões Da Pisadinha",4670072,https://open.spotify.com/track/2JTir3y1VuJQmexiTCMcTP
4,"Lance Individual","Jorge & Mateus",4197808,https://open.spotify.com/track/7GLWWrk1YlkPYqJK3ynIA0
5,"Ele É Ele, Eu Sou Eu","Wesley Safadão",4145537,https://open.spotify.com/track/7EWXP47VlXKO3r7mNxuWHw
6,"Amor ou o Litrão","Petter Ferraz",4131687,https://open.spotify.com/track/7qmnP8Woc47dLSrMD5MxL1
7,"Basta Você Me Ligar - Ao Vivo","Os Barões Da Pisadinha",3877770,https://open.spotify.com/track/3rRin3LyLY92kpEbkCgwf4
8,"Alô Ambev (Segue Sua Vida) - Ao Vivo","Zé Neto & Cristiano",3837067,https://open.spotify.com/track/5m5aY6S9ttfIG157xli2Rs
9,"Investe Em Mim","Jonas Esticado",3706429,https://open.spotify.com/track/15k1TDabqSEmyXOwMq9RM7
10,"Figurinha - Ao Vivo","Douglas & Vinicius",3304223,https://open.spotify.com/track/187Pge0WmJNoS73kaIORSE
11,"Só Tem Eu","Zé Felipe",3056024,https://open.spotify.com/track/1X0MaGErD8rcspqQs9s2m0
12,"Maçã Verde","MC Hariel",3054338,https://open.spotify.com/track/7lJoRyuNJtuiqTcKtuMuIR
13,"Amor da Despedida","Os Barões Da Pisadinha",3022348,https://open.spotify.com/track/0WlmiIK5qFQ4dAB4mCA4sI
14,Mds,Kawe,2990872,https://open.spotify.com/track/0QglpM23kl9ldvVdoYNZwF
15,Letícia,"Zé Vaqueiro",2940074,https://open.spotify.com/track/2R1OgezGfBMeiAcMpJ1EkH
16,"Facas - Ao Vivo","Diego & Victor Hugo",2872899,https://open.spotify.com/track/1ere9b9vDw2N3m9d4uiXxa
17,"Pulei na Piscina - Ao Vivo","Guilherme & Benuto",2843738,https://open.spotify.com/track/1uA7fD01YlQr1Rm0oyNB4H
18,"Ilusão (Cracolândia)","MC Hariel",2830126,https://open.spotify.com/track/6WXglvTFRmjlHHhgjYMNif
19,"Rainha da Favela",LUDMILLA,2801844,https://open.spotify.com/track/3vu864xi5Xis9VfOsJpmXu
20,Rita,Tierry,2801128,https://open.spotify.com/track/1nDCZBI8MaHXI2f36dnQyG
21,"De Menina pra Mulher - Ao Vivo","Gusttavo Lima",2725719,https://open.spotify.com/track/42P3wMiPfXQM93TYZotuPQ
22,"Cidade Inteira","Eric Land",2603645,https://open.spotify.com/track/7J3QMuDCSv56jRSiD9jFBF
23,"Tudo Indica (feat. Jorge & Mateus) - Ao Vivo","Marcos & Belutti",2536033,https://open.spotify.com/track/0eoMMLrWtXbLk64baeESkc
24,"Tá Rocheda","Os Barões Da Pisadinha",2426994,https://open.spotify.com/track/3dPvQLKl42dMYWV4LWRTLK
25,"Sogra - Ao Vivo",Dilsinho,2406576,https://open.spotify.com/track/4zsiMjB0794HztyqUkD3Zi
26,"Amor e Fé - Acústico","Hungria Hip Hop",2401962,https://open.spotify.com/track/5ra6CI0pEzqjxPEZeBz0d7
27,"Alô Ex-Amor - Ao Vivo","João Bosco e Gabriel",2380262,https://open.spotify.com/track/2QCwoYDn4DRfjs4NhW2KpO
28,"Coração Na Cama - Ao Vivo","Hugo & Guilherme",2344273,https://open.spotify.com/track/2nZj5YymF54qhAu7RneVP6
29,"Oh Juliana",Niack,2317283,https://open.spotify.com/track/4xWzZmX4K1yyrdtRfbUvjt
30,"Só Você","MC Rogerinho",2302493,https://open.spotify.com/track/59kRq8rb5uJCrSYYbGCk7o
31,"Nem Doeu - Ao Vivo","Matheus & Kauan",2299644,https://open.spotify.com/track/260n4ECk9j4IEvTAVBYojl
32,"Quero Você do Jeito Que Quiser","Marília Mendonça",2232745,https://open.spotify.com/track/64I6t2tuUGnIlaDIzHJ6YI
33,Nêga,"Tarcísio do Acordeon",2228129,https://open.spotify.com/track/3S2iI46NmKyZsoxs2NByIP
34,"Volta por Baixo - Ao Vivo","Henrique & Juliano",2198232,https://open.spotify.com/track/6juD9PQwAPvuXYIAE2gjhO
35,"Espetinho - Ao Vivo","Gusttavo Lima",2191532,https://open.spotify.com/track/1UF3sCkxXH4OE7ja83GRzj
36,"Pot-Pourri: Melhor Eu Ir / Ligando Os Fatos / Sonho de Amor / Deixa Eu Te Querer - Ao Vivo","Grupo Menos É Mais",2091988,https://open.spotify.com/track/5r9CZJMoMmxio2AnJdxuDS
37,"Um Sabadão Desse Uma Lua Dessa","Mc Talibã",2089708,https://open.spotify.com/track/3KfyRuNdcCGsZb15sqrXDA
38,"Barzinho Aleatório - Ao Vivo","Zé Neto & Cristiano",1981183,https://open.spotify.com/track/4KLvGldnzUZU4xdELyWBom
