,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"Oh Juliana",Niack,5843407,https://open.spotify.com/track/4xWzZmX4K1yyrdtRfbUvjt
2,"Desce Pro Play (PA PA PA)","Mc Zaac",3758191,https://open.spotify.com/track/4zGtfOglDBfVUypabBwIjQ
3,"Investe Em Mim","Jonas Esticado",3728790,https://open.spotify.com/track/15k1TDabqSEmyXOwMq9RM7
4,"Na Raba Toma Tapão",Niack,3175442,https://open.spotify.com/track/0AGS6ZRgzobrazmCi6pYMe
5,"Poesia Acústica #9: Melhor Forma","Pineapple StormTv",2973117,https://open.spotify.com/track/2fmeSswdyVq4wcqhY41UHk
6,"Volta por Baixo - Ao Vivo","Henrique & Juliano",2901837,https://open.spotify.com/track/7o9LwQmTuIDm4LyyHFIWul
7,"Quero Você do Jeito Que Quiser","Marília Mendonça",2818001,https://open.spotify.com/track/51uXmhqGR76tT2UeKZyeN6
8,"Vai Ter Que Aguentar","Mc Don Juan",2810729,https://open.spotify.com/track/5GAdMAL3tRJkVN1HtwohK2
9,Ranking,"Jorge & Mateus",2759386,https://open.spotify.com/track/0RaIjuKU5hudMteEXwr4RS
10,"Sogra - Ao Vivo",Dilsinho,2756182,https://open.spotify.com/track/4zsiMjB0794HztyqUkD3Zi
11,"Tudo Aconteceu","MC Du Black",2714215,https://open.spotify.com/track/67mqU3FeErlvWwsxnMfvQo
12,"Comprei um Lança","Mc Jacaré",2607641,https://open.spotify.com/track/12v6LfkX9YIR3uLefIAAYZ
13,"Barzinho Aleatório - Ao Vivo","Zé Neto & Cristiano",2605430,https://open.spotify.com/track/3WjSkl7VDWY1prwJw7dSG0
14,"Graveto - Ao Vivo","Marília Mendonça",2479634,https://open.spotify.com/track/3tc8Z4lGzOIwmIVftsxO6o
15,"Litrão - Ao Vivo","Matheus & Kauan",2452845,https://open.spotify.com/track/4DngRKOpRPrkbzImUB0zgh
16,"Nem Doeu - Ao Vivo","Matheus & Kauan",2353558,https://open.spotify.com/track/260n4ECk9j4IEvTAVBYojl
17,Flores,Vitão,2328383,https://open.spotify.com/track/25gD4PQjxCLnwIY2n23aEl
18,"Te Prometo",DENNIS,2301707,https://open.spotify.com/track/7Ac3BmqTQoLdAt7HtZyfgN
19,"Tudo no Sigilo (Vytinho NG e Bianca)","Vytinho NG",2300348,https://open.spotify.com/track/60wF0XnX7A0jVpDNA5v8vi
20,"Deus é por nós","MC Marks",2271618,https://open.spotify.com/track/6jcGoHrqfRW6fI2I6xtwBQ
21,"A Gente Fez Amor - Ao Vivo","Gusttavo Lima",2231375,https://open.spotify.com/track/3tv697PZNnaQN0Mn2zGhS5
22,"Liberdade Provisória - Ao Vivo","Henrique & Juliano",2191784,https://open.spotify.com/track/3Ghyp3X5Ua9ypHnBIgOObI
23,BRABA,"Luísa Sonza",2133711,https://open.spotify.com/track/2WlZuBDgLfT7Kc0admhFdg
