,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
90,"Toma de Cima da Laje 2","MC Ruanzin",1174071,https://open.spotify.com/track/31EMZYiFomBb6nTm86Vltr
91,Butter,BTS,1165515,https://open.spotify.com/track/2bgTY4UwhfBYhGT4HUYStN
92,"Pulei na Piscina - Ao Vivo","Guilherme & Benuto",1164453,https://open.spotify.com/track/1uA7fD01YlQr1Rm0oyNB4H
93,"Blinding Lights","The Weeknd",1161951,https://open.spotify.com/track/0VjIjW4GlUZAMYd2vXMi3b
94,"Ei Tudo Bem","MC Zaquin",1160480,https://open.spotify.com/track/3yNHwvq8n95NJTBILYEciD
95,"Doutora 3","Mc Kevin",1149918,https://open.spotify.com/track/4DWKtQVURjepn8uzBgmwuv
96,"You Right","Doja Cat",1115020,https://open.spotify.com/track/0k4d5YPDr1r7FX77VdqWez
97,"Na Ponta do Pé - Brega Funk","Nadson O Ferinha",1096474,https://open.spotify.com/track/4VBhrKEJ9nWzaiyhM5L9ic
98,"Recairei - Ao Vivo","Os Barões Da Pisadinha",1083631,https://open.spotify.com/track/2JTir3y1VuJQmexiTCMcTP
99,"Fala Comigo - Ao Vivo","Gusttavo Lima",1070138,https://open.spotify.com/track/56F3ngwk3a42aLY0o5QgBF
100,"jealousy, jealousy","Olivia Rodrigo",1055696,https://open.spotify.com/track/0MMyJUC3WNnFS1lit5pTjk
101,"I WANNA BE YOUR SLAVE",Måneskin,1038871,https://open.spotify.com/track/4pt5fDVTg5GhEvEtlz9dKk
102,happier,"Olivia Rodrigo",1032686,https://open.spotify.com/track/2tGvwE8GcFKwNdAXMnlbfl
103,Storiezin,"Raí Saia Rodada",1019103,https://open.spotify.com/track/1h6a1gcgHa4hg09xEmue3V
104,"Lei do Retorno 2","MC Hariel",1012185,https://open.spotify.com/track/4tSFmHgIvK53hrLCxVJuxw
105,M4,Teto,1010243,https://open.spotify.com/track/07AQkmp456NpEnT8HR7WLy
106,"Catucada Profunda","MC Igão",1001553,https://open.spotify.com/track/4chepxSHy5zbkLSpTVOJ1o
107,"Apê 1001",BIN,993027,https://open.spotify.com/track/3q6ZCGgFDIVCJQ5XG4JTL2
108,"Volta Rapariga","Vitinho Imperador",991392,https://open.spotify.com/track/5LlTh3GtUiao5aurwVIg5R
109,Gueto,IZA,991111,https://open.spotify.com/track/2AzBHIVlSYb0fx8zHWQIgl
110,"Esqueceu Foi Porra","Eric Land",982802,https://open.spotify.com/track/2xlw13Ns5yz9XZGtfnpPN9
111,"Espirra o Lança","Dj Serpinha",982388,https://open.spotify.com/track/5H25WPPytKQcMfIPu0oEBO
112,"Os Menino da Pecuária","Léo & Raphael",976727,https://open.spotify.com/track/49QpcTWIP16YgGLmiPDvTI
113,"Espetinho - Ao Vivo","Gusttavo Lima",975083,https://open.spotify.com/track/52yvnBV90B2ZUC5b25cFer
114,"Volta por Baixo - Ao Vivo","Henrique & Juliano",973643,https://open.spotify.com/track/6juD9PQwAPvuXYIAE2gjhO
115,"Meia Noite (Você tem meu Whatsapp)","Tarcísio do Acordeon",969205,https://open.spotify.com/track/6sPBi0qLI6KM3yXX56NxsA
116,BONEKINHA,"Gloria Groove",965781,https://open.spotify.com/track/79fCMoBLzr6KraMvFiQkrp
117,"MODO TURBO","Luísa Sonza",943148,https://open.spotify.com/track/0YqTL3nSL36OFdHwHoqCag
118,"Basta Você Me Ligar - Ao Vivo","Os Barões Da Pisadinha",943046,https://open.spotify.com/track/3rRin3LyLY92kpEbkCgwf4
119,"Bom Dia / A Tropa do Serrão te Chamou pra Piscina","Dj Scar",934223,https://open.spotify.com/track/0WuiPOSkktKmSdtwElLjTm
120,"Investe Em Mim","Jonas Esticado",933993,https://open.spotify.com/track/15k1TDabqSEmyXOwMq9RM7
121,Saturno,BIN,929334,https://open.spotify.com/track/68cPbG7hJnwDW9nPX1uQcX
122,Privilégio,"MC Luan da BS",925885,https://open.spotify.com/track/2ASs0n7ukfyxAxDtdir4vF
123,"Maçã Verde","MC Hariel",925648,https://open.spotify.com/track/7lJoRyuNJtuiqTcKtuMuIR
124,"Não Parei De Sofrer","Gustavo Mioto",918946,https://open.spotify.com/track/4zN7Kfk6s75jBOEehLHzV2
125,"The Business",Tiësto,918502,https://open.spotify.com/track/6f3Slt0GbA2bPZlz0aIFXN
126,"Recaída Sem Compromisso","MC Rogerinho",918019,https://open.spotify.com/track/29KuQ0h3UdcgetoGASw2qq
127,"Pot-Pourri: Melhor Eu Ir / Ligando Os Fatos / Sonho de Amor / Deixa Eu Te Querer - Ao Vivo","Grupo Menos É Mais",916733,https://open.spotify.com/track/5r9CZJMoMmxio2AnJdxuDS
128,"Don't Say Goodbye (feat. Tove Lo)",Alok,915502,https://open.spotify.com/track/0GTPmh5G40joBg93vcSQNq
129,"Menina Se Prepara","Mc Pepeu",913839,https://open.spotify.com/track/2aqqXrjrPdRHU9uSeRmL3C
130,"Amando Individual","Felipe Araújo",911708,https://open.spotify.com/track/6WhnioyjsbxNSpQhCXhYv6
131,"Don't Start Now","Dua Lipa",910599,https://open.spotify.com/track/3PfIrDoz19wz7qK7tYeu62
132,"Preta do Cabelo Cacheado","Mc Don Juan",899834,https://open.spotify.com/track/0Ve3XWcrsgy90xo0UL2syx
133,Alívio,"Jessé Aguiar",894885,https://open.spotify.com/track/40KZgKCIvRVIoZqv9lNBoP
134,"Cidade Inteira","Eric Land",888815,https://open.spotify.com/track/7J3QMuDCSv56jRSiD9jFBF
135,"Poesia Acústica #9: Melhor Forma","Pineapple StormTv",885755,https://open.spotify.com/track/2fmeSswdyVq4wcqhY41UHk
136,"Astronaut In The Ocean","Masked Wolf",876886,https://open.spotify.com/track/0BGwAKW4u8kWOhWFflZxfl
137,"Coração Traumatizou - Ao Vivo","Israel & Rodolffo",875369,https://open.spotify.com/track/1c5uZE4rMQ09O4bIJvlHwK
138,Mds,Kawe,872828,https://open.spotify.com/track/0QglpM23kl9ldvVdoYNZwF
139,"Localiza Aí Bebê - Ao Vivo","João Bosco e Gabriel",864790,https://open.spotify.com/track/7sCdzif8vD8XN1jgdYFL1q
140,"Expectativa x Realidade","Matheus & Kauan",857990,https://open.spotify.com/track/1wdhj1r7aeWVDUl9d18YKu
141,"Girl From Rio",Anitta,852021,https://open.spotify.com/track/2plRom0urixt6BE8t7kOhQ
142,"Mtg - Vem Sentando Vem (feat. Dj Nbeat) - Remix","MC 2jhow",850993,https://open.spotify.com/track/2Xgc216OMnc9PyUalpaSPc
143,"Amor da Despedida","Os Barões Da Pisadinha",846094,https://open.spotify.com/track/0WlmiIK5qFQ4dAB4mCA4sI
144,"Ama Sofre Chora","Pabllo Vittar",845790,https://open.spotify.com/track/6vZaNHrGvtGRKyZBceaRV7
145,"Não Te Quero",NATTAN,841479,https://open.spotify.com/track/3cVF2ot6YuCD0RQY302gNz
146,"Esquema Preferido - Ao Vivo","Os Barões Da Pisadinha",838418,https://open.spotify.com/track/35qOGx1CWvCkQFOv4BkVIV
147,"Cai de vagarinho até embaixo","Mc Rennan",824676,https://open.spotify.com/track/2p04GXqx4j9sggMTFJpEBa
148,"Amor e Fé - Acústico","Hungria Hip Hop",821106,https://open.spotify.com/track/5ra6CI0pEzqjxPEZeBz0d7
149,"Vou Falar Que Não Quero - Remix","DJ Lucas Beat",818823,https://open.spotify.com/track/0YluTOlBctnpHPABgFSXEw
150,"Nosso Amor Envelheceu","Marília Mendonça",806956,https://open.spotify.com/track/0XRDNfCJWLccJc9NXvx5zM
151,"Anota Placa","Tz da Coronel",801430,https://open.spotify.com/track/3QUriWUE8WnWLpWxHA52k4
152,"Tudo Indica (feat. Jorge & Mateus) - Ao Vivo","Marcos & Belutti",800704,https://open.spotify.com/track/0eoMMLrWtXbLk64baeESkc
153,"Trajado de Glock Ela Joga na Cara","Tz da Coronel",792325,https://open.spotify.com/track/2dcYBsq0wTqkJIlfNMGfrR
154,"Briga Feia - Ao Vivo","Henrique & Juliano",789680,https://open.spotify.com/track/3Xuo5utyzk86BwlUHdTR2O
155,"Volume 3","Douglas & Vinicius",786962,https://open.spotify.com/track/5gIVPysvKFh2gtwsicafnN
156,Incomparável,"Maiara & Maraisa",782744,https://open.spotify.com/track/3sgOlQhpIlao3pSkXy9XXY
157,"Eu Sou O Mestre Dos Magos","DJ GRZS",782132,https://open.spotify.com/track/132wAeR05o10R9iSjA1XAE
158,"Alô Ex-Amor - Ao Vivo","João Bosco e Gabriel",781710,https://open.spotify.com/track/2QCwoYDn4DRfjs4NhW2KpO
159,"Paredão No Talo","Jonas Esticado",779059,https://open.spotify.com/track/3neqH7BREo9vsQkx4NZwSe
160,Deprê,"Marília Mendonça",775779,https://open.spotify.com/track/2BRGOqLBHFJclDM6PB2dnd
161,positions,"Ariana Grande",773293,https://open.spotify.com/track/35mvY5S1H3J2QZyna3TFe0
162,brutal,"Olivia Rodrigo",772474,https://open.spotify.com/track/6SRsiMl7w1USE4mFqrOhHC
163,"Gonzaga Deu Fuga Com Uma Loira Cabulosa Em Cima Da 66","Dj Wesley Gonzaga",758335,https://open.spotify.com/track/6mUNR2pJOxKRCVo97YVlHE
164,"Hold On","Justin Bieber",751429,https://open.spotify.com/track/1nahzW3kfMuwReTka28tH5
165,"MTG É Sempre Assim","DJ ARTHUZIIN",751219,https://open.spotify.com/track/7frGdTrAxXpYbvsTsaySxJ
166,"Meu Mel","Zé Vaqueiro",750671,https://open.spotify.com/track/1w5GF97jRe8bnNKcBPYPyf
167,"F* F* M*","Filipe Ret",743270,https://open.spotify.com/track/0cHflpV8SSGbE0NKaasEfT
168,"Alive (It Feels Like)",Alok,738188,https://open.spotify.com/track/4fB85IhVASxXMWgoke5WVJ
169,"Cavalo de Tróia","Mc Kevin",733725,https://open.spotify.com/track/7uXQAiHezf6VR7txWkS86Q
170,"Someone You Loved","Lewis Capaldi",732025,https://open.spotify.com/track/7qEHsqek33rTcFNT9PFqLf
171,"Manda Áudio","Di Propósito",725667,https://open.spotify.com/track/0in6Rc29qdyOkhKyYw4A84
172,"Tá Rocheda","Os Barões Da Pisadinha",702832,https://open.spotify.com/track/3dPvQLKl42dMYWV4LWRTLK
173,"Heartbreak Anniversary",Giveon,702123,https://open.spotify.com/track/3FAJ6O0NOHQV8Mc5Ri6ENp
174,"Amarelo, azul e branco",ANAVITÓRIA,698838,https://open.spotify.com/track/2LOIoeI16A8jjKubPKoCSa
175,"Nem On Nem Off",POCAH,695691,https://open.spotify.com/track/6bgZv4VkqjBIS2vawz3RsU
176,"Desejando Eu (Ao Vivo)","Murilo Huff",693937,https://open.spotify.com/track/4ROjqZbah8JlAk7eoGnpz1
177,"Fala Na Minha Cara - Ao Vivo","Israel & Rodolffo",692885,https://open.spotify.com/track/76SjZ87SE24IwfNGBquUn5
178,"GIRL LIKE ME","Black Eyed Peas",692328,https://open.spotify.com/track/2vBET2pmrQqafaS6zIaYta
179,"Bloqueia Eu - Remix","DJ Lucas Beat",689336,https://open.spotify.com/track/0VxVv5IKWXj5o6FVO7zKXN
180,"Meu Sonho","Tarcísio do Acordeon",687307,https://open.spotify.com/track/0T4xOQeKlZ1s6YdD6UIZp8
181,"Ilusão (Cracolândia)","MC Hariel",687005,https://open.spotify.com/track/6WXglvTFRmjlHHhgjYMNif
182,"Sogra - Ao Vivo",Dilsinho,682847,https://open.spotify.com/track/4zsiMjB0794HztyqUkD3Zi
183,Dynamite,BTS,678578,https://open.spotify.com/track/4saklk6nie3yiGePpBwUoc
184,"Ela Aperta a Minha Mente","Xand Avião",678147,https://open.spotify.com/track/1T3hcBQRwacjWLuJJFt8co
185,"É Amor","João Gomes",677165,https://open.spotify.com/track/4nEhc8lB3L2NhgF1ZiXKcE
186,"Liberdade Provisória - Ao Vivo","Henrique & Juliano",673132,https://open.spotify.com/track/4Y0gR2tYML083T6b2vhJrn
187,"Coração Gelado 2","DJ BOY",672173,https://open.spotify.com/track/770dThFIyI1l6ovcxxeUW2
188,"Acertou na Mosca",Tierry,670795,https://open.spotify.com/track/3w4RBPBd4cBwcGvK26deQO
189,"Slow Down (feat. Jorja Smith) - Vintage Culture & Slow Motion Remix","Maverick Sabre",663705,https://open.spotify.com/track/5PNvgiKSwMdjBsDsgFCFLX
190,"Tô Sem Você","João Gomes",661484,https://open.spotify.com/track/1rFRjUkibxaMaUwGgKpfwe
191,"Esperando Você","João Gomes",656696,https://open.spotify.com/track/1S3taf3Ml2hNxXeJEe6ZXG
192,"Poesia Acústica #6: Era uma Vez","Pineapple StormTv",655247,https://open.spotify.com/track/13Rf6RaZT13TW4xLQR3MQr
193,"Bem Melhor","Mc Lipi",655090,https://open.spotify.com/track/14SljsjDUvcK8xLAJrR7qW
194,"Me Ame Mais","Jorge & Mateus",650498,https://open.spotify.com/track/4iavXH4dDUMA8yAabnUhSI
195,Nêga,"Tarcísio do Acordeon",648753,https://open.spotify.com/track/3S2iI46NmKyZsoxs2NByIP
196,"Fica Comigo","João Gomes",648632,https://open.spotify.com/track/5wIXzJXnU2HC79kYJIXPt3
197,"Roses - Imanbek Remix","SAINt JHN",647738,https://open.spotify.com/track/0zLCBJZSiELJf02ucPP9wb
198,"Prefiro Ficar Sem (Ou é Você Ou é Ninguém)","Roger & Gustavo",639618,https://open.spotify.com/track/5HZkmgck2eP8bRVHjo54BI
199,"Namorando Com Saudade","Jorge & Mateus",636737,https://open.spotify.com/track/6m84TzSTM5nbwZxIxkYHz6
200,Adorei,"Grupo Menos É Mais",633593,https://open.spotify.com/track/1jweGFaVZxEVrOHKsLpPY4
