,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"Investe Em Mim","Jonas Esticado",4744489,https://open.spotify.com/track/15k1TDabqSEmyXOwMq9RM7
2,"Recairei - Ao Vivo","Os Barões Da Pisadinha",4676139,https://open.spotify.com/track/71FrGl0XcpL3VId65tB5mg
3,"Oh Juliana",Niack,4604140,https://open.spotify.com/track/4xWzZmX4K1yyrdtRfbUvjt
4,"Só Você","MC Rogerinho",4107923,https://open.spotify.com/track/59kRq8rb5uJCrSYYbGCk7o
5,"Me Gusta (with Cardi B & Myke Towers)",Anitta,3632195,https://open.spotify.com/track/7e1VoRlNumuEkXlITMHKLE
6,"Quero Você do Jeito Que Quiser","Marília Mendonça",3400227,https://open.spotify.com/track/64I6t2tuUGnIlaDIzHJ6YI
7,"Sogra - Ao Vivo",Dilsinho,3260859,https://open.spotify.com/track/4zsiMjB0794HztyqUkD3Zi
8,"Comprei um Lança","Mc Jacaré",3251556,https://open.spotify.com/track/12v6LfkX9YIR3uLefIAAYZ
9,"Figurinha - Ao Vivo","Douglas & Vinicius",2981917,https://open.spotify.com/track/187Pge0WmJNoS73kaIORSE
10,"Tá Rocheda","Os Barões Da Pisadinha",2979586,https://open.spotify.com/track/3dPvQLKl42dMYWV4LWRTLK
11,"De Menina pra Mulher - Ao Vivo","Gusttavo Lima",2954236,https://open.spotify.com/track/42P3wMiPfXQM93TYZotuPQ
12,"Vai Ter Que Aguentar","Mc Don Juan",2913789,https://open.spotify.com/track/5GAdMAL3tRJkVN1HtwohK2
13,"Basta Você Me Ligar - Ao Vivo","Os Barões Da Pisadinha",2888007,https://open.spotify.com/track/3AV1KI22k1jGMz792lDrj1
14,"Barzinho Aleatório - Ao Vivo","Zé Neto & Cristiano",2855921,https://open.spotify.com/track/3WjSkl7VDWY1prwJw7dSG0
15,"Desce Pro Play (PA PA PA)","Mc Zaac",2798765,https://open.spotify.com/track/4zGtfOglDBfVUypabBwIjQ
16,"Nem Doeu - Ao Vivo","Matheus & Kauan",2776307,https://open.spotify.com/track/260n4ECk9j4IEvTAVBYojl
17,"Volta por Baixo - Ao Vivo","Henrique & Juliano",2747605,https://open.spotify.com/track/7o9LwQmTuIDm4LyyHFIWul
18,"Máquina do Tempo",Matuê,2673689,https://open.spotify.com/track/5oI9blwsXC8AkTWw6wASY8
19,Ranking,"Jorge & Mateus",2636997,https://open.spotify.com/track/0RaIjuKU5hudMteEXwr4RS
20,"Poesia Acústica #9: Melhor Forma","Pineapple StormTv",2416684,https://open.spotify.com/track/2fmeSswdyVq4wcqhY41UHk
