,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
127,"Cidade Inteira","Eric Land",948902,https://open.spotify.com/track/7J3QMuDCSv56jRSiD9jFBF
128,Mds,Kawe,948364,https://open.spotify.com/track/0QglpM23kl9ldvVdoYNZwF
129,"Maçã Verde","MC Hariel",946077,https://open.spotify.com/track/7lJoRyuNJtuiqTcKtuMuIR
130,"Girl From Rio",Anitta,944929,https://open.spotify.com/track/2plRom0urixt6BE8t7kOhQ
131,"Amor e Fé - Acústico","Hungria Hip Hop",927906,https://open.spotify.com/track/5ra6CI0pEzqjxPEZeBz0d7
132,"Localiza Aí Bebê - Ao Vivo","João Bosco e Gabriel",920269,https://open.spotify.com/track/7sCdzif8vD8XN1jgdYFL1q
133,"Catucada Profunda","MC Igão",909687,https://open.spotify.com/track/4chepxSHy5zbkLSpTVOJ1o
134,"Don't Say Goodbye (feat. Tove Lo)",Alok,904371,https://open.spotify.com/track/0GTPmh5G40joBg93vcSQNq
135,"Pot-Pourri: Melhor Eu Ir / Ligando Os Fatos / Sonho de Amor / Deixa Eu Te Querer - Ao Vivo","Grupo Menos É Mais",903091,https://open.spotify.com/track/5r9CZJMoMmxio2AnJdxuDS
136,"Don't Start Now","Dua Lipa",902591,https://open.spotify.com/track/3PfIrDoz19wz7qK7tYeu62
137,Privilégio,"MC Luan da BS",895427,https://open.spotify.com/track/2ASs0n7ukfyxAxDtdir4vF
138,"Não Te Quero",NATTAN,883006,https://open.spotify.com/track/3cVF2ot6YuCD0RQY302gNz
139,"Briga Feia - Ao Vivo","Henrique & Juliano",882905,https://open.spotify.com/track/3Xuo5utyzk86BwlUHdTR2O
140,"Vou Falar Que Não Quero - Remix","DJ Lucas Beat",881698,https://open.spotify.com/track/0YluTOlBctnpHPABgFSXEw
141,"The Business",Tiësto,878937,https://open.spotify.com/track/6f3Slt0GbA2bPZlz0aIFXN
142,"Mtg - Vem Sentando Vem (feat. Dj Nbeat) - Remix","MC 2jhow",862576,https://open.spotify.com/track/2Xgc216OMnc9PyUalpaSPc
143,"Recaída Sem Compromisso","MC Rogerinho",857878,https://open.spotify.com/track/29KuQ0h3UdcgetoGASw2qq
144,"Astronaut In The Ocean","Masked Wolf",857457,https://open.spotify.com/track/0BGwAKW4u8kWOhWFflZxfl
145,"Esquema Preferido - Ao Vivo","Os Barões Da Pisadinha",850890,https://open.spotify.com/track/35qOGx1CWvCkQFOv4BkVIV
146,"Eu Sou O Mestre Dos Magos","DJ GRZS",850408,https://open.spotify.com/track/132wAeR05o10R9iSjA1XAE
147,"Anota Placa","Tz da Coronel",841821,https://open.spotify.com/track/3QUriWUE8WnWLpWxHA52k4
148,Alívio,"Jessé Aguiar",832916,https://open.spotify.com/track/40KZgKCIvRVIoZqv9lNBoP
149,"Tudo Indica (feat. Jorge & Mateus) - Ao Vivo","Marcos & Belutti",832192,https://open.spotify.com/track/0eoMMLrWtXbLk64baeESkc
150,"Coração Traumatizou - Ao Vivo","Israel & Rodolffo",832162,https://open.spotify.com/track/1c5uZE4rMQ09O4bIJvlHwK
151,"Cai de vagarinho até embaixo","Mc Rennan",830591,https://open.spotify.com/track/2p04GXqx4j9sggMTFJpEBa
152,Incomparável,"Maiara & Maraisa",825150,https://open.spotify.com/track/3sgOlQhpIlao3pSkXy9XXY
153,"Toma de Cima da Laje 2","MC Ruanzin",824010,https://open.spotify.com/track/31EMZYiFomBb6nTm86Vltr
154,"Trajado de Glock Ela Joga na Cara","Tz da Coronel",822907,https://open.spotify.com/track/2dcYBsq0wTqkJIlfNMGfrR
155,"Mete Um Block Nele","João Gomes",811647,https://open.spotify.com/track/1QiZYlh3oZg3zgn8eS99aB
156,"Alô Ex-Amor - Ao Vivo","João Bosco e Gabriel",795079,https://open.spotify.com/track/2QCwoYDn4DRfjs4NhW2KpO
157,"Tá Rocheda","Os Barões Da Pisadinha",786492,https://open.spotify.com/track/3dPvQLKl42dMYWV4LWRTLK
158,positions,"Ariana Grande",785883,https://open.spotify.com/track/35mvY5S1H3J2QZyna3TFe0
159,"I WANNA BE YOUR SLAVE",Måneskin,780400,https://open.spotify.com/track/4pt5fDVTg5GhEvEtlz9dKk
160,"MTG É Sempre Assim","DJ ARTHUZIIN",778296,https://open.spotify.com/track/7frGdTrAxXpYbvsTsaySxJ
161,brutal,"Olivia Rodrigo",762900,https://open.spotify.com/track/6SRsiMl7w1USE4mFqrOhHC
162,"Gonzaga Deu Fuga Com Uma Loira Cabulosa Em Cima Da 66","Dj Wesley Gonzaga",758432,https://open.spotify.com/track/6mUNR2pJOxKRCVo97YVlHE
163,"Bloqueia Eu - Remix","DJ Lucas Beat",754319,https://open.spotify.com/track/0VxVv5IKWXj5o6FVO7zKXN
164,"Hold On","Justin Bieber",753385,https://open.spotify.com/track/1nahzW3kfMuwReTka28tH5
165,"Amarelo, azul e branco",ANAVITÓRIA,751147,https://open.spotify.com/track/2LOIoeI16A8jjKubPKoCSa
166,"Ilusão (Cracolândia)","MC Hariel",742146,https://open.spotify.com/track/6WXglvTFRmjlHHhgjYMNif
167,"Manda Áudio","Di Propósito",740943,https://open.spotify.com/track/0in6Rc29qdyOkhKyYw4A84
168,"Heartbreak Anniversary",Giveon,740250,https://open.spotify.com/track/3FAJ6O0NOHQV8Mc5Ri6ENp
169,"Meu Mel","Zé Vaqueiro",739342,https://open.spotify.com/track/1w5GF97jRe8bnNKcBPYPyf
170,"Alive (It Feels Like)",Alok,737684,https://open.spotify.com/track/4fB85IhVASxXMWgoke5WVJ
171,"F* F* M*","Filipe Ret",735839,https://open.spotify.com/track/0cHflpV8SSGbE0NKaasEfT
172,Deprê,"Marília Mendonça",733182,https://open.spotify.com/track/2BRGOqLBHFJclDM6PB2dnd
173,"Cavalo de Tróia","Mc Kevin",730893,https://open.spotify.com/track/7uXQAiHezf6VR7txWkS86Q
174,"Someone You Loved","Lewis Capaldi",722953,https://open.spotify.com/track/7qEHsqek33rTcFNT9PFqLf
175,"Poesia Acústica 10: Recomeçar","Pineapple StormTv",702386,https://open.spotify.com/track/4pwFy4YPNGMxK2P2FfQfvt
176,"Desejando Eu (Ao Vivo)","Murilo Huff",689232,https://open.spotify.com/track/3056x1XkmICnQmji68rrft
177,"Poesia Acústica #6: Era uma Vez","Pineapple StormTv",687636,https://open.spotify.com/track/13Rf6RaZT13TW4xLQR3MQr
178,Nêga,"Tarcísio do Acordeon",687112,https://open.spotify.com/track/3S2iI46NmKyZsoxs2NByIP
179,"Nem On Nem Off",POCAH,686276,https://open.spotify.com/track/6bgZv4VkqjBIS2vawz3RsU
180,"Sogra - Ao Vivo",Dilsinho,686064,https://open.spotify.com/track/4zsiMjB0794HztyqUkD3Zi
181,Dynamite,BTS,683010,https://open.spotify.com/track/4saklk6nie3yiGePpBwUoc
182,"Paty Trem Barbie","MC Magrella",681726,https://open.spotify.com/track/4NwhdedbIDKaP0Yf0zYlOw
183,"Ela Aperta a Minha Mente","Xand Avião",679564,https://open.spotify.com/track/1T3hcBQRwacjWLuJJFt8co
184,Cangote,"Zé Vaqueiro",679563,https://open.spotify.com/track/4sNVJ7S1hwZycKkCZY9gVx
185,"Coração Gelado 2","DJ BOY",678840,https://open.spotify.com/track/770dThFIyI1l6ovcxxeUW2
186,"Fala Na Minha Cara - Ao Vivo","Israel & Rodolffo",674821,https://open.spotify.com/track/76SjZ87SE24IwfNGBquUn5
187,"Meu Pedaço de Pecado","João Gomes",670003,https://open.spotify.com/track/2kJRlOyrxsy7Ot3c5TZ8Q6
188,Paypal,Teto,664594,https://open.spotify.com/track/6x1FttETfbRLerumlTn0ZH
189,"Me Ame Mais","Jorge & Mateus",664003,https://open.spotify.com/track/4iavXH4dDUMA8yAabnUhSI
190,"Meu Sonho","Tarcísio do Acordeon",663741,https://open.spotify.com/track/0T4xOQeKlZ1s6YdD6UIZp8
191,"GIRL LIKE ME","Black Eyed Peas",663180,https://open.spotify.com/track/2vBET2pmrQqafaS6zIaYta
192,"Tipo Gringa","DJ Matt D",661278,https://open.spotify.com/track/3oxk3UVbKJiPcPokw9h64D
193,"Menina Se Prepara","Mc Pepeu",650542,https://open.spotify.com/track/2aqqXrjrPdRHU9uSeRmL3C
194,"Slow Down (feat. Jorja Smith) - Vintage Culture & Slow Motion Remix","Maverick Sabre",643466,https://open.spotify.com/track/5PNvgiKSwMdjBsDsgFCFLX
195,"Pode Sumir","Luíza & Maurílio",642262,https://open.spotify.com/track/7CDdyDigw7e3zFr3k7uKMY
196,"Sofa, Breja e Netflix","Mac Júlia",639816,https://open.spotify.com/track/6eIZaT9qNz9lVrhWbJOWls
197,Lobo,Orochi,637633,https://open.spotify.com/track/4W7Y0EsaVPh87WKC1etOHA
198,"Vai Rebola Trava VS To Doidinho pra ver o seu Piercing no peito","Otavio Beats",634643,https://open.spotify.com/track/13N5qGcFD3uRuY02Wwdu4Q
199,"Errada Ela Não Tá","MC JottaPê",634445,https://open.spotify.com/track/5LOgoGZQf26eY74DGdYy0u
200,"Roses - Imanbek Remix","SAINt JHN",631904,https://open.spotify.com/track/0zLCBJZSiELJf02ucPP9wb
