,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"Recairei - Ao Vivo","Os Barões Da Pisadinha",5275368,https://open.spotify.com/track/2JTir3y1VuJQmexiTCMcTP
2,"Ilusão (Cracolândia)","MC Hariel",4167489,https://open.spotify.com/track/6WXglvTFRmjlHHhgjYMNif
3,"Investe Em Mim","Jonas Esticado",4130580,https://open.spotify.com/track/15k1TDabqSEmyXOwMq9RM7
4,"Amor ou o Litrão","Petter Ferraz",3792526,https://open.spotify.com/track/7qmnP8Woc47dLSrMD5MxL1
5,"Alô Ambev (Segue Sua Vida) - Ao Vivo","Zé Neto & Cristiano",3662159,https://open.spotify.com/track/5m5aY6S9ttfIG157xli2Rs
6,"Basta Você Me Ligar - Ao Vivo","Os Barões Da Pisadinha",3580959,https://open.spotify.com/track/3rRin3LyLY92kpEbkCgwf4
7,"Só Tem Eu","Zé Felipe",3508300,https://open.spotify.com/track/1X0MaGErD8rcspqQs9s2m0
8,"Lance Individual","Jorge & Mateus",3460467,https://open.spotify.com/track/7GLWWrk1YlkPYqJK3ynIA0
9,Rita,Tierry,3351901,https://open.spotify.com/track/1nDCZBI8MaHXI2f36dnQyG
10,"Figurinha - Ao Vivo","Douglas & Vinicius",3328296,https://open.spotify.com/track/187Pge0WmJNoS73kaIORSE
11,"Tá Rocheda","Os Barões Da Pisadinha",3106166,https://open.spotify.com/track/3dPvQLKl42dMYWV4LWRTLK
12,"De Menina pra Mulher - Ao Vivo","Gusttavo Lima",3031835,https://open.spotify.com/track/42P3wMiPfXQM93TYZotuPQ
13,"Cidade Inteira","Eric Land",2965774,https://open.spotify.com/track/7J3QMuDCSv56jRSiD9jFBF
14,"Oh Juliana",Niack,2868667,https://open.spotify.com/track/4xWzZmX4K1yyrdtRfbUvjt
15,"Alô Ex-Amor - Ao Vivo","João Bosco e Gabriel",2848257,https://open.spotify.com/track/2QCwoYDn4DRfjs4NhW2KpO
16,"Quero Você do Jeito Que Quiser","Marília Mendonça",2823620,https://open.spotify.com/track/64I6t2tuUGnIlaDIzHJ6YI
17,"Só Você","MC Rogerinho",2815125,https://open.spotify.com/track/59kRq8rb5uJCrSYYbGCk7o
18,"Rainha da Favela",LUDMILLA,2805463,https://open.spotify.com/track/3vu864xi5Xis9VfOsJpmXu
19,"Sogra - Ao Vivo",Dilsinho,2742016,https://open.spotify.com/track/4zsiMjB0794HztyqUkD3Zi
20,"Pulei na Piscina - Ao Vivo","Guilherme & Benuto",2667083,https://open.spotify.com/track/1uA7fD01YlQr1Rm0oyNB4H
21,"Nem Doeu - Ao Vivo","Matheus & Kauan",2498351,https://open.spotify.com/track/260n4ECk9j4IEvTAVBYojl
22,"Amor e Fé - Acústico","Hungria Hip Hop",2421944,https://open.spotify.com/track/5ra6CI0pEzqjxPEZeBz0d7
23,Letícia,"Zé Vaqueiro",2413301,https://open.spotify.com/track/2R1OgezGfBMeiAcMpJ1EkH
24,"Pot-Pourri: Melhor Eu Ir / Ligando Os Fatos / Sonho de Amor / Deixa Eu Te Querer - Ao Vivo","Grupo Menos É Mais",2343590,https://open.spotify.com/track/5r9CZJMoMmxio2AnJdxuDS
25,"Poesia Acústica 10: Recomeçar","Pineapple StormTv",2333625,https://open.spotify.com/track/4pwFy4YPNGMxK2P2FfQfvt
26,"Amor da Despedida","Os Barões Da Pisadinha",2294742,https://open.spotify.com/track/0WlmiIK5qFQ4dAB4mCA4sI
27,"Volta por Baixo - Ao Vivo","Henrique & Juliano",2278393,https://open.spotify.com/track/6juD9PQwAPvuXYIAE2gjhO
28,"Poesia Acústica #9: Melhor Forma","Pineapple StormTv",2171679,https://open.spotify.com/track/2fmeSswdyVq4wcqhY41UHk
29,"Espetinho - Ao Vivo","Gusttavo Lima",2136844,https://open.spotify.com/track/1UF3sCkxXH4OE7ja83GRzj
30,"Um Sabadão Desse Uma Lua Dessa","Mc Talibã",2125567,https://open.spotify.com/track/3KfyRuNdcCGsZb15sqrXDA
31,"Comprei um Lança","Mc Jacaré",2123342,https://open.spotify.com/track/12v6LfkX9YIR3uLefIAAYZ
32,positions,"Ariana Grande",2087102,https://open.spotify.com/track/35mvY5S1H3J2QZyna3TFe0
33,"Desejando Eu (Ao Vivo)","Murilo Huff",2067470,https://open.spotify.com/track/3056x1XkmICnQmji68rrft
34,"Barzinho Aleatório - Ao Vivo","Zé Neto & Cristiano",2045929,https://open.spotify.com/track/4KLvGldnzUZU4xdELyWBom
35,"Me Gusta (with Cardi B & Myke Towers)",Anitta,2028090,https://open.spotify.com/track/7e1VoRlNumuEkXlITMHKLE
36,Bandida,"Pabllo Vittar",2010153,https://open.spotify.com/track/2VFTgZwiAdrADSLrUNHWt9
37,"Blinding Lights","The Weeknd",1952693,https://open.spotify.com/track/0VjIjW4GlUZAMYd2vXMi3b
38,"Briga Feia - Ao Vivo","Henrique & Juliano",1944994,https://open.spotify.com/track/3Xuo5utyzk86BwlUHdTR2O
