,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"Ele É Ele, Eu Sou Eu","Wesley Safadão",5261450,https://open.spotify.com/track/7EWXP47VlXKO3r7mNxuWHw
2,"Meia Noite (Você tem meu Whatsapp)","Tarcísio do Acordeon",5222290,https://open.spotify.com/track/6sPBi0qLI6KM3yXX56NxsA
3,"MODO TURBO","Luísa Sonza",4542453,https://open.spotify.com/track/0YqTL3nSL36OFdHwHoqCag
4,"Recairei - Ao Vivo","Os Barões Da Pisadinha",4299616,https://open.spotify.com/track/2JTir3y1VuJQmexiTCMcTP
5,Mds,Kawe,4277129,https://open.spotify.com/track/0QglpM23kl9ldvVdoYNZwF
6,"Lance Individual","Jorge & Mateus",4127106,https://open.spotify.com/track/7GLWWrk1YlkPYqJK3ynIA0
7,"Alô Ambev (Segue Sua Vida) - Ao Vivo","Zé Neto & Cristiano",3909244,https://open.spotify.com/track/5m5aY6S9ttfIG157xli2Rs
8,"Amor ou o Litrão","Petter Ferraz",3723117,https://open.spotify.com/track/7qmnP8Woc47dLSrMD5MxL1
9,"Investe Em Mim","Jonas Esticado",3578517,https://open.spotify.com/track/15k1TDabqSEmyXOwMq9RM7
10,"Basta Você Me Ligar - Ao Vivo","Os Barões Da Pisadinha",3388799,https://open.spotify.com/track/3rRin3LyLY92kpEbkCgwf4
11,"Maçã Verde","MC Hariel",3269756,https://open.spotify.com/track/7lJoRyuNJtuiqTcKtuMuIR
12,"Facas - Ao Vivo","Diego & Victor Hugo",3124963,https://open.spotify.com/track/1ere9b9vDw2N3m9d4uiXxa
13,"Figurinha - Ao Vivo","Douglas & Vinicius",3101659,https://open.spotify.com/track/187Pge0WmJNoS73kaIORSE
14,"Amor da Despedida","Os Barões Da Pisadinha",2919063,https://open.spotify.com/track/0WlmiIK5qFQ4dAB4mCA4sI
15,"Ilusão (Cracolândia)","MC Hariel",2837584,https://open.spotify.com/track/6WXglvTFRmjlHHhgjYMNif
16,Letícia,"Zé Vaqueiro",2791709,https://open.spotify.com/track/2R1OgezGfBMeiAcMpJ1EkH
17,"Só Tem Eu","Zé Felipe",2643477,https://open.spotify.com/track/1X0MaGErD8rcspqQs9s2m0
18,"Pulei na Piscina - Ao Vivo","Guilherme & Benuto",2628533,https://open.spotify.com/track/1uA7fD01YlQr1Rm0oyNB4H
19,"De Menina pra Mulher - Ao Vivo","Gusttavo Lima",2628322,https://open.spotify.com/track/42P3wMiPfXQM93TYZotuPQ
20,"Rainha da Favela",LUDMILLA,2536512,https://open.spotify.com/track/3vu864xi5Xis9VfOsJpmXu
21,"Coração Na Cama - Ao Vivo","Hugo & Guilherme",2499474,https://open.spotify.com/track/2nZj5YymF54qhAu7RneVP6
22,"Tudo Indica (feat. Jorge & Mateus) - Ao Vivo","Marcos & Belutti",2433054,https://open.spotify.com/track/0eoMMLrWtXbLk64baeESkc
23,Rita,Tierry,2408168,https://open.spotify.com/track/1nDCZBI8MaHXI2f36dnQyG
24,"Cidade Inteira","Eric Land",2387995,https://open.spotify.com/track/7J3QMuDCSv56jRSiD9jFBF
25,"drivers license","Olivia Rodrigo",2332945,https://open.spotify.com/track/7lPN2DXiMsVn7XUKtOW1CS
26,"Espetinho - Ao Vivo","Gusttavo Lima",2271785,https://open.spotify.com/track/1UF3sCkxXH4OE7ja83GRzj
27,"Amor e Fé - Acústico","Hungria Hip Hop",2264974,https://open.spotify.com/track/5ra6CI0pEzqjxPEZeBz0d7
28,"Alô Ex-Amor - Ao Vivo","João Bosco e Gabriel",2263925,https://open.spotify.com/track/2QCwoYDn4DRfjs4NhW2KpO
29,"Sogra - Ao Vivo",Dilsinho,2257470,https://open.spotify.com/track/4zsiMjB0794HztyqUkD3Zi
30,"Nem Doeu - Ao Vivo","Matheus & Kauan",2226221,https://open.spotify.com/track/260n4ECk9j4IEvTAVBYojl
31,"Tá Rocheda","Os Barões Da Pisadinha",2204727,https://open.spotify.com/track/3dPvQLKl42dMYWV4LWRTLK
32,"Quero Você do Jeito Que Quiser","Marília Mendonça",2144269,https://open.spotify.com/track/64I6t2tuUGnIlaDIzHJ6YI
33,"Volta por Baixo - Ao Vivo","Henrique & Juliano",2128463,https://open.spotify.com/track/6juD9PQwAPvuXYIAE2gjhO
34,Nêga,"Tarcísio do Acordeon",2086186,https://open.spotify.com/track/3S2iI46NmKyZsoxs2NByIP
35,"É Só Botada","MC Levin",2061034,https://open.spotify.com/track/07c9lzwx1IIm101PnB4BZu
36,,,2048984,https://open.spotify.com/track/74kCf4Yd2jr91yinngEt0P
37,"Pot-Pourri: Melhor Eu Ir / Ligando Os Fatos / Sonho de Amor / Deixa Eu Te Querer - Ao Vivo","Grupo Menos É Mais",2042397,https://open.spotify.com/track/5r9CZJMoMmxio2AnJdxuDS
38,"Um Sabadão Desse Uma Lua Dessa","Mc Talibã",2022390,https://open.spotify.com/track/3KfyRuNdcCGsZb15sqrXDA
39,"Elas Gostam de Gasolina - Ao Vivo","Anderson & Vei da Pisadinha",2003069,https://open.spotify.com/track/3tkEf7vw4zDBFAQxY1vdcv
40,Xerecard,"Jeff Costa",1988368,https://open.spotify.com/track/1O74aTse7W5hd2rAvnEVaW
41,"Só Você","MC Rogerinho",1952584,https://open.spotify.com/track/59kRq8rb5uJCrSYYbGCk7o
42,"Oh Juliana",Niack,1917977,https://open.spotify.com/track/4xWzZmX4K1yyrdtRfbUvjt
43,"Desejando Eu (Ao Vivo)","Murilo Huff",1890892,https://open.spotify.com/track/3056x1XkmICnQmji68rrft
44,"É Problema","Matheus & Kauan",1880600,https://open.spotify.com/track/5gTgQBtNP08fUijxpEgmzF
45,"Foi Pá Pum","Simone & Simaria",1877550,https://open.spotify.com/track/6F7tttrdq7aUdxXVeo0nKp
46,"Blinding Lights","The Weeknd",1823200,https://open.spotify.com/track/0VjIjW4GlUZAMYd2vXMi3b
47,"Último Beijo","Bruno & Marrone",1821841,https://open.spotify.com/track/2pBEAodCImE4LgbKAG4bfz
48,Paypal,Teto,1818239,https://open.spotify.com/track/1dvcRTFEQctnlcec0eyMpi
49,"Esquema Preferido","DJ Ivis",1791179,https://open.spotify.com/track/27X3qzgB0Show6qfw5wNOK
50,"Faz a Pose","MC Teteu",1781718,https://open.spotify.com/track/1sTVKLLFDfAfowsG4bRBN4
51,"Barzinho Aleatório - Ao Vivo","Zé Neto & Cristiano",1691119,https://open.spotify.com/track/4KLvGldnzUZU4xdELyWBom
52,"Eu Tenho Medo","Zé Vaqueiro",1660275,https://open.spotify.com/track/5TU6HG6Ltm7ZYr3r5dZjsA
53,"Não Valeu","Wesley Safadão",1657938,https://open.spotify.com/track/1GWUiFYLYEapxYHnASyOud
54,"Ele Não Tem","Jonas Esticado",1642424,https://open.spotify.com/track/1JHvLQWHUoYuapwQikeDuD
55,"Me Gusta (with Cardi B & Myke Towers)",Anitta,1542698,https://open.spotify.com/track/7e1VoRlNumuEkXlITMHKLE
56,positions,"Ariana Grande",1526923,https://open.spotify.com/track/35mvY5S1H3J2QZyna3TFe0
57,"Comprei um Lança","Mc Jacaré",1526480,https://open.spotify.com/track/12v6LfkX9YIR3uLefIAAYZ
58,777-666,Matuê,1445872,https://open.spotify.com/track/3sGcETRMuAgcPgjDpIkgMn
59,"Não Vai Embora",Dilsinho,1398403,https://open.spotify.com/track/28atBekPVlTdnU4M9Z7udd
60,Deprê,"Marília Mendonça",1362446,https://open.spotify.com/track/2BRGOqLBHFJclDM6PB2dnd
61,"Briga Feia - Ao Vivo","Henrique & Juliano",1362221,https://open.spotify.com/track/3Xuo5utyzk86BwlUHdTR2O
