,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"Recairei - Ao Vivo","Os Barões Da Pisadinha",5028307,https://open.spotify.com/track/2JTir3y1VuJQmexiTCMcTP
2,"Investe Em Mim","Jonas Esticado",4872773,https://open.spotify.com/track/15k1TDabqSEmyXOwMq9RM7
3,"Oh Juliana",Niack,3782742,https://open.spotify.com/track/4xWzZmX4K1yyrdtRfbUvjt
4,"Só Você","MC Rogerinho",3651117,https://open.spotify.com/track/59kRq8rb5uJCrSYYbGCk7o
5,"De Menina pra Mulher - Ao Vivo","Gusttavo Lima",3530793,https://open.spotify.com/track/42P3wMiPfXQM93TYZotuPQ
6,"Quero Você do Jeito Que Quiser","Marília Mendonça",3262759,https://open.spotify.com/track/64I6t2tuUGnIlaDIzHJ6YI
7,"Figurinha - Ao Vivo","Douglas & Vinicius",3241317,https://open.spotify.com/track/187Pge0WmJNoS73kaIORSE
8,"Basta Você Me Ligar - Ao Vivo","Os Barões Da Pisadinha",3099744,https://open.spotify.com/track/3rRin3LyLY92kpEbkCgwf4
9,"Sogra - Ao Vivo",Dilsinho,2983288,https://open.spotify.com/track/4zsiMjB0794HztyqUkD3Zi
10,"Tá Rocheda","Os Barões Da Pisadinha",2966163,https://open.spotify.com/track/3dPvQLKl42dMYWV4LWRTLK
11,"Me Gusta (with Cardi B & Myke Towers)",Anitta,2922051,https://open.spotify.com/track/7e1VoRlNumuEkXlITMHKLE
12,"Cidade Inteira","Eric Land",2845076,https://open.spotify.com/track/7J3QMuDCSv56jRSiD9jFBF
13,"Comprei um Lança","Mc Jacaré",2820431,https://open.spotify.com/track/12v6LfkX9YIR3uLefIAAYZ
14,"Café e Amor - Ao Vivo","Gusttavo Lima",2770354,https://open.spotify.com/track/7benotyTvLY2vUsDKtxbiA
15,"Barzinho Aleatório - Ao Vivo","Zé Neto & Cristiano",2721666,https://open.spotify.com/track/3WjSkl7VDWY1prwJw7dSG0
