,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
109,"Homenagem aos Relíquias (feat. Menor MC, MC Vinny, MC Julio D.E R. & MC Leozinho ZS)","DJ Matt D",1065454,https://open.spotify.com/track/4vDC52DnSqAjec5Vh5yJEb
110,Separei,"MC WM",1054198,https://open.spotify.com/track/16uUeKOV7m51Vlx9oUIEvE
111,"Roses - Imanbek Remix","SAINt JHN",1049104,https://open.spotify.com/track/0zLCBJZSiELJf02ucPP9wb
112,"Tudo no Sigilo (Vytinho NG e Bianca)","Vytinho NG",1043075,https://open.spotify.com/track/60wF0XnX7A0jVpDNA5v8vi
113,"WAP (feat. Megan Thee Stallion)","Cardi B",1034742,https://open.spotify.com/track/4Oun2ylbjFKMPTiaSbbCih
114,"Senta Concentrada (feat. MC WS)","MC Mari",1029062,https://open.spotify.com/track/62tcTmWpOcqFfZNWrheU1T
115,"Renatinha (Ao Vivo)","Os Barões Da Pisadinha",1024823,https://open.spotify.com/track/6XclJjdGPjNuB2Dl4yU0H3
116,"Monster (Shawn Mendes & Justin Bieber)","Shawn Mendes",1013028,https://open.spotify.com/track/1HbA4N1MiOsPthALesGFR1
117,Adorei,"Grupo Menos É Mais",1004023,https://open.spotify.com/track/6rfNbeEGCh8M5AAj879g0r
118,"Saudade Sua","Gusttavo Lima",1000329,https://open.spotify.com/track/6NM06xgqxQ0HU5lxbt2JHi
119,"Dance Monkey","Tones And I",997946,https://open.spotify.com/track/1rgnBhdG2JDFTbYkYRZAku
120,"Se Namorar Fosse Bom - Ao Vivo","Os Barões Da Pisadinha",983371,https://open.spotify.com/track/39d68jIHbCiFdXWI6jmALW
121,Paypal,"Teto Mc",981060,https://open.spotify.com/track/1PIiIVeacU0Fj7Rm9lFlsx
122,"Deve ser horrível dormir sem mim","Manu Gavassi",979828,https://open.spotify.com/track/6Q9NH5cNBY58nJkp5Jbs9j
123,"Sua Mãe Tá Nessa - Ao Vivo","Lauana Prado",976138,https://open.spotify.com/track/5gijVJHyC1E4kt2j5Q3DEb
124,"Marília Mendonça",BIN,974560,https://open.spotify.com/track/73uParILjIm5rcP0C2bpMF
125,"Senta no Fazendeiro","Mc Jacaré",974128,https://open.spotify.com/track/1wsL4Lgoo27ETnLt6svbnT
126,"Set 2.0: Homenagem aos Relíquias","DJ Matt D",966871,https://open.spotify.com/track/566AZpR4FJErkhS3CmuaWu
127,SENTADÃO,"PEDRO SAMPAIO",963056,https://open.spotify.com/track/4lKuzrdZrJuCAedbIslF3A
128,"Tudo Aconteceu","MC Du Black",953769,https://open.spotify.com/track/67mqU3FeErlvWwsxnMfvQo
129,Privilégio,"MC Luan da BS",946334,https://open.spotify.com/track/2ASs0n7ukfyxAxDtdir4vF
130,"Supera - Ao Vivo","Marília Mendonça",944651,https://open.spotify.com/track/3GmJxfnUDrIs1iCfKUELFz
131,"Cuidado Que Eu Te Supero","Yasmin Santos",943974,https://open.spotify.com/track/5J4tK2FbXQEeC0AsfFgwpz
132,Flores,Vitão,932260,https://open.spotify.com/track/25gD4PQjxCLnwIY2n23aEl
133,"Bebe e Vem Me Procurar","Raí Saia Rodada",926509,https://open.spotify.com/track/3tu0GkIZwwkmILoD4HemBq
134,"Mood (feat. iann dior)",24kGoldn,916684,https://open.spotify.com/track/3tjFYV6RSFtuktYl3ZtYcq
135,"Volume 3","Douglas & Vinicius",915940,https://open.spotify.com/track/5gIVPysvKFh2gtwsicafnN
136,Mds,Kawe,902767,https://open.spotify.com/track/0QglpM23kl9ldvVdoYNZwF
137,"Pipa Voada (feat. Emicida)",Rashid,901395,https://open.spotify.com/track/3oqC4Ta40ft6NnTJwcUTdi
138,"A Pior Parte",Renno,898442,https://open.spotify.com/track/5It3UpCRrZM6SJTL8dIQOV
139,inesquecível,"GIULIA BE",897800,https://open.spotify.com/track/3bUDPTCStUeLcUgXgvepQh
140,"Pot-Pourri: Tempo de Aprender / Energia Surreal / Não Pedi Pra Me Apaixonar / Deixa Acontecer - Ao Vivo","Grupo Menos É Mais",882354,https://open.spotify.com/track/03PztApOdNGJ1Cn9kDKRNr
141,Dynamite,BTS,881188,https://open.spotify.com/track/4saklk6nie3yiGePpBwUoc
142,"Te Prometo",DENNIS,880155,https://open.spotify.com/track/7Ac3BmqTQoLdAt7HtZyfgN
143,34+35,"Ariana Grande",873456,https://open.spotify.com/track/6Im9k8u9iIzKMrmV7BWtlF
144,"Meu Abrigo",Melim,870739,https://open.spotify.com/track/5U28PY9MekLyCBYtLHGQpe
145,"Sentimento Seu Nenhum","DJ Lucas Beat",865372,https://open.spotify.com/track/74mDE76hPSE74NkqqJk4Ke
146,Hb20,Tierry,860562,https://open.spotify.com/track/4cjowWOdLUKomiRwhWpRXJ
147,"Ta Apaixonado Babaca","Dj Guuga",854362,https://open.spotify.com/track/7N3BrHFlnZbOs8lPGPg1gg
148,"Uma Vida a Mais (Listen To Your Heart)","Marília Mendonça",853466,https://open.spotify.com/track/2hqRWWmbHT9CTc5a4a9NVe
149,"Prisoner (feat. Dua Lipa)","Miley Cyrus",850900,https://open.spotify.com/track/2Oycxb8QbPkpHTo8ZrmG0B
150,"Piece Of Your Heart - Alok Remix",MEDUZA,835992,https://open.spotify.com/track/6iW38RGqdDGOofmz2HeXLW
151,"E Nós Tem um Charme Que É da Hora","Mc Dricka",834143,https://open.spotify.com/track/4koUrXFuoId1b6wrMF3laS
152,"Camisa Preta","Guilherme & Benuto",831147,https://open.spotify.com/track/29Ctas4IXYei0t9fGnnxgU
153,"Tchau Brigado - Ao Vivo","Humberto & Ronaldo",824328,https://open.spotify.com/track/2TR917wkDeRvwTE5cSfZFf
154,Escolhe,"João Gabriel",822438,https://open.spotify.com/track/72HFjOzjkXnOc37fAlmXNB
155,"Se Eu Fosse Você - Ao Vivo","Henrique & Juliano",822146,https://open.spotify.com/track/6qFTfWG7Hz3q9HxRpNVJo1
156,"Surra de Cama","Xand Avião",819051,https://open.spotify.com/track/7eFezDGsbmX3bawb3rmtAr
157,"Ela Aperta a Minha Mente","Xand Avião",815576,https://open.spotify.com/track/1T3hcBQRwacjWLuJJFt8co
158,Roxinho,"Vitor Fernandes",810418,https://open.spotify.com/track/0ItJvt7npJ3Mw9mefto5Sn
159,"Kenny G",Matuê,808983,https://open.spotify.com/track/3MkdA6vwF0ifRl86yzTlJW
160,"Qual é a do amor (feat. Atitude 67) - Ao vivo","João Gustavo e Murilo",808063,https://open.spotify.com/track/3rfPuNpqMHQKXIPoEF5iFB
161,"Fala Comigo Bebê - Ao Vivo","Os Barões Da Pisadinha",807193,https://open.spotify.com/track/1dHfCJMj1eJMFcKF7VzqR5
162,"Nega Chegando","O Boy da Seresta",805808,https://open.spotify.com/track/5XyDFMwY1NTIlkbzcfVyl3
163,"Na Raba Toma Tapão",Niack,805394,https://open.spotify.com/track/0AGS6ZRgzobrazmCi6pYMe
164,"On & On",Alok,801519,https://open.spotify.com/track/7sYAS4CpbV90oSemgaEQat
165,"Só Você","Leo Santana",797208,https://open.spotify.com/track/2cV8V9eV79HWJHD4jNQHqq
166,"Amor de Rapariga","Raí Saia Rodada",793367,https://open.spotify.com/track/1FM9CNCjobC3LSNEEKuPkd
167,"Amor de Fim de Noite",Orochi,792841,https://open.spotify.com/track/1Nmcs8zk7LfcvHRgLtTM5J
168,"Tudo que Eu Queria - Ao Vivo","Gusttavo Lima",786270,https://open.spotify.com/track/4VfG3ntsNSyNr7lPZZyvTE
169,"Rave Na Praia","MC Teteu",780806,https://open.spotify.com/track/50YsV2XFugoMrqJK9Ttdly
170,"Agora Eu Pego Mesmo","Os Barões Da Pisadinha",766884,https://open.spotify.com/track/6OsMu5ntYteQzcCrZVWA33
171,"Razão das Minhas Biritas","Luíza & Maurílio",755447,https://open.spotify.com/track/3qqfukkcLElVkOWFyzHmSk
172,"Bebi Minha Bicicleta (Coração Falido) - Ao Vivo","Zé Neto & Cristiano",755329,https://open.spotify.com/track/7gFY0xf385HM4iF4t43tN3
173,"Você Nem É Tudo Isso","Marília Mendonça",753399,https://open.spotify.com/track/0zhnWntcmhChM7PXSWuNNq
174,"Nem Guindaste","MC JottaPê",747129,https://open.spotify.com/track/7BImEFQe28sPY5AbIN2kqs
175,"É Sal",Matuê,743128,https://open.spotify.com/track/2c80HnIOPMmQQVQllQEWb5
176,Inamorável,"Luíza & Maurílio",743078,https://open.spotify.com/track/1uBsUw1g6w3xjpO9HYfAqi
177,"O Matuto Se Apaixonou","Os Barões Da Pisadinha",743020,https://open.spotify.com/track/09KUam5nfzNEXSSV9zWiT9
178,"Revoada do Tubarão","MC Ryan SP",736850,https://open.spotify.com/track/0C1cJj3ZNCS75sojrcMhZV
179,"Lemonade (feat. Gunna, Don Toliver & NAV)","Internet Money",736643,https://open.spotify.com/track/7hxHWCCAIIxFLCzvDgnQHX
180,"Lençol Dobrado","João Gustavo e Murilo",735981,https://open.spotify.com/track/72xB2J9ZeBl0Rzxq2XmzdY
181,"Vai Lá","Wesley Safadão",733956,https://open.spotify.com/track/1NFRjwcyR91yN0cLRm8263
182,Abstinência,"Yasmin Santos",729944,https://open.spotify.com/track/2PSfQTEMmWg1co7MoDMKNb
183,Recaída,"Grupo Menos É Mais",728436,https://open.spotify.com/track/6O5W6UpfkQnDfWKM32JcCW
184,"Poesia Acústica #6: Era uma Vez","Pineapple StormTv",727346,https://open.spotify.com/track/13Rf6RaZT13TW4xLQR3MQr
185,"Com ou Sem Mim - Ao Vivo","Gustavo Mioto",725759,https://open.spotify.com/track/5L8ZEyIdZ2KE4Wf51SsuOF
186,"Pisadinha - Ao Vivo","Diego & Victor Hugo",719505,https://open.spotify.com/track/36P6ptTyxOggYgR2aoZiAl
187,"Tempo Perdido","Legião Urbana",718232,https://open.spotify.com/track/7MnT7msJZg3XBAS0OTfGrB
188,Morena,"MC Paulin da Capital",706854,https://open.spotify.com/track/2W0VenqvlMW4c65YsxT5zu
189,"Certo e Duvidoso (feat. Gaab) - Ao Vivo","Marcos & Belutti",706049,https://open.spotify.com/track/6TL6UYmqRVC5PuVQb0R1h5
190,"Therefore I Am","Billie Eilish",703419,https://open.spotify.com/track/54bFM56PmE4YLRnqpW6Tha
191,"Fatalmente / Separação / Temporal - Ao Vivo","Grupo Menos É Mais",701933,https://open.spotify.com/track/0q4LdI9HwkB6SvRhHJFw00
192,Sextou,"Biu do Piseiro",701914,https://open.spotify.com/track/6FMYZDm6d2bNSK4Q5FI8SC
193,"Tijolão - Ao Vivo","Jorge & Mateus",701035,https://open.spotify.com/track/6QwFUcPc5nhsqZuhXUYtV7
194,"Os Mandrake Curte a Vida","MC Paulin da Capital",697289,https://open.spotify.com/track/5J1xChbEwiI3q371r7mDOg
195,"Deixa (feat. Ana Gabriela)",Lagum,696062,https://open.spotify.com/track/3fLqmaO4vvZpFZSZy52VMp
196,"Tô Torcendo - Ao Vivo","Gusttavo Lima",694537,https://open.spotify.com/track/74mtYZvn0rZm4EKrQwmOoX
197,Pupila,ANAVITÓRIA,693991,https://open.spotify.com/track/7Gk5OrMYaMRtT2JmgJVAfk
198,"3 Batidas - Ao Vivo","Guilherme & Benuto",686814,https://open.spotify.com/track/1uryupl9hqVZYurJwH4G9k
199,"Someone You Loved","Lewis Capaldi",683745,https://open.spotify.com/track/7qEHsqek33rTcFNT9PFqLf
200,"Break My Heart","Dua Lipa",680836,https://open.spotify.com/track/017PF4Q3l4DBUiWoXk4OWT
