,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"Ele É Ele, Eu Sou Eu","Wesley Safadão",5717306,https://open.spotify.com/track/7EWXP47VlXKO3r7mNxuWHw
2,"Meia Noite (Você tem meu Whatsapp)","Tarcísio do Acordeon",5323980,https://open.spotify.com/track/6sPBi0qLI6KM3yXX56NxsA
3,Mds,Kawe,4936784,https://open.spotify.com/track/0QglpM23kl9ldvVdoYNZwF
4,"Lance Individual","Jorge & Mateus",4368304,https://open.spotify.com/track/7GLWWrk1YlkPYqJK3ynIA0
5,"Alô Ambev (Segue Sua Vida) - Ao Vivo","Zé Neto & Cristiano",4329845,https://open.spotify.com/track/5m5aY6S9ttfIG157xli2Rs
6,"Recairei - Ao Vivo","Os Barões Da Pisadinha",4328726,https://open.spotify.com/track/2JTir3y1VuJQmexiTCMcTP
7,"Esquema Preferido","DJ Ivis",4289632,https://open.spotify.com/track/27X3qzgB0Show6qfw5wNOK
8,"MODO TURBO","Luísa Sonza",4264570,https://open.spotify.com/track/0YqTL3nSL36OFdHwHoqCag
9,"Facas - Ao Vivo","Diego & Victor Hugo",4198648,https://open.spotify.com/track/1ere9b9vDw2N3m9d4uiXxa
10,"Amor ou o Litrão","Petter Ferraz",3629828,https://open.spotify.com/track/7qmnP8Woc47dLSrMD5MxL1
11,"Maçã Verde","MC Hariel",3497466,https://open.spotify.com/track/7lJoRyuNJtuiqTcKtuMuIR
12,"Basta Você Me Ligar - Ao Vivo","Os Barões Da Pisadinha",3365955,https://open.spotify.com/track/3rRin3LyLY92kpEbkCgwf4
13,M4,Teto,3308668,https://open.spotify.com/track/07AQkmp456NpEnT8HR7WLy
14,"Investe Em Mim","Jonas Esticado",3284627,https://open.spotify.com/track/15k1TDabqSEmyXOwMq9RM7
15,"Coração Na Cama - Ao Vivo","Hugo & Guilherme",3103217,https://open.spotify.com/track/2nZj5YymF54qhAu7RneVP6
16,"Amor da Despedida","Os Barões Da Pisadinha",3047930,https://open.spotify.com/track/0WlmiIK5qFQ4dAB4mCA4sI
17,"Figurinha - Ao Vivo","Douglas & Vinicius",2849220,https://open.spotify.com/track/187Pge0WmJNoS73kaIORSE
18,"Pulei na Piscina - Ao Vivo","Guilherme & Benuto",2829990,https://open.spotify.com/track/1uA7fD01YlQr1Rm0oyNB4H
19,Xerecard,"Jeff Costa",2823660,https://open.spotify.com/track/1O74aTse7W5hd2rAvnEVaW
20,"Ilusão (Cracolândia)","MC Hariel",2699663,https://open.spotify.com/track/6WXglvTFRmjlHHhgjYMNif
21,"De Menina pra Mulher - Ao Vivo","Gusttavo Lima",2574786,https://open.spotify.com/track/42P3wMiPfXQM93TYZotuPQ
22,Letícia,"Zé Vaqueiro",2534033,https://open.spotify.com/track/2R1OgezGfBMeiAcMpJ1EkH
23,"Tudo Indica (feat. Jorge & Mateus) - Ao Vivo","Marcos & Belutti",2501622,https://open.spotify.com/track/0eoMMLrWtXbLk64baeESkc
24,"Só Tem Eu","Zé Felipe",2478473,https://open.spotify.com/track/1X0MaGErD8rcspqQs9s2m0
25,"drivers license","Olivia Rodrigo",2458348,https://open.spotify.com/track/7lPN2DXiMsVn7XUKtOW1CS
26,"Rainha da Favela",LUDMILLA,2449043,https://open.spotify.com/track/3vu864xi5Xis9VfOsJpmXu
27,"É Só Botada","MC Levin",2433358,https://open.spotify.com/track/07c9lzwx1IIm101PnB4BZu
28,"Espetinho - Ao Vivo","Gusttavo Lima",2320858,https://open.spotify.com/track/1UF3sCkxXH4OE7ja83GRzj
29,"Cidade Inteira","Eric Land",2316112,https://open.spotify.com/track/7J3QMuDCSv56jRSiD9jFBF
30,"Alô Ex-Amor - Ao Vivo","João Bosco e Gabriel",2296792,https://open.spotify.com/track/2QCwoYDn4DRfjs4NhW2KpO
31,"Nem Doeu - Ao Vivo","Matheus & Kauan",2268743,https://open.spotify.com/track/260n4ECk9j4IEvTAVBYojl
32,"Amor e Fé - Acústico","Hungria Hip Hop",2213729,https://open.spotify.com/track/5ra6CI0pEzqjxPEZeBz0d7
33,"Sogra - Ao Vivo",Dilsinho,2206069,https://open.spotify.com/track/4zsiMjB0794HztyqUkD3Zi
34,Nêga,"Tarcísio do Acordeon",2130554,https://open.spotify.com/track/3S2iI46NmKyZsoxs2NByIP
35,"Tá Rocheda","Os Barões Da Pisadinha",2129937,https://open.spotify.com/track/3dPvQLKl42dMYWV4LWRTLK
36,"Volta por Baixo - Ao Vivo","Henrique & Juliano",2071328,https://open.spotify.com/track/6juD9PQwAPvuXYIAE2gjhO
37,"Último Beijo","Bruno & Marrone",2054357,https://open.spotify.com/track/2pBEAodCImE4LgbKAG4bfz
38,"Quero Você do Jeito Que Quiser","Marília Mendonça",2047668,https://open.spotify.com/track/64I6t2tuUGnIlaDIzHJ6YI
39,Rita,Tierry,2045154,https://open.spotify.com/track/1nDCZBI8MaHXI2f36dnQyG
40,"É Problema","Matheus & Kauan",2040363,https://open.spotify.com/track/5gTgQBtNP08fUijxpEgmzF
41,"Pot-Pourri: Melhor Eu Ir / Ligando Os Fatos / Sonho de Amor / Deixa Eu Te Querer - Ao Vivo","Grupo Menos É Mais",2031202,https://open.spotify.com/track/5r9CZJMoMmxio2AnJdxuDS
42,"Elas Gostam de Gasolina - Ao Vivo","Anderson & Vei da Pisadinha",2016566,https://open.spotify.com/track/3tkEf7vw4zDBFAQxY1vdcv
43,"Um Sabadão Desse Uma Lua Dessa","Mc Talibã",2008516,https://open.spotify.com/track/3KfyRuNdcCGsZb15sqrXDA
44,"Foi Pá Pum","Simone & Simaria",1924466,https://open.spotify.com/track/6F7tttrdq7aUdxXVeo0nKp
45,"Desejando Eu (Ao Vivo)","Murilo Huff",1886070,https://open.spotify.com/track/3056x1XkmICnQmji68rrft
46,"Só Você","MC Rogerinho",1866106,https://open.spotify.com/track/59kRq8rb5uJCrSYYbGCk7o
47,"Eu Tenho Medo","Zé Vaqueiro",1841269,https://open.spotify.com/track/5TU6HG6Ltm7ZYr3r5dZjsA
48,"Faz a Pose","MC Teteu",1827337,https://open.spotify.com/track/1sTVKLLFDfAfowsG4bRBN4
49,"Oh Juliana",Niack,1807802,https://open.spotify.com/track/4xWzZmX4K1yyrdtRfbUvjt
50,"Blinding Lights","The Weeknd",1788012,https://open.spotify.com/track/0VjIjW4GlUZAMYd2vXMi3b
51,"Não Valeu","Wesley Safadão",1669227,https://open.spotify.com/track/1GWUiFYLYEapxYHnASyOud
52,"Ele Não Tem","Jonas Esticado",1589400,https://open.spotify.com/track/1JHvLQWHUoYuapwQikeDuD
53,Hackearam-Me,Tierry,1547103,https://open.spotify.com/track/5NeBu4oKweDXIjhvYqtbLo
54,Paradigmas,"Jorge & Mateus",1545313,https://open.spotify.com/track/158ukl5rih76dOEsp0I91H
55,"Barzinho Aleatório - Ao Vivo","Zé Neto & Cristiano",1531417,https://open.spotify.com/track/4KLvGldnzUZU4xdELyWBom
56,"Super Ex - Ao Vivo","Gusttavo Lima",1517297,https://open.spotify.com/track/4sCgnIAtZWlMfY7h4h8dI0
57,"Comprei um Lança","Mc Jacaré",1444725,https://open.spotify.com/track/12v6LfkX9YIR3uLefIAAYZ
58,Cabaré,"Dj Guuga",1428331,https://open.spotify.com/track/0N2cvvlyEw5NFc00E3FB0D
59,positions,"Ariana Grande",1400059,https://open.spotify.com/track/35mvY5S1H3J2QZyna3TFe0
60,"Não Vai Embora",Dilsinho,1397735,https://open.spotify.com/track/28atBekPVlTdnU4M9Z7udd
61,"Me Gusta (with Cardi B & Myke Towers)",Anitta,1390105,https://open.spotify.com/track/7e1VoRlNumuEkXlITMHKLE
62,"Watermelon Sugar","Harry Styles",1374945,https://open.spotify.com/track/6UelLqGlWMcVH1E5c4H7lY
63,Deprê,"Marília Mendonça",1368564,https://open.spotify.com/track/2BRGOqLBHFJclDM6PB2dnd
64,"Briga Feia - Ao Vivo","Henrique & Juliano",1363144,https://open.spotify.com/track/3Xuo5utyzk86BwlUHdTR2O
65,"Romance Desapegado","Conde do Forró",1337532,https://open.spotify.com/track/54OqGd3dmug64db0ZtOtF4
66,"Seu Beijo Joga Sujo","Avine Vinny",1313813,https://open.spotify.com/track/2enk2whIgJyoe0O9HRQZJV
67,"Poesia Acústica #9: Melhor Forma","Pineapple StormTv",1297157,https://open.spotify.com/track/2fmeSswdyVq4wcqhY41UHk
68,Privilégio,"MC Luan da BS",1291533,https://open.spotify.com/track/2ASs0n7ukfyxAxDtdir4vF
69,"Viva Voz - Ao Vivo","Lauana Prado",1285628,https://open.spotify.com/track/08Sd5vVcIH3uKeAiaJdoYj
70,Ranking,"Jorge & Mateus",1281837,https://open.spotify.com/track/0RaIjuKU5hudMteEXwr4RS
71,777-666,Matuê,1257568,https://open.spotify.com/track/3sGcETRMuAgcPgjDpIkgMn
72,"Litrão - Ao Vivo","Matheus & Kauan",1256308,https://open.spotify.com/track/4DngRKOpRPrkbzImUB0zgh
73,"Nega Chegando","O Boy da Seresta",1216193,https://open.spotify.com/track/5XyDFMwY1NTIlkbzcfVyl3
74,"S de Saudade","Luíza & Maurílio",1206531,https://open.spotify.com/track/3J5Pu25BODMex4Jpy4l6FL
75,"Manda Áudio","Di Propósito",1204012,https://open.spotify.com/track/0in6Rc29qdyOkhKyYw4A84
76,"Desce Pro Play (PA PA PA)","Mc Zaac",1201500,https://open.spotify.com/track/4zGtfOglDBfVUypabBwIjQ
77,"Liberdade Provisória - Ao Vivo","Henrique & Juliano",1170089,https://open.spotify.com/track/4Y0gR2tYML083T6b2vhJrn
78,"Poesia Acústica 10: Recomeçar","Pineapple StormTv",1167963,https://open.spotify.com/track/4pwFy4YPNGMxK2P2FfQfvt
79,"Vai Ter Que Aguentar","Mc Don Juan",1148142,https://open.spotify.com/track/5GAdMAL3tRJkVN1HtwohK2
80,"Pode Sumir","Luíza & Maurílio",1145392,https://open.spotify.com/track/7CDdyDigw7e3zFr3k7uKMY
81,"Eu Vou Tirar Você Do Cabaré","Israell Muniz",1144675,https://open.spotify.com/track/4dkMmfrNEIUMjoEIFHA2yy
82,"Esses Vícios","Zé Neto & Cristiano",1126884,https://open.spotify.com/track/2InUVOBY515umeuwdQtsQ4
83,"Don't Say Goodbye (feat. Tove Lo)",Alok,1114594,https://open.spotify.com/track/0GTPmh5G40joBg93vcSQNq
84,"Don't Start Now","Dua Lipa",1114127,https://open.spotify.com/track/3PfIrDoz19wz7qK7tYeu62
85,"Café e Amor - Ao Vivo","Gusttavo Lima",1112648,https://open.spotify.com/track/7benotyTvLY2vUsDKtxbiA
86,"Foi por Conveniência","Marília Mendonça",1100118,https://open.spotify.com/track/6niGCULksHzD0NHyX3zCuB
87,"Alive (It Feels Like)",Alok,1098620,https://open.spotify.com/track/4fB85IhVASxXMWgoke5WVJ
88,LARISSA,"PEDRO SAMPAIO",1092955,https://open.spotify.com/track/1wowgtxmcxyIDGkQ8S28gL
89,"Marília Mendonça",BIN,1089097,https://open.spotify.com/track/73uParILjIm5rcP0C2bpMF
90,"Máquina do Tempo",Matuê,1085359,https://open.spotify.com/track/5oI9blwsXC8AkTWw6wASY8
91,"Século 21","Leo Santana",1058846,https://open.spotify.com/track/79Uf0vVa7HwWKSgdpTwtRm
92,"Despedida - Ao Vivo","Wesley Safadão",1054042,https://open.spotify.com/track/5LpLYzpV0HWKI2DlPmNywg
93,"Esquema Preferido - Ao Vivo","Os Barões Da Pisadinha",1042029,https://open.spotify.com/track/35qOGx1CWvCkQFOv4BkVIV
94,"Segunda Taça - Ao Vivo","João Bosco & Vinicius",1041203,https://open.spotify.com/track/1WTJdd2atKxhUrbvUHjNDt
95,"Senta no Fazendeiro","Mc Jacaré",1041037,https://open.spotify.com/track/1wsL4Lgoo27ETnLt6svbnT
96,"Beijo das Galáxias","Eric Land",1032885,https://open.spotify.com/track/4z1hlWTFVq9ftrcCxxvcwt
97,"Balada do Buteco - Ao Vivo","Gusttavo Lima",1006598,https://open.spotify.com/track/1x0Uv7gDZfx6jhb4IN4DIx
98,"se essa vida fosse um filme","GIULIA BE",1006048,https://open.spotify.com/track/0hDphSo7vI7gCjEPpD6gu0
99,"Roses - Imanbek Remix","SAINt JHN",1002494,https://open.spotify.com/track/0zLCBJZSiELJf02ucPP9wb
100,"Volume 3","Douglas & Vinicius",995007,https://open.spotify.com/track/5gIVPysvKFh2gtwsicafnN
101,"A Pior Parte",Renno,991214,https://open.spotify.com/track/5It3UpCRrZM6SJTL8dIQOV
102,"A Gente Fez Amor - Ao Vivo","Gusttavo Lima",984533,https://open.spotify.com/track/3tv697PZNnaQN0Mn2zGhS5
103,"menina solta","GIULIA BE",978872,https://open.spotify.com/track/2MOq63fxuFLYQM3CsDcFs1
104,"Slow Down (feat. Jorja Smith) - Vintage Culture & Slow Motion Remix","Maverick Sabre",976045,https://open.spotify.com/track/5PNvgiKSwMdjBsDsgFCFLX
105,"Deixa de Onda (Porra Nenhuma)",DENNIS,975413,https://open.spotify.com/track/0DlHQxrVijRqVUfuS6PKaY
106,"Meia Noite","Zé Vaqueiro",968402,https://open.spotify.com/track/2ylAocQwOgzelMbW9KJL56
107,"Monster (Shawn Mendes & Justin Bieber)","Shawn Mendes",960229,https://open.spotify.com/track/1HbA4N1MiOsPthALesGFR1
108,"Camisa do Grêmio","MC Meno K",950150,https://open.spotify.com/track/2rXIj8SkYrAWQ4Dn2oiupk
109,"Homenagem aos Relíquias (feat. Menor MC, MC Vinny, MC Julio D.E R. & MC Leozinho ZS)","DJ Matt D",941105,https://open.spotify.com/track/4vDC52DnSqAjec5Vh5yJEb
110,"WAP (feat. Megan Thee Stallion)","Cardi B",927926,https://open.spotify.com/track/4Oun2ylbjFKMPTiaSbbCih
