,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
19,"Basta Você Me Ligar - Ao Vivo","Os Barões Da Pisadinha",2624806,https://open.spotify.com/track/3AV1KI22k1jGMz792lDrj1
20,"Na Raba Toma Tapão",Niack,2508128,https://open.spotify.com/track/0AGS6ZRgzobrazmCi6pYMe
21,"Nem Doeu - Ao Vivo","Matheus & Kauan",2481087,https://open.spotify.com/track/260n4ECk9j4IEvTAVBYojl
22,"Poesia Acústica #9: Melhor Forma","Pineapple StormTv",2445439,https://open.spotify.com/track/2fmeSswdyVq4wcqhY41UHk
23,TOMA,"Luísa Sonza",2367243,https://open.spotify.com/track/7pDcS0EVMJR0YwjXmHcCRg
24,"Litrão - Ao Vivo","Matheus & Kauan",2320146,https://open.spotify.com/track/4DngRKOpRPrkbzImUB0zgh
25,"De Menina pra Mulher - Ao Vivo","Gusttavo Lima",2281802,https://open.spotify.com/track/42P3wMiPfXQM93TYZotuPQ
26,"Deus é por nós","MC Marks",2269858,https://open.spotify.com/track/6jcGoHrqfRW6fI2I6xtwBQ
27,"Desejando Eu (Ao Vivo)","Murilo Huff",2144837,https://open.spotify.com/track/3056x1XkmICnQmji68rrft
28,"Deve ser horrível dormir sem mim","Manu Gavassi",2119288,https://open.spotify.com/track/6Q9NH5cNBY58nJkp5Jbs9j
29,"Tudo Aconteceu","MC Du Black",2088358,https://open.spotify.com/track/67mqU3FeErlvWwsxnMfvQo
30,"A Gente Fez Amor - Ao Vivo","Gusttavo Lima",2076748,https://open.spotify.com/track/3tv697PZNnaQN0Mn2zGhS5
31,"se essa vida fosse um filme","GIULIA BE",2061051,https://open.spotify.com/track/0hDphSo7vI7gCjEPpD6gu0
32,"É Sal",Matuê,2056159,https://open.spotify.com/track/2c80HnIOPMmQQVQllQEWb5
33,"Watermelon Sugar","Harry Styles",2051172,https://open.spotify.com/track/6UelLqGlWMcVH1E5c4H7lY
34,"Graveto - Ao Vivo","Marília Mendonça",2036591,https://open.spotify.com/track/3tc8Z4lGzOIwmIVftsxO6o
35,"S de Saudade","Luíza & Maurílio",2036351,https://open.spotify.com/track/3J5Pu25BODMex4Jpy4l6FL
36,"Viva Voz - Ao Vivo","Lauana Prado",2018563,https://open.spotify.com/track/08Sd5vVcIH3uKeAiaJdoYj
37,"Briga Feia - Ao Vivo","Henrique & Juliano",2008797,https://open.spotify.com/track/4j2bK4fnc2s6GyVmhJsJhk
38,"Te Prometo",DENNIS,1954401,https://open.spotify.com/track/7Ac3BmqTQoLdAt7HtZyfgN
39,"Melhor Eu Ir / Ligando os Fatos / Sonho de Amor / Deixa Eu Te Querer - Ao Vivo","Grupo Menos É Mais",1926583,https://open.spotify.com/track/2ptHQBO7TQhEkXOeK9ST59
40,Talarica,"Rennan da Penha",1916537,https://open.spotify.com/track/01mKvmXQLhr3MEoiAEAcP2
41,"Não Vai Embora",Dilsinho,1898173,https://open.spotify.com/track/28atBekPVlTdnU4M9Z7udd
42,BRABA,"Luísa Sonza",1894476,https://open.spotify.com/track/2WlZuBDgLfT7Kc0admhFdg
43,"Tudo no Sigilo (Vytinho NG e Bianca)","Vytinho NG",1886762,https://open.spotify.com/track/60wF0XnX7A0jVpDNA5v8vi
44,Flores,Vitão,1868977,https://open.spotify.com/track/25gD4PQjxCLnwIY2n23aEl
45,"Liberdade Provisória - Ao Vivo","Henrique & Juliano",1825254,https://open.spotify.com/track/3Ghyp3X5Ua9ypHnBIgOObI
46,Cogulândia,Matuê,1813037,https://open.spotify.com/track/5T6mY3sQbvVfLnertXdoST
47,"Blinding Lights","The Weeknd",1765656,https://open.spotify.com/track/0VjIjW4GlUZAMYd2vXMi3b
48,"Rave do Papa - Deluxe (feat. Mc Rennan, MC Bruna Alves, MC BN & MC Rick) - Remix","Dj W-Beatz",1708673,https://open.spotify.com/track/59CnMc5PR9GdDFEVOpHSg9
49,Antes,Matuê,1689236,https://open.spotify.com/track/2XymTaHTrQWDEuSyhfZvqF
50,"Saudade Sua","Gusttavo Lima",1631259,https://open.spotify.com/track/6NM06xgqxQ0HU5lxbt2JHi
51,"Despedida - Ao Vivo","Wesley Safadão",1612362,https://open.spotify.com/track/5LpLYzpV0HWKI2DlPmNywg
52,"Não Valeu","Wesley Safadão",1610695,https://open.spotify.com/track/1GWUiFYLYEapxYHnASyOud
53,"Libera Ela - Ao Vivo","Maiara & Maraisa",1598395,https://open.spotify.com/track/0SJtvFn4vqgJPscSbEPaql
54,Dynamite,BTS,1579611,https://open.spotify.com/track/0t1kP63rueHleOhQkYSXFY
55,"Amor e Fé - Acústico","Hungria Hip Hop",1514611,https://open.spotify.com/track/5ra6CI0pEzqjxPEZeBz0d7
56,"menina solta","GIULIA BE",1468678,https://open.spotify.com/track/2MOq63fxuFLYQM3CsDcFs1
57,"Gorilla Roxo",Matuê,1441436,https://open.spotify.com/track/0bV0LtjtZH76gD0ujPYS3n
58,"Cheirosa - Ao Vivo","Jorge & Mateus",1412079,https://open.spotify.com/track/2PWjKmjyTZeDpmOUa3a5da
59,"Mentira - Ao Vivo","Felipe Araújo",1373256,https://open.spotify.com/track/3oe0vGmQxem3DcarYMuzu1
60,"Alô Ex-Amor - Ao Vivo","João Bosco e Gabriel",1323019,https://open.spotify.com/track/2QCwoYDn4DRfjs4NhW2KpO
61,"Pipa Voada (feat. Emicida)",Rashid,1312651,https://open.spotify.com/track/3oqC4Ta40ft6NnTJwcUTdi
62,"Roses - Imanbek Remix","SAINt JHN",1308889,https://open.spotify.com/track/2Wo6QQD1KMDWeFkkjLqwx5
63,"Don't Start Now","Dua Lipa",1307549,https://open.spotify.com/track/3PfIrDoz19wz7qK7tYeu62
64,"Declaração pro Bar - Ao Vivo","Guilherme & Benuto",1306561,https://open.spotify.com/track/48CAeajgzcGJaVUSsXd7h0
65,"E Nós Tem um Charme Que É da Hora","Mc Dricka",1305328,https://open.spotify.com/track/4koUrXFuoId1b6wrMF3laS
66,"Segunda Taça - Ao Vivo","João Bosco & Vinicius",1291207,https://open.spotify.com/track/23zmMwD99ROi9yhxqMxWil
67,"Manda Áudio","Di Propósito",1243276,https://open.spotify.com/track/0in6Rc29qdyOkhKyYw4A84
68,"Alô Ambev (Segue Sua Vida) - Ao Vivo","Zé Neto & Cristiano",1200200,https://open.spotify.com/track/5m5aY6S9ttfIG157xli2Rs
69,"Homenagem aos Relíquias (feat. Menor MC, MC Vinny, MC Julio D.E R. & MC Leozinho ZS)","DJ Matt D",1163531,https://open.spotify.com/track/4vDC52DnSqAjec5Vh5yJEb
70,"Pulei na Piscina - Ao Vivo","Guilherme & Benuto",1135286,https://open.spotify.com/track/1uA7fD01YlQr1Rm0oyNB4H
71,"3 Batidas - Ao Vivo","Guilherme & Benuto",1133005,https://open.spotify.com/track/1uryupl9hqVZYurJwH4G9k
72,"Pode Sumir","Luíza & Maurílio",1130754,https://open.spotify.com/track/5OzvtpasMB3aPWpfVr0PsA
73,"Com ou Sem Mim - Ao Vivo","Gustavo Mioto",1116269,https://open.spotify.com/track/5L8ZEyIdZ2KE4Wf51SsuOF
74,"Amor de Fim de Noite",Orochi,1112780,https://open.spotify.com/track/1Nmcs8zk7LfcvHRgLtTM5J
75,"Holy (feat. Chance The Rapper)","Justin Bieber",1108768,https://open.spotify.com/track/5u1n1kITHCxxp8twBcZxWy
76,"Cidade Inteira","Eric Land",1104382,https://open.spotify.com/track/7J3QMuDCSv56jRSiD9jFBF
77,"Vira Homem","Marília Mendonça",1098767,https://open.spotify.com/track/0GrEqRHf5FioT1hOB8PBxZ
78,"Kenny G",Matuê,1093418,https://open.spotify.com/track/3MkdA6vwF0ifRl86yzTlJW
79,"Marília Mendonça",BIN,1081773,https://open.spotify.com/track/1CBjYXLotHrkiykMbI7EaU
80,"Dance Monkey","Tones And I",1047865,https://open.spotify.com/track/1rgnBhdG2JDFTbYkYRZAku
81,"Aí Eu Bebo - Ao Vivo","Maiara & Maraisa",1045789,https://open.spotify.com/track/2Ou6UYuUbNyqwXxRDSeFRf
82,"Bebi Minha Bicicleta (Coração Falido) - Ao Vivo","Zé Neto & Cristiano",1025810,https://open.spotify.com/track/2Q9TaUXNM4mNSCgJjbmsJe
83,"Ice Cream (with Selena Gomez)",BLACKPINK,1022303,https://open.spotify.com/track/2J4P46vCFm1rPkNkp9pZWX
84,"Mood (feat. iann dior)",24kGoldn,1015431,https://open.spotify.com/track/3tjFYV6RSFtuktYl3ZtYcq
85,"Vem Chapar",Matuê,1002746,https://open.spotify.com/track/4OfKTnuccYFO1xxF4tCvRE
86,"Cuidado Que Eu Te Supero","Yasmin Santos",974256,https://open.spotify.com/track/5J4tK2FbXQEeC0AsfFgwpz
87,"Então Toma - Ao Vivo","Matheus & Kauan",972927,https://open.spotify.com/track/5yaXBGNko8lmFSOvKWo99j
88,"Supera - Ao Vivo","Marília Mendonça",972065,https://open.spotify.com/track/3GmJxfnUDrIs1iCfKUELFz
89,"Rain On Me (with Ariana Grande)","Lady Gaga",965367,https://open.spotify.com/track/7ju97lgwC2rKQ6wwsf9no9
90,"Vai Lá","Wesley Safadão",962171,https://open.spotify.com/track/1NFRjwcyR91yN0cLRm8263
91,"Cabeça Voando","Os Barões Da Pisadinha",962065,https://open.spotify.com/track/6wDzwmywQ2X8O0FN1IQGol
92,"Você Nem É Tudo Isso","Marília Mendonça",949437,https://open.spotify.com/track/0zhnWntcmhChM7PXSWuNNq
93,"Slow Down (feat. Jorja Smith) - Vintage Culture & Slow Motion Remix","Maverick Sabre",944082,https://open.spotify.com/track/5PNvgiKSwMdjBsDsgFCFLX
94,"ROCKSTAR (feat. Roddy Ricch)",DaBaby,925226,https://open.spotify.com/track/7ytR5pFWmSjzHJIeQkgog4
95,"Uma Vida a Mais (Listen To Your Heart)","Marília Mendonça",914062,https://open.spotify.com/track/2hqRWWmbHT9CTc5a4a9NVe
96,"(não) era amor","GIULIA BE",908877,https://open.spotify.com/track/7DmZMqXYgQ1oI3z3bGUEbi
97,"Hoje É Rave","Bárbara Labres",905660,https://open.spotify.com/track/2CBpRE0A922XhWLSI8AT9O
98,Avançada,"MC Kevinho",903851,https://open.spotify.com/track/1fWITNjgwmKEonjikQUaa1
99,"Xereca de Mel","Shevchenko e Elloco",901325,https://open.spotify.com/track/3csAhPJlNeCDnvuTdT8RQw
100,"Quem Traiu Levou - Ao Vivo","Gusttavo Lima",893081,https://open.spotify.com/track/17Ryox5vWKp92IDW87C5PI
101,"Só Você","Leo Santana",885914,https://open.spotify.com/track/2cV8V9eV79HWJHD4jNQHqq
102,"Someone You Loved","Lewis Capaldi",879579,https://open.spotify.com/track/7qEHsqek33rTcFNT9PFqLf
103,"Se Namorar Fosse Bom - Ao Vivo","Os Barões Da Pisadinha",879223,https://open.spotify.com/track/1UA7l6cbAukGucRgAUVePo
104,"Bebe e Vem Me Procurar","Raí Saia Rodada",878037,https://open.spotify.com/track/3tu0GkIZwwkmILoD4HemBq
105,"Savage Love (Laxed - Siren Beat)","Jawsh 685",875789,https://open.spotify.com/track/1xQ6trAsedVPCdbtDAmk0c
106,"Tudo Indica (feat. Jorge & Mateus) - Ao Vivo","Marcos & Belutti",872085,https://open.spotify.com/track/0eoMMLrWtXbLk64baeESkc
107,"Party On My Own (feat. FAULHABER)",Alok,859222,https://open.spotify.com/track/4c9Py6O1NeuYKbJ8Ok7mTl
108,"Eu Feat. Você",Melim,855288,https://open.spotify.com/track/2PaOWQIEkSFkmONCv1Vgui
109,BALANÇA,"WC no Beat",853488,https://open.spotify.com/track/1neg4NArvpVL7AOWIBja6q
110,"Romance Desapegado","Conde do Forró",843790,https://open.spotify.com/track/54OqGd3dmug64db0ZtOtF4
111,"Qual é a do amor (feat. Atitude 67) - Ao vivo","João Gustavo e Murilo",843134,https://open.spotify.com/track/3rfPuNpqMHQKXIPoEF5iFB
112,"Casa de Praia - Ao Vivo","Os Barões Da Pisadinha",835149,https://open.spotify.com/track/5iHJ6FB4iWVcaY7iDYJrJB
113,"death bed (coffee for your head)",Powfu,829697,https://open.spotify.com/track/7eJMfftS33KTjuF7lTsMCx
114,Girassol,"Priscilla Alcantara",827856,https://open.spotify.com/track/22rcaYTa2UgcLCbeO0NoNj
115,"Certo e Duvidoso (feat. Gaab) - Ao Vivo","Marcos & Belutti",824937,https://open.spotify.com/track/6TL6UYmqRVC5PuVQb0R1h5
116,"Áudio - Ao Vivo em Brasília","Diego & Victor Hugo",820338,https://open.spotify.com/track/2PqPSf3gtTED79rWGwVtYg
117,Chupadinha,"Os Barões Da Pisadinha",818987,https://open.spotify.com/track/0BVRi6cizWdDrLRmKI0qsw
118,SENTADÃO,"PEDRO SAMPAIO",817410,https://open.spotify.com/track/4lKuzrdZrJuCAedbIslF3A
119,"Tá com o Papato (feat. BIN)",Papatinho,807707,https://open.spotify.com/track/5eT9vs7mv4Y4HrBWcP6abV
120,"Midnight Sky","Miley Cyrus",807332,https://open.spotify.com/track/27ycaQnQAxaPiyeg3nr2aB
121,"Break My Heart","Dua Lipa",807213,https://open.spotify.com/track/017PF4Q3l4DBUiWoXk4OWT
122,"Poesia Acústica #6: Era uma Vez","Pineapple StormTv",806675,https://open.spotify.com/track/13Rf6RaZT13TW4xLQR3MQr
123,Pupila,ANAVITÓRIA,804366,https://open.spotify.com/track/7Gk5OrMYaMRtT2JmgJVAfk
124,"Relógio Parado (Ao Vivo)","Diego & Arnaldo",792134,https://open.spotify.com/track/5n8Y78Pl5q8lqS7sJP61qw
125,Heather,"Conan Gray",788001,https://open.spotify.com/track/4xqrdfXkTW4T0RauPLv3WA
126,"Textão - Ao Vivo","Zé Neto & Cristiano",783294,https://open.spotify.com/track/2uhBCMHwS3SATOHIgM2KPF
127,911,"Lady Gaga",782165,https://open.spotify.com/track/6qI0MU175Dk2DeoUjlrOpy
128,"Breaking Me",Topic,782021,https://open.spotify.com/track/3H7ihDc1dqLriiWXwsc2po
129,"Meu Abrigo",Melim,779967,https://open.spotify.com/track/5U28PY9MekLyCBYtLHGQpe
130,"Se Eu Fosse Você - Ao Vivo","Henrique & Juliano",775750,https://open.spotify.com/track/3HXLUh9lzSrSLvrvLk2LjC
131,Reincidente,"Felipe Araújo",768280,https://open.spotify.com/track/3XG1frltSxibGuYLPucxl8
132,"POPSTAR (feat. Drake)","DJ Khaled",765192,https://open.spotify.com/track/6EDO9iiTtwNv6waLwa1UUq
133,Hawái,Maluma,753263,https://open.spotify.com/track/1yoMvmasuxZfqHEipJhRbp
134,"Céu de pipa","MC Marks",732333,https://open.spotify.com/track/2DQ09MyIaXu5F1ly4MEvDM
135,"Vem Me Satisfazer","MC Ingryd",729676,https://open.spotify.com/track/63SHcJzckFykS8faA5zojY
136,"How You Like That",BLACKPINK,726252,https://open.spotify.com/track/3vAn0qZzdyuHamcrpkfiX3
137,"Tchau Brigado - Ao Vivo","Humberto & Ronaldo",723088,https://open.spotify.com/track/2TR917wkDeRvwTE5cSfZFf
138,"Lemonade (feat. Gunna, Don Toliver & NAV)","Internet Money",722969,https://open.spotify.com/track/7hxHWCCAIIxFLCzvDgnQHX
139,"Te gusta","MC Kevinho",707999,https://open.spotify.com/track/0h5iRD8nlDtcn4rwbZzNgg
140,"Carreira Solo - Ao Vivo","Gusttavo Lima",706789,https://open.spotify.com/track/1MmS7UIy3J1BTxfGCRvVqN
141,"Deixa (feat. Ana Gabriela)",Lagum,702433,https://open.spotify.com/track/3fLqmaO4vvZpFZSZy52VMp
142,"Laugh Now Cry Later (feat. Lil Durk)",Drake,697811,https://open.spotify.com/track/2SAqBLGA283SUiwJ3xOUVI
143,"Tócame (feat. Arcangel & De La Ghetto)",Anitta,695982,https://open.spotify.com/track/4cno0k9jDEFpLAQyHNjqVx
144,"SEM LIMITES","WC no Beat",695063,https://open.spotify.com/track/3JZwQT1rIxU3wdtF7eneee
145,Cabaré,"Dj Guuga",692655,https://open.spotify.com/track/0N2cvvlyEw5NFc00E3FB0D
146,Señorita,"Shawn Mendes",690664,https://open.spotify.com/track/6v3KW9xbzN5yKLt9YKDYA2
147,"Ouvi Dizer",Melim,683951,https://open.spotify.com/track/1qCLx3nX25NuhfPjM5E1qV
148,"O Matuto Se Apaixonou","Os Barões Da Pisadinha",680248,https://open.spotify.com/track/09KUam5nfzNEXSSV9zWiT9
149,"On & On",Alok,677014,https://open.spotify.com/track/7sYAS4CpbV90oSemgaEQat
150,"Rave Na Praia","MC Teteu",675012,https://open.spotify.com/track/50YsV2XFugoMrqJK9Ttdly
151,"Cobra Venenosa (feat. DJ Will22)",LUDMILLA,674022,https://open.spotify.com/track/15kdyHRNcHSCTRjvHvmqrs
152,"Meu talismã",IZA,672843,https://open.spotify.com/track/5aayWOEE7u7bxZ3r7dwIrX
153,"Agora Eu Pego Mesmo","Os Barões Da Pisadinha",667160,https://open.spotify.com/track/6OsMu5ntYteQzcCrZVWA33
154,"Tijolão - Ao Vivo","Jorge & Mateus",658574,https://open.spotify.com/track/6QwFUcPc5nhsqZuhXUYtV7
155,"Poesia Acústica - Paris","Pineapple StormTv",656244,https://open.spotify.com/track/5JKaHAt4atuNoLqpyDgbyK
156,"Ferida Curada","Zé Neto & Cristiano",648971,https://open.spotify.com/track/1U3tv41tFRgOfbytpuYQrR
157,"Pisadinha - Ao Vivo","Diego & Victor Hugo",647623,https://open.spotify.com/track/36P6ptTyxOggYgR2aoZiAl
158,"Sou Vitorioso","Mc Lele JP",646371,https://open.spotify.com/track/37hCsK2djczyRGWMjqzbxD
159,Rita,Tierry,643399,https://open.spotify.com/track/1nDCZBI8MaHXI2f36dnQyG
160,Believer,"Imagine Dragons",641859,https://open.spotify.com/track/0pqnGHJpmpxLKifKRmU6WP
161,Perdição,L7NNON,641331,https://open.spotify.com/track/7FikD4RFpmSZIvoP3rRwsS
162,"Adore You","Harry Styles",640908,https://open.spotify.com/track/3jjujdWJ72nww5eGnfs2E7
163,"Tiro Certo - Ao Vivo","Zé Felipe",639529,https://open.spotify.com/track/5MArTXEVyKBwoodjdy04fk
164,"Piece Of Your Heart - Alok Remix",MEDUZA,635286,https://open.spotify.com/track/6iW38RGqdDGOofmz2HeXLW
165,"Still Don't Know My Name",Labrinth,635241,https://open.spotify.com/track/6N22FZs2ZhPBYi3b9XPajV
166,"Gaiola É o Troco","MC Du Black",634460,https://open.spotify.com/track/3Uq45ipGutypFPmETfaoaH
167,"Erro Antigo - Ao Vivo","Diego & Victor Hugo",633033,https://open.spotify.com/track/7qpXCkcr3Zj4LDvdiWryns
168,Amoreco,"Simone & Simaria",631729,https://open.spotify.com/track/32qETd0e2eKMs2BiMocPc0
169,"Lose Control",MEDUZA,630247,https://open.spotify.com/track/7CHi4DtfK4heMlQaudCuHK
170,"Combatchy (feat. MC Rebecca)",Anitta,630219,https://open.spotify.com/track/2bPtwnrpFNEe8N7Q85kLHw
171,"For The Night (feat. Lil Baby & DaBaby)","Pop Smoke",629660,https://open.spotify.com/track/0PvFJmanyNQMseIFrU708S
172,"Tudo de bom",Pk,628677,https://open.spotify.com/track/3YqLyRFwjGuPBT7EHoyQH7
173,"Toosie Slide",Drake,627769,https://open.spotify.com/track/466cKvZn1j45IpxDdYZqdA
174,"A Casa É Sua","Casa Worship",627229,https://open.spotify.com/track/3h3fui1QXImL2zRcs9v2Lc
175,"Um Pedido","Hungria Hip Hop",625983,https://open.spotify.com/track/3CgZi8DMUftJHK6WL2gKc1
176,"Tão Linda","Atitude 67",625875,https://open.spotify.com/track/59WWulo1LM0njpIkcduCMn
177,Uau!,"Costa Gold",622885,https://open.spotify.com/track/5jo4ocTfihMYTsq1Z4ze9h
178,"Bebê Vem Me Procurar","Os Barões Da Pisadinha",618364,https://open.spotify.com/track/4nyQshn0cfaRvvnu02Wcqn
179,goosebumps,"Travis Scott",615901,https://open.spotify.com/track/6gBFPUFcJLzWGx4lenP6h2
180,"Pra Você Guardei O Amor","Nando Reis",614421,https://open.spotify.com/track/1EQ8sBQ7Abv9DvNBzhXAcv
181,Gelo,Melim,613405,https://open.spotify.com/track/2DsZ6pXK1AG6emFugTeYW3
182,"Hear Me Tonight",Alok,612260,https://open.spotify.com/track/0v8OKUrqZGoEbgEUXScRSQ
183,"Fatalmente / Separação / Temporal - Ao Vivo","Grupo Menos É Mais",611185,https://open.spotify.com/track/0mpqoslgBvHcnbNZhK8wBO
184,"Poesia Acústica #7: Céu Azul","Pineapple StormTv",607707,https://open.spotify.com/track/2FGhB10Gon36GgFcOTMQEW
185,"Head & Heart (feat. MNEK)","Joel Corry",607333,https://open.spotify.com/track/6cx06DFPPHchuUAcTxznu9
186,"Deixa Tudo Como Tá - Ao Vivo",Thiaguinho,606961,https://open.spotify.com/track/0abrd2vT2W3JZBDNezUY7r
187,Complicado,Vitão,604733,https://open.spotify.com/track/6toDZSoqG5QUitFsoxavRy
188,"Saudade em Gotas (feat. Wesley Safadão) - Ao Vivo","Yasmin Santos",602631,https://open.spotify.com/track/3ZROq16fQ1o2dWEGkHPHkJ
189,"10 de Setembro","Marília Mendonça",602195,https://open.spotify.com/track/7HaSsqUFunfYlT7MTEnxCx
190,"Mulher Cativante","MC Paulin da Capital",597402,https://open.spotify.com/track/0ItBgjbN1F82yX73rwTIg0
191,"Vitória Chegou","Mc Lipi",596657,https://open.spotify.com/track/541XTa1azDkMp2cFsM1Hcw
192,"Hit Contagiante","Felipe Original",594416,https://open.spotify.com/track/5dKesZwp6deuhEeW8F1UEi
193,"Os Boys Amam O Ex Chora","Jerry Smith",591212,https://open.spotify.com/track/2o8MYdtYZYidgpe9oIGIcy
194,"Serenata - Ao Vivo","Marília Mendonça",588304,https://open.spotify.com/track/5fY9bVl1Wj4PIM3wnduWop
195,"Tempo de Aprender / Energia Surreal / Não Pedi Pra Me Apaixonar - Ao Vivo","Grupo Menos É Mais",587136,https://open.spotify.com/track/3COVZV6VRP4sdXiWTB1XTM
196,Tentativas,"Marília Mendonça",584984,https://open.spotify.com/track/5STHFaWYO1KeyITjvB4hR8
197,Memories,"Maroon 5",583619,https://open.spotify.com/track/2b8fOow8UzyDFAE27YhOZM
198,"Mad at Disney","salem ilese",581763,https://open.spotify.com/track/7aGyRfJWtLqgJaZoG9lJhE
199,Hb20,Tierry,580816,https://open.spotify.com/track/4cjowWOdLUKomiRwhWpRXJ
200,"Já que me ensinou a beber","Thiago Brava",578679,https://open.spotify.com/track/4aajF8YX6i8guXdLaW82eS
