,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
110,"Cidade Inteira","Eric Land",962365,https://open.spotify.com/track/7J3QMuDCSv56jRSiD9jFBF
111,"Cavalo de Tróia","Mc Kevin",960870,https://open.spotify.com/track/7uXQAiHezf6VR7txWkS86Q
112,"Ama Sofre Chora","Pabllo Vittar",952229,https://open.spotify.com/track/1iBMex2uCm0T0y70zsJklT
113,"Don't Start Now","Dua Lipa",950882,https://open.spotify.com/track/3PfIrDoz19wz7qK7tYeu62
114,"Eu Sou O Mestre Dos Magos","DJ GRZS",944564,https://open.spotify.com/track/132wAeR05o10R9iSjA1XAE
115,"Trajado de Glock Ela Joga na Cara","Tz da Coronel",942916,https://open.spotify.com/track/2dcYBsq0wTqkJIlfNMGfrR
116,"Localiza Aí Bebê - Ao Vivo","João Bosco e Gabriel",942195,https://open.spotify.com/track/7sCdzif8vD8XN1jgdYFL1q
117,"Briga Feia - Ao Vivo","Henrique & Juliano",939552,https://open.spotify.com/track/3Xuo5utyzk86BwlUHdTR2O
118,"The Business",Tiësto,932931,https://open.spotify.com/track/6f3Slt0GbA2bPZlz0aIFXN
119,Storiezin,"Raí Saia Rodada",932576,https://open.spotify.com/track/1h6a1gcgHa4hg09xEmue3V
120,"Não Te Quero",NATTAN,932512,https://open.spotify.com/track/3cVF2ot6YuCD0RQY302gNz
121,"Anota Placa","Tz da Coronel",927079,https://open.spotify.com/track/3QUriWUE8WnWLpWxHA52k4
122,"Solar Power",Lorde,923341,https://open.spotify.com/track/3KdoeNlEN0BoAKWzaRLNZa
123,"Pot-Pourri: Melhor Eu Ir / Ligando Os Fatos / Sonho de Amor / Deixa Eu Te Querer - Ao Vivo","Grupo Menos É Mais",910302,https://open.spotify.com/track/5r9CZJMoMmxio2AnJdxuDS
124,"Astronaut In The Ocean","Masked Wolf",904837,https://open.spotify.com/track/0BGwAKW4u8kWOhWFflZxfl
125,Incomparável,"Maiara & Maraisa",904555,https://open.spotify.com/track/3sgOlQhpIlao3pSkXy9XXY
126,"Vou Falar Que Não Quero - Remix","DJ Lucas Beat",903276,https://open.spotify.com/track/0YluTOlBctnpHPABgFSXEw
127,"Alô Ex-Amor - Ao Vivo","João Bosco e Gabriel",900208,https://open.spotify.com/track/2QCwoYDn4DRfjs4NhW2KpO
128,"Poesia Acústica #9: Melhor Forma","Pineapple StormTv",898446,https://open.spotify.com/track/2fmeSswdyVq4wcqhY41UHk
129,"Esquema Preferido - Ao Vivo","Os Barões Da Pisadinha",887968,https://open.spotify.com/track/35qOGx1CWvCkQFOv4BkVIV
130,positions,"Ariana Grande",878910,https://open.spotify.com/track/35mvY5S1H3J2QZyna3TFe0
131,"Bloqueia Eu - Remix","DJ Lucas Beat",864557,https://open.spotify.com/track/0VxVv5IKWXj5o6FVO7zKXN
132,"MTG É Sempre Assim","DJ ARTHUZIIN",861799,https://open.spotify.com/track/7frGdTrAxXpYbvsTsaySxJ
133,"Amarelo, azul e branco",ANAVITÓRIA,856036,https://open.spotify.com/track/2LOIoeI16A8jjKubPKoCSa
134,"F* F* M*","Filipe Ret",852736,https://open.spotify.com/track/0cHflpV8SSGbE0NKaasEfT
135,"Tá Rocheda","Os Barões Da Pisadinha",846080,https://open.spotify.com/track/3dPvQLKl42dMYWV4LWRTLK
136,"Heartbreak Anniversary",Giveon,844991,https://open.spotify.com/track/3FAJ6O0NOHQV8Mc5Ri6ENp
137,"Hold On","Justin Bieber",834847,https://open.spotify.com/track/1nahzW3kfMuwReTka28tH5
138,"Ilusão (Cracolândia)","MC Hariel",824719,https://open.spotify.com/track/6WXglvTFRmjlHHhgjYMNif
139,"Alive (It Feels Like)",Alok,813287,https://open.spotify.com/track/4fB85IhVASxXMWgoke5WVJ
140,"Mtg Ta Brotando No Plantão Pra Tira Foto Com Revolver","Dj Wesley Gonzaga",795987,https://open.spotify.com/track/1pPuodu8A0LxAuVhf3QniW
141,"Gonzaga Deu Fuga Com Uma Loira Cabulosa Em Cima Da 66","Dj Wesley Gonzaga",795198,https://open.spotify.com/track/6mUNR2pJOxKRCVo97YVlHE
142,Paypal,Teto,788430,https://open.spotify.com/track/6x1FttETfbRLerumlTn0ZH
143,Deprê,"Marília Mendonça",779570,https://open.spotify.com/track/2BRGOqLBHFJclDM6PB2dnd
144,"Despedida De Casal","Gustavo Mioto",778528,https://open.spotify.com/track/0V4ZIBLOxq85pFQATKtItp
145,"Aquelas Coisas","João Gomes",771454,https://open.spotify.com/track/6sahduZe4u8569HG7mcs2r
146,"Me Ame Mais","Jorge & Mateus",769582,https://open.spotify.com/track/4iavXH4dDUMA8yAabnUhSI
147,"Recaída Sem Compromisso","MC Rogerinho",768134,https://open.spotify.com/track/29KuQ0h3UdcgetoGASw2qq
148,"Pode Sumir","Luíza & Maurílio",766923,https://open.spotify.com/track/7CDdyDigw7e3zFr3k7uKMY
149,"enough for you","Olivia Rodrigo",758514,https://open.spotify.com/track/2TOzTqQXNmR2zDJXihjZ2e
150,"Sofa, Breja e Netflix","Mac Júlia",758398,https://open.spotify.com/track/6eIZaT9qNz9lVrhWbJOWls
151,Lobo,Orochi,755900,https://open.spotify.com/track/4W7Y0EsaVPh87WKC1etOHA
152,"Someone You Loved","Lewis Capaldi",752918,https://open.spotify.com/track/7qEHsqek33rTcFNT9PFqLf
153,"Tipo Gringa","DJ Matt D",747300,https://open.spotify.com/track/3oxk3UVbKJiPcPokw9h64D
154,"Vai Rebola Trava VS To Doidinho pra ver o seu Piercing no peito","Otavio Beats",744389,https://open.spotify.com/track/13N5qGcFD3uRuY02Wwdu4Q
155,Dynamite,BTS,741088,https://open.spotify.com/track/4saklk6nie3yiGePpBwUoc
156,Cangote,"Zé Vaqueiro",739006,https://open.spotify.com/track/4sNVJ7S1hwZycKkCZY9gVx
157,"Manda Áudio","Di Propósito",732370,https://open.spotify.com/track/0in6Rc29qdyOkhKyYw4A84
158,"Meu Mel","Zé Vaqueiro",729699,https://open.spotify.com/track/1w5GF97jRe8bnNKcBPYPyf
159,"Catucada Profunda","MC Igão",727501,https://open.spotify.com/track/4chepxSHy5zbkLSpTVOJ1o
160,"Sogra - Ao Vivo",Dilsinho,727074,https://open.spotify.com/track/4zsiMjB0794HztyqUkD3Zi
161,"AK47 É o Porte do Homem","MC Torugo",720190,https://open.spotify.com/track/5HdghQzJVbvkZuMyvj2k34
162,"Ela Aperta a Minha Mente","Xand Avião",718231,https://open.spotify.com/track/1T3hcBQRwacjWLuJJFt8co
163,Alívio,"Jessé Aguiar",717642,https://open.spotify.com/track/40KZgKCIvRVIoZqv9lNBoP
164,"Build a Bitch","Bella Poarch",709768,https://open.spotify.com/track/7BoobGhD4x5K96Me0hqC8Q
165,"Desejando Eu (Ao Vivo)","Murilo Huff",708978,https://open.spotify.com/track/3056x1XkmICnQmji68rrft
166,"Figurinha - Ao Vivo","Douglas & Vinicius",708971,https://open.spotify.com/track/187Pge0WmJNoS73kaIORSE
167,"Short Jeans - Ao Vivo","Hugo Henrique",704181,https://open.spotify.com/track/78G6jgpMdzSEiBPkBLWi9S
168,"GIRL LIKE ME","Black Eyed Peas",703392,https://open.spotify.com/track/2vBET2pmrQqafaS6zIaYta
169,"1 step forward, 3 steps back","Olivia Rodrigo",689666,https://open.spotify.com/track/4wcBRRpIfesgcyUtis7PEg
170,"Coração Gelado 2","DJ BOY",688752,https://open.spotify.com/track/770dThFIyI1l6ovcxxeUW2
171,"Uma Cavala Mesmo","MC Meno K",686979,https://open.spotify.com/track/1bK6UaFcArJvIaMeKPTFSm
172,"Slow Down (feat. Jorja Smith) - Vintage Culture & Slow Motion Remix","Maverick Sabre",683969,https://open.spotify.com/track/5PNvgiKSwMdjBsDsgFCFLX
173,Nêga,"Tarcísio do Acordeon",682148,https://open.spotify.com/track/3S2iI46NmKyZsoxs2NByIP
174,"Pra Você Guardei O Amor","Nando Reis",681857,https://open.spotify.com/track/1EQ8sBQ7Abv9DvNBzhXAcv
175,"Acertou na Mosca",Tierry,679543,https://open.spotify.com/track/3w4RBPBd4cBwcGvK26deQO
176,telepatía,"Kali Uchis",678063,https://open.spotify.com/track/6tDDoYIxWvMLTdKpjFkc1B
177,"Meu Abrigo",Melim,675637,https://open.spotify.com/track/5U28PY9MekLyCBYtLHGQpe
178,"Roses - Imanbek Remix","SAINt JHN",670939,https://open.spotify.com/track/0zLCBJZSiELJf02ucPP9wb
179,"Aonde Eu Sou Cria",Borges,661148,https://open.spotify.com/track/7M7oYTGSDkD1jfv33yWtR0
180,Arcade,"Duncan Laurence",659778,https://open.spotify.com/track/1J14CdDAvBTE1AJYUOwl6C
181,"Nem Doeu - Ao Vivo","Matheus & Kauan",659502,https://open.spotify.com/track/260n4ECk9j4IEvTAVBYojl
182,"Fala Na Minha Cara - Ao Vivo","Israel & Rodolffo",651861,https://open.spotify.com/track/76SjZ87SE24IwfNGBquUn5
183,"Paradise (feat. Dermot Kennedy)",MEDUZA,650387,https://open.spotify.com/track/6ft4hAq6yde8jPZY2i5zLr
184,"Coração Traumatizou - Ao Vivo","Israel & Rodolffo",649059,https://open.spotify.com/track/1c5uZE4rMQ09O4bIJvlHwK
185,"Poesia Acústica #6: Era uma Vez","Pineapple StormTv",648593,https://open.spotify.com/track/13Rf6RaZT13TW4xLQR3MQr
186,"Lost Cause","Billie Eilish",646110,https://open.spotify.com/track/2xdwCJLfKCkat14mlgR26M
187,"Paty Trem Barbie","MC Magrella",643618,https://open.spotify.com/track/3woa0ekqNnhx4etwchLZDk
188,Streets,"Doja Cat",643390,https://open.spotify.com/track/60ynsPSSKe6O3sfwRnIBRf
189,777-666,Matuê,643098,https://open.spotify.com/track/3sGcETRMuAgcPgjDpIkgMn
190,"É Só Botada","MC Levin",641526,https://open.spotify.com/track/07c9lzwx1IIm101PnB4BZu
191,"Need To Know","Doja Cat",632477,https://open.spotify.com/track/10hcDov7xmcRviA8jLwEaI
192,"Máquina do Tempo",Matuê,628606,https://open.spotify.com/track/5oI9blwsXC8AkTWw6wASY8
193,"Poesia Acústica 10: Recomeçar","Pineapple StormTv",628199,https://open.spotify.com/track/4pwFy4YPNGMxK2P2FfQfvt
194,Adorei,"Grupo Menos É Mais",627003,https://open.spotify.com/track/1jweGFaVZxEVrOHKsLpPY4
195,"Deixa (feat. Ana Gabriela)",Lagum,625499,https://open.spotify.com/track/3fLqmaO4vvZpFZSZy52VMp
196,"Quase uma Semana",BIN,624640,https://open.spotify.com/track/4a5YIaK7qFu6T63GeYx1Ih
197,Runaway,AURORA,620217,https://open.spotify.com/track/1v1oIWf2Xgh54kIWuKsDf6
198,"Não Nego Um Vamo","Hugo & Vitor",617721,https://open.spotify.com/track/0jUVjA4goewfigd4lb6Br8
199,Distribuidora,"Mad Dogz",617503,https://open.spotify.com/track/2xUOk5WqUDfHyOBZbAc8ou
200,"Carinha de BBzinha","Anderson Rodrigues",615200,https://open.spotify.com/track/1iCkf1LWDAc2HMZbtq3hd7
