,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
40,"Cidade Inteira","Eric Land",1880847,https://open.spotify.com/track/7J3QMuDCSv56jRSiD9jFBF
41,"Mtg - Vem Sentando Vem (feat. Dj Nbeat) - Remix","MC 2jhow",1805812,https://open.spotify.com/track/2Xgc216OMnc9PyUalpaSPc
42,"Alô Ex-Amor - Ao Vivo","João Bosco e Gabriel",1801738,https://open.spotify.com/track/2QCwoYDn4DRfjs4NhW2KpO
43,"Não Pode Se Apaixonar","Xand Avião",1792447,https://open.spotify.com/track/1HoapWs5KcMzs8QYdgg9Kt
44,"Ilusão (Cracolândia)","MC Hariel",1772338,https://open.spotify.com/track/6WXglvTFRmjlHHhgjYMNif
45,"Amor ou o Litrão","Petter Ferraz",1719536,https://open.spotify.com/track/7qmnP8Woc47dLSrMD5MxL1
46,"Espetinho - Ao Vivo","Gusttavo Lima",1711592,https://open.spotify.com/track/52yvnBV90B2ZUC5b25cFer
47,"Tá Rocheda","Os Barões Da Pisadinha",1686791,https://open.spotify.com/track/3dPvQLKl42dMYWV4LWRTLK
48,"Blinding Lights","The Weeknd",1641495,https://open.spotify.com/track/0VjIjW4GlUZAMYd2vXMi3b
49,"Pot-Pourri: Melhor Eu Ir / Ligando Os Fatos / Sonho de Amor / Deixa Eu Te Querer - Ao Vivo","Grupo Menos É Mais",1614896,https://open.spotify.com/track/5r9CZJMoMmxio2AnJdxuDS
50,"drivers license","Olivia Rodrigo",1588413,https://open.spotify.com/track/7lPN2DXiMsVn7XUKtOW1CS
51,Hackearam-Me,Tierry,1557483,https://open.spotify.com/track/5NeBu4oKweDXIjhvYqtbLo
52,"De Menina pra Mulher - Ao Vivo","Gusttavo Lima",1535279,https://open.spotify.com/track/7snoDTJeoJ2oVMhf7eoF3t
53,"Freio da Blazer",L7NNON,1525325,https://open.spotify.com/track/6m187iACTSAZDYMaV0klqj
54,"Watermelon Sugar","Harry Styles",1513952,https://open.spotify.com/track/6UelLqGlWMcVH1E5c4H7lY
55,"Uma Cavala Mesmo","MC Meno K",1482067,https://open.spotify.com/track/1bK6UaFcArJvIaMeKPTFSm
56,telepatía,"Kali Uchis",1474433,https://open.spotify.com/track/6tDDoYIxWvMLTdKpjFkc1B
57,"Sogra - Ao Vivo",Dilsinho,1439642,https://open.spotify.com/track/4zsiMjB0794HztyqUkD3Zi
58,"Figurinha - Ao Vivo","Douglas & Vinicius",1431703,https://open.spotify.com/track/187Pge0WmJNoS73kaIORSE
59,"Alive (It Feels Like)",Alok,1383345,https://open.spotify.com/track/4fB85IhVASxXMWgoke5WVJ
60,"Eu Tenho Medo","Zé Vaqueiro",1371281,https://open.spotify.com/track/5TU6HG6Ltm7ZYr3r5dZjsA
61,Letícia,"Zé Vaqueiro",1368618,https://open.spotify.com/track/2R1OgezGfBMeiAcMpJ1EkH
62,"É Só Botada","MC Levin",1350622,https://open.spotify.com/track/07c9lzwx1IIm101PnB4BZu
63,"Vou falar que não quero","Vitor Fernandes",1311769,https://open.spotify.com/track/6AMTUbWihFZOwOeHxZN2Ge
64,Nêga,"Tarcísio do Acordeon",1301563,https://open.spotify.com/track/3S2iI46NmKyZsoxs2NByIP
65,"Rainha da Favela",LUDMILLA,1297362,https://open.spotify.com/track/3vu864xi5Xis9VfOsJpmXu
66,"Volta por Baixo - Ao Vivo","Henrique & Juliano",1255006,https://open.spotify.com/track/6juD9PQwAPvuXYIAE2gjhO
67,"Quero Você do Jeito Que Quiser","Marília Mendonça",1193408,https://open.spotify.com/track/64I6t2tuUGnIlaDIzHJ6YI
68,"Faz a Pose","MC Teteu",1190053,https://open.spotify.com/track/1sTVKLLFDfAfowsG4bRBN4
69,"Só Tem Eu","Zé Felipe",1168979,https://open.spotify.com/track/1X0MaGErD8rcspqQs9s2m0
70,"Heartbreak Anniversary",Giveon,1157513,https://open.spotify.com/track/3FAJ6O0NOHQV8Mc5Ri6ENp
71,"Nem Doeu - Ao Vivo","Matheus & Kauan",1154086,https://open.spotify.com/track/260n4ECk9j4IEvTAVBYojl
72,Adorei,"Grupo Menos É Mais",1145930,https://open.spotify.com/track/1jweGFaVZxEVrOHKsLpPY4
73,"Desejando Eu (Ao Vivo)","Murilo Huff",1130791,https://open.spotify.com/track/3056x1XkmICnQmji68rrft
74,"Astronaut In The Ocean","Masked Wolf",1127443,https://open.spotify.com/track/3VT8hOC5vuDXBsHrR53WFh
75,"Tô Preocupada (Calma Amiga) (feat. Anitta)",Rebecca,1124234,https://open.spotify.com/track/70jrNdP6R9AKHazjaurG3Z
76,Deprê,"Marília Mendonça",1108101,https://open.spotify.com/track/2BRGOqLBHFJclDM6PB2dnd
77,"Despedida De Casal","Gustavo Mioto",1107871,https://open.spotify.com/track/0V4ZIBLOxq85pFQATKtItp
78,"The Business",Tiësto,1107557,https://open.spotify.com/track/6f3Slt0GbA2bPZlz0aIFXN
79,Hylander,Abbot,1105406,https://open.spotify.com/track/3sOcmmmWB7dqyziUVLXpTi
80,"Elas Gostam de Gasolina - Ao Vivo","Anderson & Vei da Pisadinha",1092061,https://open.spotify.com/track/3tkEf7vw4zDBFAQxY1vdcv
81,"Me Chama Mozão","Naiara Azevedo",1089688,https://open.spotify.com/track/21jLgG2WsiIEuuzl0OupzN
82,"Briga Feia - Ao Vivo","Henrique & Juliano",1076114,https://open.spotify.com/track/3Xuo5utyzk86BwlUHdTR2O
83,"Amarelo, azul e branco",ANAVITÓRIA,1070886,https://open.spotify.com/track/2LOIoeI16A8jjKubPKoCSa
84,"Volume 3","Douglas & Vinicius",1053154,https://open.spotify.com/track/5gIVPysvKFh2gtwsicafnN
85,"Cai de vagarinho até embaixo","Mc Rennan",1051247,https://open.spotify.com/track/2p04GXqx4j9sggMTFJpEBa
86,"Poesia Acústica #9: Melhor Forma","Pineapple StormTv",1049490,https://open.spotify.com/track/2fmeSswdyVq4wcqhY41UHk
87,positions,"Ariana Grande",1028698,https://open.spotify.com/track/35mvY5S1H3J2QZyna3TFe0
88,777-666,Matuê,1022858,https://open.spotify.com/track/3sGcETRMuAgcPgjDpIkgMn
89,"Uma Ex (Ao Vivo)","Murilo Huff",1014415,https://open.spotify.com/track/7xi4XR5EIOU6OHdIydLMjT
90,"Pode Sumir","Luíza & Maurílio",1013835,https://open.spotify.com/track/7CDdyDigw7e3zFr3k7uKMY
91,CORINGA,Jão,1013437,https://open.spotify.com/track/0gmDtSc2Ay17diWj6nJjlG
92,"Só Tapão Nervoso Vs Toma Catucada Violenta","DJ DN",1011597,https://open.spotify.com/track/2BEGTomoM88uGMOzRmZirl
93,Streets,"Doja Cat",1011302,https://open.spotify.com/track/60ynsPSSKe6O3sfwRnIBRf
94,"Esses Vícios","Zé Neto & Cristiano",1005901,https://open.spotify.com/track/2InUVOBY515umeuwdQtsQ4
95,"Marília Mendonça",BIN,1003050,https://open.spotify.com/track/73uParILjIm5rcP0C2bpMF
96,Rita,Tierry,995013,https://open.spotify.com/track/1nDCZBI8MaHXI2f36dnQyG
97,"Oh Juliana",Niack,992896,https://open.spotify.com/track/4xWzZmX4K1yyrdtRfbUvjt
98,"Don't Start Now","Dua Lipa",978289,https://open.spotify.com/track/3PfIrDoz19wz7qK7tYeu62
99,"Save Your Tears","The Weeknd",968052,https://open.spotify.com/track/5QO79kh1waicV47BqGRL3g
100,Nós,Djonga,966518,https://open.spotify.com/track/1yHEBmkI2j3lhlVLU8yuTl
101,"Don't Say Goodbye (feat. Tove Lo)",Alok,963304,https://open.spotify.com/track/0GTPmh5G40joBg93vcSQNq
102,"Seu Beijo Joga Sujo","Avine Vinny",948135,https://open.spotify.com/track/2enk2whIgJyoe0O9HRQZJV
103,"Leave The Door Open","Bruno Mars",945864,https://open.spotify.com/track/7MAibcTli4IisCtbHKrGMh
104,"Ela Aperta a Minha Mente","Xand Avião",940559,https://open.spotify.com/track/1T3hcBQRwacjWLuJJFt8co
105,"Manda Áudio","Di Propósito",912849,https://open.spotify.com/track/0in6Rc29qdyOkhKyYw4A84
106,"Quase uma Semana",BIN,908427,https://open.spotify.com/track/4a5YIaK7qFu6T63GeYx1Ih
107,"Máquina do Tempo",Matuê,903250,https://open.spotify.com/track/5oI9blwsXC8AkTWw6wASY8
108,"Localiza Aí BB","Vitor e Luan",897009,https://open.spotify.com/track/6fe5D0ivKnpXFMAnoSRjah
109,"On The Ground",ROSÉ,894979,https://open.spotify.com/track/2pn8dNVSpYnAtlKFC8Q0DJ
110,"Um Sabadão Desse Uma Lua Dessa","Mc Talibã",886220,https://open.spotify.com/track/3KfyRuNdcCGsZb15sqrXDA
111,"Camisa do Flamengo","DJ 2L da Rocinha",884427,https://open.spotify.com/track/4FmdqhQcHXXVLk2hpwQ5US
112,"Meia Noite (Ce Tem Meu Whatsapp) - Ao Vivo","Os Barões Da Pisadinha",872141,https://open.spotify.com/track/7as7OL7cmgFZDADgVjQZjz
113,"F* F* M*","Filipe Ret",867237,https://open.spotify.com/track/2D13ouGidILQGRVnihYuCF
114,Cangote,"Zé Vaqueiro",866027,https://open.spotify.com/track/0dTqciDQzwVKWY2kb3Gixf
115,"Romance Desapegado","Conde do Forró",843926,https://open.spotify.com/track/54OqGd3dmug64db0ZtOtF4
116,"Não Vai Embora",Dilsinho,834899,https://open.spotify.com/track/28atBekPVlTdnU4M9Z7udd
117,"Viva Voz - Ao Vivo","Lauana Prado",832109,https://open.spotify.com/track/08Sd5vVcIH3uKeAiaJdoYj
118,"Me Gusta (with Cardi B & Myke Towers)",Anitta,825465,https://open.spotify.com/track/7e1VoRlNumuEkXlITMHKLE
119,"Ó Quem Chega",Djonga,825069,https://open.spotify.com/track/44ZdoxTkahuMolWGb4B28Z
120,"Pedaço de Mim",OIK,823830,https://open.spotify.com/track/2fEgPCDD0qRvZeVrY381EW
121,"Declaração pro Bar - Ao Vivo","Guilherme & Benuto",819998,https://open.spotify.com/track/48CAeajgzcGJaVUSsXd7h0
122,"Acabou a Água (feat. Mc Ygor Yanks)","MC 3L",815036,https://open.spotify.com/track/7jFEykLSATTBHLCJXikHmD
123,Dynamite,BTS,812893,https://open.spotify.com/track/4saklk6nie3yiGePpBwUoc
124,"S de Saudade","Luíza & Maurílio",810954,https://open.spotify.com/track/3J5Pu25BODMex4Jpy4l6FL
125,"Volta Comigo BB","Zé Vaqueiro",806639,https://open.spotify.com/track/2N2MrTCpwNQdbvlk0Kmz3c
126,"Beijo das Galáxias","Eric Land",805176,https://open.spotify.com/track/0Hlfni60gJ8aE2ywMqgtUv
127,"Liberdade Provisória - Ao Vivo","Henrique & Juliano",798667,https://open.spotify.com/track/4Y0gR2tYML083T6b2vhJrn
128,LARISSA,"PEDRO SAMPAIO",793062,https://open.spotify.com/track/1wowgtxmcxyIDGkQ8S28gL
129,"menina solta","GIULIA BE",789885,https://open.spotify.com/track/2MOq63fxuFLYQM3CsDcFs1
130,"Renk Renk - Olha o Barulinho da Cama","MC MN",785385,https://open.spotify.com/track/2bPghtjMJBxGMjSgi8rMKK
131,"Mais Um","Felipe Araújo",783774,https://open.spotify.com/track/4PHj4jdDD3Vbq2Br23nyOD
132,"Slow Down (feat. Jorja Smith) - Vintage Culture & Slow Motion Remix","Maverick Sabre",781301,https://open.spotify.com/track/5PNvgiKSwMdjBsDsgFCFLX
133,"Que Amiga é Essa","Yasmin Santos",777292,https://open.spotify.com/track/5Kvk3PEnJlZ1uGuWTe3pat
134,"Eu Vou Tirar Você Do Cabaré","Israell Muniz",775486,https://open.spotify.com/track/4dkMmfrNEIUMjoEIFHA2yy
135,Xapralá,Djonga,771307,https://open.spotify.com/track/6l9UA6IlEGFl1RVAncqvwo
136,"Hold On","Justin Bieber",770814,https://open.spotify.com/track/4u4NyuceXP7Uzh7XFJKCr1
137,"Só Você","MC Rogerinho",766457,https://open.spotify.com/track/59kRq8rb5uJCrSYYbGCk7o
138,"Golpe Trocado","Mc Frog",764905,https://open.spotify.com/track/0nGOQOcurYXEWKcWi2ZrQo
139,"Poesia Acústica 10: Recomeçar","Pineapple StormTv",761235,https://open.spotify.com/track/4pwFy4YPNGMxK2P2FfQfvt
140,"Bloqueia Eu - Remix","DJ Lucas Beat",760139,https://open.spotify.com/track/0VxVv5IKWXj5o6FVO7zKXN
141,"Preta do Cabelo Cacheado","Th CDM",758203,https://open.spotify.com/track/6SA8c5JbUZF7HyAeDX4iiB
142,"WAP (feat. Megan Thee Stallion)","Cardi B",755589,https://open.spotify.com/track/4Oun2ylbjFKMPTiaSbbCih
143,"Nega Chegando","O Boy da Seresta",754398,https://open.spotify.com/track/5XyDFMwY1NTIlkbzcfVyl3
144,"Café e Amor - Ao Vivo","Gusttavo Lima",753445,https://open.spotify.com/track/6zeo9bcZWGlHi2VqjUSmaR
145,"Roses - Imanbek Remix","SAINt JHN",747077,https://open.spotify.com/track/0zLCBJZSiELJf02ucPP9wb
146,Ranking,"Jorge & Mateus",745307,https://open.spotify.com/track/0RaIjuKU5hudMteEXwr4RS
147,"Someone You Loved","Lewis Capaldi",738377,https://open.spotify.com/track/7qEHsqek33rTcFNT9PFqLf
148,"Dá pra ser?",Djonga,736110,https://open.spotify.com/track/7jdP9m9lpNp51ainfora8t
149,"Short Jeans - Ao Vivo","Hugo Henrique",731768,https://open.spotify.com/track/78G6jgpMdzSEiBPkBLWi9S
150,"Esquece de Me Esquecer","Zé Felipe",731704,https://open.spotify.com/track/1NXeltgzjQeiC4hbf2XNVr
151,"Comprei um Lança","Mc Jacaré",724709,https://open.spotify.com/track/12v6LfkX9YIR3uLefIAAYZ
152,"Razão das Minhas Biritas","Luíza & Maurílio",724124,https://open.spotify.com/track/3qqfukkcLElVkOWFyzHmSk
153,"Apaga Luz, Apaga Tudo - Challenge","DJ TN Beat",721775,https://open.spotify.com/track/18BjYW0Y9JtRi5vtzwfZjl
154,"Mood (feat. iann dior)",24kGoldn,711663,https://open.spotify.com/track/3tjFYV6RSFtuktYl3ZtYcq
155,"Meu Abrigo",Melim,708267,https://open.spotify.com/track/5U28PY9MekLyCBYtLHGQpe
156,"Não Te Quero",NATTAN,707311,https://open.spotify.com/track/3cVF2ot6YuCD0RQY302gNz
157,"Barzinho Aleatório - Ao Vivo","Zé Neto & Cristiano",707108,https://open.spotify.com/track/4KLvGldnzUZU4xdELyWBom
158,"Me dá a Mão",Djonga,700297,https://open.spotify.com/track/1iOBJz71rE1zfLY1ameFpN
159,"Pipa Voada (feat. Emicida)",Rashid,699951,https://open.spotify.com/track/3oqC4Ta40ft6NnTJwcUTdi
160,"Renatinha (Ao Vivo)","Os Barões Da Pisadinha",691210,https://open.spotify.com/track/6XclJjdGPjNuB2Dl4yU0H3
161,"Kenny G",Matuê,688417,https://open.spotify.com/track/3MkdA6vwF0ifRl86yzTlJW
162,"A Pior Parte",Renno,686143,https://open.spotify.com/track/5It3UpCRrZM6SJTL8dIQOV
163,"Meia Noite","Zé Vaqueiro",685994,https://open.spotify.com/track/2ylAocQwOgzelMbW9KJL56
164,"Prisoner (feat. Dua Lipa)","Miley Cyrus",683634,https://open.spotify.com/track/2Oycxb8QbPkpHTo8ZrmG0B
165,"GIRL LIKE ME","Black Eyed Peas",683127,https://open.spotify.com/track/2vBET2pmrQqafaS6zIaYta
166,"Cabelinho na Regua","MC Cego Abusado",681438,https://open.spotify.com/track/7cmwzU8jmurYtLYncS0bPQ
167,"Foi por Conveniência","Marília Mendonça",681319,https://open.spotify.com/track/6niGCULksHzD0NHyX3zCuB
168,Eu,Djonga,680776,https://open.spotify.com/track/0GTPvFFQDJdBzdy1mGew4m
169,Sagitário,Xamã,675489,https://open.spotify.com/track/0N0JNYiFx3xTyIWmnIVuV7
170,"Party On My Own (feat. FAULHABER)",Alok,674916,https://open.spotify.com/track/4c9Py6O1NeuYKbJ8Ok7mTl
171,"Meu Mel","Zé Vaqueiro",673363,https://open.spotify.com/track/7Jw5gMzNL8g0aeX27mUhuW
172,"Amor de Fim de Noite",Orochi,672341,https://open.spotify.com/track/1Nmcs8zk7LfcvHRgLtTM5J
173,"Volta Marcada","Avine Vinny",671100,https://open.spotify.com/track/75CS36Nn8aetRR5eksZMbB
174,"Devil Eyes","Hippie Sabotage",669013,https://open.spotify.com/track/7MiZjKawmXTsTNePyTfPyL
175,"Paradise (feat. Dermot Kennedy)",MEDUZA,668877,https://open.spotify.com/track/6ft4hAq6yde8jPZY2i5zLr
176,"Desce Pro Play (PA PA PA)","Mc Zaac",667504,https://open.spotify.com/track/4zGtfOglDBfVUypabBwIjQ
177,"Levitating (feat. DaBaby)","Dua Lipa",666429,https://open.spotify.com/track/5nujrmhLynf4yMoMtj8AQF
178,"Deixa (feat. Ana Gabriela)",Lagum,658665,https://open.spotify.com/track/3fLqmaO4vvZpFZSZy52VMp
179,"Poesia Acústica #6: Era uma Vez","Pineapple StormTv",655190,https://open.spotify.com/track/13Rf6RaZT13TW4xLQR3MQr
180,"A Casa É Sua","Casa Worship",654946,https://open.spotify.com/track/3h3fui1QXImL2zRcs9v2Lc
181,"Monster (Shawn Mendes & Justin Bieber)","Shawn Mendes",650041,https://open.spotify.com/track/1HbA4N1MiOsPthALesGFR1
182,Tapa,"Jovem Dex",648232,https://open.spotify.com/track/4C5jpOKLoFVotCc0HFGjv9
183,Arcade,"Duncan Laurence",646877,https://open.spotify.com/track/1J14CdDAvBTE1AJYUOwl6C
184,Gone,ROSÉ,645899,https://open.spotify.com/track/2dHoVW9AxJVSRebPRyV2aA
185,Vírgula,Djonga,643934,https://open.spotify.com/track/4byDUIUXgA7Je3qcCbdFPq
186,"Gorilla Roxo",Matuê,643024,https://open.spotify.com/track/0bV0LtjtZH76gD0ujPYS3n
187,"É Sal",Matuê,641336,https://open.spotify.com/track/2c80HnIOPMmQQVQllQEWb5
188,"Graveto - Ao Vivo","Marília Mendonça",640301,https://open.spotify.com/track/3tc8Z4lGzOIwmIVftsxO6o
189,"Despedida - Ao Vivo","Wesley Safadão",637322,https://open.spotify.com/track/5LpLYzpV0HWKI2DlPmNywg
190,"Não Nasceu pra Namorar","MC Zaquin",632455,https://open.spotify.com/track/6pQKUKBpwr6GhfhcFFFozo
191,"Litrão - Ao Vivo","Matheus & Kauan",628604,https://open.spotify.com/track/4DngRKOpRPrkbzImUB0zgh
192,Ricô,Djonga,627967,https://open.spotify.com/track/5HyX0XE4mdVm9BYsO4onQ6
193,"Cheirosa - Ao Vivo","Jorge & Mateus",627430,https://open.spotify.com/track/2PWjKmjyTZeDpmOUa3a5da
194,"Buzina - Ao Vivo","Diego & Victor Hugo",627263,https://open.spotify.com/track/0yOYdil5IO9tW7wraM9C3r
195,"Piece Of Your Heart - Alok Remix",MEDUZA,626498,https://open.spotify.com/track/6iW38RGqdDGOofmz2HeXLW
196,"Homenagem aos Relíquias (feat. Menor MC, MC Vinny, MC Julio D.E R. & MC Leozinho ZS)","DJ Matt D",623815,https://open.spotify.com/track/4vDC52DnSqAjec5Vh5yJEb
197,"Louco e Sonhador","MC Neguinho do Kaxeta",623773,https://open.spotify.com/track/6hdBsNsVESpjbnVClbUa3y
198,"Sua Mãe Tá Nessa - Ao Vivo","Lauana Prado",622002,https://open.spotify.com/track/5gijVJHyC1E4kt2j5Q3DEb
199,"Camisa do Grêmio","MC Meno K",621002,https://open.spotify.com/track/2rXIj8SkYrAWQ4Dn2oiupk
200,"Senta no Fazendeiro","Mc Jacaré",618858,https://open.spotify.com/track/1wsL4Lgoo27ETnLt6svbnT
