,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"Oh Juliana",Niack,5704574,https://open.spotify.com/track/4xWzZmX4K1yyrdtRfbUvjt
2,"Desce Pro Play (PA PA PA)","Mc Zaac",4350762,https://open.spotify.com/track/4zGtfOglDBfVUypabBwIjQ
3,"Investe Em Mim","Jonas Esticado",3548818,https://open.spotify.com/track/15k1TDabqSEmyXOwMq9RM7
4,"Na Raba Toma Tapão",Niack,3294470,https://open.spotify.com/track/0AGS6ZRgzobrazmCi6pYMe
5,"Poesia Acústica #9: Melhor Forma","Pineapple StormTv",3199095,https://open.spotify.com/track/2fmeSswdyVq4wcqhY41UHk
6,Ranking,"Jorge & Mateus",2998769,https://open.spotify.com/track/0RaIjuKU5hudMteEXwr4RS
7,"Volta por Baixo - Ao Vivo","Henrique & Juliano",2938846,https://open.spotify.com/track/7o9LwQmTuIDm4LyyHFIWul
8,"Vai Ter Que Aguentar","Mc Don Juan",2847992,https://open.spotify.com/track/5GAdMAL3tRJkVN1HtwohK2
9,"Barzinho Aleatório - Ao Vivo","Zé Neto & Cristiano",2728608,https://open.spotify.com/track/3WjSkl7VDWY1prwJw7dSG0
10,"Tudo Aconteceu","MC Du Black",2713080,https://open.spotify.com/track/67mqU3FeErlvWwsxnMfvQo
11,"Graveto - Ao Vivo","Marília Mendonça",2678552,https://open.spotify.com/track/3tc8Z4lGzOIwmIVftsxO6o
12,Flores,Vitão,2586302,https://open.spotify.com/track/25gD4PQjxCLnwIY2n23aEl
13,"Comprei um Lança","Mc Jacaré",2539378,https://open.spotify.com/track/12v6LfkX9YIR3uLefIAAYZ
14,"Litrão - Ao Vivo","Matheus & Kauan",2488759,https://open.spotify.com/track/4DngRKOpRPrkbzImUB0zgh
15,"Quero Você do Jeito Que Quiser","Marília Mendonça",2473008,https://open.spotify.com/track/51uXmhqGR76tT2UeKZyeN6
16,"Tudo no Sigilo (Vytinho NG e Bianca)","Vytinho NG",2450518,https://open.spotify.com/track/60wF0XnX7A0jVpDNA5v8vi
17,"Te Prometo",DENNIS,2387599,https://open.spotify.com/track/7Ac3BmqTQoLdAt7HtZyfgN
18,"Deus é por nós","MC Marks",2359149,https://open.spotify.com/track/6jcGoHrqfRW6fI2I6xtwBQ
19,"Liberdade Provisória - Ao Vivo","Henrique & Juliano",2341605,https://open.spotify.com/track/3Ghyp3X5Ua9ypHnBIgOObI
20,"Sogra - Ao Vivo",Dilsinho,2301745,https://open.spotify.com/track/4x8XaoLvpo6kd51PZD16RK
21,"A Gente Fez Amor - Ao Vivo","Gusttavo Lima",2246061,https://open.spotify.com/track/3tv697PZNnaQN0Mn2zGhS5
22,BRABA,"Luísa Sonza",2243026,https://open.spotify.com/track/2WlZuBDgLfT7Kc0admhFdg
23,"Nem Doeu - Ao Vivo","Matheus & Kauan",2204708,https://open.spotify.com/track/260n4ECk9j4IEvTAVBYojl
24,"S de Saudade","Luíza & Maurílio",2124789,https://open.spotify.com/track/3J5Pu25BODMex4Jpy4l6FL
25,"Viva Voz - Ao Vivo","Lauana Prado",2113751,https://open.spotify.com/track/08Sd5vVcIH3uKeAiaJdoYj
26,"Desejando Eu (Ao Vivo)","Murilo Huff",1987037,https://open.spotify.com/track/3056x1XkmICnQmji68rrft
27,"Não Vai Embora",Dilsinho,1949506,https://open.spotify.com/track/28atBekPVlTdnU4M9Z7udd
28,"Watermelon Sugar","Harry Styles",1920074,https://open.spotify.com/track/6UelLqGlWMcVH1E5c4H7lY
29,"Libera Ela - Ao Vivo","Maiara & Maraisa",1851655,https://open.spotify.com/track/0SJtvFn4vqgJPscSbEPaql
30,"Despedida - Ao Vivo","Wesley Safadão",1839877,https://open.spotify.com/track/5LpLYzpV0HWKI2DlPmNywg
31,"Roses - Imanbek Remix","SAINt JHN",1783461,https://open.spotify.com/track/2Wo6QQD1KMDWeFkkjLqwx5
32,"Briga Feia - Ao Vivo","Henrique & Juliano",1781787,https://open.spotify.com/track/4j2bK4fnc2s6GyVmhJsJhk
33,"menina solta","GIULIA BE",1771673,https://open.spotify.com/track/2MOq63fxuFLYQM3CsDcFs1
34,"Rave do Papa - Deluxe (feat. Mc Rennan, MC Bruna Alves, MC BN & MC Rick) - Remix","Dj W-Beatz",1747866,https://open.spotify.com/track/59CnMc5PR9GdDFEVOpHSg9
35,"Mentira - Ao Vivo","Felipe Araújo",1708467,https://open.spotify.com/track/3oe0vGmQxem3DcarYMuzu1
36,"Melhor Eu Ir / Ligando os Fatos / Sonho de Amor / Deixa Eu Te Querer - Ao Vivo","Grupo Menos É Mais",1695987,https://open.spotify.com/track/2ptHQBO7TQhEkXOeK9ST59
37,"Saudade Sua","Gusttavo Lima",1685596,https://open.spotify.com/track/6NM06xgqxQ0HU5lxbt2JHi
38,"Segunda Taça - Ao Vivo","João Bosco & Vinicius",1685014,https://open.spotify.com/track/23zmMwD99ROi9yhxqMxWil
39,TOMA,"Luísa Sonza",1684065,https://open.spotify.com/track/7pDcS0EVMJR0YwjXmHcCRg
40,"Blinding Lights","The Weeknd",1666212,https://open.spotify.com/track/0VjIjW4GlUZAMYd2vXMi3b
41,"Não Valeu","Wesley Safadão",1639981,https://open.spotify.com/track/1GWUiFYLYEapxYHnASyOud
42,"Tá Rocheda","Os Barões Da Pisadinha",1638890,https://open.spotify.com/track/3dPvQLKl42dMYWV4LWRTLK
43,"Don't Start Now","Dua Lipa",1591858,https://open.spotify.com/track/3PfIrDoz19wz7qK7tYeu62
44,"Cheirosa - Ao Vivo","Jorge & Mateus",1591808,https://open.spotify.com/track/2PWjKmjyTZeDpmOUa3a5da
45,Talarica,"Rennan da Penha",1582714,https://open.spotify.com/track/01mKvmXQLhr3MEoiAEAcP2
46,"Pipa Voada (feat. Emicida)",Rashid,1570813,https://open.spotify.com/track/3oqC4Ta40ft6NnTJwcUTdi
47,"Vira Homem","Marília Mendonça",1522564,https://open.spotify.com/track/0GrEqRHf5FioT1hOB8PBxZ
48,"Com ou Sem Mim - Ao Vivo","Gustavo Mioto",1477567,https://open.spotify.com/track/5L8ZEyIdZ2KE4Wf51SsuOF
49,"Amor de Fim de Noite",Orochi,1454383,https://open.spotify.com/track/1Nmcs8zk7LfcvHRgLtTM5J
50,"Recairei - Ao Vivo","Os Barões Da Pisadinha",1438791,https://open.spotify.com/track/71FrGl0XcpL3VId65tB5mg
51,"Supera - Ao Vivo","Marília Mendonça",1336942,https://open.spotify.com/track/3GmJxfnUDrIs1iCfKUELFz
52,"Aí Eu Bebo - Ao Vivo","Maiara & Maraisa",1280297,https://open.spotify.com/track/2Ou6UYuUbNyqwXxRDSeFRf
53,"Declaração pro Bar - Ao Vivo","Guilherme & Benuto",1238059,https://open.spotify.com/track/48CAeajgzcGJaVUSsXd7h0
54,"3 Batidas - Ao Vivo","Guilherme & Benuto",1217903,https://open.spotify.com/track/1uryupl9hqVZYurJwH4G9k
55,SENTADÃO,"PEDRO SAMPAIO",1213908,https://open.spotify.com/track/4lKuzrdZrJuCAedbIslF3A
56,"Dance Monkey","Tones And I",1212781,https://open.spotify.com/track/1rgnBhdG2JDFTbYkYRZAku
57,"BALANÇA (feat. Pedro Sampaio)","WC no Beat",1182578,https://open.spotify.com/track/4p8pEdPYOQLzJUKYrLOacy
58,"SEM LIMITES","WC no Beat",1164848,https://open.spotify.com/track/0DWUfq7vSAArkz82XHnuGm
59,"death bed (coffee for your head)",Powfu,1150225,https://open.spotify.com/track/7eJMfftS33KTjuF7lTsMCx
60,"Bebi Minha Bicicleta (Coração Falido) - Ao Vivo","Zé Neto & Cristiano",1129548,https://open.spotify.com/track/2Q9TaUXNM4mNSCgJjbmsJe
61,"(não) era amor","GIULIA BE",1119236,https://open.spotify.com/track/7DmZMqXYgQ1oI3z3bGUEbi
62,"Xereca de Mel","Shevchenko e Elloco",1114741,https://open.spotify.com/track/3csAhPJlNeCDnvuTdT8RQw
63,cardigan,"Taylor Swift",1087602,https://open.spotify.com/track/4R2kfaDFhslZEMJqAFNpdd
64,"Áudio - Ao Vivo em Brasília","Diego & Victor Hugo",1085577,https://open.spotify.com/track/2PqPSf3gtTED79rWGwVtYg
65,"Então Toma - Ao Vivo","Matheus & Kauan",1061730,https://open.spotify.com/track/5yaXBGNko8lmFSOvKWo99j
66,"Slow Down (feat. Jorja Smith) - Vintage Culture & Slow Motion Remix","Maverick Sabre",1055957,https://open.spotify.com/track/5PNvgiKSwMdjBsDsgFCFLX
67,"ROCKSTAR (feat. Roddy Ricch)",DaBaby,1048887,https://open.spotify.com/track/7ytR5pFWmSjzHJIeQkgog4
68,"se essa vida fosse um filme","GIULIA BE",1048875,https://open.spotify.com/track/0hDphSo7vI7gCjEPpD6gu0
69,"my future","Billie Eilish",1048038,https://open.spotify.com/track/2ygvZOXrIeVL4xZmAWJT2C
70,"How You Like That",BLACKPINK,1009802,https://open.spotify.com/track/3vAn0qZzdyuHamcrpkfiX3
71,"Savage Love (Laxed - Siren Beat)","Jawsh 685",1005188,https://open.spotify.com/track/1xQ6trAsedVPCdbtDAmk0c
72,"Figurinha - Ao Vivo","Douglas & Vinicius",1003432,https://open.spotify.com/track/187Pge0WmJNoS73kaIORSE
73,ASAS,"Luan Santana",991667,https://open.spotify.com/track/0j1tGcJJfq1nIs4i5GoHXv
74,"Te gusta","MC Kevinho",973477,https://open.spotify.com/track/0h5iRD8nlDtcn4rwbZzNgg
75,"Break My Heart","Dua Lipa",965685,https://open.spotify.com/track/017PF4Q3l4DBUiWoXk4OWT
76,"Serenata - Ao Vivo","Marília Mendonça",965088,https://open.spotify.com/track/5fY9bVl1Wj4PIM3wnduWop
77,"Basta Você Me Ligar - Ao Vivo","Os Barões Da Pisadinha",954773,https://open.spotify.com/track/3AV1KI22k1jGMz792lDrj1
78,"Toosie Slide",Drake,945172,https://open.spotify.com/track/466cKvZn1j45IpxDdYZqdA
79,"Quem Traiu Levou - Ao Vivo","Gusttavo Lima",934061,https://open.spotify.com/track/17Ryox5vWKp92IDW87C5PI
80,"Pode Sumir","Luíza & Maurílio",926757,https://open.spotify.com/track/5OzvtpasMB3aPWpfVr0PsA
81,"Relógio Parado (Ao Vivo)","Diego & Arnaldo",924598,https://open.spotify.com/track/5n8Y78Pl5q8lqS7sJP61qw
82,"Rain On Me (with Ariana Grande)","Lady Gaga",912197,https://open.spotify.com/track/7ju97lgwC2rKQ6wwsf9no9
