,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
82,Paypal,Teto,1178620,https://open.spotify.com/track/6x1FttETfbRLerumlTn0ZH
83,"Anota Placa","Tz da Coronel",1175097,https://open.spotify.com/track/3QUriWUE8WnWLpWxHA52k4
84,"The Business",Tiësto,1161173,https://open.spotify.com/track/6f3Slt0GbA2bPZlz0aIFXN
85,"Save Your Tears","The Weeknd",1157500,https://open.spotify.com/track/5QO79kh1waicV47BqGRL3g
86,Nêga,"Tarcísio do Acordeon",1146735,https://open.spotify.com/track/3S2iI46NmKyZsoxs2NByIP
87,"Levitating (feat. DaBaby)","Dua Lipa",1131065,https://open.spotify.com/track/5nujrmhLynf4yMoMtj8AQF
88,"É Só Botada","MC Levin",1123717,https://open.spotify.com/track/07c9lzwx1IIm101PnB4BZu
89,"Senta com Amor","MC Kevinho",1121369,https://open.spotify.com/track/1kjMT9xY7fsPCbOY9glt96
90,"Quero Você do Jeito Que Quiser","Marília Mendonça",1113861,https://open.spotify.com/track/64I6t2tuUGnIlaDIzHJ6YI
91,"Pot-Pourri: Melhor Eu Ir / Ligando Os Fatos / Sonho de Amor / Deixa Eu Te Querer - Ao Vivo","Grupo Menos É Mais",1094937,https://open.spotify.com/track/5r9CZJMoMmxio2AnJdxuDS
92,"Desejando Eu (Ao Vivo)","Murilo Huff",1092756,https://open.spotify.com/track/3056x1XkmICnQmji68rrft
93,"Briga Feia - Ao Vivo","Henrique & Juliano",1088333,https://open.spotify.com/track/3Xuo5utyzk86BwlUHdTR2O
94,"Nem Doeu - Ao Vivo","Matheus & Kauan",1058326,https://open.spotify.com/track/260n4ECk9j4IEvTAVBYojl
95,"Despedida De Casal","Gustavo Mioto",1053629,https://open.spotify.com/track/5RZzJ0N1vuBaYcnpC74Jqg
96,"Don't Say Goodbye (feat. Tove Lo)",Alok,1050604,https://open.spotify.com/track/0GTPmh5G40joBg93vcSQNq
97,Deprê,"Marília Mendonça",1022495,https://open.spotify.com/track/2BRGOqLBHFJclDM6PB2dnd
98,"Ela Aperta a Minha Mente","Xand Avião",1014462,https://open.spotify.com/track/1T3hcBQRwacjWLuJJFt8co
99,Up,"Cardi B",1013461,https://open.spotify.com/track/1M4OcYkxAtu3ErzSgDEfoi
100,"Só Tem Eu","Zé Felipe",1003751,https://open.spotify.com/track/1X0MaGErD8rcspqQs9s2m0
101,Adorei,"Grupo Menos É Mais",1002780,https://open.spotify.com/track/1jweGFaVZxEVrOHKsLpPY4
102,"De Menina pra Mulher - Ao Vivo","Gusttavo Lima",999747,https://open.spotify.com/track/7snoDTJeoJ2oVMhf7eoF3t
103,"Pode Sumir","Luíza & Maurílio",993381,https://open.spotify.com/track/7CDdyDigw7e3zFr3k7uKMY
104,"Don't Start Now","Dua Lipa",993375,https://open.spotify.com/track/3PfIrDoz19wz7qK7tYeu62
105,"deja vu","Olivia Rodrigo",970107,https://open.spotify.com/track/61KpQadow081I2AsbeLcsb
106,"Kiss Me More (feat. SZA)","Doja Cat",969857,https://open.spotify.com/track/748mdHapucXQri7IAO8yFK
107,"Linda Bela - Ao Vivo","Elias Monkbel",969744,https://open.spotify.com/track/354mVxDquP5bQK7rUz6Omy
108,"Rainha da Favela",LUDMILLA,960336,https://open.spotify.com/track/3vu864xi5Xis9VfOsJpmXu
109,"Faz a Pose","MC Teteu",953902,https://open.spotify.com/track/1sTVKLLFDfAfowsG4bRBN4
110,"Tô Preocupada (Calma Amiga) (feat. Anitta)",Rebecca,952665,https://open.spotify.com/track/70jrNdP6R9AKHazjaurG3Z
111,positions,"Ariana Grande",944532,https://open.spotify.com/track/35mvY5S1H3J2QZyna3TFe0
112,"Declaração pro Bar - Ao Vivo","Guilherme & Benuto",944527,https://open.spotify.com/track/48CAeajgzcGJaVUSsXd7h0
113,"Cabelinho na Regua","MC Cego Abusado",942833,https://open.spotify.com/track/7cmwzU8jmurYtLYncS0bPQ
114,"Volume 3","Douglas & Vinicius",939691,https://open.spotify.com/track/5gIVPysvKFh2gtwsicafnN
115,"Hold On","Justin Bieber",937512,https://open.spotify.com/track/1nahzW3kfMuwReTka28tH5
116,"GIRL LIKE ME","Black Eyed Peas",931710,https://open.spotify.com/track/2vBET2pmrQqafaS6zIaYta
117,Letícia,"Zé Vaqueiro",928066,https://open.spotify.com/track/2R1OgezGfBMeiAcMpJ1EkH
118,"Esses Vícios","Zé Neto & Cristiano",926504,https://open.spotify.com/track/2InUVOBY515umeuwdQtsQ4
119,"Coração de Isca","Bruno & Marrone",920591,https://open.spotify.com/track/2Nlf97QqqcZ2x9Qb4h1Qt2
120,"Não Nasceu pra Namorar","MC Zaquin",920166,https://open.spotify.com/track/6pQKUKBpwr6GhfhcFFFozo
121,777-666,Matuê,918160,https://open.spotify.com/track/3sGcETRMuAgcPgjDpIkgMn
122,"Poesia Acústica #9: Melhor Forma","Pineapple StormTv",917903,https://open.spotify.com/track/2fmeSswdyVq4wcqhY41UHk
123,"Apaga Luz, Apaga Tudo - Challenge","DJ TN Beat",916694,https://open.spotify.com/track/0v192IDdClYsae1YWxhTO9
124,"Só Tapão Nervoso Vs Toma Catucada Violenta","DJ DN",904088,https://open.spotify.com/track/2BEGTomoM88uGMOzRmZirl
125,Streets,"Doja Cat",883543,https://open.spotify.com/track/60ynsPSSKe6O3sfwRnIBRf
126,"Viva Voz - Ao Vivo","Lauana Prado",880115,https://open.spotify.com/track/1pYZrTrSFLVY5iMjqQGlgj
127,"Acabou a Água (feat. Mc Ygor Yanks)","MC 3L",872050,https://open.spotify.com/track/7jFEykLSATTBHLCJXikHmD
128,"Não Te Quero",NATTAN,856763,https://open.spotify.com/track/3cVF2ot6YuCD0RQY302gNz
129,Cangote,"Zé Vaqueiro",851231,https://open.spotify.com/track/0dTqciDQzwVKWY2kb3Gixf
130,"Seu Beijo Joga Sujo","Avine Vinny",848248,https://open.spotify.com/track/2enk2whIgJyoe0O9HRQZJV
131,"Oh Juliana",Niack,833961,https://open.spotify.com/track/4xWzZmX4K1yyrdtRfbUvjt
132,"Falei pra Tu","Diego & Arnaldo",832173,https://open.spotify.com/track/45YzwZ9K4HzruaHwhsQbhW
133,"Cuidado Que Eu Te Supero","Yasmin Santos",826867,https://open.spotify.com/track/5J4tK2FbXQEeC0AsfFgwpz
134,Arcade,"Duncan Laurence",825076,https://open.spotify.com/track/1J14CdDAvBTE1AJYUOwl6C
135,"Short Jeans - Ao Vivo","Hugo Henrique",818341,https://open.spotify.com/track/78G6jgpMdzSEiBPkBLWi9S
136,"Rebola Lentinho","Mc Kaio",804153,https://open.spotify.com/track/3bcJIkPhkmoiF31lcHZ96t
137,"Máquina do Tempo",Matuê,794948,https://open.spotify.com/track/5oI9blwsXC8AkTWw6wASY8
138,"Liberdade Provisória - Ao Vivo","Henrique & Juliano",782332,https://open.spotify.com/track/4Y0gR2tYML083T6b2vhJrn
139,"Renk Renk - Olha o Barulinho da Cama","MC MN",775871,https://open.spotify.com/track/2bPghtjMJBxGMjSgi8rMKK
140,"Someone You Loved","Lewis Capaldi",772217,https://open.spotify.com/track/7qEHsqek33rTcFNT9PFqLf
141,Hylander,Abbot,760341,https://open.spotify.com/track/3sOcmmmWB7dqyziUVLXpTi
142,"Roses - Imanbek Remix","SAINt JHN",760002,https://open.spotify.com/track/0zLCBJZSiELJf02ucPP9wb
143,Rita,Tierry,755749,https://open.spotify.com/track/1nDCZBI8MaHXI2f36dnQyG
144,"Manda Áudio","Di Propósito",754351,https://open.spotify.com/track/0in6Rc29qdyOkhKyYw4A84
145,"S de Saudade","Luíza & Maurílio",752665,https://open.spotify.com/track/3J5Pu25BODMex4Jpy4l6FL
146,"Mais Um","Felipe Araújo",749102,https://open.spotify.com/track/4PHj4jdDD3Vbq2Br23nyOD
147,"Marília Mendonça",BIN,748165,https://open.spotify.com/track/73uParILjIm5rcP0C2bpMF
148,"menina solta","GIULIA BE",746109,https://open.spotify.com/track/2MOq63fxuFLYQM3CsDcFs1
149,"Me Chama Mozão","Naiara Azevedo",738267,https://open.spotify.com/track/21jLgG2WsiIEuuzl0OupzN
150,"Quase uma Semana",BIN,734608,https://open.spotify.com/track/4a5YIaK7qFu6T63GeYx1Ih
151,"Um Sabadão Desse Uma Lua Dessa","Mc Talibã",728435,https://open.spotify.com/track/3KfyRuNdcCGsZb15sqrXDA
152,"Met Him Last Night (feat. Ariana Grande)","Demi Lovato",728074,https://open.spotify.com/track/4yyX2Iu4xJjW9xMvBZKSBi
153,"Prisoner (feat. Dua Lipa)","Miley Cyrus",724340,https://open.spotify.com/track/2Oycxb8QbPkpHTo8ZrmG0B
154,"Razão das Minhas Biritas","Luíza & Maurílio",724079,https://open.spotify.com/track/3qqfukkcLElVkOWFyzHmSk
155,"Paradise (feat. Dermot Kennedy)",MEDUZA,710615,https://open.spotify.com/track/6ft4hAq6yde8jPZY2i5zLr
156,"Slow Down (feat. Jorja Smith) - Vintage Culture & Slow Motion Remix","Maverick Sabre",709432,https://open.spotify.com/track/5PNvgiKSwMdjBsDsgFCFLX
157,"Volta Marcada","Juan Marcus & Vinícius",708807,https://open.spotify.com/track/0V0k5MpqZ55XwJRTQq2GbM
158,"Meu Abrigo",Melim,707517,https://open.spotify.com/track/5U28PY9MekLyCBYtLHGQpe
159,"Romance Desapegado","Conde do Forró",693955,https://open.spotify.com/track/54OqGd3dmug64db0ZtOtF4
160,"Ela é Espetacular (Mulher Kama Sutra 2)","Mc Livinho",692620,https://open.spotify.com/track/0x0V1IID2Sj902k6LzuWds
161,"Não Vai Embora",Dilsinho,691679,https://open.spotify.com/track/28atBekPVlTdnU4M9Z7udd
162,Ranking,"Jorge & Mateus",691243,https://open.spotify.com/track/0RaIjuKU5hudMteEXwr4RS
163,Tranquilita,"Zé Felipe",688263,https://open.spotify.com/track/6laODVkprSL1Z3mbzRV8h8
164,"Coração Gelado 2","DJ BOY",685994,https://open.spotify.com/track/770dThFIyI1l6ovcxxeUW2
165,"Barzinho Aleatório - Ao Vivo","Zé Neto & Cristiano",685030,https://open.spotify.com/track/4KLvGldnzUZU4xdELyWBom
166,"Poesia Acústica 10: Recomeçar","Pineapple StormTv",684936,https://open.spotify.com/track/4pwFy4YPNGMxK2P2FfQfvt
167,Dynamite,BTS,681775,https://open.spotify.com/track/4saklk6nie3yiGePpBwUoc
168,"Vou Falar Que Não Quero - Remix","DJ Lucas Beat",680934,https://open.spotify.com/track/0YluTOlBctnpHPABgFSXEw
169,"Meia Noite (Ce Tem Meu Whatsapp) - Ao Vivo","Os Barões Da Pisadinha",680217,https://open.spotify.com/track/7as7OL7cmgFZDADgVjQZjz
170,"Camisa do Flamengo","DJ 2L da Rocinha",680150,https://open.spotify.com/track/4FmdqhQcHXXVLk2hpwQ5US
171,"Deixa (feat. Ana Gabriela)",Lagum,678069,https://open.spotify.com/track/3fLqmaO4vvZpFZSZy52VMp
172,"Goosebumps - Remix","Travis Scott",678055,https://open.spotify.com/track/5uEYRdEIh9Bo4fpjDd4Na9
173,"Mood (feat. iann dior)",24kGoldn,675569,https://open.spotify.com/track/4jPy3l0RUwlUI9T5XHBW2m
174,"Elas Gostam de Gasolina - Ao Vivo","Anderson & Vei da Pisadinha",674995,https://open.spotify.com/track/3tkEf7vw4zDBFAQxY1vdcv
175,"Devil Eyes","Hippie Sabotage",655731,https://open.spotify.com/track/7MiZjKawmXTsTNePyTfPyL
176,"WAP (feat. Megan Thee Stallion)","Cardi B",655562,https://open.spotify.com/track/4Oun2ylbjFKMPTiaSbbCih
177,"Eu Vou Tirar Você Do Cabaré","Israell Muniz",654615,https://open.spotify.com/track/4dkMmfrNEIUMjoEIFHA2yy
178,LARISSA,"PEDRO SAMPAIO",654459,https://open.spotify.com/track/1wowgtxmcxyIDGkQ8S28gL
179,Manha,Teto,654035,https://open.spotify.com/track/3ow7zYRhbIO7f4yyHI4ZaD
180,"Buzina - Ao Vivo","Diego & Victor Hugo",652284,https://open.spotify.com/track/0yOYdil5IO9tW7wraM9C3r
181,"Café e Amor - Ao Vivo","Gusttavo Lima",648111,https://open.spotify.com/track/6zeo9bcZWGlHi2VqjUSmaR
182,"Me Gusta (with Cardi B & Myke Towers)",Anitta,645382,https://open.spotify.com/track/7e1VoRlNumuEkXlITMHKLE
183,"Nem Vá","Matheus Fernandes",641140,https://open.spotify.com/track/3MM4J90BLKgagDOMSt5wKM
184,"Já Te Esqueci - Léo Santana Ao Vivo / 2020","Leo Santana",640830,https://open.spotify.com/track/7nasbso9gWjDylglAY6WbH
185,"Da Cama Pro Coração","Ciro Netto e Manuel",636228,https://open.spotify.com/track/7lc3EORoGIEpQmZPMeoQKg
186,"A Casa É Sua","Casa Worship",634773,https://open.spotify.com/track/3h3fui1QXImL2zRcs9v2Lc
187,"Head & Heart (feat. MNEK)","Joel Corry",630233,https://open.spotify.com/track/6cx06DFPPHchuUAcTxznu9
188,Runaway,AURORA,627033,https://open.spotify.com/track/1v1oIWf2Xgh54kIWuKsDf6
189,"Kenny G",Matuê,625833,https://open.spotify.com/track/3MkdA6vwF0ifRl86yzTlJW
190,"Meia Noite","Zé Vaqueiro",624432,https://open.spotify.com/track/2ylAocQwOgzelMbW9KJL56
191,"Sarra Nela Com Fuzil na Bandolera","Dj Wesley Gonzaga",623151,https://open.spotify.com/track/2irraUGiIw4HfEGvrlQyKa
192,"Só Você","MC Rogerinho",621375,https://open.spotify.com/track/59kRq8rb5uJCrSYYbGCk7o
193,"Poesia Acústica #6: Era uma Vez","Pineapple StormTv",621235,https://open.spotify.com/track/13Rf6RaZT13TW4xLQR3MQr
194,War,"Filipe Ret",619563,https://open.spotify.com/track/63400Pm7x5Awe4NH82oRYe
195,"Não Nego Um Vamo","Hugo & Vitor",618178,https://open.spotify.com/track/0jUVjA4goewfigd4lb6Br8
196,"Nega Chegando","O Boy da Seresta",614650,https://open.spotify.com/track/5XyDFMwY1NTIlkbzcfVyl3
197,"Monster (Shawn Mendes & Justin Bieber)","Shawn Mendes",614069,https://open.spotify.com/track/1HbA4N1MiOsPthALesGFR1
198,"Lençol Dobrado","João Gustavo e Murilo",613416,https://open.spotify.com/track/72xB2J9ZeBl0Rzxq2XmzdY
199,"Pipa Voada (feat. Emicida)",Rashid,612785,https://open.spotify.com/track/3oqC4Ta40ft6NnTJwcUTdi
200,"Gorilla Roxo",Matuê,610600,https://open.spotify.com/track/0bV0LtjtZH76gD0ujPYS3n
